GEOID,xsite,renter.hh,num_filings,num_filings_hist_avg,filing_rate,filing_rate_hist_avg,quartile_current,quartile_historical
12057010108,TAMPA,137,6,6,4.829426422916621,4.37956204379562,3,3
12057010203,TAMPA,377,34,36,9.944946188304872,9.549071618037136,4,4
12057010204,TAMPA,775,82,104,11.667478803235552,13.419354838709678,4,4
12057010205,TAMPA,890,20,33,2.4780202993991653,3.707865168539326,2,3
12057010209,TAMPA,1478,14,36.5,1.0445241180823273,2.469553450608931,1,2
12057010210,TAMPA,957,20,27.5,2.3045329848121807,2.8735632183908044,2,2
12057010211,TAMPA,731,17,24.25,2.564462867982857,3.317373461012312,2,2
12057010212,TAMPA,365,5,9,1.510574018126888,2.4657534246575343,1,2
12057010213,TAMPA,216,9,21.25,4.594662638469285,9.837962962962964,3,4
12057010214,TAMPA,8,1,1.75,13.783987915407856,21.875,4,4
12057010303,TAMPA,427,55,61.5,14.203640943277415,14.402810304449648,4,4
12057010304,TAMPA,298,14,12.5,5.180559216529127,4.194630872483222,3,3
12057010305,TAMPA,419,24,35,6.3162904051510935,8.353221957040573,4,4
12057010401,TAMPA,1457,148,75.75,11.201264030091215,5.199039121482499,4,3
12057010402,TAMPA,1642,126,122.75,8.461790388995809,7.47563946406821,4,4
12057010501,TAMPA,1455,183,124.25,13.869249696327904,8.539518900343642,4,4
12057010502,TAMPA,525,12,36.75,2.520500647388865,7,2,4
12057010600,TAMPA,350,61,60,19.218817436340093,17.142857142857142,4,4
12057010701,TAMPA,793,61,40.5,8.48245410178945,5.10718789407314,4,3
12057010702,TAMPA,336,15,18.25,4.922852826931377,5.431547619047619,3,3
12057010805,TAMPA,1885,147,171.5,8.599453468710683,9.09814323607427,4,4
12057010808,TAMPA,988,134,90.75,14.955905916312977,9.185222672064777,4,4
12057010809,TAMPA,832,54,30,7.157070648384847,3.605769230769231,4,3
12057010810,TAMPA,1382,36,46.5,2.872495310880942,3.364688856729378,2,2
12057010811,TAMPA,1977,76,103.5,4.239081766599886,5.235204855842185,3,3
12057010812,TAMPA,2401,121,115.75,5.557226281597169,4.820907955018742,4,3
12057010813,TAMPA,2050,120,99.25,6.454940682337337,4.841463414634147,4,3
12057010814,TAMPA,794,49,55.5,6.805193026246699,6.98992443324937,4,4
12057010815,TAMPA,817,60,75.5,8.098303793630075,9.241126070991433,4,4
12057010816,TAMPA,1529,149,141.75,10.745921252561258,9.270765206017005,4,4
12057010817,TAMPA,1145,92,117.75,8.860275201519809,10.283842794759826,4,4
12057010818,TAMPA,1913,170,185,9.79938503134066,9.670674333507579,4,4
12057010900,TAMPA,11,5,48,50.12359241966493,436.3636363636364,4,4
12057011003,TAMPA,1611,58,98,3.9700623170386375,6.083178150217257,3,4
12057011005,TAMPA,133,2,4.75,1.6582241101242532,3.5714285714285716,1,2
12057011006,TAMPA,159,7,11.5,4.8547378821562255,7.232704402515723,3,4
12057011007,TAMPA,221,2,3.75,0.9979357766811117,1.6968325791855203,1,1
12057011008,TAMPA,1782,47,30.5,2.9084059799064836,1.7115600448933783,2,1
12057011010,TAMPA,1321,33,31,2.7547106810504722,2.3467070401211205,2,2
12057011012,TAMPA,585,5,9.5,0.9424949001988276,1.623931623931624,1,1
12057011013,TAMPA,894,27,19.5,3.330359496340153,2.1812080536912752,3,1
12057011014,TAMPA,559,18,19.5,3.5507947402839557,3.488372093023256,3,2
12057011015,TAMPA,2057,96,64.75,5.146379542553833,3.1477880408361694,3,2
12057011016,TAMPA,708,15,22,2.3362691382047216,3.1073446327683616,2,2
12057011103,TAMPA,150,17,16.75,12.497482376636457,11.166666666666666,4,4
12057011106,TAMPA,676,9,15.5,1.4681170560789432,2.2928994082840237,1,2
12057011107,TAMPA,754,17,19.75,2.486236547076218,2.6193633952254642,2,2
12057011108,TAMPA,56,5,3.25,9.845705653862755,5.803571428571429,4,4
12057011109,TAMPA,209,18,4.75,9.497101721620723,2.272727272727273,4,2
12057011203,TAMPA,438,5,15.5,1.2588116817724069,3.538812785388128,1,2
12057011204,TAMPA,614,82,107.25,14.72686656760188,17.46742671009772,4,4
12057011205,TAMPA,188,8,4.25,4.692421418011185,2.2606382978723403,3,1
12057011206,TAMPA,665,43,46.5,7.13036367353429,6.992481203007519,4,4
12057011301,TAMPA,283,8,5.5,3.117226949067501,1.9434628975265018,3,1
12057011303,TAMPA,602,17,13,3.1139906254077547,2.159468438538206,3,1
12057011304,TAMPA,489,39,22,8.794691676088448,4.4989775051124745,4,3
12057011407,TAMPA,341,7,7.25,2.2636461092751903,2.126099706744868,2,1
12057011408,TAMPA,432,11,16.75,2.807849390175674,3.877314814814815,2,3
12057011409,TAMPA,288,2,7,0.7657771064115475,2.4305555555555554,1,2
12057011410,TAMPA,452,20,13.25,4.879287757666497,2.9314159292035398,3,2
12057011411,TAMPA,104,3,2.5,3.1809202881710434,2.4038461538461537,3,2
12057011412,TAMPA,704,16,18,2.5061796209832465,2.5568181818181817,2,2
12057011413,TAMPA,564,7,15.25,1.3686229135865955,2.7039007092198584,1,2
12057011414,TAMPA,1284,48,44.75,4.122314142925713,3.485202492211838,3,2
12057011415,TAMPA,604,6,17,1.0954162581781077,2.814569536423841,1,2
12057011416,TAMPA,1003,20,23.25,2.198841541839738,2.318045862412762,2,2
12057011417,TAMPA,868,20,24.5,2.5408272655129687,2.8225806451612905,2,2
12057011418,TAMPA,549,6,16,1.2051574133689928,2.914389799635701,1,2
12057011504,TAMPA,90,1,2,1.2252433702584762,2.2222222222222223,1,1
12057011506,TAMPA,1237,35,34.5,3.1200619371982214,2.7890056588520613,3,2
12057011507,TAMPA,1576,23,11.25,1.6092980814943183,0.7138324873096447,1,1
12057011509,TAMPA,114,4,5.75,3.869189590289924,5.043859649122807,3,3
12057011510,TAMPA,139,1,4.75,0.7933230454910996,3.41726618705036,1,2
12057011512,TAMPA,142,0,1.75,0,1.232394366197183,1,1
12057011514,TAMPA,212,5,7.75,2.600752436869407,3.6556603773584904,2,3
12057011515,TAMPA,177,6,4.5,3.738030621127554,2.542372881355932,3,2
12057011516,TAMPA,443,15,13,3.7338116249411795,2.9345372460496613,3,2
12057011517,TAMPA,149,7,5.75,5.180559216529127,3.859060402684564,3,3
12057011518,TAMPA,86,0,2.5,0,2.9069767441860463,1,2
12057011519,TAMPA,123,0,1.25,0,1.016260162601626,1,1
12057011520,TAMPA,876,13,10.75,1.636455186304129,1.2271689497716896,1,1
12057011521,TAMPA,1793,11,13,0.676514744314496,0.7250418293363079,1,1
12057011522,TAMPA,331,4,3.25,1.3325909767161672,0.9818731117824774,1,1
12057011523,TAMPA,42,0,2,0,4.761904761904762,1,3
12057011524,TAMPA,1733,29,37,1.845288630337347,2.1350259665320253,2,1
12057011603,TAMPA,366,3,11.25,0.9038680600267447,3.0737704918032787,1,2
12057011605,TAMPA,835,57,40.5,7.527543101108961,4.850299401197605,4,3
12057011606,TAMPA,1336,46,47.5,3.796787090471625,3.555389221556886,3,2
12057011607,TAMPA,556,26,32,5.156599795692148,5.755395683453237,3,4
12057011608,TAMPA,128,2,3.75,1.722998489425982,2.9296875,2,2
12057011610,TAMPA,933,21,23.25,2.482004254864437,2.491961414790997,2,2
12057011611,TAMPA,414,4,12.75,1.0654290176160661,3.079710144927536,1,2
12057011612,TAMPA,673,32,25.5,5.243240574063018,3.789004457652303,3,3
12057011613,TAMPA,967,63,66.5,7.184208799757559,6.87693898655636,4,4
12057011614,TAMPA,821,22,29.25,2.9549109294906,3.5627283800243603,2,2
12057011615,TAMPA,884,46,62,5.738130715916393,7.013574660633484,4,4
12057011706,TAMPA,2338,86,89.5,4.0561949041063325,3.8280581693755344,3,3
12057011708,TAMPA,1505,83,102.75,6.081440515502203,6.827242524916944,4,4
12057011709,TAMPA,398,7,16.75,1.9394555860875375,4.208542713567839,2,3
12057011710,TAMPA,1759,67,73.25,4.200237363649011,4.164297896532121,3,3
12057011712,TAMPA,916,57,45.75,6.8618979142205045,4.994541484716157,4,3
12057011802,TAMPA,812,10,13.5,1.358028366050035,1.6625615763546797,1,1
12057011803,TAMPA,1845,92,62.75,5.498653173842916,3.4010840108401084,4,2
12057011804,TAMPA,680,9,27.25,1.4594810733961259,4.007352941176471,1,3
12057011901,TAMPA,2015,107,120.25,5.855629605751426,5.967741935483871,4,4
12057011902,TAMPA,1384,31,31.5,2.469963152471928,2.2760115606936417,2,2
12057011904,TAMPA,795,48,50,6.657926238385682,6.289308176100629,4,4
12057011905,TAMPA,317,28,19.25,9.740105025398611,6.072555205047319,4,4
12057011906,TAMPA,1068,51,59,5.265793136223226,5.52434456928839,3,3
12057012001,TAMPA,317,19,24.75,6.609356981520486,7.807570977917981,4,4
12057012002,TAMPA,654,55,62.75,9.273631013424245,9.594801223241591,4,4
12057012103,TAMPA,1897,94,119.75,5.464184982807963,6.312598840274117,4,4
12057012104,TAMPA,1429,90,127.5,6.9450463954469255,8.922323303009097,4,4
12057012106,TAMPA,246,15,10.5,6.723896544101393,4.2682926829268295,4,3
12057012107,TAMPA,756,46,43.75,6.7096660752249875,5.787037037037037,4,4
12057012108,TAMPA,245,21,25,9.451877427708244,10.204081632653061,4,4
12057012206,TAMPA,361,13,15.5,3.9710103689817644,4.293628808864266,3,3
12057012207,TAMPA,438,13,17.75,3.272910372608258,4.052511415525114,3,3
12057012208,TAMPA,113,12,13,11.710290618399595,11.504424778761061,4,4
12057012209,TAMPA,349,10,24.5,3.159653390351371,7.020057306590258,3,4
12057012210,TAMPA,686,25,22,4.018655368923573,3.206997084548105,3,2
12057012211,TAMPA,7,1,3.25,15.753129046180407,46.42857142857143,4,4
12057012212,TAMPA,1379,93,79.25,7.436756351750141,5.746918056562727,4,3
12057012213,TAMPA,596,4,21.25,0.7400798880755896,3.565436241610738,1,2
12057012301,TAMPA,861,24,30.75,3.0737812773034943,3.5714285714285716,3,2
12057012303,TAMPA,482,31,26.75,7.092176354815661,5.549792531120332,4,3
12057012304,TAMPA,666,12,17.25,1.986881140959691,2.59009009009009,2,2
12057012401,TAMPA,512,14,20.5,3.0152473564954683,4.00390625,3,3
12057012402,TAMPA,270,5,6.5,2.0420722837641265,2.4074074074074074,2,2
12057012403,TAMPA,564,18,20,3.5193160635083887,3.5460992907801416,3,2
12057012501,TAMPA,350,15,15.5,4.725938713854122,4.428571428571429,3,3
12057012503,TAMPA,606,14,22.75,2.547535720339406,3.754125412541254,2,3
12057012504,TAMPA,139,4,5.5,3.173292181964398,3.9568345323741005,3,3
12057012600,TAMPA,794,22,33.25,3.0553927872944366,4.187657430730479,3,3
12057012701,TAMPA,1235,25,40,2.2322247636288024,3.2388663967611335,2,2
12057012702,TAMPA,831,14,24.5,1.8577697310778338,2.948255114320096,2,2
12057012800,TAMPA,308,6,14,2.1481539608427824,4.545454545454546,2,3
12057012900,TAMPA,507,18,18,3.9149788162105152,3.5502958579881656,3,2
12057013001,TAMPA,640,23,52.75,3.9628965256797586,8.2421875,3,4
12057013002,TAMPA,471,12,20.25,2.8094752439047856,4.2993630573248405,2,3
12057013003,TAMPA,398,12,21.75,3.3247810047214927,5.464824120603015,3,3
12057013004,TAMPA,231,8,9.25,3.8189403748316137,4.004329004329004,3,3
12057013100,TAMPA,272,5,8,2.0270570463835083,2.9411764705882355,2,2
12057013203,TAMPA,117,3,9,2.8274847005964836,7.6923076923076925,2,4
12057013204,TAMPA,188,16,25,9.38484283602237,13.297872340425531,4,4
12057013205,TAMPA,577,13,18,2.48446229324509,3.119584055459272,2,2
12057013206,TAMPA,210,8,9.75,4.200834412314775,4.642857142857143,3,3
12057013207,TAMPA,204,8,8.25,4.324388365618151,4.044117647058823,3,3
12057013208,TAMPA,141,8,6.25,6.25656189068158,4.432624113475177,4,3
12057013305,TAMPA,131,4,4.25,3.367081017504209,3.2442748091603053,3,2
12057013307,TAMPA,1256,67,59.5,5.882338791925645,4.737261146496815,4,3
12057013310,TAMPA,460,8,16,1.917772231708919,3.4782608695652173,2,2
12057013311,TAMPA,804,26,31,3.5660068238866094,3.855721393034826,3,3
12057013312,TAMPA,467,12,13.5,2.8335392716898373,2.890792291220557,2,2
12057013313,TAMPA,373,5,6.5,1.4781756477649175,1.742627345844504,1,1
12057013314,TAMPA,211,7,9.75,3.658309588923412,4.62085308056872,3,3
12057013315,TAMPA,2392,86,89,3.9646252867059384,3.720735785953177,3,3
12057013316,TAMPA,1191,86,57.5,7.962538779009743,4.827875734676742,4,3
12057013317,TAMPA,1186,23,53.5,2.138493909304423,4.5109612141652615,2,3
12057013318,TAMPA,1399,57,77.75,4.492850957416714,5.557541100786276,3,3
12057013319,TAMPA,1604,36,62.5,2.474930498527096,3.896508728179551,2,3
12057013320,TAMPA,1140,50,50.25,4.836486987862406,4.407894736842105,3,3
12057013321,TAMPA,1290,13,31.25,1.1112672427925714,2.4224806201550386,1,2
12057013322,TAMPA,1534,47,76,3.378604599865289,4.954367666232073,3,3
12057013406,TAMPA,229,4,5.5,1.926146782939089,2.4017467248908297,2,2
12057013407,TAMPA,328,7,16.25,2.3533637904354876,4.954268292682927,2,3
12057013409,TAMPA,329,11,8.75,3.686902542723074,2.6595744680851063,3,2
12057013410,TAMPA,898,57,47.5,6.999441524973254,5.289532293986637,4,3
12057013411,TAMPA,249,9,7.75,3.985731445419139,3.112449799196787,3,2
12057013412,TAMPA,427,23,15.25,5.939704394461464,3.5714285714285716,4,2
12057013413,TAMPA,93,11,6.5,13.042913296299906,6.989247311827957,4,4
12057013414,TAMPA,373,8,20.25,2.365081036423868,5.428954423592494,2,3
12057013415,TAMPA,198,7,8.75,3.8985016326406057,4.41919191919192,3,3
12057013501,TAMPA,672,37,48,6.071518486548698,7.142857142857143,4,4
12057013503,TAMPA,603,38,26.5,6.94914150295852,4.39469320066335,4,3
12057013504,TAMPA,310,17,24.25,6.047168891920865,7.82258064516129,4,4
12057013505,TAMPA,495,14,33,3.1188013061124846,6.666666666666667,3,4
12057013602,TAMPA,118,10,13.5,9.345076552818886,11.440677966101696,4,4
12057013604,TAMPA,277,7,19.5,2.7866545966167506,7.03971119133574,2,4
12057013702,TAMPA,1248,58,58.5,5.124816019831126,4.6875,3,3
12057013703,TAMPA,1132,28,58.75,2.727573580434063,5.189929328621908,2,3
12057013704,TAMPA,2167,22,64,1.1195117088656126,2.9533917858790955,1,2
12057013801,TAMPA,390,46,62.5,13.006429622743823,16.025641025641026,4,4
12057013802,TAMPA,758,30,37.25,4.364323350524915,4.91424802110818,3,3
12057013803,TAMPA,227,27,33.75,13.116041364440955,14.86784140969163,4,4
12057013804,TAMPA,787,41,66,5.744787847844697,8.386277001270647,4,4
12057013806,TAMPA,79,14,5.5,19.541856285135186,6.962025316455696,4,4
12057013807,TAMPA,605,29,22,5.285760655164665,3.6363636363636362,4,3
12057013903,TAMPA,214,5,5.25,2.5764463393285713,2.453271028037383,2,2
12057013907,TAMPA,57,6,1.75,11.607568770869774,3.0701754385964914,4,2
12057013908,TAMPA,635,21,28.25,3.6467873539976687,4.448818897637795,3,3
12057013912,TAMPA,156,9,10.5,6.361840576342087,6.730769230769231,4,4
12057013913,TAMPA,766,9,11.75,1.295622884999172,1.5339425587467364,1,1
12057013914,TAMPA,340,6,3.75,1.9459747645281678,1.1029411764705883,2,1
12057013915,TAMPA,560,17,15,3.347539922313336,2.6785714285714284,3,2
12057013916,TAMPA,1087,27,27.75,2.739044516769178,2.552897884084637,2,2
12057013917,TAMPA,522,26,24.5,5.492470280469031,4.693486590038314,4,3
12057013918,TAMPA,137,3,6.75,2.4147132114583103,4.927007299270073,2,3
12057013919,TAMPA,439,18,20.25,4.521399225099616,4.612756264236902,3,3
12057013920,TAMPA,217,4,6.75,2.032661812410375,3.110599078341014,2,2
12057013921,TAMPA,91,0,2.25,0,2.4725274725274726,1,2
12057013922,TAMPA,541,8,7,1.6306381267765302,1.2939001848428835,1,1
12057013923,TAMPA,427,8,11.75,2.065984137203988,2.7517564402810306,2,2
12057014002,TAMPA,405,10,6.5,2.7227630450188354,1.6049382716049383,2,1
12057014003,TAMPA,17,0,0.25,0,1.4705882352941178,1,1
12057014007,TAMPA,606,70,22.25,12.737678601697029,3.6716171617161715,4,3
12057014008,TAMPA,478,0,0.5,0,0.10460251046025104,1,1
12057014009,TAMPA,540,17,1.75,3.471522882399016,0.32407407407407407,3,1
12057014010,TAMPA,191,1,1.75,0.5773398079751981,0.9162303664921466,1,1
12057014011,TAMPA,334,0,3,0,0.8982035928143712,1,1
12057014012,TAMPA,188,0,0.25,0,0.13297872340425532,1,1
12057014013,TAMPA,153,5,9.25,3.603656971348459,6.045751633986928,3,4
12057014014,TAMPA,559,0,0.5,0,0.08944543828264759,1,1
12057014015,TAMPA,81,0,0.5,0,0.6172839506172839,1,1
12057014016,TAMPA,10,0,0,0,0,1,1
12057014104,TAMPA,134,6,9,4.937547909996844,6.7164179104477615,3,4
12057014106,TAMPA,293,10,13,3.7635461885072643,4.436860068259386,3,3
12057014108,TAMPA,875,34,35.25,4.28485110056107,4.0285714285714285,3,3
12057014109,TAMPA,296,31,24.5,11.548746631828203,8.277027027027026,4,4
12057014117,TAMPA,237,3,6.25,1.3958468775096564,2.6371308016877637,1,2
12057014118,TAMPA,199,4,3.75,2.2165206698143285,1.8844221105527639,2,1
12057014119,TAMPA,287,12,16.75,4.610671915955241,5.83623693379791,3,4
12057014121,TAMPA,370,8,12.5,2.384257369151629,3.3783783783783785,2,2
12057014122,TAMPA,530,31,38.5,6.449866043436129,7.264150943396227,4,4
12057980400,TAMPA,7,4,5.25,63.012516184721626,75,4,4
12103020101,TAMPA,913,58,77.75,7.005224964676062,8.515881708652794,4,4
12103020105,TAMPA,497,10,23.25,2.218750569884564,4.678068410462776,2,3
12103020106,TAMPA,110,1,2.75,1.0024718483932986,2.5,1,2
12103020107,TAMPA,112,0,1,0,0.8928571428571429,1,1
12103020108,TAMPA,220,1,1.5,0.5012359241966493,0.6818181818181818,1,1
12103020201,TAMPA,308,6,24,2.1481539608427824,7.792207792207792,2,4
12103020202,TAMPA,197,5,7.5,2.7987792721640314,3.8071065989847717,2,3
12103020206,TAMPA,1424,15,57.25,1.1615720153433586,4.020365168539326,1,3
12103020207,TAMPA,603,33,18.75,6.034780778885032,3.109452736318408,4,2
12103020208,TAMPA,555,37,68,7.351460221550856,12.252252252252251,4,4
12103020209,TAMPA,559,52,48.75,10.257851471931428,8.720930232558139,4,4
12103020301,TAMPA,364,16,31.25,4.847116629593971,8.585164835164836,3,4
12103020302,TAMPA,688,11,16.5,1.763068221738214,2.3982558139534884,2,2
12103020400,TAMPA,388,7,15.75,1.9894415548011337,4.059278350515464,2,3
12103020500,TAMPA,981,76,134,8.542981297215062,13.659531090723751,4,4
12103020600,TAMPA,460,44,65.75,10.547747274399054,14.293478260869565,4,4
12103020700,TAMPA,486,28,59,6.353113771710617,12.139917695473251,4,4
12103020800,TAMPA,964,60,108.25,6.863396472402251,11.229253112033195,4,4
12103021200,TAMPA,446,84,122.75,20.768699280614527,27.522421524663677,4,4
12103021500,TAMPA,1330,35,33.75,2.9018921927174435,2.537593984962406,2,2
12103021600,TAMPA,1146,24,32.25,2.3093592319007925,2.8141361256544504,2,2
12103021800,TAMPA,547,34,25.5,6.854195087734802,4.661791590493602,4,3
12103021900,TAMPA,621,30,41.5,5.32714508808033,6.6827697262479875,4,4
12103022000,TAMPA,378,24,37.75,7.001390687191291,9.986772486772487,4,4
12103022100,TAMPA,777,25,44.25,3.5480020374280192,5.694980694980695,3,3
12103022200,TAMPA,748,19,29.5,2.801024282275393,3.943850267379679,2,3
12103022301,TAMPA,340,5,8.5,1.6216456371068066,2.5,1,2
12103022302,TAMPA,639,6,10.25,1.0354169326127967,1.6040688575899844,1,1
12103022401,TAMPA,205,2,5.25,1.075823447056223,2.5609756097560976,1,2
12103022402,TAMPA,173,9,6.25,5.736688612192865,3.61271676300578,4,3
12103022501,TAMPA,911,12,24.5,1.4525387924030233,2.689352360043908,1,2
12103022502,TAMPA,323,37,22.25,12.631766015358282,6.8885448916408665,4,4
12103022503,TAMPA,400,6,8.5,1.6540785498489425,2.125,1,1
12103022601,TAMPA,277,5,7.75,1.9904675690119646,2.7978339350180503,2,2
12103022602,TAMPA,261,4,8.5,1.6899908555289325,3.256704980842912,1,2
12103022700,TAMPA,473,16,14.5,3.7301278079750646,3.06553911205074,3,2
12103022801,TAMPA,561,32,36.75,6.290019440899128,6.550802139037433,4,4
12103022802,TAMPA,205,4,3.75,2.151646894112446,1.829268292682927,2,1
12103022901,TAMPA,462,11,21.5,2.6255215076967344,4.653679653679654,2,3
12103022902,TAMPA,428,18,25,4.637603410791428,5.841121495327103,3,4
