cofips,state,county,year_string,renters_prop_a,defendant_prop_a,renters_prop_b,defendant_prop_b,renters_prop_l,defendant_prop_l
0,,the United States,the years 2012-2016,0.01470588235,0.01408450704,0.0251847369,0.02335456476,0.04813218391,0.03637833468
