cofips,state,county,year_string,renters_prop_a,renters_prop_b,renters_prop_l,renters_prop_w,defendant_prop_a,defendant_prop_b,defendant_prop_l,defendant_prop_w,judgment_prop_a,judgment_prop_b,judgment_prop_l,judgment_prop_w
0,,the United States,the years 2012-2016,0.053827116378851944,0.21758097679957072,0.2129110903727359,0.48408181954942736,0.025284386664491176,0.32933971864846456,0.1693566247077,0.4450746546247808,0.02582813172217566,0.3454686833529652,0.16248538186199055,0.4355583496414723
