GEOID,month_year_start,filings,filing_rate,diff_new,diff_old,rel_new,rel_old
39035103500,02/2024,9,0.0227272727272727,0.625,0.412371134020619,-0.375,-0.587628865979381
39035103602,02/2024,20,0.0132538104705103,1.0,0.376681614349776,0.0,-0.623318385650224
39035103800,02/2024,14,0.0484429065743945,0.666666666666667,0.394736842105263,-0.33333333333333304,-0.605263157894737
39035104400,02/2024,6,0.0165289256198347,0.823529411764706,0.233333333333333,-0.17647058823529405,-0.766666666666667
39035104800,02/2024,27,0.0551020408163265,1.14285714285714,0.811594202898551,0.1428571428571399,-0.188405797101449
39035105100,02/2024,49,0.0510948905109489,0.699300699300699,0.563380281690141,-0.30069930069930095,-0.436619718309859
39035105300,02/2024,46,0.0678466076696165,1.02173913043478,0.688644688644689,0.02173913043478004,-0.311355311355311
39035105400,02/2024,60,0.0669642857142857,1.06086956521739,0.622448979591837,0.060869565217390065,-0.377551020408163
39035105500,02/2024,42,0.061046511627907,1.04878048780488,0.589041095890411,0.04878048780488009,-0.410958904109589
39035105602,02/2024,35,0.053680981595092,0.935064935064935,0.404494382022472,-0.06493506493506496,-0.595505617977528
39035105700,02/2024,39,0.0280373831775701,0.747663551401869,0.335429769392034,-0.252336448598131,-0.6645702306079659
39035105900,02/2024,28,0.0629213483146067,0.966666666666667,1.01754385964912,-0.03333333333333299,0.017543859649119975
39035106100,02/2024,16,0.0305927342256214,0.548387096774194,0.635514018691589,-0.45161290322580605,-0.36448598130841103
39035106200,02/2024,21,0.0288858321870702,0.846153846153846,0.67175572519084,-0.15384615384615397,-0.32824427480915996
39035106500,02/2024,12,0.0288461538461538,0.962962962962963,0.525252525252525,-0.03703703703703698,-0.47474747474747503
39035106600,02/2024,25,0.0424448217317487,0.981132075471698,0.536082474226804,-0.018867924528301994,-0.463917525773196
39035106800,02/2024,34,0.0408163265306122,0.813953488372093,0.512820512820513,-0.18604651162790697,-0.487179487179487
39035106900,02/2024,91,0.1015625,0.884615384615385,1.48387096774194,-0.11538461538461497,0.48387096774193994
39035107000,02/2024,3,0.0265486725663717,1.0,0.941176470588235,0.0,-0.05882352941176505
39035107101,02/2024,37,0.0262597586941093,0.95,1.72727272727273,-0.050000000000000044,0.72727272727273
39035107701,02/2024,170,0.0743657042869641,1.0926517571885,1.7720207253886,0.09265175718849994,0.7720207253886
39035107802,02/2024,126,0.0669500531349628,1.17592592592593,0.978805394990366,0.17592592592593004,-0.021194605009633993
39035108201,02/2024,55,0.0705128205128205,1.00900900900901,1.67164179104478,0.009009009009010027,0.6716417910447801
39035108301,02/2024,57,0.100884955752212,0.822695035460993,1.91735537190083,-0.17730496453900702,0.91735537190083
39035108400,02/2024,18,0.0524781341107872,1.31034482758621,0.883720930232558,0.31034482758620996,-0.11627906976744196
39035108701,02/2024,31,0.0208053691275168,0.927536231884058,0.213333333333333,-0.07246376811594202,-0.7866666666666671
39035109301,02/2024,36,0.0408626560726447,1.45098039215686,1.59139784946237,0.45098039215686003,0.59139784946237
39035109701,02/2024,46,0.073482428115016,1.20512820512821,0.890995260663507,0.20512820512820995,-0.10900473933649302
39035109801,02/2024,3,0.0030241935483871,1.14285714285714,0.0323232323232323,0.1428571428571399,-0.9676767676767677
39035110901,02/2024,64,0.0965309200603318,1.0,0.962962962962963,0.0,-0.03703703703703698
39035111202,02/2024,18,0.0482573726541555,0.730769230769231,0.672566371681416,-0.26923076923076905,-0.327433628318584
39035111401,02/2024,22,0.0609418282548477,0.958333333333333,0.681481481481482,-0.04166666666666696,-0.318518518518518
39035111700,02/2024,16,0.0466472303206997,0.772727272727273,0.45945945945946,-0.22727272727272696,-0.54054054054054
39035112100,02/2024,14,0.0224,0.833333333333333,0.441176470588235,-0.16666666666666696,-0.5588235294117649
39035112200,02/2024,19,0.089622641509434,0.975609756097561,0.8,-0.024390243902439046,-0.19999999999999996
39035112301,02/2024,10,0.0165837479270315,0.846153846153846,0.232804232804233,-0.15384615384615397,-0.767195767195767
39035114501,02/2024,21,0.157894736842105,1.15789473684211,0.846153846153846,0.15789473684210997,-0.15384615384615397
39035114600,02/2024,21,0.051980198019802,0.977777777777778,0.752136752136752,-0.022222222222222032,-0.24786324786324798
39035114800,02/2024,29,0.0367088607594937,0.967741935483871,0.515021459227468,-0.032258064516129004,-0.484978540772532
39035115400,02/2024,53,0.100189035916824,1.10204081632653,0.644776119402985,0.10204081632653006,-0.35522388059701504
39035115700,02/2024,30,0.0728155339805825,1.06896551724138,0.911764705882353,0.06896551724137989,-0.08823529411764697
39035115800,02/2024,53,0.0719131614654003,0.939130434782609,0.683544303797468,-0.06086956521739095,-0.316455696202532
39035115900,02/2024,57,0.130733944954128,0.805555555555556,0.646239554317549,-0.19444444444444398,-0.353760445682451
39035116300,02/2024,21,0.0440251572327044,0.771929824561403,0.624113475177305,-0.22807017543859698,-0.375886524822695
39035116400,02/2024,57,0.126106194690266,1.02654867256637,0.909803921568627,0.026548672566369946,-0.090196078431373
39035116500,02/2024,36,0.0431654676258993,1.02777777777778,0.770833333333333,0.0277777777777799,-0.22916666666666696
39035116600,02/2024,53,0.107505070993915,0.990825688073395,0.864,-0.009174311926605005,-0.136
39035116700,02/2024,29,0.0714285714285714,1.15384615384615,0.952380952380952,0.15384615384614997,-0.047619047619048005
39035116800,02/2024,46,0.0701219512195122,0.854545454545455,0.596825396825397,-0.14545454545454495,-0.40317460317460296
39035116900,02/2024,26,0.0700808625336927,0.830769230769231,0.603351955307263,-0.16923076923076896,-0.39664804469273696
39035117101,02/2024,69,0.0977337110481587,1.08527131782946,0.897435897435897,0.08527131782945996,-0.10256410256410298
39035117102,02/2024,18,0.0849056603773585,0.863636363636364,0.571428571428571,-0.13636363636363602,-0.42857142857142905
39035117201,02/2024,84,0.0497630331753555,1.14093959731544,0.988372093023256,0.14093959731543992,-0.011627906976743985
39035117203,02/2024,41,0.0848861283643892,0.91304347826087,0.567567567567568,-0.08695652173913004,-0.432432432432432
39035117300,02/2024,25,0.05175983436853,0.658227848101266,0.456140350877193,-0.341772151898734,-0.5438596491228069
39035117400,02/2024,28,0.0750670241286863,1.03571428571429,0.716049382716049,0.03571428571429003,-0.283950617283951
39035117500,02/2024,74,0.0749746707193516,0.9375,0.665188470066519,-0.0625,-0.33481152993348096
39035117600,02/2024,70,0.0770925110132159,1.11811023622047,1.16872427983539,0.11811023622047001,0.16872427983539007
39035117700,02/2024,80,0.0531914893617021,0.9,1.00934579439252,-0.09999999999999998,0.009345794392519924
39035117800,02/2024,36,0.0593080724876442,0.86046511627907,0.582677165354331,-0.13953488372093004,-0.417322834645669
39035117900,02/2024,62,0.0907759882869693,1.07692307692308,1.18867924528302,0.07692307692307998,0.18867924528301994
39035118101,02/2024,15,0.036319612590799,0.8,0.387878787878788,-0.19999999999999996,-0.6121212121212121
39035118200,02/2024,19,0.0475,0.869565217391304,0.470588235294118,-0.130434782608696,-0.529411764705882
39035118301,02/2024,27,0.0564853556485356,1.12,0.466666666666667,0.1200000000000001,-0.533333333333333
39035118602,02/2024,27,0.0285110876451954,0.918032786885246,0.311111111111111,-0.08196721311475397,-0.688888888888889
39035118800,02/2024,7,0.0052395209580838,0.888888888888889,1.06666666666667,-0.11111111111111105,0.06666666666666998
39035118900,02/2024,3,0.0058365758754863,0.5,0.175824175824176,-0.5,-0.824175824175824
39035119401,02/2024,19,0.0228091236494598,1.14285714285714,0.776699029126214,0.1428571428571399,-0.22330097087378598
39035119402,02/2024,42,0.0905172413793103,1.32307692307692,0.702040816326531,0.32307692307691993,-0.29795918367346896
39035119501,02/2024,75,0.077720207253886,1.10144927536232,0.746928746928747,0.10144927536231996,-0.253071253071253
39035119502,02/2024,56,0.0573183213920164,0.76510067114094,1.07547169811321,-0.23489932885905995,0.07547169811320997
39035119600,02/2024,29,0.0556621880998081,0.705882352941177,0.540540540540541,-0.29411764705882304,-0.459459459459459
39035119701,02/2024,23,0.0437262357414449,0.716417910447761,0.551724137931035,-0.28358208955223896,-0.44827586206896497
39035119702,02/2024,46,0.11031175059952,1.0,0.813852813852814,0.0,-0.18614718614718595
39035119800,02/2024,65,0.111492281303602,1.1,0.747875354107649,0.10000000000000009,-0.25212464589235095
39035119900,02/2024,72,0.122448979591837,0.853801169590643,0.806629834254144,-0.146198830409357,-0.19337016574585597
39035120200,02/2024,27,0.0690537084398977,0.982456140350877,0.583333333333333,-0.017543859649122973,-0.41666666666666696
39035120400,02/2024,26,0.0645161290322581,0.9,0.45,-0.09999999999999998,-0.55
39035120500,02/2024,27,0.076271186440678,0.811594202898551,0.674698795180723,-0.188405797101449,-0.32530120481927705
39035120600,02/2024,39,0.0698924731182796,0.952380952380952,0.677966101694915,-0.047619047619048005,-0.322033898305085
39035120701,02/2024,21,0.0517241379310345,0.814814814814815,0.49438202247191,-0.185185185185185,-0.50561797752809
39035120702,02/2024,32,0.123552123552124,1.32,0.904109589041096,0.32000000000000006,-0.09589041095890405
39035120801,02/2024,43,0.0716666666666667,0.871287128712871,0.748936170212766,-0.12871287128712905,-0.25106382978723396
39035120802,02/2024,51,0.113839285714286,0.888888888888889,0.759124087591241,-0.11111111111111105,-0.24087591240875905
39035121100,02/2024,28,0.0716112531969309,0.878787878787879,0.690476190476191,-0.121212121212121,-0.309523809523809
39035121200,02/2024,30,0.2,0.911764705882353,0.779874213836478,-0.08823529411764697,-0.22012578616352196
39035121300,02/2024,26,0.05,0.947368421052632,0.701298701298701,-0.05263157894736803,-0.298701298701299
39035121401,02/2024,31,0.0786802030456853,0.810126582278481,0.836601307189543,-0.189873417721519,-0.16339869281045705
39035121403,02/2024,31,0.0668103448275862,0.8,0.656410256410256,-0.19999999999999996,-0.34358974358974403
39035121500,02/2024,35,0.0974930362116992,0.947368421052632,0.712871287128713,-0.05263157894736803,-0.28712871287128705
39035121700,02/2024,21,0.0351758793969849,0.594594594594595,0.539877300613497,-0.40540540540540504,-0.46012269938650296
39035121800,02/2024,19,0.0678571428571429,0.754716981132076,0.898876404494382,-0.24528301886792403,-0.101123595505618
39035121900,02/2024,23,0.102678571428571,0.96,1.05494505494506,-0.040000000000000036,0.05494505494506008
39035122100,02/2024,32,0.111498257839721,1.03125,1.04761904761905,0.03125,0.04761904761904989
39035122200,02/2024,39,0.105121293800539,1.0126582278481,1.36752136752137,0.012658227848100001,0.36752136752137
39035122300,02/2024,22,0.0611111111111111,0.821428571428571,1.06976744186047,-0.17857142857142905,0.0697674418604699
39035123100,02/2024,5,0.0198412698412698,1.0,0.923076923076923,0.0,-0.07692307692307698
39035123200,02/2024,17,0.0674603174603175,1.28571428571429,1.46938775510204,0.28571428571429003,0.46938775510204
39035123400,02/2024,2,0.0029368575624082,0.461538461538462,0.24,-0.538461538461538,-0.76
39035123501,02/2024,35,0.0474254742547426,1.10769230769231,0.59016393442623,0.10769230769230997,-0.40983606557376995
39035123502,02/2024,72,0.0821917808219178,1.04285714285714,1.04659498207885,0.04285714285714004,0.046594982078850045
39035123601,02/2024,9,0.0343511450381679,1.11111111111111,0.816326530612245,0.11111111111111005,-0.18367346938775497
39035123602,02/2024,6,0.0096463022508038,0.7,0.571428571428571,-0.30000000000000004,-0.42857142857142905
39035123603,02/2024,6,0.0106007067137809,0.875,0.378378378378378,-0.125,-0.6216216216216219
39035123700,02/2024,4,0.0168067226890756,1.42857142857143,0.540540540540541,0.42857142857142994,-0.459459459459459
39035123800,02/2024,24,0.041025641025641,1.31578947368421,0.537634408602151,0.31578947368420995,-0.46236559139784905
39035123900,02/2024,34,0.0573355817875211,0.985915492957746,0.933333333333333,-0.014084507042253946,-0.06666666666666698
39035124100,02/2024,44,0.052757793764988,0.9,0.638297872340426,-0.09999999999999998,-0.361702127659574
39035124201,02/2024,15,0.0449101796407186,0.914285714285714,0.627450980392157,-0.08571428571428596,-0.37254901960784303
39035124202,02/2024,9,0.0324909747292419,0.869565217391304,0.615384615384615,-0.130434782608696,-0.384615384615385
39035124300,02/2024,27,0.0394160583941606,0.691358024691358,0.538461538461538,-0.308641975308642,-0.461538461538462
39035124500,02/2024,15,0.03125,0.8,0.470588235294118,-0.19999999999999996,-0.529411764705882
39035124600,02/2024,53,0.0682110682110682,1.02857142857143,0.73469387755102,0.028571428571430024,-0.26530612244898
39035126100,02/2024,205,0.259165613147914,1.05912596401028,2.91166077738516,0.05912596401027992,1.9116607773851602
39035127501,02/2024,45,0.0898203592814371,0.876190476190476,0.71042471042471,-0.12380952380952404,-0.28957528957529
39035192800,02/2024,4,0.0233918128654971,1.25,0.909090909090909,0.25,-0.09090909090909105
39035196400,02/2024,17,0.0217391304347826,0.705882352941177,0.251748251748252,-0.29411764705882304,-0.748251748251748
39035196800,02/2024,9,0.0129124820659971,0.606060606060606,0.930232558139535,-0.39393939393939403,-0.06976744186046502
39035197200,02/2024,43,0.0646616541353384,1.03529411764706,0.902564102564103,0.03529411764706003,-0.09743589743589698
39035197400,02/2024,64,0.0787207872078721,0.807453416149068,0.734463276836158,-0.19254658385093204,-0.265536723163842
39035197500,02/2024,33,0.0250379362670713,0.85,0.566666666666667,-0.15000000000000002,-0.433333333333333
39035197600,02/2024,43,0.0572569906790945,0.666666666666667,0.526946107784431,-0.33333333333333304,-0.47305389221556904
39035197700,02/2024,20,0.0253807106598985,1.16666666666667,0.509090909090909,0.16666666666667007,-0.49090909090909096
39035197800,02/2024,19,0.0133426966292135,1.29032258064516,0.701754385964912,0.2903225806451599,-0.298245614035088
39035197900,02/2024,29,0.0568627450980392,1.0,0.648648648648649,0.0,-0.351351351351351
39035198000,02/2024,34,0.0740740740740741,0.843373493975904,0.471380471380471,-0.156626506024096,-0.528619528619529
39035198100,02/2024,41,0.0710571923743501,1.03703703703704,0.489795918367347,0.03703703703704009,-0.510204081632653
39035198400,02/2024,13,0.013360739979445,0.8,0.16969696969697,-0.19999999999999996,-0.83030303030303
39035198500,02/2024,19,0.0562130177514793,0.952380952380952,0.487804878048781,-0.047619047619048005,-0.5121951219512191
39035198600,02/2024,73,0.0418818129661503,1.184,0.463949843260188,0.18399999999999994,-0.5360501567398119
39035198700,02/2024,33,0.0672097759674134,0.906666666666667,0.804733727810651,-0.09333333333333305,-0.195266272189349
39035198800,02/2024,43,0.0586630286493861,1.06024096385542,0.684824902723736,0.06024096385541999,-0.315175097276264
39035198900,02/2024,36,0.0598006644518272,0.91358024691358,0.567049808429119,-0.08641975308642003,-0.432950191570881
39035199000,02/2024,8,0.020671834625323,0.6,0.339622641509434,-0.4,-0.660377358490566
39035199100,02/2024,22,0.0427184466019417,0.754098360655738,0.560975609756098,-0.245901639344262,-0.43902439024390205
39035199200,02/2024,20,0.0492610837438424,0.626865671641791,0.549019607843137,-0.37313432835820903,-0.45098039215686303
39035980100,02/2024,1,inf,1.0,0.470588235294118,0.0,-0.529411764705882
39035980200,02/2024,0,,1.0,0.571428571428571,0.0,-0.42857142857142905
39035980500,02/2024,0,,1.0,0.8,0.0,-0.19999999999999996
39035980900,02/2024,6,inf,1.07692307692308,7.0,0.07692307692307998,6.0
