GEOID_full,NAME.x,zri_st_2022
4200346256,"McKeesport city, Allegheny County",missing
4200346264,"McKees Rocks borough, Allegheny County",missing
4212946488,"Madison borough, Westmoreland County",missing
4212947000,"Manor borough, Westmoreland County",missing
4200547064,"Manorville borough, Armstrong County",missing
4212547400,"Marianna borough, Washington County",missing
4205147560,"Markleysburg borough, Fayette County",missing
4201947672,"Mars borough, Butler County",missing
4205148000,"Masontown borough, Fayette County",missing
4212549240,"Midway borough, Washington County",missing
4200349920,"Millvale borough, Allegheny County",missing
4212950344,"Monessen city, Westmoreland County",missing
4212550408,"Monongahela city, Washington County",missing
4200351744,"Mount Oliver borough, Allegheny County",missing
4212951880,"Mount Pleasant borough, Westmoreland County",missing
4212952432,"Murrysville municipality, Westmoreland County",missing
4212953160,"New Alexandria borough, Westmoreland County",missing
4212553496,"New Eagle borough, Washington County",missing
4205153504,"Newell borough, Fayette County",missing
4212953544,"New Florence borough, Westmoreland County",missing
4200753592,"New Galilee borough, Beaver County",missing
4212953736,"New Kensington city, Westmoreland County",missing
4212954104,"New Stanton borough, Westmoreland County",missing
4200554728,"North Apollo borough, Armstrong County",missing
4212954776,"North Belle Vernon borough, Westmoreland County",missing
4200354816,"North Braddock borough, Allegheny County",missing
4212554888,"North Charleroi borough, Washington County",missing
4212955136,"North Irwin borough, Westmoreland County",missing
4200355840,"Oakdale borough, Allegheny County",missing
4200356088,"Oakmont borough, Allegheny County",missing
4205156408,"Ohiopyle borough, Fayette County",missing
4200756432,"Ohioville borough, Beaver County",missing
4212956496,"Oklahoma borough, Westmoreland County",missing
4200557976,"Parker city, Armstrong County",missing
4200758384,"Patterson Heights borough, Beaver County",missing
4212958872,"Penn borough, Westmoreland County",missing
4200359152,"Pennsbury Village borough, Allegheny County",missing
4205159520,"Perryopolis borough, Fayette County",missing
4201959672,"Petrolia borough, Butler County",missing
4200360712,"Pitcairn borough, Allegheny County",missing
4200361536,"Plum borough, Allegheny County",missing
4205161864,"Point Marion borough, Fayette County",missing
4201962224,"Portersville borough, Butler County",missing
4200362320,"Port Vue borough, Allegheny County",missing
4201962752,"Prospect borough, Butler County",missing
4200363408,"Rankin borough, Allegheny County",missing
4200765392,"Rochester borough, Beaver County",missing
4212566016,"Roscoe borough, Washington County",missing
4200366320,"Rosslyn Farms borough, Allegheny County",missing
4200566720,"Rural Valley borough, Armstrong County",missing
4201968056,"Saxonburg borough, Butler County",missing
4212968432,"Scottdale borough, Westmoreland County",missing
4201969309,"Seven Fields borough, Butler County",missing
4212969368,"Seward borough, Westmoreland County",missing
4200369400,"Sewickley Heights borough, Allegheny County",missing
4200369416,"Sewickley Hills borough, Allegheny County",missing
4200369776,"Sharpsburg borough, Allegheny County",missing
4200770376,"Shippingport borough, Beaver County",missing
4205171320,"Smithfield borough, Fayette County",missing
4212971424,"Smithton borough, Westmoreland County",missing
4200571976,"South Bethlehem borough, Armstrong County",missing
4205172080,"South Connellsville borough, Fayette County",missing
4212972192,"South Greensburg borough, Westmoreland County",missing
4200772216,"South Heights borough, Beaver County",missing
4212972616,"Southwest Greensburg borough, Westmoreland County",missing
4212572736,"Speers borough, Washington County",missing
4200372960,"Springdale borough, Allegheny County",missing
4212574224,"Stockdale borough, Washington County",missing
4212975584,"Sutersville borough, Westmoreland County",missing
4200376560,"Thornburg borough, Allegheny County",missing
4200377912,"Turtle Creek borough, Allegheny County",missing
4212578008,"Twilight borough, Washington County",missing
4205178528,"Uniontown city, Fayette County",missing
4201979504,"Valencia borough, Butler County",missing
4205179768,"Vanderbilt borough, Fayette County",missing
4212979776,"Vandergrift borough, Westmoreland County",missing
4200380032,"Verona borough, Allegheny County",missing
4200380040,"Versailles borough, Allegheny County",missing
4200380600,"Wall borough, Allegheny County",missing
4212581328,"Washington city, Washington County",missing
4212582616,"West Brownsville borough, Washington County",missing
4200382848,"West Elizabeth borough, Allegheny County",missing
4200383200,"West Homestead borough, Allegheny County",missing
4200583248,"West Kittanning borough, Armstrong County",missing
4212983328,"West Leechburg borough, Westmoreland County",missing
4201983376,"West Liberty borough, Butler County",missing
4200783472,"West Mayfield borough, Beaver County",missing
4212583504,"West Middletown borough, Washington County",missing
4200383512,"West Mifflin borough, Allegheny County",missing
4212983680,"West Newton borough, Westmoreland County",missing
4201984064,"West Sunbury borough, Butler County",missing
4200384144,"West View borough, Allegheny County",missing
4200384440,"Whitaker borough, Allegheny County",missing
4200384512,"Whitehall borough, Allegheny County",missing
4200385188,"Wilkinsburg borough, Allegheny County",missing
4200385496,"Wilmerding borough, Allegheny County",missing
4200586560,"Worthington borough, Armstrong County",missing
4212987208,"Youngstown borough, Westmoreland County",missing
4212987232,"Youngwood borough, Westmoreland County",missing
4201987272,"Zelienople borough, Butler County",missing
4201900300,"Adams township, Butler County",missing
4200300724,"Aleppo township, Allegheny County",missing
4201900860,"Allegheny township, Butler County",missing
4212900892,"Allegheny township, Westmoreland County",missing
4212502384,"Amwell township, Washington County",missing
4200303932,"Baldwin township, Allegheny County",missing
4212905208,"Bell township, Westmoreland County",missing
4200505992,"Bethel township, Armstrong County",missing
4212506840,"Blaine township, Washington County",missing
4200507416,"Boggs township, Armstrong County",missing
4201908096,"Brady township, Butler County",missing
4200508152,"Bradys Bend township, Armstrong County",missing
4205109434,"Brownsville township, Fayette County",missing
4201910000,"Buffalo township, Butler County",missing
4212510032,"Buffalo township, Washington County",missing
4205110152,"Bullskin township, Fayette County",missing
4200510344,"Burrell township, Armstrong County",missing
4201910472,"Butler township, Butler County",missing
4200510680,"Cadogan township, Armstrong County",missing
4212511176,"Canton township, Washington County",missing
4212511424,"Carroll township, Washington County",missing
4212511800,"Cecil township, Washington County",missing
4200712016,"Center township, Beaver County",missing
4201912024,"Center township, Butler County",missing
4212512848,"Chartiers township, Washington County",missing
4201912992,"Cherry township, Butler County",missing
4200713488,"Chippewa township, Beaver County",missing
4201913936,"Clay township, Butler County",missing
4201914048,"Clearfield township, Butler County",missing
4201914320,"Clinton township, Butler County",missing
4200315216,"Collier township, Allegheny County",missing
4201915480,"Concord township, Butler County",missing
4205115784,"Connellsville township, Fayette County",missing
4201915816,"Connoquenessing township, Butler County",missing
4212915912,"Cook township, Westmoreland County",missing
4200516728,"Cowanshannock township, Armstrong County",missing
4200317048,"Crescent township, Allegheny County",missing
4212517314,"Cross Creek township, Washington County",missing
4200718200,"Darlington township, Beaver County",missing
4200718264,"Daugherty township, Beaver County",missing
4212918968,"Derry township, Westmoreland County",missing
4201919456,"Donegal township, Butler County",missing
4212519464,"Donegal township, Washington County",missing
4212919480,"Donegal township, Westmoreland County",missing
4205120224,"Dunbar township, Fayette County",missing
4212520808,"East Bethlehem township, Washington County",missing
4200321024,"East Deer township, Allegheny County",missing
4212521144,"East Finley township, Washington County",missing
4200521160,"East Franklin township, Armstrong County",missing
4212921304,"East Huntingdon township, Westmoreland County",missing
4200323000,"Elizabeth township, Allegheny County",missing
4212924608,"Fairfield township, Westmoreland County",missing
4201924840,"Fairview township, Butler County",missing
4212525104,"Fallowfield township, Washington County",missing
4200325400,"Fawn township, Allegheny County",missing
4200325904,"Findlay township, Allegheny County",missing
4200326896,"Forward township, Allegheny County",missing
4201926904,"Forward township, Butler County",missing
4200727336,"Franklin township, Beaver County",missing
4201927352,"Franklin township, Butler County",missing
4205127400,"Franklin township, Fayette County",missing
4200327608,"Frazer township, Allegheny County",missing
4205128792,"Georges township, Fayette County",missing
4205128856,"German township, Fayette County",missing
4200529184,"Gilpin township, Armstrong County",missing
4200730920,"Greene township, Beaver County",missing
4200732392,"Hanover township, Beaver County",missing
4212532440,"Hanover township, Washington County",missing
4200332624,"Harmar township, Allegheny County",missing
4200732680,"Harmony township, Beaver County",missing
4212933792,"Hempfield township, Westmoreland County",missing
4205133896,"Henry Clay township, Fayette County",missing
4200735640,"Hopewell township, Beaver County",missing
4212535696,"Hopewell township, Washington County",missing
4200535936,"Hovey township, Armstrong County",missing
4200736776,"Independence township, Beaver County",missing
4212536800,"Independence township, Washington County",missing
4200336808,"Indiana township, Allegheny County",missing
4201937344,"Jackson township, Butler County",missing
4201937848,"Jefferson township, Butler County",missing
4205137872,"Jefferson township, Fayette County",missing
4212537936,"Jefferson township, Washington County",missing
4200339312,"Kennedy township, Allegheny County",missing
4200339624,"Kilbuck township, Allegheny County",missing
4200539968,"Kiskiminetas township, Armstrong County",missing
4200540056,"Kittanning township, Armstrong County",missing
4201941208,"Lancaster township, Butler County",missing
4200342368,"Leet township, Allegheny County",missing
4212943240,"Ligonier township, Westmoreland County",missing
4205145144,"Lower Tyrone township, Fayette County",missing
4212945200,"Loyalhanna township, Westmoreland County",missing
4205145560,"Luzerne township, Fayette County",missing
4200546456,"Madison township, Armstrong County",missing
4200546632,"Mahoning township, Armstrong County",missing
4200546976,"Manor township, Armstrong County",missing
4200747432,"Marion township, Beaver County",missing
4201947448,"Marion township, Butler County",missing
4200347696,"Marshall township, Allegheny County",missing
4205148616,"Menallen township, Fayette County",missing
4201948688,"Mercer township, Butler County",missing
4200350784,"Moon township, Allegheny County",missing
4212551104,"Morris township, Washington County",missing
4200351696,"Mount Lebanon township, Allegheny County",missing
4212551864,"Mount Pleasant township, Washington County",missing
4212951888,"Mount Pleasant township, Westmoreland County",missing
4201952176,"Muddy Creek township, Butler County",missing
4200353136,"Neville township, Allegheny County",missing
4200754072,"New Sewickley township, Beaver County",missing
4205154392,"Nicholson township, Fayette County",missing
4212554800,"North Bethlehem township, Washington County",missing
4200554856,"North Buffalo township, Armstrong County",missing
4200355016,"North Fayette township, Allegheny County",missing
4212555040,"North Franklin township, Washington County",missing
4200755400,"North Sewickley township, Beaver County",missing
4205155464,"North Union township, Fayette County",missing
4212555712,"Nottingham township, Washington County",missing
4201955992,"Oakland township, Butler County",missing
4200356384,"O'Hara township, Allegheny County",missing
4201957984,"Parker township, Butler County",missing
4200558160,"Parks township, Armstrong County",missing
4200758375,"Patterson township, Beaver County",missing
4201958792,"Penn township, Butler County",missing
4212958880,"Penn township, Westmoreland County",missing
4200559440,"Perry township, Armstrong County",missing
4205159464,"Perry township, Fayette County",missing
4200560280,"Pine township, Armstrong County",missing
4200561576,"Plumcreek township, Armstrong County",missing
4200762352,"Potter township, Beaver County",missing
4200762888,"Pulaski township, Beaver County",missing
4200763224,"Raccoon township, Beaver County",missing
4200563560,"Rayburn township, Armstrong County",missing
4200563712,"Redbank township, Armstrong County",missing
4205163904,"Redstone township, Fayette County",missing
4200364240,"Reserve township, Allegheny County",missing
4200364528,"Richland township, Allegheny County",missing
4200365352,"Robinson township, Allegheny County",missing
4212565376,"Robinson township, Washington County",missing
4200765400,"Rochester township, Beaver County",missing
4200366264,"Ross township, Allegheny County",missing
4212967240,"St. Clair township, Westmoreland County",missing
4212967496,"Salem township, Westmoreland County",missing
4205167640,"Saltlick township, Fayette County",missing
4200368388,"Scott township, Allegheny County",missing
4212969392,"Sewickley township, Westmoreland County",missing
4201971192,"Slippery Rock township, Butler County",missing
4212571288,"Smith township, Washington County",missing
4212571792,"Somerset township, Washington County",missing
4200771952,"South Beaver township, Beaver County",missing
4200571968,"South Bend township, Armstrong County",missing
4200572000,"South Buffalo township, Armstrong County",missing
4200372160,"South Fayette township, Allegheny County",missing
4212572176,"South Franklin township, Washington County",missing
4212972256,"South Huntingdon township, Westmoreland County",missing
4200372400,"South Park township, Allegheny County",missing
4212572504,"South Strabane township, Washington County",missing
4205172544,"South Union township, Fayette County",missing
4200372568,"South Versailles township, Allegheny County",missing
4200372968,"Springdale township, Allegheny County",missing
4205173064,"Springfield township, Fayette County",missing
4205173240,"Springhill township, Fayette County",missing
4205174080,"Stewart township, Fayette County",missing
4200374648,"Stowe township, Allegheny County",missing
4200574992,"Sugarcreek township, Armstrong County",missing
4201975184,"Summit township, Butler County",missing
4212578432,"Union township, Washington County",missing
4212978656,"Unity township, Westmoreland County",missing
4212978768,"Upper Burrell township, Westmoreland County",missing
4205179344,"Upper Tyrone township, Fayette County",missing
4200579528,"Valley township, Armstrong County",missing
4200779856,"Vanport township, Beaver County",missing
4201979904,"Venango township, Butler County",missing
4200581176,"Washington township, Armstrong County",missing
4201981192,"Washington township, Butler County",missing
4205181232,"Washington township, Fayette County",missing
4212981336,"Washington township, Westmoreland County",missing
4200581720,"Wayne township, Armstrong County",missing
4212582512,"West Bethlehem township, Washington County",missing
4200382800,"West Deer township, Allegheny County",missing
4212583000,"West Finley township, Washington County",missing
4200583024,"West Franklin township, Armstrong County",missing
4212583840,"West Pike Run township, Washington County",missing
4205184344,"Wharton township, Fayette County",missing
4200784444,"White township, Beaver County",missing
4201985784,"Winfield township, Butler County",missing
4201986536,"Worth township, Butler County",missing
4223304,"Ellwood City borough",missing
4246072,"McDonald borough",missing
4269336,"Seven Springs borough",missing
4277272,"Trafford borough",missing
