GEOID_full,NAME.x,zri_st_2022
4212903088,"Arnold city, Westmoreland County",-1.05763888018984
4200303608,"Avalon borough, Allegheny County",-0.872483803767993
4200303928,"Baldwin borough, Allegheny County",-1.44186279432878
4200704792,"Beaver Falls city, Beaver County",-1.46548003141379
4200306064,"Bethel Park municipality, Allegheny County",-0.531796432229299
4200708680,"Brighton township, Beaver County",-0.509520434401324
4212510768,"California borough, Washington County",-0.651138968222928
4200316144,"Coraopolis borough, Allegheny County",-0.673414966050903
4201916920,"Cranberry township, Butler County",0.247789394962568
4200320432,"Duquesne city, Allegheny County",-1.05763888018984
4200722264,"Economy borough, Beaver County",-0.531796432229299
4200324160,"Etna borough, Allegheny County",-0.893744348540265
4212931200,"Greensburg city, Westmoreland County",-0.136434519176372
4200332328,"Hampton township, Allegheny County",-0.904882347454252
4200332832,"Harrison township, Allegheny County",-0.147572518090359
4200335424,"Homestead borough, Allegheny County",-0.136434519176372
4212937208,"Irwin borough, Westmoreland County",-1.33499949650617
4200337955,"Jefferson Hills borough, Allegheny County",1.03851322106842
4212944864,"Lower Burrell city, Westmoreland County",-0.566551668228289
4200345900,"McCandless township, Allegheny County",0.885547153298572
4201949056,"Middlesex township, Butler County",-0.125296520262384
4200749184,"Midland borough, Beaver County",-0.904672812419991
4200750320,"Monaca borough, Beaver County",-0.147572518090359
4200350528,"Monroeville municipality, Allegheny County",-1.71922341064511
4200352320,"Munhall borough, Allegheny County",1.03851322106842
4200753288,"New Brighton borough, Beaver County",-1.05763888018984
4212955128,"North Huntingdon township, Westmoreland County",0.643151308015496
4212555432,"North Strabane township, Washington County",0.258927393876556
4200355488,"North Versailles township, Allegheny County",-0.278262588032236
4200356392,"Ohio township, Allegheny County",1.03851322106842
4200359032,"Penn Hills township, Allegheny County",0.258927393876556
4212559608,"Peters township, Washington County",-0.916020346368239
4200360272,"Pine township, Allegheny County",-0.881265110369249
4200361000,"Pittsburgh city, Allegheny County",0.352823642534913
4200361328,"Pleasant Hills borough, Allegheny County",-1.21060494795969
4212966376,"Rostraver township, Westmoreland County",-0.278053052997975
4200369376,"Sewickley borough, Allegheny County",-0.531796432229299
4200369584,"Shaler township, Allegheny County",-0.147572518090359
4201971184,"Slippery Rock borough, Butler County",-0.267124589118249
4200375816,"Swissvale borough, Allegheny County",-0.147572518090359
4200376104,"Tarentum borough, Allegheny County",-1.09260365122309
4200379274,"Upper St. Clair township, Allegheny County",0.258927393876556
4200384704,"White Oak borough, Allegheny County",-1.09239411618883
4200385184,"Wilkins township, Allegheny County",-0.684762499999151
4212900332,"Adamsburg borough, Westmoreland County",missing
4200700820,"Aliquippa city, Beaver County",missing
4212500988,"Allenport borough, Washington County",missing
4200702288,"Ambridge borough, Beaver County",missing
4200502720,"Apollo borough, Armstrong County",missing
4200502752,"Applewold borough, Armstrong County",missing
4212903120,"Arona borough, Westmoreland County",missing
4200303320,"Aspinwall borough, Allegheny County",missing
4200503480,"Atwood borough, Armstrong County",missing
4212903688,"Avonmore borough, Westmoreland County",missing
4200703736,"Baden borough, Beaver County",missing
4212504568,"Beallsville borough, Washington County",missing
4200704688,"Beaver borough, Beaver County",missing
4200305216,"Bell Acres borough, Allegheny County",missing
4205105288,"Belle Vernon borough, Fayette County",missing
4200305312,"Bellevue borough, Allegheny County",missing
4200305504,"Ben Avon borough, Allegheny County",missing
4200305520,"Ben Avon Heights borough, Allegheny County",missing
4212505672,"Bentleyville borough, Washington County",missing
4200706240,"Big Beaver borough, Beaver County",missing
4200307000,"Blawnox borough, Allegheny County",missing
4212907480,"Bolivar borough, Westmoreland County",missing
4200307976,"Brackenridge borough, Allegheny County",missing
4200307992,"Braddock borough, Allegheny County",missing
4200308008,"Braddock Hills borough, Allegheny County",missing
4200308064,"Bradford Woods borough, Allegheny County",missing
4200308416,"Brentwood borough, Allegheny County",missing
4200308624,"Bridgeville borough, Allegheny County",missing
4200708632,"Bridgewater borough, Beaver County",missing
4205109432,"Brownsville borough, Fayette County",missing
4201909528,"Bruin borough, Butler County",missing
4212510224,"Burgettstown borough, Washington County",missing
4201910464,"Butler city, Butler County",missing
4201910800,"Callery borough, Butler County",missing
4212511152,"Canonsburg borough, Washington County",missing
4200311336,"Carnegie borough, Allegheny County",missing
4200311680,"Castle Shannon borough, Allegheny County",missing
4212512224,"Centerville borough, Washington County",missing
4200312496,"Chalfant borough, Allegheny County",missing
4212512704,"Charleroi borough, Washington County",missing
4201913152,"Cherry Valley borough, Butler County",missing
4200313392,"Cheswick borough, Allegheny County",missing
4201913440,"Chicora borough, Butler County",missing
4200313608,"Churchill borough, Allegheny County",missing
4200313704,"Clairton city, Allegheny County",missing
4212514000,"Claysville borough, Washington County",missing
4212514568,"Coal Center borough, Washington County",missing
4212514896,"Cokeburg borough, Washington County",missing
4205115776,"Connellsville city, Fayette County",missing
4201915808,"Connoquenessing borough, Butler County",missing
4200715872,"Conway borough, Beaver County",missing
4200316848,"Crafton borough, Allegheny County",missing
4200718192,"Darlington borough, Beaver County",missing
4205118360,"Dawson borough, Fayette County",missing
4200518400,"Dayton borough, Armstrong County",missing
4212518496,"Deemston borough, Washington County",missing
4212918768,"Delmont borough, Westmoreland County",missing
4212918960,"Derry borough, Westmoreland County",missing
4212919472,"Donegal borough, Westmoreland County",missing
4212519536,"Donora borough, Washington County",missing
4200319576,"Dormont borough, Allegheny County",missing
4200319856,"Dravosburg borough, Allegheny County",missing
4205120216,"Dunbar borough, Fayette County",missing
4212520328,"Dunlevy borough, Washington County",missing
4201920904,"East Butler borough, Butler County",missing
4200321444,"East McKeesport borough, Allegheny County",missing
4200321712,"East Pittsburgh borough, Allegheny County",missing
4200721752,"East Rochester borough, Beaver County",missing
4200721968,"Eastvale borough, Beaver County",missing
4212921976,"East Vandergrift borough, Westmoreland County",missing
4212522016,"East Washington borough, Washington County",missing
4201922128,"Eau Claire borough, Butler County",missing
4200322520,"Edgewood borough, Allegheny County",missing
4200322576,"Edgeworth borough, Allegheny County",missing
4212522800,"Elco borough, Washington County",missing
4200522832,"Elderton borough, Armstrong County",missing
4200322992,"Elizabeth borough, Allegheny County",missing
4212523296,"Ellsworth borough, Washington County",missing
4200323616,"Emsworth borough, Allegheny County",missing
4201924248,"Evans City borough, Butler County",missing
4205124336,"Everson borough, Fayette County",missing
4212924432,"Export borough, Westmoreland County",missing
4205124536,"Fairchance borough, Fayette County",missing
4201924832,"Fairview borough, Butler County",missing
4200725152,"Fallston borough, Beaver County",missing
4205125456,"Fayette City borough, Fayette County",missing
4212525944,"Finleyville borough, Washington County",missing
4200526512,"Ford City borough, Armstrong County",missing
4200526520,"Ford Cliff borough, Armstrong County",missing
4200326592,"Forest Hills borough, Allegheny County",missing
4200327120,"Fox Chapel borough, Allegheny County",missing
4200727312,"Frankfort Springs borough, Beaver County",missing
4200327552,"Franklin Park borough, Allegheny County",missing
4200727712,"Freedom borough, Beaver County",missing
4200527784,"Freeport borough, Armstrong County",missing
4200728824,"Georgetown borough, Beaver County",missing
4200729392,"Glasgow borough, Beaver County",missing
4200329432,"Glassport borough, Allegheny County",missing
4200329592,"Glenfield borough, Allegheny County",missing
4200329732,"Glen Osborne borough, Allegheny County",missing
4212531082,"Green Hills borough, Washington County",missing
4200331256,"Green Tree borough, Allegheny County",missing
4201932688,"Harmony borough, Butler County",missing
4201932896,"Harrisville borough, Butler County",missing
4200333312,"Haysville borough, Allegheny County",missing
4200333592,"Heidelberg borough, Allegheny County",missing
4200735488,"Homewood borough, Beaver County",missing
4200735576,"Hookstown borough, Beaver County",missing
4212535896,"Houston borough, Washington County",missing
4212936288,"Hunker borough, Westmoreland County",missing
4212936592,"Hyde Park borough, Westmoreland County",missing
4200736944,"Industry borough, Beaver County",missing
4200337000,"Ingram borough, Allegheny County",missing
4212937784,"Jeannette city, Westmoreland County",missing
4201938768,"Karns City borough, Butler County",missing
4200540040,"Kittanning borough, Armstrong County",missing
4200740400,"Koppel borough, Beaver County",missing
4212941680,"Latrobe borough, Westmoreland County",missing
4212941834,"Laurel Mountain borough, Westmoreland County",missing
4200542280,"Leechburg borough, Armstrong County",missing
4200342392,"Leetsdale borough, Allegheny County",missing
4200343064,"Liberty borough, Allegheny County",missing
4212943232,"Ligonier borough, Westmoreland County",missing
4200343408,"Lincoln borough, Allegheny County",missing
4212544512,"Long Branch borough, Washington County",missing
