GEOID,source
29111,2
17169,2
45033,3
45001,3
40129,1
13247,3
17013,0
39173,0
46051,2
46005,2
46027,3
41011,0
41025,0
13187,3
51520,3
39089,0
39017,0
47137,1
46102,2
46049,0
17071,1
5037,3
5127,2
19105,0
19165,0
18067,0
18139,0
19141,0
39001,0
6031,3
46065,3
46033,2
27099,0
27153,0
27063,0
20201,1
20131,2
39097,0
1013,3
1111,3
50007,3
47169,3
46047,2
47083,1
38087,0
38081,2
12059,3
48117,3
48295,1
48279,3
36057,3
48309,3
20157,2
19177,0
47061,3
48297,3
22089,3
38003,2
17137,3
17073,3
17035,2
48251,3
48451,3
48363,3
48329,3
56005,0
54015,2
54079,3
38079,2
38039,1
38065,1
48045,1
6029,3
48271,1
48293,3
48123,3
40041,3
13083,1
13053,1
21039,2
48077,3
31007,0
49021,3
40071,3
40107,2
13061,2
29209,3
47125,3
46029,3
39155,0
39141,0
40083,3
40051,3
29071,3
46053,1
47071,2
13035,3
35037,3
42093,0
41071,0
29047,0
42001,0
46035,3
46121,1
46037,2
20137,2
54025,3
1067,3
51045,2
21059,3
41069,0
41037,0
42131,0
55015,3
55139,3
54097,3
60010,0
33013,3
31173,2
42053,0
1019,3
55109,3
55005,3
54105,3
13169,2
20197,2
17061,1
5033,3
5115,3
55103,3
55141,3
48415,3
13273,3
13017,3
17059,1
17053,2
5089,2
5027,3
40061,2
16001,3
51820,3
28009,2
16013,3
17149,2
48047,2
48087,1
48383,1
45023,3
42023,0
40121,3
40147,3
17023,2
39013,0
39135,0
29149,3
29059,2
16055,3
35035,3
32021,1
12011,3
42039,0
29021,3
25019,2
19101,0
21149,2
17175,1
48413,1
55087,3
30067,0
72067,0
26011,2
17151,1
50013,3
1105,3
46043,1
31011,1
29009,3
31081,2
72145,0
72119,0
47017,3
20089,1
16007,1
29119,3
8125,0
21223,2
27001,0
27149,0
21129,2
8087,0
48243,0
29039,2
55113,2
13261,3
53047,0
51131,2
19197,0
36059,3
12089,3
48377,1
5133,2
12121,3
22065,3
51113,2
2090,3
8033,0
1113,3
13027,3
26007,3
46019,2
5009,3
29035,2
35053,3
20085,3
54017,2
31073,1
40025,1
12133,3
1053,3
42099,0
46031,1
20033,1
56025,0
20115,2
56021,0
28035,3
26015,3
13275,3
19065,0
18157,0
32027,1
20097,1
13249,1
32009,0
21081,3
17087,2
39011,0
22093,3
29223,2
72071,0
8105,0
42073,0
30041,0
31181,1
20111,3
37189,3
1091,3
48433,1
40047,3
40153,3
40039,3
49041,3
1123,3
19099,0
13117,0
53069,1
5055,3
48381,3
28091,3
28063,3
31141,3
31063,1
21053,3
55031,3
55091,2
16053,3
50001,3
21207,3
19047,0
19119,0
1093,3
36087,3
26025,3
48335,2
27123,0
19067,0
18003,0
18167,0
9005,3
27047,0
38103,1
28145,3
21173,3
17055,3
9013,3
16057,3
29127,3
49009,1
55073,3
40019,3
40001,2
40007,1
5053,3
48111,2
17005,3
39087,0
39171,0
36083,3
40031,3
5123,3
48249,3
55105,3
47099,3
46091,1
39163,0
51043,2
5137,3
48193,2
46107,1
36023,3
72011,0
47095,3
20187,0
56009,0
33019,3
31151,3
31121,2
20109,1
51680,3
29049,2
27009,0
38075,1
26137,3
16019,3
29137,2
31143,2
21075,3
29135,3
29073,3
18015,0
72117,0
48265,3
48507,2
40105,2
26121,3
26001,2
18155,0
21225,3
51810,3
48197,2
72133,0
16075,3
28135,3
72083,0
72123,0
42083,0
55063,3
48447,0
27109,0
50019,3
51065,2
27155,0
28107,3
29025,1
51690,3
72109,0
40099,3
40057,2
48109,1
51683,3
34005,0
35025,3
5077,3
20195,1
29015,2
27141,0
38035,2
38015,2
48281,3
1015,3
51700,3
48209,3
38061,2
48431,0
46007,1
47161,1
54077,3
51173,3
13097,3
16045,3
19089,0
20147,1
28125,3
29089,2
51610,3
51800,3
13115,3
13129,3
13095,3
19077,0
48217,3
12003,3
2230,3
2068,1
31009,0
13295,3
39005,0
18081,0
19159,0
21227,3
29131,3
26145,3
26045,3
16047,2
42109,0
21105,2
17019,0
17187,3
26069,3
72153,0
35049,3
13175,3
55021,3
30097,0
17107,3
39101,0
39119,0
55085,3
50003,3
36033,3
48043,3
13307,1
37033,3
19073,0
19053,0
1127,3
1007,3
31177,2
21019,3
40109,3
40097,3
19175,0
19115,0
19001,0
20013,3
31107,2
21137,3
37195,3
42081,0
41059,0
41049,0
21073,3
17201,3
17123,2
37185,3
72051,0
