GEOID,group
20199,0
20201,2
20203,2
20205,2
20207,2
20209,2
21001,2
21003,2
21005,2
21007,2
21009,2
21011,2
21013,2
21015,2
21017,2
21019,2
21021,2
21023,2
21025,2
21027,2
21029,2
21031,2
21033,2
21035,2
21037,2
21039,2
21041,2
21043,2
21045,2
21047,2
21049,2
21051,2
21053,2
21055,2
21057,2
21059,2
21061,2
21063,2
21065,2
21067,2
21069,2
21071,2
21073,2
21075,2
21077,2
21079,2
21081,2
21083,2
21085,2
21087,2
21089,2
21091,2
21093,2
21095,2
21097,2
21099,2
21101,2
21103,2
21105,2
21107,2
21109,2
21111,2
21113,2
21115,2
21117,2
21119,2
21121,2
21123,2
21125,2
21127,2
21129,2
21131,2
21133,2
21135,2
21137,2
21139,2
21141,2
21143,2
21145,2
21147,2
21149,2
21151,2
21153,2
21155,2
21157,2
21159,2
21161,2
21163,2
21165,2
21167,2
21169,2
21171,2
21173,2
21175,2
21177,2
21179,2
21181,2
21183,2
21185,2
21187,2
21189,2
21191,2
21193,2
21195,2
21197,2
21199,2
21201,2
21203,2
21205,2
21207,2
21209,2
21211,2
21213,2
21215,2
21217,2
21219,2
21221,2
21223,2
21225,2
21227,2
21229,2
21231,2
21233,2
21235,2
21237,2
21239,2
22001,2
22003,2
22005,2
22007,2
22009,2
22011,2
22013,2
22015,2
22017,0
22019,0
22021,2
22023,2
22025,2
22027,2
22029,2
22031,2
22033,0
22035,2
22037,2
22039,2
22041,2
22043,2
22045,2
22047,2
22049,2
22051,2
22053,2
22055,0
22057,2
22059,2
22061,2
22063,2
22065,2
22067,2
22069,2
22071,0
22073,2
22075,2
22077,2
22079,2
22081,2
22083,2
22085,2
22087,2
22089,2
22091,2
22093,2
22095,2
22097,2
22099,2
22101,2
22103,2
22105,2
22107,2
22109,2
22111,2
22113,2
22115,2
22117,2
22119,2
22121,2
22123,2
22125,2
22127,2
23001,2
23003,2
23005,2
23007,2
23009,2
23011,2
23013,2
23015,2
23017,2
23019,2
23021,2
23023,2
23025,2
23027,2
23029,2
23031,2
24001,0
24003,0
24005,0
24009,0
24011,0
24013,0
24015,0
24017,0
24019,0
24021,0
24023,0
24025,0
24027,0
24029,0
24031,0
24033,0
24035,0
24037,0
24039,0
24041,0
24043,0
24045,0
24047,0
24510,0
25001,2
25003,2
25005,2
25007,2
25009,2
25011,2
25013,2
25015,2
25017,2
25019,2
25021,2
25023,2
25025,0
25027,2
26001,2
26003,2
26005,2
26007,2
26009,2
26011,2
26013,2
26015,2
26017,2
26019,2
26021,2
26023,2
26025,2
26027,2
26029,2
26031,2
26033,2
26035,2
26037,2
26039,2
26041,2
26043,2
26045,2
26047,2
26049,2
26051,2
26053,2
26055,2
26057,2
26059,2
26061,2
26063,2
26065,2
26067,2
26069,2
26071,2
26073,2
26075,2
26077,2
26079,2
26081,2
26083,2
26085,2
26087,2
26089,2
26091,2
26093,2
26095,2
26097,2
26099,2
26101,2
26103,2
26105,2
26107,2
26109,2
26111,2
26113,2
26115,2
26117,2
26119,2
26121,2
26123,2
26125,2
26127,2
26129,2
26131,2
26133,2
26135,2
26137,2
26139,2
26141,2
26143,2
26145,2
26147,2
26149,2
26151,2
26153,2
26155,2
26157,2
26159,2
26161,2
26163,0
26165,2
27001,0
27003,0
27005,0
27007,0
27009,0
27011,0
27013,0
27015,0
27017,0
27019,0
27021,0
27023,0
27025,0
27027,0
27029,0
27031,0
27033,0
27035,0
27037,0
27039,0
27041,0
27043,0
27045,0
27047,0
27049,0
27051,0
27053,0
27055,0
27057,0
27059,0
27061,0
27063,0
27065,0
27067,0
27069,0
27071,0
27073,0
27075,0
27077,0
27079,0
27081,0
27083,0
27085,0
27087,0
27089,0
27091,0
27093,0
27095,0
27097,0
27099,0
27101,0
27103,0
27105,0
27107,0
27109,0
27111,0
27113,0
27115,0
27117,0
27119,0
27121,0
27123,0
27125,0
27127,0
27129,0
27131,0
27133,0
27135,0
27137,0
27139,0
27141,0
27143,0
27145,0
27147,0
27149,0
27151,0
27153,0
27155,0
27157,0
27159,0
27161,0
27163,0
27165,0
27167,0
27169,0
27171,0
27173,0
28001,2
28003,2
28005,2
28007,2
28009,2
28011,2
28013,2
28015,2
28017,2
28019,2
28021,2
28023,2
28025,2
28027,2
28029,2
28031,2
28033,2
28035,2
28037,2
28039,2
28041,2
28043,2
28045,2
28047,0
28049,2
28051,2
28053,2
28055,2
28057,2
28059,2
28061,2
28063,2
28065,2
28067,2
28069,2
28071,2
28073,2
28075,2
28077,2
28079,2
28081,2
28083,2
28085,2
28087,2
28089,2
28091,2
28093,2
28095,2
28097,2
28099,2
28101,2
28103,2
28105,2
28107,2
28109,2
28111,2
28113,2
28115,2
28117,2
28119,2
28121,2
28123,2
28125,2
28127,2
28129,2
28131,2
28133,2
28135,2
28137,2
28139,2
28141,2
28143,2
28145,2
28147,2
28149,2
28151,2
28153,2
28155,2
28157,2
28159,2
28161,2
28163,2
29001,2
29003,2
29005,2
29007,2
29009,2
29011,2
29013,2
29015,2
29017,2
29019,2
29021,2
29023,2
29025,2
29027,2
29029,2
29031,2
29033,2
29035,2
29037,2
29039,2
29041,2
29043,2
29045,2
29047,0
29049,2
29051,2
29053,2
29055,2
29057,2
29059,2
29061,2
29063,2
29065,2
29067,2
29069,2
29071,2
29073,2
29075,2
29077,2
29079,2
29081,2
29083,2
29085,2
29087,2
29089,2
29091,2
29093,2
29095,0
29097,2
29099,2
29101,2
29103,2
29105,2
29107,2
29109,2
29111,2
29113,2
29115,2
29117,2
29119,2
29121,2
29123,2
29125,2
29127,2
29129,2
29131,2
29133,2
29135,2
29137,2
29139,2
29141,2
29143,2
29145,2
29147,2
29149,2
29151,2
29153,2
29155,2
29157,2
29159,2
29161,2
29163,2
29165,0
29167,2
29169,2
29171,2
29173,2
29175,2
29177,2
29179,2
29181,2
29183,2
29185,2
29186,2
29187,2
29189,2
29195,2
29197,2
29199,2
29201,2
29203,2
29205,2
29207,2
29209,2
29211,2
29213,2
29215,2
29217,2
29219,2
29221,2
29223,2
29225,2
29227,2
29229,2
29510,2
30001,0
30003,0
30005,0
30007,0
30009,0
30011,0
30013,0
30015,0
30017,0
30019,0
30021,0
30023,0
30025,0
30027,0
30029,0
30031,0
30033,0
30035,0
30037,0
30039,0
30041,0
30043,0
30045,0
30047,0
30049,0
30051,0
30053,0
30055,0
30057,0
30059,0
30061,0
30063,0
30065,0
30067,0
30069,0
30071,0
30073,0
30075,0
30077,0
30079,0
30081,0
30083,0
30085,0
30087,0
30089,0
30091,0
30093,0
30095,0
30097,0
30099,0
30101,0
30103,0
30105,0
30107,0
30109,0
30111,0
31001,0
31003,0
31005,0
31007,0
31009,0
31011,0
31013,0
31015,0
31017,0
31019,0
31021,0
31023,0
31025,0
31027,0
31029,0
31031,0
31033,0
31035,0
31037,0
31039,0
31041,0
31043,0
31045,0
31047,0
31049,0
31051,0
31053,0
31055,0
31057,0
31059,0
31061,0
31063,0
31065,0
31067,0
31069,0
31071,0
31073,0
31075,0
31077,0
31079,0
31081,0
31083,0
31085,0
31087,0
31089,0
31091,0
31093,0
31095,0
31097,0
31099,0
31101,0
31103,0
31105,0
31107,0
31109,0
31111,0
31113,0
31115,0
31117,0
31119,0
31121,0
31123,0
31125,0
31127,0
31129,0
31131,0
31133,0
31135,0
31137,0
31139,0
31141,0
31143,0
31145,0
31147,0
31149,0
31151,0
31153,0
31155,0
31157,0
31159,0
31161,0
31163,0
31165,0
31167,0
31169,0
31171,0
31173,0
31175,0
31177,0
31179,0
31181,0
31183,0
31185,0
32001,2
32003,0
32005,2
32007,2
32009,0
32011,0
32013,2
32015,2
32017,2
32019,2
32021,2
32023,2
32027,2
32029,2
32031,0
32033,2
32510,2
33001,2
33003,2
33005,2
33007,2
33009,2
33011,2
33013,2
33015,2
33017,2
33019,2
34001,0
34003,0
34005,0
34007,0
34009,0
34011,0
34013,0
34015,0
34017,0
34019,0
34021,0
34023,0
34025,0
34027,0
34029,0
34031,0
34033,0
34035,0
34037,0
34039,0
34041,0
35001,2
35003,2
35005,2
35006,2
35007,2
35009,2
35011,2
35013,2
35015,2
35017,2
35019,2
35021,2
35023,2
35025,2
35027,2
35028,2
35029,2
35031,2
35033,2
35035,2
35037,2
35039,2
35041,2
35043,2
35045,2
35047,2
35049,2
35051,2
35053,2
35055,2
35057,2
35059,2
35061,2
36001,2
36003,2
36005,2
36007,2
36009,2
36011,2
36013,2
36015,2
36017,2
36019,2
36021,2
36023,2
36025,2
36027,2
36029,2
36031,2
36033,2
36035,2
36037,2
36039,2
36041,2
36043,2
36045,2
36047,2
36049,2
36051,2
36053,2
36055,2
36057,2
36059,2
36061,2
36063,2
36065,2
36067,2
36069,2
36071,2
36073,2
36075,2
36077,2
36079,2
36081,2
36083,2
36085,2
36087,2
36089,2
36091,2
36093,2
36095,2
36097,2
36099,2
36101,2
36103,2
36105,2
36107,2
36109,2
36111,2
36113,2
36115,2
36117,2
36119,2
36121,2
36123,2
37001,2
37003,2
37005,2
37007,2
37009,2
37011,2
37013,2
37015,2
37017,2
37019,2
37021,2
37023,2
37025,2
37027,2
37029,2
37031,2
37033,2
37035,2
37037,2
37039,2
37041,2
37043,2
37045,2
37047,2
37049,2
37051,0
37053,2
37055,2
37057,2
37059,2
37061,2
37063,0
37065,2
37067,2
37069,2
37071,0
37073,2
37075,2
37077,2
37079,2
37081,2
37083,2
37085,2
37087,2
37089,2
37091,2
37093,2
37095,2
37097,2
37099,2
37101,2
37103,2
37105,2
37107,2
37109,2
37111,2
37113,2
37115,2
37117,2
37119,0
37121,2
37123,2
37125,2
37127,2
37129,2
37131,2
37133,2
37135,2
37137,2
37139,2
37141,2
37143,2
37145,2
37147,2
37149,2
37151,2
37153,2
37155,2
37157,2
37159,2
37161,2
37163,2
37165,2
37167,2
37169,2
37171,2
37173,2
37175,2
37177,2
37179,0
37181,2
37183,0
37185,2
37187,2
37189,2
37191,2
37193,2
37195,2
37197,2
37199,2
38001,1
38003,1
38005,1
38007,0
38009,1
38011,1
38013,1
38015,1
38017,1
38019,1
38021,1
38023,1
38025,1
38027,1
38029,1
38031,1
38033,1
38035,1
38037,1
38039,1
38041,1
38043,1
38045,1
38047,1
38049,1
38051,1
38053,1
38055,1
38057,1
38059,1
38061,1
38063,1
38065,1
38067,1
38069,1
38071,1
38073,1
38075,1
38077,1
38079,1
38081,1
38083,1
38085,1
38087,0
38089,1
38091,1
38093,1
38095,1
38097,1
38099,1
38101,1
38103,1
38105,1
39001,0
39003,0
39005,0
39007,0
39009,0
39011,0
39013,0
39015,0
39017,0
39019,0
39021,0
39023,0
39025,0
39027,0
39029,0
39031,0
39033,0
39035,0
39037,0
39039,0
39041,0
39043,0
39045,0
39047,0
39049,0
39051,0
39053,0
39055,0
39057,0
39059,0
39061,0
39063,0
39065,0
39067,0
39069,0
39071,0
39073,0
39075,0
39077,0
39079,0
39081,0
39083,0
39085,0
39087,0
39089,0
39091,0
39093,0
39095,0
39097,0
39099,0
39101,0
39103,0
39105,0
39107,0
39109,0
39111,0
39113,0
39115,0
39117,0
39119,0
39121,0
39123,0
39125,0
39127,0
39129,0
39131,0
39133,0
39135,0
39137,0
39139,0
39141,0
39143,0
39145,0
39147,0
39149,0
39151,0
39153,0
39155,0
39157,0
39159,0
39161,0
39163,0
39165,0
39167,0
39169,0
39171,0
39173,0
39175,0
40001,2
40003,2
40005,2
40007,2
40009,2
40011,2
40013,2
40015,2
40017,2
40019,2
40021,2
40023,2
40025,2
40027,2
40029,2
40031,2
40033,2
40035,2
40037,2
40039,2
40041,2
40043,2
40045,2
40047,2
40049,2
40051,2
40053,2
40055,2
40057,2
40059,2
40061,2
40063,2
40065,2
40067,2
40069,2
40071,2
40073,2
40075,2
40077,2
40079,2
40081,2
40083,2
40085,2
40087,2
40089,2
40091,2
40093,2
40095,2
40097,2
40099,2
40101,2
40103,2
40105,2
40107,2
40109,2
40111,2
40113,2
40115,2
40117,2
40119,2
40121,2
40123,2
40125,2
40127,2
40129,2
40131,2
40133,2
40135,2
40137,2
40139,2
40141,2
40143,2
40145,2
40147,2
40149,2
40151,2
40153,2
41001,0
41003,0
41005,0
41007,0
41009,0
41011,0
41013,0
41015,0
41017,0
41019,0
41021,0
41023,0
41025,0
41027,0
41029,0
41031,0
41033,0
41035,0
41037,0
41039,0
41041,0
41043,0
41045,0
41047,0
41049,0
41051,0
41053,0
41055,0
41057,0
41059,0
41061,0
41063,0
41065,0
41067,0
41069,0
41071,0
42001,0
42003,0
42005,0
42007,0
42009,0
42011,0
42013,0
42015,0
42017,0
42019,0
42021,0
42023,0
42025,0
42027,0
42029,0
42031,0
42033,0
42035,0
42037,0
42039,0
42041,0
42043,0
42045,0
42047,0
42049,0
42051,0
42053,0
42055,0
42057,0
42059,0
42061,0
42063,0
42065,0
42067,0
42069,0
42071,0
42073,0
42075,0
42077,0
42079,0
42081,0
42083,0
42085,0
42087,0
42089,0
42091,0
42093,0
42095,0
42097,0
42099,0
42101,0
42103,0
42105,0
42107,0
42109,0
42111,0
42113,0
42115,0
42117,0
42119,0
42121,0
42123,0
42125,0
42127,0
42129,0
42131,0
42133,0
44001,2
44003,2
44005,2
44007,2
44009,2
45001,2
45003,2
45005,2
45007,0
45009,2
45011,2
45013,2
45015,2
45017,2
45019,2
45021,2
45023,2
45025,2
45027,2
45029,2
45031,2
45033,2
45035,2
45037,2
45039,2
45041,2
45043,2
45045,0
45047,2
45049,2
45051,0
45053,2
45055,2
45057,2
45059,2
45061,2
45063,2
45065,2
45067,2
45069,2
45071,2
45073,2
45075,2
45077,2
45079,0
45081,2
45083,0
45085,2
45087,2
45089,2
45091,2
46003,2
46005,2
46007,2
46009,2
46011,2
46013,2
46015,2
46017,2
46019,2
46021,2
46023,2
46025,2
46027,2
46029,2
46031,2
46033,2
46035,2
46037,2
46039,2
46041,2
46043,2
46045,2
46047,2
46049,0
46051,2
46053,2
46055,2
46057,2
46059,0
46061,2
46063,0
46065,2
46067,2
46069,2
46071,2
46073,2
46075,0
46077,2
46079,2
46081,2
46083,2
46085,2
46087,2
46089,2
46091,2
46093,2
46095,2
46097,2
46099,2
46101,2
46102,2
46103,2
46105,2
46107,2
46109,2
46111,2
46115,2
46117,2
46119,2
46121,2
46123,2
46125,2
46127,2
46129,2
46135,2
46137,2
47001,2
47003,2
47005,2
47007,2
47009,2
47011,2
47013,2
47015,2
47017,2
47019,2
47021,2
47023,2
47025,2
47027,2
47029,2
47031,2
47033,2
47035,2
47037,2
47039,2
47041,2
47043,2
47045,2
47047,2
47049,2
47051,2
47053,2
47055,2
47057,2
47059,2
47061,2
47063,2
47065,2
47067,2
47069,2
47071,2
47073,2
47075,2
47077,2
47079,2
47081,2
47083,2
47085,2
47087,2
47089,2
47091,2
47093,2
47095,2
47097,2
47099,2
47101,2
47103,2
47105,2
47107,2
47109,2
47111,2
47113,2
47115,2
47117,2
47119,2
47121,2
47123,2
47125,2
47127,2
47129,2
47131,2
47133,2
47135,2
47137,2
47139,2
47141,2
47143,2
47145,2
47147,2
47149,2
47151,2
47153,2
47155,2
47157,0
47159,2
47161,2
47163,2
47165,2
47167,2
47169,2
47171,2
47173,2
47175,2
47177,2
47179,2
47181,2
47183,2
47185,2
47187,2
47189,2
48001,2
48003,2
48005,2
48007,2
48009,2
48011,2
48013,2
48015,2
48017,2
48019,2
48021,2
48023,2
48025,2
48027,0
48029,2
48031,2
48033,2
48035,2
48037,2
48039,2
48041,2
48043,2
48045,2
48047,2
48049,2
48051,2
48053,2
48055,2
48057,2
48059,2
48061,2
48063,2
48065,2
48067,2
48069,2
48071,2
48073,2
48075,2
48077,2
48079,2
48081,2
48083,2
48085,0
48087,2
48089,2
48091,2
48093,2
48095,0
48097,2
48099,2
48101,2
48103,2
48105,2
48107,2
48109,2
48111,2
48113,2
48115,2
48117,2
48119,2
48121,2
48123,2
48125,2
48127,2
48129,2
48131,2
48133,2
48135,2
48137,2
48139,2
48141,0
48143,2
48145,2
48147,2
48149,2
48151,2
48153,2
48155,2
48157,2
48159,2
48161,2
48163,2
48165,2
48167,2
48169,2
48171,2
48173,0
48175,2
48177,2
48179,2
48181,2
48183,2
48185,2
48187,2
48189,2
48191,2
48193,2
48195,2
48197,2
48199,2
48201,2
48203,2
48205,2
48207,2
48209,2
48211,2
48213,2
48215,0
48217,2
48219,2
48221,2
48223,2
48225,2
48227,2
48229,2
48231,2
48233,2
48235,2
48237,2
48239,2
48241,2
48243,0
48245,2
48247,2
48249,2
48251,2
48253,2
48255,2
48257,2
48259,2
48261,0
48263,0
48265,2
48267,2
48269,0
48271,2
48273,2
48275,2
48277,2
48279,2
48281,2
48283,2
48285,2
48287,2
48289,2
48291,2
48293,2
48295,2
48297,2
48299,2
48301,0
48303,2
48305,2
48307,2
48309,2
48311,0
48313,2
48315,2
48317,2
48319,2
48321,2
48323,2
48325,2
48327,2
48329,2
48331,2
48333,2
48335,2
48337,2
48339,0
48341,2
48343,2
48345,0
48347,2
48349,2
48351,2
48353,2
48355,0
48357,2
48359,2
48361,2
48363,2
48365,2
48367,2
48369,2
48371,2
48373,2
48375,2
48377,2
48379,2
48381,2
48383,2
48385,2
48387,2
48389,2
48391,2
48393,0
48395,2
48397,2
48399,2
48401,2
48403,2
48405,2
48407,2
48409,2
48411,2
48413,2
48415,2
48417,2
48419,2
48421,0
48423,1
48425,2
48427,2
48429,2
48431,0
48433,2
48435,2
48437,2
48439,0
48441,2
48443,2
48445,2
48447,0
48449,2
48451,2
48453,2
48455,2
48457,2
48459,2
48461,2
48463,2
48465,2
48467,2
48469,2
48471,2
48473,2
48475,2
48477,2
48479,2
48481,2
48483,2
48485,2
48487,2
48489,2
48491,2
48493,2
48495,2
48497,2
48499,2
48501,2
48503,2
48505,2
48507,2
49001,2
49003,2
49005,2
49007,2
49009,2
49011,2
49013,2
49015,2
49017,2
49019,2
49021,2
49023,2
49025,2
49027,2
49029,2
49031,2
49033,2
49035,2
49037,2
