month_of_payment,county_geoid_coalesced,county_monthly_spending,pct_county_all_spending_monthly,national_monthly_spending,national_all_spending,pct_national_all_spending_monthly,county_total_dataset_spending,county_total_unique_assisted_addresses
01/01/2021,37167,27134.85,0.5629729633120535,14439455.620000001,20642637756.227936,0.06994966336433231,4881528.6,927
01/01/2021,37169,7214.86,0.7562289819422746,14439455.620000001,20642637756.227936,0.06994966336433231,1052362.64,239
01/01/2021,37171,29242.95,1.340162652202876,14439455.620000001,20642637756.227936,0.06994966336433231,2320239.74,483
01/01/2021,37175,11970.36,1.7948747206875824,14439455.620000001,20642637756.227936,0.06994966336433231,734548.62,204
01/01/2021,37181,111371.91,1.2582658482957967,14439455.620000001,20642637756.227936,0.06994966336433231,8927647.49,1976
01/01/2021,37185,8154.83,0.343506604779822,14439455.620000001,20642637756.227936,0.06994966336433231,2459112.02,455
01/01/2021,37187,62358.63,1.97250444893191,14439455.620000001,20642637756.227936,0.06994966336433231,3296177.43,690
01/01/2021,37191,138132.45,0.5056083447087489,14439455.620000001,20642637756.227936,0.06994966336433231,27428317.76,4992
01/01/2021,37193,19373.07,1.0341697073884693,14439455.620000001,20642637756.227936,0.06994966336433231,1954061.8,464
01/01/2021,37195,16695.13,0.0652321396397063,14439455.620000001,20642637756.227936,0.06994966336433231,25740810.2,5878
01/01/2021,37197,20875.33,2.0683249214856456,14439455.620000001,20642637756.227936,0.06994966336433231,1101609.13,218
01/01/2021,48157,230187.22,0.2904128037739995,14439455.620000001,20642637756.227936,0.06994966336433231,81039374.91,8770
01/01/2021,53061,11007.92,0.010392156096962939,14439455.620000001,20642637756.227936,0.06994966336433231,106063327.02,8963
02/01/2021,05143,1229055.83,9.777059084060081,29272343.01,20642637756.227936,0.14180524483199083,12586071.1,3073
02/01/2021,11001,3491823.39,1.0579378423034766,29272343.01,20642637756.227936,0.14180524483199083,330596646.1,109087
02/01/2021,12117,88678.99,0.12810192782822957,29272343.01,20642637756.227936,0.14180524483199083,69225529.04,9719
02/01/2021,13051,106085.26,0.4938705289270617,29272343.01,20642637756.227936,0.14180524483199083,21586579.64,2839
02/01/2021,16005,32452.29,0.42098932848290294,29272343.01,20642637756.227936,0.14180524483199083,7708577.82,1250
02/01/2021,16019,66784.5,0.8728991419241127,29272343.01,20642637756.227936,0.14180524483199083,7650883.91,1053
02/01/2021,16027,194905.02,0.9007546989373779,29272343.01,20642637756.227936,0.14180524483199083,21637968.72,2524
02/01/2021,16055,109885.77,1.1454009639381386,29272343.01,20642637756.227936,0.14180524483199083,9593650.91,1130
02/01/2021,21067,248706.65,0.5654938331965672,29272343.01,20642637756.227936,0.14180524483199083,44117237.84,5057
02/01/2021,21111,309058,0.23330934751872404,29272343.01,20642637756.227936,0.14180524483199083,136047182.94,17766
02/01/2021,25001,205767.66,2.851689635345129,29272343.01,20642637756.227936,0.14180524483199083,7227036.94,814
02/01/2021,25003,153061.03,1.880096035042455,29272343.01,20642637756.227936,0.14180524483199083,8186576.51,1220
02/01/2021,25005,1062578.67,2.4845085787195957,29272343.01,20642637756.227936,0.14180524483199083,42773314.74,5307
02/01/2021,25009,1419862.76,1.0036789295219757,29272343.01,20642637756.227936,0.14180524483199083,141466810.63,11885
02/01/2021,25011,142623.53,2.2546779433522124,29272343.01,20642637756.227936,0.14180524483199083,6367344.5,973
02/01/2021,25013,1591817.66,1.610937160479127,29272343.01,20642637756.227936,0.14180524483199083,98843041.64,12405
02/01/2021,25015,126492.95,1.5247110291283277,29272343.01,20642637756.227936,0.14180524483199083,8302425.39,1099
02/01/2021,25017,2129247.22,1.8854323888511926,29272343.01,20642637756.227936,0.14180524483199083,112985840.83,10053
02/01/2021,25021,766653.13,1.5569760425539692,29272343.01,20642637756.227936,0.14180524483199083,49272570.68,4293
02/01/2021,25023,790704.55,2.0471671838804664,29272343.01,20642637756.227936,0.14180524483199083,38637102.13,3375
02/01/2021,25027,1350298.33,1.7920331789135782,29272343.01,20642637756.227936,0.14180524483199083,75395517.2,8966
02/01/2021,37001,149249.92,0.5802016387556634,29272343.01,20642637756.227936,0.14180524483199083,25838823.71,4563
02/01/2021,37003,16440.46,1.1382463415750677,29272343.01,20642637756.227936,0.14180524483199083,1562088.64,287
02/01/2021,37007,17902.5,0.1836458590917744,29272343.01,20642637756.227936,0.14180524483199083,9866132.68,1334
02/01/2021,37013,12462.39,0.19146868834394554,29272343.01,20642637756.227936,0.14180524483199083,6611215.44,1578
02/01/2021,37015,22210.96,0.19505497486523615,29272343.01,20642637756.227936,0.14180524483199083,11512608.14,1633
02/01/2021,37017,15885.17,0.11183565792671775,29272343.01,20642637756.227936,0.14180524483199083,14348711.19,1839
02/01/2021,37019,33684.52,0.4459799542784394,29272343.01,20642637756.227936,0.14180524483199083,7690394.41,1163
02/01/2021,37021,162951.85,0.8960499655939416,29272343.01,20642637756.227936,0.14180524483199083,18185576.28,3015
02/01/2021,37023,21124.3,0.4570978673921918,29272343.01,20642637756.227936,0.14180524483199083,4738153.41,881
02/01/2021,37025,122746.16,0.8500861655594232,29272343.01,20642637756.227936,0.14180524483199083,14448620.98,2060
02/01/2021,37027,48731.11,1.0202806337616162,29272343.01,20642637756.227936,0.14180524483199083,4899572.03,1004
02/01/2021,37031,30500.9,0.9293954310586768,29272343.01,20642637756.227936,0.14180524483199083,3415678.96,550
02/01/2021,37035,103201.41,1.2616202222890183,29272343.01,20642637756.227936,0.14180524483199083,8301998.55,1707
02/01/2021,37037,31254.64,1.0699257652956833,29272343.01,20642637756.227936,0.14180524483199083,3001932.73,528
02/01/2021,37045,33684.53,0.26948436700174633,29272343.01,20642637756.227936,0.14180524483199083,12572959.68,2491
02/01/2021,37047,55607.32,0.3922699531894071,29272343.01,20642637756.227936,0.14180524483199083,14274899.65,2159
02/01/2021,37049,84456.51,0.5096642160989296,29272343.01,20642637756.227936,0.14180524483199083,16699232.42,2723
02/01/2021,37057,150490.95,1.3884798214153675,29272343.01,20642637756.227936,0.14180524483199083,10875547.69,2656
02/01/2021,37061,17153.21,0.25119952786255295,29272343.01,20642637756.227936,0.14180524483199083,6934479.94,1236
02/01/2021,37065,93791.09,0.30141067858506887,29272343.01,20642637756.227936,0.14180524483199083,31260378.78,5036
02/01/2021,37067,488381.52,1.033330144142287,29272343.01,20642637756.227936,0.14180524483199083,47359007.21,7820
02/01/2021,37069,37361.26,0.6466293578956143,29272343.01,20642637756.227936,0.14180524483199083,5903076.75,891
02/01/2021,37077,23486.07,0.36549862554734003,29272343.01,20642637756.227936,0.14180524483199083,6541642.85,1174
02/01/2021,37081,1123620.74,1.9182272915563336,29272343.01,20642637756.227936,0.14180524483199083,58618323.208,13063
02/01/2021,37083,76905.73,0.25877485232863257,29272343.01,20642637756.227936,0.14180524483199083,29813511.26,4599
02/01/2021,37085,120357.18,0.9674932271415453,29272343.01,20642637756.227936,0.14180524483199083,12543135.73,2142
02/01/2021,37087,32621.13,1.7223713680916921,29272343.01,20642637756.227936,0.14180524483199083,1967450.69,373
02/01/2021,37089,27436.11,0.6286579895836399,29272343.01,20642637756.227936,0.14180524483199083,4535383.19,665
02/01/2021,37093,73786.44,0.5075376544542843,29272343.01,20642637756.227936,0.14180524483199083,14703080.97,2080
02/01/2021,37097,56731.36,0.41361601395848924,29272343.01,20642637756.227936,0.14180524483199083,13899310.56,2592
02/01/2021,37099,16366.11,1.255927177095339,29272343.01,20642637756.227936,0.14180524483199083,1411948.38,294
02/01/2021,37101,186166.6,1.9365169845538797,29272343.01,20642637756.227936,0.14180524483199083,9624445.27,1738
02/01/2021,37105,59494.69,0.8798060216290439,29272343.01,20642637756.227936,0.14180524483199083,6845762.47,1231
02/01/2021,37107,72439.76,0.4174801365733506,29272343.01,20642637756.227936,0.14180524483199083,17391014.74,3411
02/01/2021,37109,34455.37,1.1571650931758102,29272343.01,20642637756.227936,0.14180524483199083,3131371.48,603
02/01/2021,37111,17127.99,1.085170892245477,29272343.01,20642637756.227936,0.14180524483199083,1665943.95,364
02/01/2021,37113,26484.69,2.975849995179707,29272343.01,20642637756.227936,0.14180524483199083,943071.85,191
02/01/2021,37117,23354.18,0.37520683752108663,29272343.01,20642637756.227936,0.14180524483199083,6291487.88,1261
02/01/2021,37125,41312.23,0.70527685643193,29272343.01,20642637756.227936,0.14180524483199083,5948189.18,986
02/01/2021,37127,41503.34,0.11469055108256367,29272343.01,20642637756.227936,0.14180524483199083,36299500.63,6171
02/01/2021,37129,135456.93,0.48499595231342835,29272343.01,20642637756.227936,0.14180524483199083,27973339.84,4487
02/01/2021,37131,16422.1,0.16856241968243862,29272343.01,20642637756.227936,0.14180524483199083,9828281.3,1519
02/01/2021,37133,128185.73,0.6730701568903975,29272343.01,20642637756.227936,0.14180524483199083,19162303.45,3504
02/01/2021,37135,74978.55,0.5972244093637255,29272343.01,20642637756.227936,0.14180524483199083,12599600.93,1917
02/01/2021,37139,52264.49,1.0409149427507725,29272343.01,20642637756.227936,0.14180524483199083,5155127.15,967
02/01/2021,37141,20188.95,0.5587559102927107,29272343.01,20642637756.227936,0.14180524483199083,3767277.56,597
02/01/2021,37147,354438.55,0.5239778725971126,29272343.01,20642637756.227936,0.14180524483199083,67710944.11,12761
02/01/2021,37151,77299.47,0.9826684908898754,29272343.01,20642637756.227936,0.14180524483199083,7921914.53,1586
02/01/2021,37153,61947.71,0.5008127108329175,29272343.01,20642637756.227936,0.14180524483199083,12508834.43,2008
02/01/2021,37155,79830.23,0.16945822820487078,29272343.01,20642637756.227936,0.14180524483199083,47257260.48,6774
02/01/2021,37157,63694.13,0.7154204501757876,29272343.01,20642637756.227936,0.14180524483199083,8958608.48,2001
02/01/2021,37159,134879.76,0.9789567344903006,29272343.01,20642637756.227936,0.14180524483199083,14059850.04,2678
02/01/2021,37161,36602.48,0.5969342266580484,29272343.01,20642637756.227936,0.14180524483199083,6212558.61,1226
02/01/2021,37163,32825.02,0.42269588158195154,29272343.01,20642637756.227936,0.14180524483199083,7844577.13,1349
02/01/2021,37165,49362.32,0.5641225849652651,29272343.01,20642637756.227936,0.14180524483199083,8941771.86,1511
02/01/2021,37167,40306.48,0.836247795225624,29272343.01,20642637756.227936,0.14180524483199083,4881528.6,927
02/01/2021,37171,21749.05,0.996727913254065,29272343.01,20642637756.227936,0.14180524483199083,2320239.74,483
02/01/2021,37181,117874.86,1.331735360475081,29272343.01,20642637756.227936,0.14180524483199083,8927647.49,1976
02/01/2021,37189,24577.86,2.3237383420173363,29272343.01,20642637756.227936,0.14180524483199083,1099297.01,201
02/01/2021,37191,116913.59,0.42794062303142627,29272343.01,20642637756.227936,0.14180524483199083,27428317.76,4992
02/01/2021,37193,25624.12,1.3678621242006053,29272343.01,20642637756.227936,0.14180524483199083,1954061.8,464
02/01/2021,37195,163812.73,0.6400582012911252,29272343.01,20642637756.227936,0.14180524483199083,25740810.2,5878
02/01/2021,48029,97913.14,0.03253524791672872,29272343.01,20642637756.227936,0.14180524483199083,300965309.3,40081
02/01/2021,48157,79443.04,0.10022830975034144,29272343.01,20642637756.227936,0.14180524483199083,81039374.91,8770
02/01/2021,48303,1169380.45,3.5006512294857393,29272343.01,20642637756.227936,0.14180524483199083,33415334.544,5764
02/01/2021,51003,86999.7,0.8337836802999675,29272343.01,20642637756.227936,0.14180524483199083,10541723.76,952
02/01/2021,51013,406640.91,0.976636388776773,29272343.01,20642637756.227936,0.14180524483199083,41862127.1,1735
02/01/2021,51041,530208.41,2.138654692827731,29272343.01,20642637756.227936,0.14180524483199083,24931572.79,3009
02/01/2021,51087,643252.3,0.971517882743984,29272343.01,20642637756.227936,0.14180524483199083,66358135.169,6051
02/01/2021,51095,55839.99,0.9436122211634257,29272343.01,20642637756.227936,0.14180524483199083,6023183.6,604
02/01/2021,51107,261215.39,1.2335695751920168,29272343.01,20642637756.227936,0.14180524483199083,21503644.2397,1280
02/01/2021,51149,84362.71,1.4031610043013505,29272343.01,20642637756.227936,0.14180524483199083,6138356.75,486
02/01/2021,51153,465265.21,1.0004740644864154,29272343.01,20642637756.227936,0.14180524483199083,46729458.72,2612
02/01/2021,51177,97287.03,0.8376529982260871,29272343.01,20642637756.227936,0.14180524483199083,11815867.71,798
02/01/2021,51179,95185.52,0.8622121589252583,29272343.01,20642637756.227936,0.14180524483199083,11184197.16,798
02/01/2021,51510,525838.7,0.9008267183589799,29272343.01,20642637756.227936,0.14180524483199083,58583484.1378,1897
02/01/2021,51550,245579.62,0.7462213228423265,29272343.01,20642637756.227936,0.14180524483199083,32969692.11,2948
02/01/2021,51650,289758.05,0.670198021073122,29272343.01,20642637756.227936,0.14180524483199083,43358843.51,3842
02/01/2021,51683,58807.12,1.844768709383535,29272343.01,20642637756.227936,0.14180524483199083,3464621.28,203
02/01/2021,51700,607209.22,0.8790716837994696,29272343.01,20642637756.227936,0.14180524483199083,69252688.209,6162
02/01/2021,51710,482774.87,0.705193307351879,29272343.01,20642637756.227936,0.14180524483199083,68648021.215,6522
02/01/2021,51730,202018.28,0.7755371290181595,29272343.01,20642637756.227936,0.14180524483199083,26152780.13,1978
02/01/2021,51740,237343.41,0.5675616321103364,29272343.01,20642637756.227936,0.14180524483199083,42063597.42,3684
02/01/2021,51760,614176.32,0.6206634812876742,29272343.01,20642637756.227936,0.14180524483199083,99254151.592,9383
02/01/2021,51770,75303.78,0.5090469285132698,29272343.01,20642637756.227936,0.14180524483199083,14906337.47,2142
02/01/2021,51800,98346.94,0.5800368633359249,29272343.01,20642637756.227936,0.14180524483199083,17120357.78,1503
02/01/2021,51810,513492.2,0.866825068223596,29272343.01,20642637756.227936,0.14180524483199083,59514068.64,5616
03/01/2021,02020,224743.69,0.14480185859025096,117596574.05,20642637756.227936,0.5696780393994019,155889338.4834971,15208
03/01/2021,02130,172551.74,1.5072580390159542,117596574.05,20642637756.227936,0.5696780393994019,11448055.71,916
03/01/2021,02150,53705.34,1.1441004540127424,117596574.05,20642637756.227936,0.5696780393994019,4694110.54,402
03/01/2021,02170,536738.62,2.336695029582518,117596574.05,20642637756.227936,0.5696780393994019,22969990.23,3795
03/01/2021,05143,128360.76,1.021101486166707,117596574.05,20642637756.227936,0.5696780393994019,12586071.1,3073
03/01/2021,09003,38094.44,0.03919065387776996,117596574.05,20642637756.227936,0.5696780393994019,97202869.13,15147
03/01/2021,09009,36191.99,0.03366770534400521,117596574.05,20642637756.227936,0.5696780393994019,107497643.9,14289
03/01/2021,11001,4113450.66,1.2462758363223552,117596574.05,20642637756.227936,0.5696780393994019,330596646.1,109087
03/01/2021,12071,216136.88,0.36363155175091905,117596574.05,20642637756.227936,0.5696780393994019,59438428.53,7314
03/01/2021,12097,376000.45,0.8118091507672155,117596574.05,20642637756.227936,0.5696780393994019,46329253.4,7048
03/01/2021,12099,440430.23,0.30395727015303453,117596574.05,20642637756.227936,0.5696780393994019,144898731.91,19507
03/01/2021,12105,607809.83,0.8625281446413838,117596574.05,20642637756.227936,0.5696780393994019,70517719.19,12967
03/01/2021,12117,754984.97,1.0906194368963613,117596574.05,20642637756.227936,0.5696780393994019,69225529.04,9719
03/01/2021,13051,363741.04,1.6933641847819338,117596574.05,20642637756.227936,0.5696780393994019,21586579.64,2839
03/01/2021,13121,164213.43,0.06718341720355098,117596574.05,20642637756.227936,0.5696780393994019,244590098.218,18421
03/01/2021,16005,207961.04,2.6977873851184655,117596574.05,20642637756.227936,0.5696780393994019,7708577.82,1250
03/01/2021,16011,103813,7.1196086433844386,117596574.05,20642637756.227936,0.5696780393994019,1544371.42,239
03/01/2021,16013,63357.58,15.732190739340146,117596574.05,20642637756.227936,0.5696780393994019,694987.93,176
03/01/2021,16017,46397.07,7.05367807929595,117596574.05,20642637756.227936,0.5696780393994019,1051555.39,175
03/01/2021,16019,291120.2,3.8050531601910036,117596574.05,20642637756.227936,0.5696780393994019,7650883.91,1053
03/01/2021,16027,1048149.58,4.844029463039172,117596574.05,20642637756.227936,0.5696780393994019,21637968.72,2524
03/01/2021,16039,84928.98,6.98955708291607,117596574.05,20642637756.227936,0.5696780393994019,1386518.18,220
03/01/2021,16055,561005.33,5.847672958531696,117596574.05,20642637756.227936,0.5696780393994019,9593650.91,1130
03/01/2021,16057,102610.36,11.22840460151778,117596574.05,20642637756.227936,0.5696780393994019,1085595.71,209
03/01/2021,16065,46211.64,3.4865618483370144,117596574.05,20642637756.227936,0.5696780393994019,1495338.67,229
03/01/2021,16069,86191.04,4.963513605100746,117596574.05,20642637756.227936,0.5696780393994019,1853563.36,341
03/01/2021,16075,86822.35,7.070785976725724,117596574.05,20642637756.227936,0.5696780393994019,1379116.26,196
03/01/2021,16083,191352.3,3.812627572800795,117596574.05,20642637756.227936,0.5696780393994019,5091467.16,829
03/01/2021,16085,55115.05,27.501415237561567,117596574.05,20642637756.227936,0.5696780393994019,622290.5,106
03/01/2021,21015,82101.11,1.1325953168881806,117596574.05,20642637756.227936,0.5696780393994019,7248936.03,946
03/01/2021,21029,100616.47,1.871147535022255,117596574.05,20642637756.227936,0.5696780393994019,5377260.11,684
03/01/2021,21035,61240.71,1.9922297175327528,117596574.05,20642637756.227936,0.5696780393994019,3073978.34,501
03/01/2021,21047,118432.39,1.0998504176968449,117596574.05,20642637756.227936,0.5696780393994019,10768045.19,1884
03/01/2021,21049,37689.79,0.6749954223092005,117596574.05,20642637756.227936,0.5696780393994019,5583710.46,800
03/01/2021,21059,74854.03,0.7793807436292198,117596574.05,20642637756.227936,0.5696780393994019,9604295.54,1713
03/01/2021,21067,1089771.41,2.47785498276354,117596574.05,20642637756.227936,0.5696780393994019,44117237.84,5057
03/01/2021,21073,76150.53,1.014725848202134,117596574.05,20642637756.227936,0.5696780393994019,7504542.25,1207
03/01/2021,21093,174379.12,1.5232695921924575,117596574.05,20642637756.227936,0.5696780393994019,11447686.01,1858
03/01/2021,21101,52770.98,0.9912590234876013,117596574.05,20642637756.227936,0.5696780393994019,5323631.74,947
03/01/2021,21111,5676850.21,4.285481102112327,117596574.05,20642637756.227936,0.5696780393994019,136047182.94,17766
03/01/2021,21117,133586.89,1.0289574444958334,117596574.05,20642637756.227936,0.5696780393994019,12982741.97,2144
03/01/2021,21145,129550.02,1.9102727214032358,117596574.05,20642637756.227936,0.5696780393994019,6781755.22,1283
03/01/2021,21151,69820.25,0.7367156297390156,117596574.05,20642637756.227936,0.5696780393994019,9477232.08,1598
03/01/2021,21211,31582,1.4268922932387007,117596574.05,20642637756.227936,0.5696780393994019,2234150.55,390
03/01/2021,21227,145109.25,0.8041907614122193,117596574.05,20642637756.227936,0.5696780393994019,18044132.93,2939
03/01/2021,23001,326565.02,1.0651272130718739,117596574.05,20642637756.227936,0.5696780393994019,30950608.57,4522
03/01/2021,23003,375644.66,1.9303365554504273,117596574.05,20642637756.227936,0.5696780393994019,19501737.05,3461
03/01/2021,23005,847764.25,1.087387169481205,117596574.05,20642637756.227936,0.5696780393994019,79892049.63,7583
03/01/2021,23007,311258.61,4.528969835667576,117596574.05,20642637756.227936,0.5696780393994019,6892067.79,1311
