group,month,month_last_day,month_filings,avg_filings,month_diff,month_filings_imputed,baseline_share
White,04/2022,,1983,1835.25,1.08050674295055,0.512017528949501,0.632387415175817
Black,04/2022,,320,449.25,0.712298274902615,0.383529171012223,0.247008019740901
Latinx,04/2022,,32,45.5,0.703296703296703,0.0609649842142832,0.0650832819247378
Other,04/2022,,565,612.25,0.922825643119641,0.0217441579119965,
Female,04/2022,,,,,0.58471137946706,0.560606060606061
