type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,55079000101,Black,1,2019-12-29,1,0.6
Census Tract,55079000101,Black,2,2020-01-05,6,1.2
Census Tract,55079000101,Black,3,2020-01-12,1,3
Census Tract,55079000101,Black,4,2020-01-19,12,4.4
Census Tract,55079000101,Black,5,2020-01-26,1,6.8
Census Tract,55079000101,Black,6,2020-02-02,2,1.2
Census Tract,55079000101,Black,7,2020-02-09,0,2
Census Tract,55079000101,Black,8,2020-02-16,1,2.6
Census Tract,55079000101,Black,9,2020-02-23,4,3
Census Tract,55079000101,Black,10,2020-03-01,3,5
Census Tract,55079000101,Black,11,2020-03-08,1,2.6
Census Tract,55079000101,Black,12,2020-03-15,0,2.2
Census Tract,55079000101,Black,13,2020-03-22,0,4.6
Census Tract,55079000101,Black,14,2020-03-29,0,3.6
Census Tract,55079000101,Black,15,2020-04-05,0,1.2
Census Tract,55079000101,Black,16,2020-04-12,0,4.6
Census Tract,55079000101,Black,17,2020-04-19,0,2.8
Census Tract,55079000101,Black,18,2020-04-26,0,3.2
Census Tract,55079000101,Black,19,2020-05-03,0,2.8
Census Tract,55079000101,Black,20,2020-05-10,0,2.6
Census Tract,55079000101,Black,21,2020-05-17,0,5.8
Census Tract,55079000101,Black,22,2020-05-24,0,4
Census Tract,55079000101,Black,23,2020-05-31,0,5.2
Census Tract,55079000101,Black,24,2020-06-07,2,2.4
Census Tract,55079000101,Black,25,2020-06-14,2,3.4
Census Tract,55079000101,Black,26,2020-06-21,2,2.4
Census Tract,55079000101,Black,27,2020-06-28,1,8
Census Tract,55079000101,Black,28,2020-07-05,1,2.4
Census Tract,55079000101,Black,29,2020-07-12,0,1.2
Census Tract,55079000101,Black,30,2020-07-19,0,6.8
Census Tract,55079000102,Black,1,2019-12-29,0,0.8
Census Tract,55079000102,Black,2,2020-01-05,0,1
Census Tract,55079000102,Black,3,2020-01-12,2,1.4
Census Tract,55079000102,Black,4,2020-01-19,10,4.8
Census Tract,55079000102,Black,5,2020-01-26,0,3
Census Tract,55079000102,Black,6,2020-02-02,2,2.6
Census Tract,55079000102,Black,7,2020-02-09,2,1.8
Census Tract,55079000102,Black,8,2020-02-16,0,1.6
Census Tract,55079000102,Black,9,2020-02-23,4,2
Census Tract,55079000102,Black,10,2020-03-01,0,2.2
Census Tract,55079000102,Black,11,2020-03-08,0,1.8
Census Tract,55079000102,Black,12,2020-03-15,0,2
Census Tract,55079000102,Black,13,2020-03-22,0,1.8
Census Tract,55079000102,Black,14,2020-03-29,0,1.6
Census Tract,55079000102,Black,15,2020-04-05,0,1.8
Census Tract,55079000102,Black,16,2020-04-12,0,2.8
Census Tract,55079000102,Black,17,2020-04-19,0,2.2
Census Tract,55079000102,Black,18,2020-04-26,0,1.2
Census Tract,55079000102,Black,19,2020-05-03,0,3.2
Census Tract,55079000102,Black,20,2020-05-10,0,4.4
Census Tract,55079000102,Black,21,2020-05-17,0,2.8
Census Tract,55079000102,Black,22,2020-05-24,1,2.8
Census Tract,55079000102,Black,23,2020-05-31,0,3.2
Census Tract,55079000102,Black,24,2020-06-07,1,2.8
Census Tract,55079000102,Black,25,2020-06-14,2,4
Census Tract,55079000102,Black,26,2020-06-21,8,2.8
Census Tract,55079000102,Black,27,2020-06-28,0,2
Census Tract,55079000102,Black,28,2020-07-05,2,3.6
Census Tract,55079000102,Black,29,2020-07-12,2,3
Census Tract,55079000102,Black,30,2020-07-19,0,1.8
Census Tract,55079000201,Black,1,2019-12-29,0,1.8
Census Tract,55079000201,Black,2,2020-01-05,2,5.8
Census Tract,55079000201,Black,3,2020-01-12,3,3.6
Census Tract,55079000201,Black,4,2020-01-19,18,3
Census Tract,55079000201,Black,5,2020-01-26,3,1.8
Census Tract,55079000201,Black,6,2020-02-02,2,8.2
Census Tract,55079000201,Black,7,2020-02-09,3,3.6
Census Tract,55079000201,Black,8,2020-02-16,7,2
Census Tract,55079000201,Black,9,2020-02-23,21,1.8
Census Tract,55079000201,Black,10,2020-03-01,0,4
Census Tract,55079000201,Black,11,2020-03-08,0,4.6
Census Tract,55079000201,Black,12,2020-03-15,1,4.2
Census Tract,55079000201,Black,13,2020-03-22,1,5
Census Tract,55079000201,Black,14,2020-03-29,0,3.6
Census Tract,55079000201,Black,15,2020-04-05,0,4.2
Census Tract,55079000201,Black,16,2020-04-12,0,7.2
Census Tract,55079000201,Black,17,2020-04-19,0,7
Census Tract,55079000201,Black,18,2020-04-26,0,5
Census Tract,55079000201,Black,19,2020-05-03,0,3.2
Census Tract,55079000201,Black,20,2020-05-10,0,8.6
Census Tract,55079000201,Black,21,2020-05-17,0,2.6
Census Tract,55079000201,Black,22,2020-05-24,0,4.8
Census Tract,55079000201,Black,23,2020-05-31,2,7.6
Census Tract,55079000201,Black,24,2020-06-07,6,4
Census Tract,55079000201,Black,25,2020-06-14,8,4.6
Census Tract,55079000201,Black,26,2020-06-21,29,2.4
Census Tract,55079000201,Black,27,2020-06-28,1,5.2
Census Tract,55079000201,Black,28,2020-07-05,3,5.2
Census Tract,55079000201,Black,29,2020-07-12,5,6.6
Census Tract,55079000201,Black,30,2020-07-19,3,4.4
Census Tract,55079000202,Other,1,2019-12-29,1,0.4
Census Tract,55079000202,Other,2,2020-01-05,0,2.6
Census Tract,55079000202,Other,3,2020-01-12,0,2.8
Census Tract,55079000202,Other,4,2020-01-19,11,4.8
Census Tract,55079000202,Other,5,2020-01-26,0,2
Census Tract,55079000202,Other,6,2020-02-02,0,1
Census Tract,55079000202,Other,7,2020-02-09,0,1.6
Census Tract,55079000202,Other,8,2020-02-16,6,3.4
Census Tract,55079000202,Other,9,2020-02-23,6,1.6
Census Tract,55079000202,Other,10,2020-03-01,0,2.8
Census Tract,55079000202,Other,11,2020-03-08,0,1.8
Census Tract,55079000202,Other,12,2020-03-15,0,2
Census Tract,55079000202,Other,13,2020-03-22,0,2
Census Tract,55079000202,Other,14,2020-03-29,0,0.4
Census Tract,55079000202,Other,15,2020-04-05,0,0.6
Census Tract,55079000202,Other,16,2020-04-12,0,3.2
Census Tract,55079000202,Other,17,2020-04-19,0,3.2
Census Tract,55079000202,Other,18,2020-04-26,0,1
Census Tract,55079000202,Other,19,2020-05-03,0,1.4
Census Tract,55079000202,Other,20,2020-05-10,0,2.4
Census Tract,55079000202,Other,21,2020-05-17,0,5.6
Census Tract,55079000202,Other,22,2020-05-24,0,2
Census Tract,55079000202,Other,23,2020-05-31,0,2.6
Census Tract,55079000202,Other,24,2020-06-07,1,3.2
Census Tract,55079000202,Other,25,2020-06-14,2,3.6
Census Tract,55079000202,Other,26,2020-06-21,2,3
Census Tract,55079000202,Other,27,2020-06-28,0,2
Census Tract,55079000202,Other,28,2020-07-05,0,2
Census Tract,55079000202,Other,29,2020-07-12,0,3.2
Census Tract,55079000202,Other,30,2020-07-19,3,3
Census Tract,55079000301,White,1,2019-12-29,0,0
Census Tract,55079000301,White,2,2020-01-05,0,0
Census Tract,55079000301,White,3,2020-01-12,0,0
Census Tract,55079000301,White,4,2020-01-19,0,0
Census Tract,55079000301,White,5,2020-01-26,0,0
Census Tract,55079000301,White,6,2020-02-02,0,0
Census Tract,55079000301,White,7,2020-02-09,0,0
Census Tract,55079000301,White,8,2020-02-16,0,0
Census Tract,55079000301,White,9,2020-02-23,0,0
Census Tract,55079000301,White,10,2020-03-01,0,0
Census Tract,55079000301,White,11,2020-03-08,0,0.2
Census Tract,55079000301,White,12,2020-03-15,0,0
Census Tract,55079000301,White,13,2020-03-22,0,0
Census Tract,55079000301,White,14,2020-03-29,0,0
Census Tract,55079000301,White,15,2020-04-05,0,0
Census Tract,55079000301,White,16,2020-04-12,0,0
Census Tract,55079000301,White,17,2020-04-19,0,0
Census Tract,55079000301,White,18,2020-04-26,0,0
Census Tract,55079000301,White,19,2020-05-03,0,0
Census Tract,55079000301,White,20,2020-05-10,0,0
Census Tract,55079000301,White,21,2020-05-17,0,0
Census Tract,55079000301,White,22,2020-05-24,0,0
Census Tract,55079000301,White,23,2020-05-31,0,0
Census Tract,55079000301,White,24,2020-06-07,0,0
