group,month,month_last_day,month_filings,avg_filings,month_diff,month_filings_imputed,baseline_share
White,04/2022,,4481,4113.25,1.08940618732146,0.404998522631469,0.527098617911994
Black,04/2022,,2450,2987,0.820220957482424,0.495511701847331,0.351906011330782
Latinx,04/2022,,170,193.5,0.878552971576227,0.0532549583777601,0.0712101208282501
Other,04/2022,,1607,1673.25,0.960406394740774,0.0231174085717203,
Female,04/2022,,,,,0.565813264409818,0.579668508287293
