group,month,month_last_day,month_filings,avg_filings,month_diff,month_filings_imputed,baseline_share
White,04/2022,,37729,30689.2,1.22939014376393,,0.522953149603616
Latinx,04/2022,,18221,17100.8,1.06550570733533,,0.296313590227742
Other,04/2022,,14590,12828.8,1.1372848590671,,
Black,04/2022,,,,,,0.0974345778147388
Female,04/2022,,,,,,
