month,month_last_day,month_filings,avg_filings,percentage_diff
January,,675,880.75,0.766392279307409
February,,598,737.25,0.811122414377755
March,,223,734.5,0.303607896528251
April,,1,767,0.00130378096479791
May,,2,870.5,0.00229753015508329
June,,511,764.75,0.668192219679634
July,25/07/2020,296,766.25,0.386296900489396
