id,mfr_20_w,mfr_hi_w,mfr_20_b,mfr_hi_b,mfr_20_l,mfr_hi_l,mfr_20_o,mfr_hi_o
0,0.018181567557136163,0.036809560780834076,0.053412481720357396,0.12170595418433094,0.03552409075995053,0.07593223227441517,0.03785103785103785,0.07808292945611202
