type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,10003000200,Black,01/2020,9,20,19.5,2025-06-14
Census Tract,10003000200,Black,02/2020,25,10.5,18.25,2025-06-14
Census Tract,10003000200,Black,03/2020,8,15,20,2025-06-14
Census Tract,10003000200,Black,04/2020,0,13.5,22.5,2025-06-14
Census Tract,10003000200,Black,05/2020,0,5.5,20.5,2025-06-14
Census Tract,10003000200,Black,06/2020,0,12,21.75,2025-06-14
Census Tract,10003000200,Black,07/2020,1,24.5,23.25,2025-06-14
Census Tract,10003000200,Black,08/2020,3,19,25.75,2025-06-14
Census Tract,10003000200,Black,09/2020,5,14.5,23,2025-06-14
Census Tract,10003000200,Black,10/2020,7,14,26.75,2025-06-14
Census Tract,10003000200,Black,11/2020,13,13.5,18.5,2025-06-14
Census Tract,10003000200,Black,12/2020,9,12,26.5,2025-06-14
Census Tract,10003000200,Black,01/2021,14,20,19.5,2025-06-14
Census Tract,10003000200,Black,02/2021,3,10.5,18.25,2025-06-14
Census Tract,10003000200,Black,03/2021,5,15,20,2025-06-14
Census Tract,10003000200,Black,04/2021,4,13.5,22.5,2025-06-14
Census Tract,10003000200,Black,05/2021,8,5.5,20.5,2025-06-14
Census Tract,10003000200,Black,06/2021,7,12,21.75,2025-06-14
Census Tract,10003000200,Black,07/2021,6,24.5,23.25,2025-06-14
Census Tract,10003000200,Black,08/2021,6,19,25.75,2025-06-14
Census Tract,10003000200,Black,09/2021,14,14.5,23,2025-06-14
Census Tract,10003000200,Black,10/2021,11,14,26.75,2025-06-14
Census Tract,10003000200,Black,11/2021,5,13.5,18.5,2025-06-14
Census Tract,10003000200,Black,12/2021,5,12,26.5,2025-06-14
Census Tract,10003000200,Black,01/2022,13,20,19.5,2025-06-14
Census Tract,10003000200,Black,02/2022,7,10.5,18.25,2025-06-14
Census Tract,10003000200,Black,03/2022,11,15,20,2025-06-14
Census Tract,10003000200,Black,04/2022,11,13.5,22.5,2025-06-14
Census Tract,10003000200,Black,05/2022,7,5.5,20.5,2025-06-14
Census Tract,10003000200,Black,06/2022,8,12,21.75,2025-06-14
Census Tract,10003000200,Black,07/2022,14,24.5,23.25,2025-06-14
Census Tract,10003000200,Black,08/2022,26,19,25.75,2025-06-14
Census Tract,10003000200,Black,09/2022,9,14.5,23,2025-06-14
Census Tract,10003000200,Black,10/2022,15,14,26.75,2025-06-14
Census Tract,10003000200,Black,11/2022,17,13.5,18.5,2025-06-14
Census Tract,10003000200,Black,12/2022,14,12,26.5,2025-06-14
Census Tract,10003000200,Black,01/2023,27,20,19.5,2025-06-14
Census Tract,10003000200,Black,02/2023,9,10.5,18.25,2025-06-14
Census Tract,10003000200,Black,03/2023,17,15,20,2025-06-14
