share,last_year,prepandemic,renters
white_share,0.42300392110583185,0.42983152629923516,0.4841833325429183
black_share,0.3928276851138134,0.4049186786097233,0.2694152312434253
latinx_share,0.141270398548112,0.12823333242024962,0.17313084827300879
other_share,0.04289799523224277,0.03701646267079195,0.07327058794064767
female_share,0.5884500325817553,0.5870845681165457,0.5263286650551782
