site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_ytd,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,filings_ytd_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
12001,0.06552962298025135,10711,2263,222,2263,0.7825388127853882,0.9572758037225042,1.317507418397626,0.9556587837837838,1370,53954,0.04129443600103791,0.04194313674611706,gainesville,2026-01-01
18,0.17149491582554635,376505,69806,4576,10922,0.8562487705090462,0.9488249446113278,0.8202921932419109,0.8705216594269318,1044,814438,0.06556791308853467,0.08571063727380107,indiana,2026-03-01
18097,0.19512066603435557,135847,24063,1497,3770,0.8551500558676801,0.9062252852784997,0.739076771167613,0.8308539944903581,1187,174089,0.10901320588894188,0.1382224034832758,indianapolis,2026-03-01
18141,,14403,2810,146,360,0.8336758023905305,0.9708067023665573,0.5782178217821782,0.6969990319457889,1077,33066,,0.0849815520474203,southbend,2026-03-01
32003,0.29350765199453627,265071,42795,3132,6885,0.8380141539035467,0.8079101378138569,0.7482083134257047,0.7355376315367769,1654,371427,0.09658156246045656,0.11521779515221026,lasvegas,2026-03-01
12086,0.12660098522167487,87794,15853,1352,15853,0.79921711424670006,0.8340172558922558,0.9279341111873713,0.8328342526924087,1864,453324,0.03487057,0.03497057292356019,miami,2026-01-01
29,0.18163245451892207,236644,44148,3571,7238,1.0738850757274945,1.1952890212535536,1.0809747237778113,1.0746844840386043,1019,798230,0.03863172268644375,0.055307367550705935,missouri,2026-03-01
29510,,84453,16774,1308,2714,0.9135634198185919,1.0825078248523765,0.9717682020802377,0.9717150017901898,1129,201627,,0.08319322312983876,stlouis,2026-03-01
29095,,53613,10238,810,1612,1.0138424008623135,1.1551393433374704,0.995085995085995,0.9862343224227592,1197,122597,,0.08350938440581744,kansascity,2026-03-01
47037,0.15187733912833515,67869,14593,1210,2514,0.8114612974963533,1.0426177973064694,0.9930242100943784,0.9858823529411764,1620,161248,0.05136807898392538,0.0905003472911292,nashville,2026-03-01
