group,month,month_last_day,month_filings,avg_filings,month_diff,month_filings_imputed,baseline_share
White,06/2025,,2714,2275,1.19296703296703,0.305025486983433,0.393155526992288
Black,06/2025,,1782,1638.5,1.08758010375343,0.622118332423084,0.501504440289787
Other,06/2025,,1015,626.5,1.62011173184358,0.0471685781904242,
Hispanic,06/2025,,,,,0.0256876024030584,0.0593450572563683
Female,06/2025,,,,,0.6055742422021,0.546391619569943
