share,last_year,prepandemic,renters
white_share,0.4193479547127341,0.42983152629923516,0.4841833325429183
black_share,0.4029295364915593,0.4049186786097233,0.2694152312434253
latinx_share,0.13619841887717213,0.12823333242024962,0.17313084827300879
other_share,0.041524089918534464,0.03701646267079195,0.07327058794064767
female_share,0.5903636143471032,0.5870845681165457,0.5263286650551782
