ZCTA5CE10,evict_pct,unvax_pct
77068,0.1238938053,0.5464123907
77073,0.1159254415,0.6091509371
77034,0.1029264811,0.6367724781
77060,0.1020408163,0.7233456177
77048,0.09953409572,0.5565600882
77090,0.09931918302,0.7058570055
77026,0.09001051525,0.6559367661
77493,0.08828006088,0.3242138478
77373,0.08671528218,0.6237164831
77079,0.08562874251,0.353877519
77016,0.08008161183,0.6570701381
77033,0.07954843791,0.6399618916
77044,0.07727016356,0.5370343942
77520,0.07524366472,0.6342939909
77338,0.0744648779,0.6212214303
77069,0.07296255507,0.506279636
77379,0.07272106521,0.4718950749
77089,0.07190970326,0.4381225923
77503,0.06844319776,0.6011041713
77050,0.06748466258,0.6616272677
77021,0.06732673267,0.5966861057
77077,0.06613771607,0.4586017314
77078,0.06586169045,0.6736851152
77082,0.0658521433,0.5480891791
77042,0.0648785283,0.5914806943
77002,0.06441638753,0.4396256857
77095,0.06351306649,0.5081818827
77067,0.06320360244,0.6947114449
77066,0.06319927427,0.5623284497
77051,0.06297613002,0.6394446103
77014,0.06279104702,0.6572167688
77096,0.06094946401,0.4250703565
77521,0.06022501655,0.6177970199
77375,0.05888125613,0.4695772794
77088,0.05876132931,0.6301738459
77049,0.05815972222,0.570660349
77054,0.05761648746,0.4681453516
77532,0.05744007237,0.6538429956
77084,0.05719262593,0.5418239907
77031,0.05658294231,0.6301052632
77047,0.05639324487,0.5690371506
77058,0.05623740612,0.4802506923
77063,0.05612490543,0.5833668886
77015,0.05544437905,0.6111430901
77045,0.05492424242,0.5787258329
77433,0.05434031775,0.3637491856
77449,0.05402455662,0.5554200513
77429,0.05268911237,0.4881714907
77004,0.05250168275,0.6123963466
77017,0.05117049927,0.5967773248
77388,0.05092268162,0.5357268391
77070,0.05048313942,0.547230424
77040,0.04958169291,0.5754776073
77396,0.04944697463,0.6252766167
77099,0.04885210892,0.5896151162
77530,0.0488209897,0.6377468436
77056,0.04866039102,0
77032,0.04853675946,0.5780148983
77043,0.04847260793,0.4752560592
77346,0.04825517993,0.51079469
77562,0.04811715481,0.6692316661
77065,0.04800201056,0.5638970197
77064,0.04789891272,0.5398744478
77389,0.04721549637,0.3241219008
77502,0.04703576678,0.5965649943
77071,0.04703476483,0.5356352968
77074,0.04559129831,0.6135452845
77093,0.04465738564,0.6617557318
77586,0.04413659794,0.5086085544
77035,0.04370695053,0.57169641
77028,0.04305663305,0.6459347526
77076,0.04298310066,0.6785497573
77038,0.04201050263,0.6186571441
77598,0.04133333333,0.6468952734
77085,0.04098854732,0.5409572984
77013,0.04052139416,0.707487097
77086,0.04026217228,0.6101742684
77057,0.04001484781,0.4929675492
77003,0.04,0.410729254
77505,0.03995601173,0.5663353841
77345,0.0395480226,0.4638724374
77018,0.03868771278,0.4357438968
77507,0.03846153846,0.3322147651
77025,0.03808620222,0.3578024597
77020,0.03796412182,0.6102864519
77039,0.03785900783,0.662498816
77061,0.03760217984,0.6524897836
77571,0.03707165109,0.6295166896
77072,0.03647480498,0.574840363
77080,0.03632553266,0.6111815197
77022,0.0352058484,0.6013056657
77504,0.03375444137,0.6194231278
77506,0.03219555821,0.6853973318
77029,0.03213786679,0.5717731326
77087,0.03191080354,0.5747098049
77036,0.0318784172,0.6521017995
77091,0.03182978723,0.6586418569
77011,0.03179791976,0.5474552957
77037,0.03154362416,0.6295353278
77336,0.03149606299,0.6823933301
77092,0.03050885202,0.6599839347
77075,0.02959866221,0.6008056094
77059,0.02820512821,0.2505842828
77587,0.02792489167,0.6067725211
77536,0.02747009304,0.6032441574
77547,0.02732793522,0.6262331527
77023,0.02532357907,0.5693551913
77024,0.0250141057,0.05731439257
77027,0.0248568846,0.1646457808
77450,0.02444413755,0.4682422195
77009,0.02442380461,0.4505670402
77447,0.02436548223,0.5459876026
77055,0.02384211727,0.5517102384
77041,0.02371817231,0.4536233437
77012,0.02366522367,0.6275517102
77094,0.02351097179,0.267688378
77083,0.02342878393,0.5149740833
77030,0.02271967925,0
77377,0.02140945584,0.5133233124
77098,0.01804384486,0.2078243513
77006,0.01767706727,0.3208463573
77081,0.01522785802,0.7034592978
77062,0.01422764228,0.4328444896
77053,0.01391189135,0.580176873
77494,0.01315197842,0.3047278923
77046,0.01291512915,0
77546,0.01249652874,0.4399028537
77339,0.01174345077,0.5215212079
77019,0.0110868775,0.2850928816
77008,0.01007518797,0.2564844407
77007,0.008808342614,0.3225851324
77484,0.007155635063,0.6042930471
77005,0.004664513814,0.2526320466
77357,0.004199475066,0.7251757681
77523,0.004118616145,0.6727983444
77401,0.003003003003,0.3028321015
77477,0.002326595899,0.5374643681
77489,0.001564945227,0.5379033049
77354,0.0008183306056,0.5971238162
77581,0.0005260389269,0.4703533108
77406,0.0004982561036,0.3870487046
77365,0.0004314063848,0.6291762921
77469,0.0002190580504,0.4511120924
