id,month_date,month_filings,month_rate,month_rate_scale_max,month_diff,pct_white,pct_black,pct_latinx
27001,01/02/2024,18,0.0149130074565037,0.0404788475816513,0.727272727272727,0.92046396023198,0.00248550124275062,0.0149130074565037
27003,01/02/2024,1158,0.0467822082171858,0.0404788475816513,0.989752348420154,0.738334747303357,0.150567607966711,0.0352684523088111
27005,01/02/2024,74,0.0250423011844332,0.0404788475816513,1.33037694013304,0.78917089678511,0.0111675126903553,0.0328257191201354
27007,01/02/2024,107,0.0185957594716719,0.0404788475816513,1.18194254445964,0.682481751824818,0.0192909280500521,0.0387556482446993
27009,01/02/2024,131,0.0232228328310583,0.0404788475816513,1.11627906976744,0.792944513384152,0.11593689062223,0.0443183832653785
27011,01/02/2024,6,0.00891530460624071,0.0404788475816513,1.36585365853659,0.958395245170877,0,0.0312035661218425
27013,01/02/2024,235,0.0229941291585127,0.0404788475816513,1.19116719242902,0.842465753424658,0.0681017612524462,0.0457925636007828
27015,01/02/2024,29,0.0116279069767442,0.0404788475816513,1.06194690265487,0.83279871692061,0.0280673616680032,0.107457898957498
27017,01/02/2024,41,0.0147058823529412,0.0404788475816513,0.735229759299781,0.819583931133429,0.0039454806312769,0.0114777618364419
27019,01/02/2024,221,0.0329998506794087,0.0404788475816513,1.36825885978428,0.841720173211886,0.0646558160370315,0.0621173659847693
27021,01/02/2024,18,0.00690184049079755,0.0404788475816513,0.515254237288136,0.592024539877301,0.0164877300613497,0.0153374233128834
27023,01/02/2024,30,0.0181488203266788,0.0404788475816513,1.14285714285714,0.839080459770115,0.015124016938899,0.102843315184513
27025,01/02/2024,82,0.0296671490593343,0.0404788475816513,0.714747039827772,0.96671490593343,0.00217076700434153,0
27027,01/02/2024,280,0.0339270568278202,0.0404788475816513,1.42730158730159,0.792802617230098,0.0883315158124318,0.0517387616624258
27029,01/02/2024,10,0.0150375939849624,0.0404788475816513,1.54385964912281,0.849624060150376,0,0
27031,01/02/2024,2,0.00335570469798658,0.0404788475816513,0.648648648648649,0.666107382550336,0,0.0503355704697987
27033,01/02/2024,11,0.00928270042194093,0.0404788475816513,1.14285714285714,0.786497890295359,0,0.0911392405063291
27035,01/02/2024,122,0.0187375211181078,0.0404788475816513,0.685714285714286,0.956074335739518,0.0244202119490094,0.00767931193365074
27037,01/02/2024,2238,0.0549701569523248,0.0404788475816513,1.56902592852137,0.679217940215656,0.137007835335151,0.100901431975045
27039,01/02/2024,34,0.0298245614035088,0.0404788475816513,1.01083032490975,0.792982456140351,0,0.0842105263157895
27041,01/02/2024,69,0.0157534246575342,0.0404788475816513,1.04283054003724,0.936986301369863,0.00273972602739726,0.0344748858447489
27043,01/02/2024,12,0.00858983536148891,0.0404788475816513,0.547368421052632,0.836793128131711,0.00501073729420186,0.143163922691482
27045,01/02/2024,15,0.0092478421701603,0.0404788475816513,0.695652173913044,0.929716399506782,0.0061652281134402,0.0351418002466091
27047,01/02/2024,60,0.020249746878164,0.0404788475816513,0.788368336025848,0.810664866689166,0.0175497806277422,0.120485993925076
27049,01/02/2024,86,0.0175117084096925,0.0404788475816513,0.887755102040816,0.892689879861535,0.0256566890653635,0.0270820606801059
27051,01/02/2024,14,0.0261194029850746,0.0404788475816513,1.81818181818182,0.942164179104478,0,0.0279850746268657
27053,01/02/2024,8530,0.0442937407180467,0.0404788475816513,1.5852457493264,0.593899614701576,0.222699373760243,0.071602156009513
27055,01/02/2024,11,0.00717079530638853,0.0404788475816513,0.716417910447761,0.91264667535854,0.015645371577575,0.045632333767927
27057,01/02/2024,29,0.0185303514376997,0.0404788475816513,0.963855421686747,0.900319488817891,0.00255591054313099,0.0332268370607029
27059,01/02/2024,90,0.038232795242141,0.0404788475816513,0.832,0.938402718776551,0,0.00254885301614274
27061,01/02/2024,67,0.0194824076766502,0.0404788475816513,0.951048951048951,0.880779296307066,0.00465251526606572,0.0116312881651643
27063,01/02/2024,13,0.0165816326530612,0.0404788475816513,1.28735632183908,0.922193877551021,0,0.00892857142857143
27065,01/02/2024,46,0.0414414414414414,0.0404788475816513,0.919315403422983,0.886486486486487,0.00540540540540541,0.054954954954955
27067,01/02/2024,132,0.029925187032419,0.0404788475816513,1.54426705370102,0.685785536159601,0.120154160054409,0.135116753570619
27069,01/02/2024,1,0.00263157894736842,0.0404788475816513,0.551724137931035,0.971052631578947,0,0
27071,01/02/2024,7,0.00568643379366369,0.0404788475816513,0.496124031007752,0.869212022745735,0,0.00649878147847279
27073,01/02/2024,10,0.018796992481203,0.0404788475816513,1.3134328358209,0.928571428571429,0.0056390977443609,0.0469924812030075
27075,01/02/2024,9,0.0110837438423645,0.0404788475816513,0.727272727272727,0.874384236453202,0.0233990147783251,0.0874384236453202
27077,01/02/2024,1,0.00467289719626168,0.0404788475816513,0.551724137931035,0.939252336448598,0,0
27079,01/02/2024,38,0.0174311926605505,0.0404788475816513,0.643298969072165,0.827981651376147,0.0311926605504587,0.135779816513761
27081,01/02/2024,1,0.00191204588910134,0.0404788475816513,0.421052631578947,0.892925430210325,0.00764818355640535,0.0592734225621415
27083,01/02/2024,45,0.0142495250158328,0.0404788475816513,1.01098901098901,0.755858138062065,0.0639645345155162,0.119379354021533
27085,01/02/2024,50,0.0143430866322433,0.0404788475816513,0.582025677603424,0.904188181296615,0,0.0628227194492255
27087,01/02/2024,8,0.0130932896890344,0.0404788475816513,0.699029126213592,0.361702127659575,0.0310965630114566,0.0621931260229133
27089,01/02/2024,7,0.010590015128593,0.0404788475816513,1.23076923076923,0.91981845688351,0,0.0695915279878971
