id,name,week_date,week_filings,week_diff,month_date,month_filings,month_diff,cumulative_date,cumulative_filings,cumulative_diff,end_moratorium_date,start_moratorium_date
51760,"Richmond, VA",04/19/2020,57,0.0693430656934307,03/29/2020,135,0.0883507853403141,03/01/2020,973,0.363466567052671,,03/19/2020
55079,"Milwaukee, WI",04/19/2020,2,0.00613873542050338,03/29/2020,17,0.0179742017339818,03/01/2020,440,0.252062328139322,,
48201,"Houston, TX",04/19/2020,197,0.22722029988466,03/29/2020,491,0.149889338319469,03/01/2020,3518,0.523200475907198,,
