type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,48439100101,Latinx,1,2019-12-29,0,0
Census Tract,48439100101,Latinx,2,2020-01-05,0,0.5
Census Tract,48439100101,Latinx,3,2020-01-12,0,1.5
Census Tract,48439100101,Latinx,4,2020-01-19,0,0.5
Census Tract,48439100101,Latinx,5,2020-01-26,0,0
Census Tract,48439100101,Latinx,6,2020-02-02,0,0.5
Census Tract,48439100101,Latinx,7,2020-02-09,0,1.5
Census Tract,48439100101,Latinx,8,2020-02-16,1,1
Census Tract,48439100101,Latinx,9,2020-02-23,1,0
Census Tract,48439100101,Latinx,10,2020-03-01,0,1.5
Census Tract,48439100101,Latinx,11,2020-03-08,0,0
Census Tract,48439100101,Latinx,12,2020-03-15,0,1
Census Tract,48439100101,Latinx,13,2020-03-22,0,0.5
Census Tract,48439100101,Latinx,14,2020-03-29,1,0
Census Tract,48439100101,Latinx,15,2020-04-05,0,0.5
Census Tract,48439100101,Latinx,16,2020-04-12,0,0.5
Census Tract,48439100101,Latinx,17,2020-04-19,0,0
Census Tract,48439100101,Latinx,18,2020-04-26,0,0
Census Tract,48439100101,Latinx,19,2020-05-03,0,0.5
Census Tract,48439100101,Latinx,20,2020-05-10,0,0.5
Census Tract,48439100101,Latinx,21,2020-05-17,0,0.5
Census Tract,48439100101,Latinx,22,2020-05-24,1,0.5
Census Tract,48439100101,Latinx,23,2020-05-31,0,0
Census Tract,48439100101,Latinx,24,2020-06-07,0,0
Census Tract,48439100101,Latinx,25,2020-06-14,0,1
Census Tract,48439100101,Latinx,26,2020-06-21,0,1
Census Tract,48439100101,Latinx,27,2020-06-28,0,0
Census Tract,48439100101,Latinx,28,2020-07-05,0,0
Census Tract,48439100101,Latinx,29,2020-07-12,0,1
Census Tract,48439100101,Latinx,30,2020-07-19,0,0
Census Tract,48439100101,Latinx,31,2020-07-26,0,0.5
Census Tract,48439100101,Latinx,32,2020-08-02,0,0
Census Tract,48439100101,Latinx,33,2020-08-09,0,0.5
Census Tract,48439100101,Latinx,34,2020-08-16,0,0
Census Tract,48439100102,Latinx,1,2019-12-29,0,0.5
Census Tract,48439100102,Latinx,2,2020-01-05,0,1
Census Tract,48439100102,Latinx,3,2020-01-12,0,0
Census Tract,48439100102,Latinx,4,2020-01-19,0,0
Census Tract,48439100102,Latinx,5,2020-01-26,0,1
Census Tract,48439100102,Latinx,6,2020-02-02,0,0.5
Census Tract,48439100102,Latinx,7,2020-02-09,3,0
Census Tract,48439100102,Latinx,8,2020-02-16,2,0
Census Tract,48439100102,Latinx,9,2020-02-23,0,0
Census Tract,48439100102,Latinx,10,2020-03-01,1,0
Census Tract,48439100102,Latinx,11,2020-03-08,0,0
Census Tract,48439100102,Latinx,12,2020-03-15,1,1
Census Tract,48439100102,Latinx,13,2020-03-22,0,0
Census Tract,48439100102,Latinx,14,2020-03-29,0,0.5
Census Tract,48439100102,Latinx,15,2020-04-05,0,0
Census Tract,48439100102,Latinx,16,2020-04-12,0,0.5
Census Tract,48439100102,Latinx,17,2020-04-19,0,0
Census Tract,48439100102,Latinx,18,2020-04-26,0,0.5
Census Tract,48439100102,Latinx,19,2020-05-03,0,0
Census Tract,48439100102,Latinx,20,2020-05-10,0,0.5
Census Tract,48439100102,Latinx,21,2020-05-17,0,0
Census Tract,48439100102,Latinx,22,2020-05-24,0,0
Census Tract,48439100102,Latinx,23,2020-05-31,0,1.5
Census Tract,48439100102,Latinx,24,2020-06-07,0,0
Census Tract,48439100102,Latinx,25,2020-06-14,0,0.5
Census Tract,48439100102,Latinx,26,2020-06-21,1,1
Census Tract,48439100102,Latinx,27,2020-06-28,1,0
Census Tract,48439100102,Latinx,28,2020-07-05,0,1
Census Tract,48439100102,Latinx,29,2020-07-12,1,0
Census Tract,48439100102,Latinx,30,2020-07-19,0,0
Census Tract,48439100102,Latinx,31,2020-07-26,1,0.5
Census Tract,48439100102,Latinx,32,2020-08-02,0,1
Census Tract,48439100102,Latinx,33,2020-08-09,0,0.5
Census Tract,48439100102,Latinx,34,2020-08-16,0,0
Census Tract,48439100201,Latinx,1,2019-12-29,0,0
Census Tract,48439100201,Latinx,2,2020-01-05,0,0
Census Tract,48439100201,Latinx,3,2020-01-12,6,3
Census Tract,48439100201,Latinx,4,2020-01-19,0,1
Census Tract,48439100201,Latinx,5,2020-01-26,0,0.5
Census Tract,48439100201,Latinx,6,2020-02-02,0,0
Census Tract,48439100201,Latinx,7,2020-02-09,13,0.5
Census Tract,48439100201,Latinx,8,2020-02-16,1,0
Census Tract,48439100201,Latinx,9,2020-02-23,0,0.5
Census Tract,48439100201,Latinx,10,2020-03-01,1,0
Census Tract,48439100201,Latinx,11,2020-03-08,7,0.5
Census Tract,48439100201,Latinx,12,2020-03-15,1,0.5
Census Tract,48439100201,Latinx,13,2020-03-22,0,1.5
Census Tract,48439100201,Latinx,14,2020-03-29,0,0
Census Tract,48439100201,Latinx,15,2020-04-05,0,2.5
Census Tract,48439100201,Latinx,16,2020-04-12,0,0
Census Tract,48439100201,Latinx,17,2020-04-19,0,0.5
Census Tract,48439100201,Latinx,18,2020-04-26,0,1
Census Tract,48439100201,Latinx,19,2020-05-03,0,0
Census Tract,48439100201,Latinx,20,2020-05-10,0,0.5
Census Tract,48439100201,Latinx,21,2020-05-17,0,0.5
Census Tract,48439100201,Latinx,22,2020-05-24,1,0
Census Tract,48439100201,Latinx,23,2020-05-31,1,0
Census Tract,48439100201,Latinx,24,2020-06-07,0,0
Census Tract,48439100201,Latinx,25,2020-06-14,0,7
Census Tract,48439100201,Latinx,26,2020-06-21,0,0
Census Tract,48439100201,Latinx,27,2020-06-28,0,0
Census Tract,48439100201,Latinx,28,2020-07-05,0,0
Census Tract,48439100201,Latinx,29,2020-07-12,0,4
Census Tract,48439100201,Latinx,30,2020-07-19,0,0.5
Census Tract,48439100201,Latinx,31,2020-07-26,0,1
Census Tract,48439100201,Latinx,32,2020-08-02,0,0.5
Census Tract,48439100201,Latinx,33,2020-08-09,2,3.5
Census Tract,48439100201,Latinx,34,2020-08-16,3,0.5
Census Tract,48439100202,Latinx,1,2019-12-29,0,0
Census Tract,48439100202,Latinx,2,2020-01-05,0,0.5
Census Tract,48439100202,Latinx,3,2020-01-12,0,0
Census Tract,48439100202,Latinx,4,2020-01-19,0,0.5
Census Tract,48439100202,Latinx,5,2020-01-26,2,0
Census Tract,48439100202,Latinx,6,2020-02-02,1,0.5
Census Tract,48439100202,Latinx,7,2020-02-09,1,0.5
Census Tract,48439100202,Latinx,8,2020-02-16,0,0
Census Tract,48439100202,Latinx,9,2020-02-23,0,0.5
Census Tract,48439100202,Latinx,10,2020-03-01,0,0
Census Tract,48439100202,Latinx,11,2020-03-08,1,0
Census Tract,48439100202,Latinx,12,2020-03-15,0,0
Census Tract,48439100202,Latinx,13,2020-03-22,0,0
Census Tract,48439100202,Latinx,14,2020-03-29,0,0
Census Tract,48439100202,Latinx,15,2020-04-05,0,0
Census Tract,48439100202,Latinx,16,2020-04-12,0,0.5
Census Tract,48439100202,Latinx,17,2020-04-19,0,1
Census Tract,48439100202,Latinx,18,2020-04-26,0,1
Census Tract,48439100202,Latinx,19,2020-05-03,0,0
Census Tract,48439100202,Latinx,20,2020-05-10,0,0.5
Census Tract,48439100202,Latinx,21,2020-05-17,0,0
Census Tract,48439100202,Latinx,22,2020-05-24,0,0.5
Census Tract,48439100202,Latinx,23,2020-05-31,0,0.5
Census Tract,48439100202,Latinx,24,2020-06-07,0,0
Census Tract,48439100202,Latinx,25,2020-06-14,1,0
Census Tract,48439100202,Latinx,26,2020-06-21,0,0
Census Tract,48439100202,Latinx,27,2020-06-28,0,1
Census Tract,48439100202,Latinx,28,2020-07-05,1,0
Census Tract,48439100202,Latinx,29,2020-07-12,0,0.5
Census Tract,48439100202,Latinx,30,2020-07-19,0,0.5
Census Tract,48439100202,Latinx,31,2020-07-26,2,0.5
Census Tract,48439100202,Latinx,32,2020-08-02,0,0
Census Tract,48439100202,Latinx,33,2020-08-09,0,1
Census Tract,48439100202,Latinx,34,2020-08-16,0,0.5
Census Tract,48439100300,Latinx,1,2019-12-29,0,0
Census Tract,48439100300,Latinx,2,2020-01-05,0,1
Census Tract,48439100300,Latinx,3,2020-01-12,14,9
