type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,32003,Other,01/2020,3027,1743.25,2023-03-04
County,32003,Other,02/2020,2987,1364.45,2023-03-04
County,32003,Other,03/2020,1155,1664.7,2023-03-04
County,32003,Other,04/2020,66,1542.95,2023-03-04
County,32003,Other,05/2020,114,1782.20833333333,2023-03-04
County,32003,Other,06/2020,155,1944.5,2023-03-04
County,32003,Other,07/2020,254,1587.8,2023-03-04
County,32003,Other,08/2020,566,1761.45833333333,2023-03-04
County,32003,Other,09/2020,822,1761.3,2023-03-04
County,32003,Other,10/2020,3303,1599.85,2023-03-04
County,32003,Other,11/2020,5006,1871.25,2023-03-04
County,32003,Other,12/2020,2743,1723.2,2023-03-04
County,32003,Other,01/2021,1826,2154.45,2023-03-04
County,32003,Other,02/2021,2094,1709.45,2023-03-04
County,32003,Other,03/2021,2747,1568.25,2023-03-04
County,32003,Other,04/2021,2083,1430.3,2023-03-04
County,32003,Other,05/2021,1992,1667.91666666667,2023-03-04
County,32003,Other,06/2021,4278,1812,2023-03-04
County,32003,Other,07/2021,3482,1474.05,2023-03-04
County,32003,Other,08/2021,3581,1975.8,2023-03-04
County,32003,Other,09/2021,3802,1634.6,2023-03-04
County,32003,Other,10/2021,4245,1742.91666666667,2023-03-04
County,32003,Other,11/2021,3843,1737.95,2023-03-04
County,32003,Other,12/2021,4012,1604.9,2023-03-04
County,32003,Other,01/2022,4252,1715.04166666667,2023-03-04
County,32003,Other,02/2022,4480,1625.5,2023-03-04
County,32003,Other,03/2022,4555,1485.7,2023-03-04
County,32003,Other,04/2022,4007,1341.05,2023-03-04
County,32003,Other,05/2022,3840,1892.05,2023-03-04
County,32003,Other,06/2022,5068,1710.35,2023-03-04
County,32003,Other,07/2022,5111,1650.5,2023-03-04
County,32003,Other,08/2022,5547,1877.15,2023-03-04
County,32003,Other,09/2022,5272,1538.3,2023-03-04
County,32003,Other,10/2022,4923,1648.16666666667,2023-03-04
County,32003,Other,11/2022,4832,1633.7,2023-03-04
County,32003,Other,12/2022,5448,1527.25,2023-03-04
County,32003,Other,01/2023,5460,1964.65,2023-03-04
County,32003,Other,02/2023,4381,1545.8,2023-03-04
County,32003,Other,03/2023,0,178,2023-03-04
County,sealed,,01/2020,11,4.8,2023-03-04
County,sealed,,02/2020,4,3.95,2023-03-04
County,sealed,,03/2020,6,4.45,2023-03-04
County,sealed,,04/2020,0,4.85,2023-03-04
County,sealed,,05/2020,1,4.75,2023-03-04
County,sealed,,06/2020,2,5.55,2023-03-04
County,sealed,,07/2020,2,3.05,2023-03-04
County,sealed,,08/2020,0,6.08333333333333,2023-03-04
County,sealed,,09/2020,3,3.8,2023-03-04
County,sealed,,10/2020,4,4.65,2023-03-04
County,sealed,,11/2020,12,4.45,2023-03-04
County,sealed,,12/2020,6,4.85,2023-03-04
County,sealed,,01/2021,2,6.1,2023-03-04
County,sealed,,02/2021,9,5.05,2023-03-04
County,sealed,,03/2021,4,4.25,2023-03-04
County,sealed,,04/2021,5,4.55,2023-03-04
County,sealed,,05/2021,3,4.41666666666667,2023-03-04
County,sealed,,06/2021,3,4.8,2023-03-04
County,sealed,,07/2021,8,2.95,2023-03-04
County,sealed,,08/2021,8,6.65,2023-03-04
County,sealed,,09/2021,3,3.7,2023-03-04
County,sealed,,10/2021,8,5.125,2023-03-04
County,sealed,,11/2021,12,4.15,2023-03-04
County,sealed,,12/2021,6,4.55,2023-03-04
County,sealed,,01/2022,9,4.75,2023-03-04
County,sealed,,02/2022,8,4.7,2023-03-04
County,sealed,,03/2022,6,4,2023-03-04
County,sealed,,04/2022,9,4.5,2023-03-04
County,sealed,,05/2022,4,5,2023-03-04
County,sealed,,06/2022,6,4.7,2023-03-04
County,sealed,,07/2022,6,3.29166666666667,2023-03-04
County,sealed,,08/2022,7,6.15,2023-03-04
County,sealed,,09/2022,8,3.5,2023-03-04
County,sealed,,10/2022,9,4.75,2023-03-04
County,sealed,,11/2022,5,3.85,2023-03-04
County,sealed,,12/2022,9,4.35,2023-03-04
County,sealed,,01/2023,20,5.4,2023-03-04
County,sealed,,02/2023,39,4.35,2023-03-04
County,sealed,,03/2023,0,0.5,2023-03-04
