site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_ytd,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,filings_ytd_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
05119,0.12083249141240655,26037,5715,483,2304,0.8882104114075186,1.208500740114189,1.2105263157894737,1.2297838270616492,1060,69995,0.07070505036074005,0.08164868919208515,littlerock,2026-06-01
12001,0.0772,10711,2263,222,2263,0.8304066364305928,1.015481265425174,1.3495440729483283,1.0136618141097424,1370,53954,0.03647551618045001,0.04194313674611706,gainesville,2026-01-01
18,0.17149491582554635,393867,70828,5523,28247,0.86129364504906,0.9627162876676951,0.8516576715497302,0.9375352650270503,1044,814438,0.06556791308853467,0.08696549031356592,indiana,2026-06-01
18097,0.19512066603435557,141485,23955,1657,9402,0.8561539183027597,0.9021579482544345,0.6921470342522974,0.8596900288026333,1187,174089,0.10901320588894188,0.13760203114498906,indianapolis,2026-06-01
18141,,15141,2834,240,1097,0.8440505058951417,0.9790982898600794,0.967741935483871,0.9308442935935511,1077,33066,,0.08570737313252283,southbend,2026-06-01
32003,0.29350765199453627,298488,48247,3506,17028,0.9073810895394666,0.9108363224466679,0.7341639618888075,0.7737362262864932,1654,371427,0.09658156246045656,0.12989631879211797,lasvegas,2026-06-01
12086,0.162,87794,15853,1352,15853,0.8557712458755927,0.8927746804077266,0.9890270665691295,0.8914944467875721,1864,453324,0.0295263431894186,0.03497057292356019,miami,2026-01-01
29,0.18163245451892207,247967,44472,3878,18154,0.8427071491807151,0.9391689984689299,0.9343452596072762,0.929187460012796,1019,798230,0.03863172268644375,0.05571326560014031,missouri,2026-06-01
29510,,89175,17205,1633,7029,0.8152993773828136,0.9775845904713202,1.0669715779157138,0.9707222759287392,1129,201627,,0.08533083366810992,stlouis,2026-06-01
29095,,55899,10052,802,3898,0.8104769430408653,0.9063613002118931,0.8024012006003002,0.8455531453362256,1197,122597,,0.08199221840664943,kansascity,2026-06-01
47037,0.15187733912833515,71439,14472,1186,6077,0.822504044073202,1.033972778909013,0.9912244045131634,1.0536627654963155,1620,161248,0.05136807898392538,0.08974995038698154,nashville,2026-06-01
35,0.21207751239296985,75832,12686,1001,5138,0.8266509691063292,0.8573649173791099,0.7897435897435897,0.8665879574970484,1084,263167,0.04215954127987172,0.04820513210242926,newmexico,2026-06-01
35001,0.25673534072900156,45969,7700,598,3130,0.8000034806216391,0.8318928262748487,0.7391841779975278,0.8380187416331994,1206,100491,0.0690708620672498,0.07662377725368441,albuquerque,2026-06-01
12099,0.155,41012,7894,652,7894,0.7805713633162673,0.8710620689655172,0.8590250329380764,0.8695747962106191,1982,170772,0.03943269388424331,0.046225376525425715,palmbeach,2026-01-01
42003,,65285,13105,993,5163,0.7671427648161313,0.9553141857413617,0.8826666666666667,0.9483835415135929,1154,187052,,0.07006073177512136,pittsburgh,2026-06-01
45019,0.35488202570496835,55546,11384,908,4569,0.8708999686422075,1.1063168124392615,1.0400916380297824,1.0688969470113463,1665,65685,0.07936362944355636,0.17331201948694527,charleston,2026-06-01
