share,last_year,prepandemic,renters
white_share,0.4272656367017861,0.44962547623604854,0.49455963735668285
black_share,0.40306520076080604,0.4024767060239269,0.26551530865376183
latinx_share,0.12928843523173572,0.11257517185468265,0.1671153486048056
other_share,0.04038072730567212,0.03532264588534195,0.07280970538474973
female_share,0.5883642568790302,0.5880022986038245,0.5259328791235595
