state,type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
missouri,County,27095,White,4,2021,1,6.875,2023-04-08
missouri,County,27095,White,5,2021,0,7.25,2023-04-08
missouri,County,27095,White,6,2021,2,6.25,2023-04-08
missouri,County,27095,White,7,2021,3,8.375,2023-04-08
missouri,County,27095,White,8,2021,3,6.375,2023-04-08
missouri,County,27095,White,9,2021,5,6.25,2023-04-08
missouri,County,27095,White,10,2021,10,5.375,2023-04-08
missouri,County,27095,White,11,2021,7,5.25,2023-04-08
missouri,County,27095,White,12,2021,1,5,2023-04-08
missouri,County,27095,White,1,2022,3,5.625,2023-04-08
missouri,County,27095,White,2,2022,5,5.25,2023-04-08
missouri,County,27095,White,3,2022,6,5,2023-04-08
missouri,County,27095,White,4,2022,5,6.875,2023-04-08
missouri,County,27095,White,5,2022,7,7.25,2023-04-08
missouri,County,27095,White,6,2022,7,6.25,2023-04-08
missouri,County,27095,White,7,2022,7,8.375,2023-04-08
missouri,County,27095,White,8,2022,7,6.375,2023-04-08
missouri,County,27095,White,9,2022,9,6.25,2023-04-08
missouri,County,27095,White,10,2022,6,5.375,2023-04-08
missouri,County,27095,White,11,2022,2,5.25,2023-04-08
missouri,County,27095,White,12,2022,7,5,2023-04-08
missouri,County,27095,White,1,2023,1,5.625,2023-04-08
missouri,County,27095,White,2,2023,6,5.25,2023-04-08
missouri,County,27095,White,3,2023,4,5,2023-04-08
missouri,County,27095,White,4,2023,1,2.375,2023-04-08
missouri,County,27097,White,1,2020,4,4,2023-04-08
missouri,County,27097,White,2,2020,9,4.5,2023-04-08
missouri,County,27097,White,3,2020,3,4,2023-04-08
missouri,County,27097,White,4,2020,1,3.875,2023-04-08
missouri,County,27097,White,5,2020,0,4.5,2023-04-08
missouri,County,27097,White,6,2020,1,4.125,2023-04-08
missouri,County,27097,White,7,2020,1,4.5,2023-04-08
missouri,County,27097,White,8,2020,3,5.25,2023-04-08
missouri,County,27097,White,9,2020,0,4.375,2023-04-08
missouri,County,27097,White,10,2020,0,3,2023-04-08
missouri,County,27097,White,11,2020,1,3.625,2023-04-08
missouri,County,27097,White,12,2020,0,5.75,2023-04-08
missouri,County,27097,White,1,2021,1,4,2023-04-08
missouri,County,27097,White,2,2021,0,4.5,2023-04-08
missouri,County,27097,White,3,2021,0,4,2023-04-08
missouri,County,27097,White,4,2021,3,3.875,2023-04-08
missouri,County,27097,White,5,2021,0,4.5,2023-04-08
missouri,County,27097,White,6,2021,2,4.125,2023-04-08
missouri,County,27097,White,7,2021,2,4.5,2023-04-08
missouri,County,27097,White,8,2021,2,5.25,2023-04-08
missouri,County,27097,White,9,2021,5,4.375,2023-04-08
missouri,County,27097,White,10,2021,4,3,2023-04-08
missouri,County,27097,White,11,2021,3,3.625,2023-04-08
missouri,County,27097,White,12,2021,1,5.75,2023-04-08
missouri,County,27097,White,1,2022,9,4,2023-04-08
missouri,County,27097,White,2,2022,3,4.5,2023-04-08
missouri,County,27097,White,3,2022,6,4,2023-04-08
missouri,County,27097,White,4,2022,4,3.875,2023-04-08
missouri,County,27097,White,5,2022,6,4.5,2023-04-08
missouri,County,27097,White,6,2022,7,4.125,2023-04-08
missouri,County,27097,White,7,2022,8,4.5,2023-04-08
missouri,County,27097,White,8,2022,8,5.25,2023-04-08
missouri,County,27097,White,9,2022,8,4.375,2023-04-08
missouri,County,27097,White,10,2022,1,3,2023-04-08
missouri,County,27097,White,11,2022,1,3.625,2023-04-08
missouri,County,27097,White,12,2022,6,5.75,2023-04-08
missouri,County,27097,White,1,2023,3,4,2023-04-08
missouri,County,27097,White,2,2023,6,4.5,2023-04-08
missouri,County,27097,White,3,2023,3,4,2023-04-08
missouri,County,27097,White,4,2023,1,1.25,2023-04-08
missouri,County,27099,White,1,2020,14,8.375,2023-04-08
missouri,County,27099,White,2,2020,6,4.5,2023-04-08
missouri,County,27099,White,3,2020,6,5.5,2023-04-08
missouri,County,27099,White,4,2020,0,6.375,2023-04-08
missouri,County,27099,White,5,2020,2,8.625,2023-04-08
missouri,County,27099,White,6,2020,2,9.75,2023-04-08
missouri,County,27099,White,7,2020,2,10.75,2023-04-08
missouri,County,27099,White,8,2020,0,6.625,2023-04-08
missouri,County,27099,White,9,2020,0,6.375,2023-04-08
missouri,County,27099,White,10,2020,0,6,2023-04-08
missouri,County,27099,White,11,2020,2,5.5,2023-04-08
missouri,County,27099,White,12,2020,2,6.375,2023-04-08
missouri,County,27099,White,1,2021,0,8.375,2023-04-08
missouri,County,27099,White,2,2021,3,4.5,2023-04-08
missouri,County,27099,White,3,2021,1,5.5,2023-04-08
missouri,County,27099,White,4,2021,2,6.375,2023-04-08
missouri,County,27099,White,5,2021,1,8.625,2023-04-08
missouri,County,27099,White,6,2021,2,9.75,2023-04-08
missouri,County,27099,White,7,2021,3,10.75,2023-04-08
missouri,County,27099,White,8,2021,6,6.625,2023-04-08
missouri,County,27099,White,9,2021,6,6.375,2023-04-08
missouri,County,27099,White,10,2021,17,6,2023-04-08
missouri,County,27099,White,11,2021,8,5.5,2023-04-08
missouri,County,27099,White,12,2021,5,6.375,2023-04-08
missouri,County,27099,White,1,2022,6,8.375,2023-04-08
missouri,County,27099,White,2,2022,5,4.5,2023-04-08
missouri,County,27099,White,3,2022,11,5.5,2023-04-08
missouri,County,27099,White,4,2022,17,6.375,2023-04-08
missouri,County,27099,White,5,2022,3,8.625,2023-04-08
missouri,County,27099,White,6,2022,13,9.75,2023-04-08
missouri,County,27099,White,7,2022,18,10.75,2023-04-08
missouri,County,27099,White,8,2022,13,6.625,2023-04-08
missouri,County,27099,White,9,2022,11,6.375,2023-04-08
missouri,County,27099,White,10,2022,13,6,2023-04-08
missouri,County,27099,White,11,2022,2,5.5,2023-04-08
missouri,County,27099,White,12,2022,15,6.375,2023-04-08
missouri,County,27099,White,1,2023,11,8.375,2023-04-08
missouri,County,27099,White,2,2023,8,4.5,2023-04-08
missouri,County,27099,White,3,2023,3,5.5,2023-04-08
missouri,County,27099,White,4,2023,2,2,2023-04-08
missouri,County,27101,White,1,2020,0,0.5,2023-04-08
missouri,County,27101,White,2,2020,0,0.25,2023-04-08
missouri,County,27101,White,3,2020,0,1,2023-04-08
missouri,County,27101,White,6,2020,0,0.625,2023-04-08
missouri,County,27101,White,9,2020,1,0.75,2023-04-08
missouri,County,27101,White,10,2020,0,0.375,2023-04-08
missouri,County,27101,White,11,2020,0,0.75,2023-04-08
missouri,County,27101,White,12,2020,0,0.375,2023-04-08
missouri,County,27101,White,1,2021,0,0.5,2023-04-08
missouri,County,27101,White,2,2021,0,0.25,2023-04-08
missouri,County,27101,White,3,2021,0,1,2023-04-08
missouri,County,27101,White,6,2021,0,0.625,2023-04-08
missouri,County,27101,White,9,2021,0,0.75,2023-04-08
missouri,County,27101,White,10,2021,2,0.375,2023-04-08
missouri,County,27101,White,11,2021,0,0.75,2023-04-08
missouri,County,27101,White,12,2021,0,0.375,2023-04-08
missouri,County,27101,White,1,2022,0,0.5,2023-04-08
missouri,County,27101,White,2,2022,1,0.25,2023-04-08
missouri,County,27101,White,3,2022,1,1,2023-04-08
missouri,County,27101,White,6,2022,1,0.625,2023-04-08
missouri,County,27101,White,9,2022,1,0.75,2023-04-08
missouri,County,27101,White,10,2022,1,0.375,2023-04-08
missouri,County,27101,White,11,2022,2,0.75,2023-04-08
missouri,County,27101,White,12,2022,1,0.375,2023-04-08
missouri,County,27101,White,1,2023,2,0.5,2023-04-08
missouri,County,27101,White,2,2023,0,0.25,2023-04-08
missouri,County,27101,White,3,2023,2,1,2023-04-08
missouri,County,27103,White,1,2020,9,4.75,2023-04-08
missouri,County,27103,White,2,2020,5,5,2023-04-08
missouri,County,27103,White,3,2020,3,3.625,2023-04-08
missouri,County,27103,White,4,2020,0,4.25,2023-04-08
missouri,County,27103,White,5,2020,0,6.25,2023-04-08
missouri,County,27103,White,6,2020,0,4.75,2023-04-08
missouri,County,27103,White,7,2020,1,4.5,2023-04-08
missouri,County,27103,White,8,2020,1,4.5,2023-04-08
missouri,County,27103,White,9,2020,0,4.875,2023-04-08
missouri,County,27103,White,10,2020,2,5.125,2023-04-08
missouri,County,27103,White,11,2020,1,3,2023-04-08
missouri,County,27103,White,12,2020,0,4.875,2023-04-08
missouri,County,27103,White,1,2021,2,4.75,2023-04-08
missouri,County,27103,White,2,2021,1,5,2023-04-08
missouri,County,27103,White,3,2021,1,3.625,2023-04-08
missouri,County,27103,White,4,2021,0,4.25,2023-04-08
missouri,County,27103,White,5,2021,1,6.25,2023-04-08
missouri,County,27103,White,6,2021,0,4.75,2023-04-08
missouri,County,27103,White,7,2021,1,4.5,2023-04-08
missouri,County,27103,White,8,2021,3,4.5,2023-04-08
missouri,County,27103,White,9,2021,4,4.875,2023-04-08
missouri,County,27103,White,10,2021,4,5.125,2023-04-08
missouri,County,27103,White,11,2021,1,3,2023-04-08
missouri,County,27103,White,12,2021,4,4.875,2023-04-08
missouri,County,27103,White,1,2022,4,4.75,2023-04-08
missouri,County,27103,White,2,2022,3,5,2023-04-08
missouri,County,27103,White,3,2022,7,3.625,2023-04-08
missouri,County,27103,White,4,2022,5,4.25,2023-04-08
missouri,County,27103,White,5,2022,3,6.25,2023-04-08
missouri,County,27103,White,6,2022,7,4.75,2023-04-08
missouri,County,27103,White,7,2022,8,4.5,2023-04-08
missouri,County,27103,White,8,2022,7,4.5,2023-04-08
missouri,County,27103,White,9,2022,4,4.875,2023-04-08
missouri,County,27103,White,10,2022,5,5.125,2023-04-08
missouri,County,27103,White,11,2022,7,3,2023-04-08
missouri,County,27103,White,12,2022,10,4.875,2023-04-08
missouri,County,27103,White,1,2023,6,4.75,2023-04-08
missouri,County,27103,White,2,2023,2,5,2023-04-08
missouri,County,27103,White,3,2023,10,3.625,2023-04-08
missouri,County,27103,White,4,2023,1,1.375,2023-04-08
missouri,County,27105,White,1,2020,0,0.875,2023-04-08
missouri,County,27105,White,2,2020,6,0.875,2023-04-08
missouri,County,27105,White,3,2020,0,1.125,2023-04-08
missouri,County,27105,White,6,2020,0,1.625,2023-04-08
missouri,County,27105,White,8,2020,0,1.125,2023-04-08
missouri,County,27105,White,9,2020,0,2,2023-04-08
missouri,County,27105,White,10,2020,1,2,2023-04-08
missouri,County,27105,White,11,2020,0,0.625,2023-04-08
missouri,County,27105,White,12,2020,0,1.25,2023-04-08
missouri,County,27105,White,1,2021,0,0.875,2023-04-08
missouri,County,27105,White,2,2021,0,0.875,2023-04-08
missouri,County,27105,White,3,2021,1,1.125,2023-04-08
missouri,County,27105,White,6,2021,0,1.625,2023-04-08
missouri,County,27105,White,8,2021,0,1.125,2023-04-08
missouri,County,27105,White,9,2021,1,2,2023-04-08
missouri,County,27105,White,10,2021,4,2,2023-04-08
missouri,County,27105,White,11,2021,1,0.625,2023-04-08
missouri,County,27105,White,12,2021,3,1.25,2023-04-08
missouri,County,27105,White,1,2022,0,0.875,2023-04-08
missouri,County,27105,White,2,2022,2,0.875,2023-04-08
missouri,County,27105,White,3,2022,1,1.125,2023-04-08
missouri,County,27105,White,6,2022,1,1.625,2023-04-08
missouri,County,27105,White,8,2022,1,1.125,2023-04-08
missouri,County,27105,White,9,2022,2,2,2023-04-08
missouri,County,27105,White,10,2022,1,2,2023-04-08
missouri,County,27105,White,11,2022,4,0.625,2023-04-08
missouri,County,27105,White,12,2022,0,1.25,2023-04-08
missouri,County,27105,White,1,2023,1,0.875,2023-04-08
missouri,County,27105,White,2,2023,0,0.875,2023-04-08
missouri,County,27105,White,3,2023,2,1.125,2023-04-08
missouri,County,27107,White,1,2020,0,0.5,2023-04-08
missouri,County,27107,White,3,2020,0,0.125,2023-04-08
missouri,County,27107,White,4,2020,0,0.25,2023-04-08
missouri,County,27107,White,8,2020,0,0.5,2023-04-08
missouri,County,27107,White,9,2020,0,0.625,2023-04-08
missouri,County,27107,White,10,2020,0,0.625,2023-04-08
missouri,County,27107,White,12,2020,0,0.25,2023-04-08
missouri,County,27107,White,1,2021,0,0.5,2023-04-08
missouri,County,27107,White,3,2021,0,0.125,2023-04-08
missouri,County,27107,White,4,2021,0,0.25,2023-04-08
missouri,County,27107,White,8,2021,0,0.5,2023-04-08
missouri,County,27107,White,9,2021,1,0.625,2023-04-08
missouri,County,27107,White,10,2021,1,0.625,2023-04-08
missouri,County,27107,White,12,2021,3,0.25,2023-04-08
missouri,County,27107,White,1,2022,2,0.5,2023-04-08
missouri,County,27107,White,3,2022,1,0.125,2023-04-08
missouri,County,27107,White,4,2022,1,0.25,2023-04-08
missouri,County,27107,White,8,2022,3,0.5,2023-04-08
missouri,County,27107,White,9,2022,1,0.625,2023-04-08
missouri,County,27107,White,10,2022,0,0.625,2023-04-08
missouri,County,27107,White,12,2022,0,0.25,2023-04-08
missouri,County,27107,White,1,2023,0,0.5,2023-04-08
missouri,County,27107,White,3,2023,0,0.125,2023-04-08
missouri,County,27107,White,4,2023,0,0,2023-04-08
missouri,County,27109,White,1,2020,33,31.375,2023-04-08
missouri,County,27109,White,2,2020,27,24.375,2023-04-08
missouri,County,27109,White,3,2020,21,26.25,2023-04-08
missouri,County,27109,White,4,2020,2,22.5,2023-04-08
missouri,County,27109,White,5,2020,1,22.5,2023-04-08
missouri,County,27109,White,6,2020,4,29.5,2023-04-08
missouri,County,27109,White,7,2020,0,27.75,2023-04-08
missouri,County,27109,White,8,2020,2,34.25,2023-04-08
missouri,County,27109,White,9,2020,6,30.125,2023-04-08
missouri,County,27109,White,10,2020,1,28.75,2023-04-08
missouri,County,27109,White,11,2020,4,25.25,2023-04-08
missouri,County,27109,White,12,2020,4,25,2023-04-08
missouri,County,27109,White,1,2021,7,31.375,2023-04-08
missouri,County,27109,White,2,2021,5,24.375,2023-04-08
missouri,County,27109,White,3,2021,6,26.25,2023-04-08
missouri,County,27109,White,4,2021,5,22.5,2023-04-08
missouri,County,27109,White,5,2021,3,22.5,2023-04-08
missouri,County,27109,White,6,2021,6,29.5,2023-04-08
missouri,County,27109,White,7,2021,6,27.75,2023-04-08
missouri,County,27109,White,8,2021,13,34.25,2023-04-08
missouri,County,27109,White,9,2021,25,30.125,2023-04-08
missouri,County,27109,White,10,2021,44,28.75,2023-04-08
missouri,County,27109,White,11,2021,44,25.25,2023-04-08
missouri,County,27109,White,12,2021,34,25,2023-04-08
missouri,County,27109,White,1,2022,60,31.375,2023-04-08
missouri,County,27109,White,2,2022,56,24.375,2023-04-08
missouri,County,27109,White,3,2022,54,26.25,2023-04-08
missouri,County,27109,White,4,2022,53,22.5,2023-04-08
missouri,County,27109,White,5,2022,74,22.5,2023-04-08
missouri,County,27109,White,6,2022,72,29.5,2023-04-08
missouri,County,27109,White,7,2022,66,27.75,2023-04-08
missouri,County,27109,White,8,2022,78,34.25,2023-04-08
missouri,County,27109,White,9,2022,69,30.125,2023-04-08
missouri,County,27109,White,10,2022,86,28.75,2023-04-08
missouri,County,27109,White,11,2022,68,25.25,2023-04-08
missouri,County,27109,White,12,2022,62,25,2023-04-08
missouri,County,27109,White,1,2023,61,31.375,2023-04-08
missouri,County,27109,White,2,2023,67,24.375,2023-04-08
missouri,County,27109,White,3,2023,74,26.25,2023-04-08
missouri,County,27109,White,4,2023,17,5.875,2023-04-08
missouri,County,27111,White,1,2020,14,6.25,2023-04-08
missouri,County,27111,White,2,2020,12,7.5,2023-04-08
missouri,County,27111,White,3,2020,3,7.25,2023-04-08
missouri,County,27111,White,4,2020,1,10,2023-04-08
missouri,County,27111,White,5,2020,2,9.875,2023-04-08
missouri,County,27111,White,6,2020,3,8.5,2023-04-08
missouri,County,27111,White,7,2020,3,8.5,2023-04-08
missouri,County,27111,White,8,2020,1,11.125,2023-04-08
missouri,County,27111,White,9,2020,0,8,2023-04-08
missouri,County,27111,White,10,2020,3,9.625,2023-04-08
missouri,County,27111,White,11,2020,1,7.875,2023-04-08
missouri,County,27111,White,12,2020,1,8.25,2023-04-08
missouri,County,27111,White,1,2021,4,6.25,2023-04-08
missouri,County,27111,White,2,2021,0,7.5,2023-04-08
missouri,County,27111,White,3,2021,3,7.25,2023-04-08
missouri,County,27111,White,4,2021,0,10,2023-04-08
missouri,County,27111,White,5,2021,3,9.875,2023-04-08
missouri,County,27111,White,6,2021,4,8.5,2023-04-08
missouri,County,27111,White,7,2021,4,8.5,2023-04-08
missouri,County,27111,White,8,2021,3,11.125,2023-04-08
missouri,County,27111,White,9,2021,4,8,2023-04-08
missouri,County,27111,White,10,2021,8,9.625,2023-04-08
missouri,County,27111,White,11,2021,9,7.875,2023-04-08
missouri,County,27111,White,12,2021,8,8.25,2023-04-08
missouri,County,27111,White,1,2022,6,6.25,2023-04-08
missouri,County,27111,White,2,2022,7,7.5,2023-04-08
missouri,County,27111,White,3,2022,14,7.25,2023-04-08
missouri,County,27111,White,4,2022,17,10,2023-04-08
missouri,County,27111,White,5,2022,11,9.875,2023-04-08
missouri,County,27111,White,6,2022,11,8.5,2023-04-08
missouri,County,27111,White,7,2022,11,8.5,2023-04-08
missouri,County,27111,White,8,2022,12,11.125,2023-04-08
missouri,County,27111,White,9,2022,7,8,2023-04-08
missouri,County,27111,White,10,2022,10,9.625,2023-04-08
missouri,County,27111,White,11,2022,7,7.875,2023-04-08
missouri,County,27111,White,12,2022,3,8.25,2023-04-08
missouri,County,27111,White,1,2023,9,6.25,2023-04-08
missouri,County,27111,White,2,2023,9,7.5,2023-04-08
missouri,County,27111,White,3,2023,13,7.25,2023-04-08
missouri,County,27111,White,4,2023,3,2.75,2023-04-08
missouri,County,27113,White,1,2020,4,2.375,2023-04-08
missouri,County,27113,White,2,2020,2,2.5,2023-04-08
missouri,County,27113,White,3,2020,0,1.75,2023-04-08
missouri,County,27113,White,4,2020,0,2.125,2023-04-08
missouri,County,27113,White,5,2020,0,1.125,2023-04-08
missouri,County,27113,White,6,2020,0,2.5,2023-04-08
missouri,County,27113,White,7,2020,0,3.5,2023-04-08
missouri,County,27113,White,8,2020,0,2,2023-04-08
missouri,County,27113,White,9,2020,1,2.875,2023-04-08
missouri,County,27113,White,10,2020,1,2.875,2023-04-08
missouri,County,27113,White,11,2020,0,3.125,2023-04-08
missouri,County,27113,White,12,2020,0,2.375,2023-04-08
missouri,County,27113,White,1,2021,0,2.375,2023-04-08
missouri,County,27113,White,2,2021,0,2.5,2023-04-08
missouri,County,27113,White,3,2021,1,1.75,2023-04-08
missouri,County,27113,White,4,2021,0,2.125,2023-04-08
missouri,County,27113,White,5,2021,0,1.125,2023-04-08
missouri,County,27113,White,6,2021,0,2.5,2023-04-08
missouri,County,27113,White,7,2021,0,3.5,2023-04-08
missouri,County,27113,White,8,2021,2,2,2023-04-08
missouri,County,27113,White,9,2021,3,2.875,2023-04-08
missouri,County,27113,White,10,2021,6,2.875,2023-04-08
missouri,County,27113,White,11,2021,7,3.125,2023-04-08
missouri,County,27113,White,12,2021,2,2.375,2023-04-08
missouri,County,27113,White,1,2022,2,2.375,2023-04-08
missouri,County,27113,White,2,2022,4,2.5,2023-04-08
missouri,County,27113,White,3,2022,1,1.75,2023-04-08
missouri,County,27113,White,4,2022,4,2.125,2023-04-08
missouri,County,27113,White,5,2022,4,1.125,2023-04-08
missouri,County,27113,White,6,2022,7,2.5,2023-04-08
missouri,County,27113,White,7,2022,7,3.5,2023-04-08
missouri,County,27113,White,8,2022,5,2,2023-04-08
missouri,County,27113,White,9,2022,7,2.875,2023-04-08
missouri,County,27113,White,10,2022,1,2.875,2023-04-08
missouri,County,27113,White,11,2022,3,3.125,2023-04-08
missouri,County,27113,White,12,2022,2,2.375,2023-04-08
missouri,County,27113,White,1,2023,1,2.375,2023-04-08
missouri,County,27113,White,2,2023,11,2.5,2023-04-08
missouri,County,27113,White,3,2023,5,1.75,2023-04-08
missouri,County,27113,White,4,2023,3,0.625,2023-04-08
missouri,County,27115,White,1,2020,11,7.5,2023-04-08
missouri,County,27115,White,2,2020,4,5.125,2023-04-08
missouri,County,27115,White,3,2020,1,6.125,2023-04-08
missouri,County,27115,White,4,2020,0,8.375,2023-04-08
missouri,County,27115,White,5,2020,0,7.75,2023-04-08
missouri,County,27115,White,6,2020,0,6.375,2023-04-08
missouri,County,27115,White,7,2020,2,8,2023-04-08
missouri,County,27115,White,8,2020,0,8.5,2023-04-08
missouri,County,27115,White,9,2020,0,5.875,2023-04-08
missouri,County,27115,White,10,2020,0,4.375,2023-04-08
missouri,County,27115,White,11,2020,0,5.75,2023-04-08
missouri,County,27115,White,12,2020,1,7.25,2023-04-08
missouri,County,27115,White,1,2021,0,7.5,2023-04-08
missouri,County,27115,White,2,2021,0,5.125,2023-04-08
missouri,County,27115,White,3,2021,3,6.125,2023-04-08
missouri,County,27115,White,4,2021,1,8.375,2023-04-08
missouri,County,27115,White,5,2021,1,7.75,2023-04-08
missouri,County,27115,White,6,2021,1,6.375,2023-04-08
missouri,County,27115,White,7,2021,3,8,2023-04-08
missouri,County,27115,White,8,2021,4,8.5,2023-04-08
missouri,County,27115,White,9,2021,4,5.875,2023-04-08
missouri,County,27115,White,10,2021,9,4.375,2023-04-08
missouri,County,27115,White,11,2021,10,5.75,2023-04-08
missouri,County,27115,White,12,2021,7,7.25,2023-04-08
missouri,County,27115,White,1,2022,2,7.5,2023-04-08
missouri,County,27115,White,2,2022,5,5.125,2023-04-08
missouri,County,27115,White,3,2022,5,6.125,2023-04-08
missouri,County,27115,White,4,2022,4,8.375,2023-04-08
missouri,County,27115,White,5,2022,6,7.75,2023-04-08
missouri,County,27115,White,6,2022,12,6.375,2023-04-08
missouri,County,27115,White,7,2022,13,8,2023-04-08
missouri,County,27115,White,8,2022,6,8.5,2023-04-08
missouri,County,27115,White,9,2022,5,5.875,2023-04-08
missouri,County,27115,White,10,2022,9,4.375,2023-04-08
missouri,County,27115,White,11,2022,8,5.75,2023-04-08
missouri,County,27115,White,12,2022,1,7.25,2023-04-08
missouri,County,27115,White,1,2023,5,7.5,2023-04-08
missouri,County,27115,White,2,2023,3,5.125,2023-04-08
missouri,County,27115,White,3,2023,3,6.125,2023-04-08
missouri,County,27115,White,4,2023,2,1.75,2023-04-08
missouri,County,27117,White,1,2020,1,0.75,2023-04-08
missouri,County,27117,White,2,2020,1,0.875,2023-04-08
missouri,County,27117,White,3,2020,0,0.375,2023-04-08
missouri,County,27117,White,4,2020,0,0.625,2023-04-08
missouri,County,27117,White,6,2020,0,0.5,2023-04-08
missouri,County,27117,White,7,2020,0,0.25,2023-04-08
missouri,County,27117,White,8,2020,1,1.5,2023-04-08
missouri,County,27117,White,10,2020,0,1,2023-04-08
missouri,County,27117,White,11,2020,0,1.125,2023-04-08
missouri,County,27117,White,12,2020,0,1.125,2023-04-08
missouri,County,27117,White,1,2021,0,0.75,2023-04-08
missouri,County,27117,White,2,2021,0,0.875,2023-04-08
missouri,County,27117,White,3,2021,0,0.375,2023-04-08
missouri,County,27117,White,4,2021,0,0.625,2023-04-08
missouri,County,27117,White,6,2021,0,0.5,2023-04-08
missouri,County,27117,White,7,2021,2,0.25,2023-04-08
missouri,County,27117,White,8,2021,1,1.5,2023-04-08
missouri,County,27117,White,10,2021,1,1,2023-04-08
missouri,County,27117,White,11,2021,1,1.125,2023-04-08
missouri,County,27117,White,12,2021,0,1.125,2023-04-08
missouri,County,27117,White,1,2022,5,0.75,2023-04-08
missouri,County,27117,White,2,2022,0,0.875,2023-04-08
missouri,County,27117,White,3,2022,1,0.375,2023-04-08
missouri,County,27117,White,4,2022,2,0.625,2023-04-08
missouri,County,27117,White,6,2022,10,0.5,2023-04-08
missouri,County,27117,White,7,2022,2,0.25,2023-04-08
missouri,County,27117,White,8,2022,5,1.5,2023-04-08
missouri,County,27117,White,10,2022,3,1,2023-04-08
missouri,County,27117,White,11,2022,0,1.125,2023-04-08
missouri,County,27117,White,12,2022,2,1.125,2023-04-08
missouri,County,27117,White,1,2023,1,0.75,2023-04-08
missouri,County,27117,White,2,2023,2,0.875,2023-04-08
missouri,County,27117,White,3,2023,0,0.375,2023-04-08
missouri,County,27117,White,4,2023,0,0.375,2023-04-08
missouri,County,27119,White,1,2020,3,4.375,2023-04-08
missouri,County,27119,White,2,2020,9,3,2023-04-08
missouri,County,27119,White,3,2020,0,2.875,2023-04-08
missouri,County,27119,White,4,2020,0,3.125,2023-04-08
missouri,County,27119,White,5,2020,1,4.625,2023-04-08
missouri,County,27119,White,6,2020,0,2.875,2023-04-08
missouri,County,27119,White,7,2020,0,4.375,2023-04-08
missouri,County,27119,White,8,2020,0,3.5,2023-04-08
missouri,County,27119,White,9,2020,0,3.375,2023-04-08
missouri,County,27119,White,10,2020,1,5.25,2023-04-08
missouri,County,27119,White,11,2020,0,2.375,2023-04-08
missouri,County,27119,White,12,2020,0,3.375,2023-04-08
missouri,County,27119,White,1,2021,0,4.375,2023-04-08
missouri,County,27119,White,2,2021,1,3,2023-04-08
missouri,County,27119,White,3,2021,0,2.875,2023-04-08
missouri,County,27119,White,4,2021,1,3.125,2023-04-08
missouri,County,27119,White,5,2021,1,4.625,2023-04-08
missouri,County,27119,White,6,2021,0,2.875,2023-04-08
missouri,County,27119,White,7,2021,2,4.375,2023-04-08
missouri,County,27119,White,8,2021,5,3.5,2023-04-08
missouri,County,27119,White,9,2021,2,3.375,2023-04-08
missouri,County,27119,White,10,2021,3,5.25,2023-04-08
missouri,County,27119,White,11,2021,1,2.375,2023-04-08
missouri,County,27119,White,12,2021,2,3.375,2023-04-08
missouri,County,27119,White,1,2022,3,4.375,2023-04-08
missouri,County,27119,White,2,2022,7,3,2023-04-08
missouri,County,27119,White,3,2022,10,2.875,2023-04-08
missouri,County,27119,White,4,2022,2,3.125,2023-04-08
missouri,County,27119,White,5,2022,4,4.625,2023-04-08
missouri,County,27119,White,6,2022,7,2.875,2023-04-08
missouri,County,27119,White,7,2022,4,4.375,2023-04-08
missouri,County,27119,White,8,2022,16,3.5,2023-04-08
missouri,County,27119,White,9,2022,11,3.375,2023-04-08
missouri,County,27119,White,10,2022,13,5.25,2023-04-08
missouri,County,27119,White,11,2022,4,2.375,2023-04-08
missouri,County,27119,White,12,2022,7,3.375,2023-04-08
missouri,County,27119,White,1,2023,2,4.375,2023-04-08
missouri,County,27119,White,2,2023,8,3,2023-04-08
missouri,County,27119,White,3,2023,6,2.875,2023-04-08
missouri,County,27119,White,4,2023,1,1,2023-04-08
missouri,County,27121,White,1,2020,0,0.75,2023-04-08
missouri,County,27121,White,2,2020,1,0.875,2023-04-08
missouri,County,27121,White,3,2020,2,1.125,2023-04-08
missouri,County,27121,White,4,2020,0,0.875,2023-04-08
missouri,County,27121,White,7,2020,0,1.125,2023-04-08
missouri,County,27121,White,8,2020,1,0.5,2023-04-08
missouri,County,27121,White,9,2020,0,1.5,2023-04-08
missouri,County,27121,White,10,2020,0,0.625,2023-04-08
missouri,County,27121,White,12,2020,0,0.875,2023-04-08
missouri,County,27121,White,1,2021,0,0.75,2023-04-08
missouri,County,27121,White,2,2021,0,0.875,2023-04-08
missouri,County,27121,White,3,2021,0,1.125,2023-04-08
missouri,County,27121,White,4,2021,1,0.875,2023-04-08
missouri,County,27121,White,7,2021,0,1.125,2023-04-08
missouri,County,27121,White,8,2021,0,0.5,2023-04-08
missouri,County,27121,White,9,2021,1,1.5,2023-04-08
missouri,County,27121,White,10,2021,2,0.625,2023-04-08
missouri,County,27121,White,12,2021,0,0.875,2023-04-08
missouri,County,27121,White,1,2022,1,0.75,2023-04-08
missouri,County,27121,White,2,2022,0,0.875,2023-04-08
missouri,County,27121,White,3,2022,2,1.125,2023-04-08
missouri,County,27121,White,4,2022,1,0.875,2023-04-08
missouri,County,27121,White,7,2022,1,1.125,2023-04-08
missouri,County,27121,White,8,2022,0,0.5,2023-04-08
missouri,County,27121,White,9,2022,3,1.5,2023-04-08
