share,last_year,postpandemic,renters
white_share,0.3868974625257774,0.40311399220368693,0.5033445955527176
black_share,0.38297944053797645,0.3825517465528259,0.2668259535555198
hispanic_share,0.1551066562824395,0.14151354320654466,0.152770715734588
other_share,0.07501644065380669,0.07282071803694246,0.07705873515717454
female_share,0.5374065246706579,0.539982842407913,0.5267697980171078
