type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,48121020109,White,01/2020,0,3.5,0.25,
Census Tract,48121020109,White,02/2020,0,1,0.5,
Census Tract,48121020109,White,03/2020,0,2.5,0,
Census Tract,48121020109,White,04/2020,0,2.5,0,
Census Tract,48121020109,White,05/2020,0,3.5,0.25,
Census Tract,48121020109,White,06/2020,0,5,0.75,
Census Tract,48121020109,White,07/2020,0,4.5,0,
Census Tract,48121020109,White,08/2020,0,5.5,0,
Census Tract,48121020109,White,09/2020,1,6.5,0,
Census Tract,48121020109,White,10/2020,1,3.5,0.5,
Census Tract,48121020109,White,11/2020,2,4.5,0,
Census Tract,48121020109,White,12/2020,2,5.5,0,
Census Tract,48121020109,White,01/2021,1,3.5,0.25,
Census Tract,48121020109,White,02/2021,1,1,0.5,
Census Tract,48121020109,White,03/2021,0,2.5,0,
Census Tract,48121020109,White,04/2021,1,2.5,0,
Census Tract,48121020109,White,05/2021,3,3.5,0.25,
Census Tract,48121020109,White,06/2021,1,5,0.75,
Census Tract,48121020109,White,07/2021,2,4.5,0,
Census Tract,48121020109,White,08/2021,4,5.5,0,
Census Tract,48121020109,White,09/2021,3,6.5,0,
Census Tract,48121020109,White,10/2021,1,3.5,0.5,
Census Tract,48121020109,White,11/2021,3,4.5,0,
Census Tract,48121020109,White,12/2021,2,5.5,0,
Census Tract,48121020109,White,01/2022,5,3.5,0.25,
Census Tract,48121020109,White,02/2022,5,1,0.5,
Census Tract,48121020109,White,03/2022,3,2.5,0,
Census Tract,48121020109,White,04/2022,2,2.5,0,
Census Tract,48121020109,White,05/2022,5,3.5,0.25,
Census Tract,48121020109,White,06/2022,4,5,0.75,
Census Tract,48121020109,White,07/2022,0,4.5,0,
Census Tract,48121020109,White,08/2022,3,5.5,0,
Census Tract,48121020109,White,09/2022,1,6.5,0,
Census Tract,48121020109,White,10/2022,2,3.5,0.5,
Census Tract,48121020109,White,11/2022,3,4.5,0,
Census Tract,48121020109,White,12/2022,4,5.5,0,
Census Tract,48121020109,White,01/2023,4,3.5,0.25,
Census Tract,48121020109,White,02/2023,1,1,0.5,
Census Tract,48121020109,White,03/2023,4,2.5,0,
Census Tract,48121020109,White,04/2023,2,2.5,0,
Census Tract,48121020109,White,05/2023,1,3.5,0.25,
Census Tract,48121020109,White,06/2023,1,5,0.75,
Census Tract,48121020109,White,07/2023,4,4.5,0,
Census Tract,48121020109,White,08/2023,2,5.5,0,
Census Tract,48121020109,White,09/2023,3,6.5,0,
Census Tract,48121020109,White,10/2023,2,3.5,0.5,
Census Tract,48121020109,White,11/2023,1,4.5,0,
Census Tract,48121020109,White,12/2023,3,5.5,0,
Census Tract,48121020109,White,01/2024,3,3.5,0.25,
Census Tract,48121020109,White,02/2024,1,1,0.5,
Census Tract,48121020109,White,03/2024,1,2.5,0,
Census Tract,48121020109,White,04/2024,3,2.5,0,
Census Tract,48121020109,White,05/2024,6,3.5,0.25,
Census Tract,48121020109,White,06/2024,9,5,0.75,
Census Tract,48121020109,White,07/2024,5,4.5,0,
Census Tract,48121020109,White,08/2024,9,5.5,0,
Census Tract,48121020109,White,09/2024,10,6.5,0,
Census Tract,48121020109,White,10/2024,5,3.5,0.5,
Census Tract,48121020109,White,11/2024,8,4.5,0,
Census Tract,48121020109,White,12/2024,8,5.5,0,
Census Tract,48121020109,White,01/2025,8,3.5,0.25,
Census Tract,48121020109,White,02/2025,11,1,0.5,
Census Tract,48121020109,White,03/2025,10,2.5,0,
Census Tract,48121020109,White,04/2025,8,2.5,0,
Census Tract,48121020109,White,05/2025,7,3.5,0.25,
Census Tract,48121020109,White,06/2025,10,5,0.75,
Census Tract,48121020109,White,07/2025,0,4.5,0,
Census Tract,48121020109,White,08/2025,0,5.5,0,
Census Tract,48121020109,White,09/2025,9,6.5,0,
Census Tract,48121020109,White,10/2025,18,3.5,0.5,
Census Tract,48121020109,White,11/2025,20,4.5,0,
Census Tract,48121020109,White,12/2025,15,5.5,0,
Census Tract,48121020109,White,01/2026,17,3.5,,
Census Tract,48121020109,White,02/2026,14,1,,
Census Tract,48121020109,White,03/2026,11,2.5,,
Census Tract,48121020109,White,04/2026,18,2.5,,
Census Tract,48121020109,White,05/2026,0,3,,2026-05-16
Census Tract,48121020110,White,01/2020,0,0,0.5,
Census Tract,48121020110,White,02/2020,2,0,1,
Census Tract,48121020110,White,03/2020,0,0.5,0.25,
Census Tract,48121020110,White,04/2020,0,1,0.5,
Census Tract,48121020110,White,05/2020,0,0.5,0,
Census Tract,48121020110,White,06/2020,0,0.5,0.5,
Census Tract,48121020110,White,07/2020,0,0.5,0.75,
Census Tract,48121020110,White,08/2020,0,0.5,1.25,
Census Tract,48121020110,White,09/2020,0,0,1,
Census Tract,48121020110,White,10/2020,0,1.5,0.25,
Census Tract,48121020110,White,11/2020,0,1.5,0.75,
Census Tract,48121020110,White,12/2020,1,0,0.25,
Census Tract,48121020110,White,01/2021,0,0,0.5,
Census Tract,48121020110,White,02/2021,0,0,1,
Census Tract,48121020110,White,03/2021,1,0.5,0.25,
Census Tract,48121020110,White,04/2021,0,1,0.5,
Census Tract,48121020110,White,05/2021,0,0.5,0,
Census Tract,48121020110,White,06/2021,0,0.5,0.5,
Census Tract,48121020110,White,07/2021,0,0.5,0.75,
Census Tract,48121020110,White,08/2021,0,0.5,1.25,
Census Tract,48121020110,White,09/2021,0,0,1,
Census Tract,48121020110,White,10/2021,0,1.5,0.25,
Census Tract,48121020110,White,11/2021,1,1.5,0.75,
Census Tract,48121020110,White,12/2021,1,0,0.25,
Census Tract,48121020110,White,01/2022,1,0,0.5,
Census Tract,48121020110,White,02/2022,1,0,1,
Census Tract,48121020110,White,03/2022,0,0.5,0.25,
Census Tract,48121020110,White,04/2022,0,1,0.5,
Census Tract,48121020110,White,05/2022,2,0.5,0,
Census Tract,48121020110,White,06/2022,0,0.5,0.5,
Census Tract,48121020110,White,07/2022,0,0.5,0.75,
Census Tract,48121020110,White,08/2022,0,0.5,1.25,
Census Tract,48121020110,White,09/2022,0,0,1,
Census Tract,48121020110,White,10/2022,0,1.5,0.25,
Census Tract,48121020110,White,11/2022,1,1.5,0.75,
Census Tract,48121020110,White,12/2022,0,0,0.25,
Census Tract,48121020110,White,01/2023,0,0,0.5,
Census Tract,48121020110,White,02/2023,0,0,1,
Census Tract,48121020110,White,03/2023,0,0.5,0.25,
Census Tract,48121020110,White,04/2023,1,1,0.5,
Census Tract,48121020110,White,05/2023,0,0.5,0,
Census Tract,48121020110,White,06/2023,0,0.5,0.5,
Census Tract,48121020110,White,07/2023,1,0.5,0.75,
Census Tract,48121020110,White,08/2023,1,0.5,1.25,
Census Tract,48121020110,White,09/2023,0,0,1,
Census Tract,48121020110,White,10/2023,2,1.5,0.25,
Census Tract,48121020110,White,11/2023,0,1.5,0.75,
Census Tract,48121020110,White,12/2023,0,0,0.25,
Census Tract,48121020110,White,01/2024,0,0,0.5,
Census Tract,48121020110,White,02/2024,0,0,1,
Census Tract,48121020110,White,03/2024,1,0.5,0.25,
Census Tract,48121020110,White,04/2024,1,1,0.5,
Census Tract,48121020110,White,05/2024,1,0.5,0,
Census Tract,48121020110,White,06/2024,1,0.5,0.5,
Census Tract,48121020110,White,07/2024,0,0.5,0.75,
Census Tract,48121020110,White,08/2024,0,0.5,1.25,
Census Tract,48121020110,White,09/2024,0,0,1,
Census Tract,48121020110,White,10/2024,1,1.5,0.25,
Census Tract,48121020110,White,11/2024,3,1.5,0.75,
Census Tract,48121020110,White,12/2024,0,0,0.25,
Census Tract,48121020110,White,01/2025,0,0,0.5,
Census Tract,48121020110,White,02/2025,0,0,1,
Census Tract,48121020110,White,03/2025,0,0.5,0.25,
Census Tract,48121020110,White,04/2025,1,1,0.5,
Census Tract,48121020110,White,05/2025,1,0.5,0,
Census Tract,48121020110,White,06/2025,2,0.5,0.5,
Census Tract,48121020110,White,07/2025,0,0.5,0.75,
Census Tract,48121020110,White,08/2025,0,0.5,1.25,
Census Tract,48121020110,White,09/2025,0,0,1,
Census Tract,48121020110,White,10/2025,1,1.5,0.25,
Census Tract,48121020110,White,11/2025,0,1.5,0.75,
Census Tract,48121020110,White,12/2025,1,0,0.25,
Census Tract,48121020110,White,01/2026,1,0,,
Census Tract,48121020110,White,02/2026,0,0,,
Census Tract,48121020110,White,03/2026,0,0.5,,
Census Tract,48121020110,White,04/2026,1,1,,
Census Tract,48121020110,White,05/2026,0,0,,2026-05-16
Census Tract,48121020111,White,01/2020,0,0,0.5,
Census Tract,48121020111,White,02/2020,0,0,0,
Census Tract,48121020111,White,03/2020,0,0,0.25,
Census Tract,48121020111,White,04/2020,0,0,0.25,
Census Tract,48121020111,White,05/2020,1,0,0.5,
Census Tract,48121020111,White,06/2020,0,0,0.5,
Census Tract,48121020111,White,07/2020,0,0,0.5,
Census Tract,48121020111,White,08/2020,1,0,1,
Census Tract,48121020111,White,09/2020,0,0,0.25,
Census Tract,48121020111,White,10/2020,0,0.5,0.5,
Census Tract,48121020111,White,11/2020,0,1,0,
Census Tract,48121020111,White,12/2020,1,0,0,
Census Tract,48121020111,White,01/2021,0,0,0.5,
Census Tract,48121020111,White,02/2021,0,0,0,
Census Tract,48121020111,White,03/2021,0,0,0.25,
Census Tract,48121020111,White,04/2021,0,0,0.25,
Census Tract,48121020111,White,05/2021,0,0,0.5,
Census Tract,48121020111,White,06/2021,0,0,0.5,
Census Tract,48121020111,White,07/2021,0,0,0.5,
Census Tract,48121020111,White,08/2021,0,0,1,
Census Tract,48121020111,White,09/2021,0,0,0.25,
Census Tract,48121020111,White,10/2021,0,0.5,0.5,
Census Tract,48121020111,White,11/2021,0,1,0,
Census Tract,48121020111,White,12/2021,0,0,0,
Census Tract,48121020111,White,01/2022,0,0,0.5,
Census Tract,48121020111,White,02/2022,0,0,0,
Census Tract,48121020111,White,03/2022,1,0,0.25,
Census Tract,48121020111,White,04/2022,0,0,0.25,
Census Tract,48121020111,White,05/2022,0,0,0.5,
Census Tract,48121020111,White,06/2022,0,0,0.5,
Census Tract,48121020111,White,07/2022,1,0,0.5,
Census Tract,48121020111,White,08/2022,0,0,1,
Census Tract,48121020111,White,09/2022,0,0,0.25,
Census Tract,48121020111,White,10/2022,1,0.5,0.5,
Census Tract,48121020111,White,11/2022,0,1,0,
Census Tract,48121020111,White,12/2022,0,0,0,
Census Tract,48121020111,White,01/2023,0,0,0.5,
Census Tract,48121020111,White,02/2023,0,0,0,
Census Tract,48121020111,White,03/2023,0,0,0.25,
Census Tract,48121020111,White,04/2023,0,0,0.25,
Census Tract,48121020111,White,05/2023,0,0,0.5,
Census Tract,48121020111,White,06/2023,0,0,0.5,
Census Tract,48121020111,White,07/2023,0,0,0.5,
Census Tract,48121020111,White,08/2023,0,0,1,
Census Tract,48121020111,White,09/2023,0,0,0.25,
Census Tract,48121020111,White,10/2023,0,0.5,0.5,
Census Tract,48121020111,White,11/2023,0,1,0,
Census Tract,48121020111,White,12/2023,0,0,0,
Census Tract,48121020111,White,01/2024,0,0,0.5,
Census Tract,48121020111,White,02/2024,0,0,0,
Census Tract,48121020111,White,03/2024,0,0,0.25,
Census Tract,48121020111,White,04/2024,0,0,0.25,
Census Tract,48121020111,White,05/2024,0,0,0.5,
Census Tract,48121020111,White,06/2024,0,0,0.5,
Census Tract,48121020111,White,07/2024,0,0,0.5,
Census Tract,48121020111,White,08/2024,0,0,1,
Census Tract,48121020111,White,09/2024,0,0,0.25,
Census Tract,48121020111,White,10/2024,1,0.5,0.5,
Census Tract,48121020111,White,11/2024,2,1,0,
Census Tract,48121020111,White,12/2024,0,0,0,
Census Tract,48121020111,White,01/2025,0,0,0.5,
Census Tract,48121020111,White,02/2025,0,0,0,
Census Tract,48121020111,White,03/2025,0,0,0.25,
Census Tract,48121020111,White,04/2025,0,0,0.25,
Census Tract,48121020111,White,05/2025,1,0,0.5,
Census Tract,48121020111,White,06/2025,0,0,0.5,
Census Tract,48121020111,White,07/2025,0,0,0.5,
Census Tract,48121020111,White,08/2025,0,0,1,
Census Tract,48121020111,White,09/2025,0,0,0.25,
Census Tract,48121020111,White,10/2025,0,0.5,0.5,
