month,month_last_day,month_filings,avg_filings,percentage_diff
January,,226,256.625,0.880662445202143
February,,179,190.25,0.940867279894875
March,,9,195.75,0.0459770114942529
April,,13,208.25,0.0624249699879952
May,,5,231.375,0.0216099405726634
June,,12,248,0.0483870967741936
July,,14,266.625,0.0525082044069386
August,,12,247.25,0.0485338725985844
September,,18,239.5,0.0751565762004175
October,,27,236.5,0.114164904862579
November,14/11/2020,11,103.75,0.106024096385542
