share,last_year,prepandemic,renters
white_share,0.4123112491365425,0.42983152629923516,0.4728719966251557
black_share,0.3630024794668952,0.4049186786097233,0.2834730292076369
Hispanic_share,0.1579659149351291,0.12823333242024962,0.17450149786886973
other_share,0.06672035646143322,0.03701646267079195,0.06915347629833768
female_share,0.5767411132887422,0.5870845681165457,0.5283484817385754
