site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_ytd,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,filings_ytd_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
35001,NA,36417,8793,578,2035,0.6637544768842403,0.8064999388528796,0.8171536286522152,0.18665158371040716,1206,100491,NA,0.08750037316774636,albuquerque,2025-04-01
39061,NA,58203,13660,934,3272,0.902968472200244,1.0682557557557557,1.1196355789978425,0.25565695711964,1053,151115,NA,0.09039473248850212,cincinnati,2025-04-01
12001,NA,8747,1703,190,0,1.123114126131524,1.3776459484966963,1.5426251691474924,0,1370,53954,NA,0.04208523309980106,gainesville,2025-01-01
12086,NA,74738,13508,1401,0,0.8476002540373799,0.9692418081798616,0.9473684210526336,0,1864,453324,NA,0.03973022974002406,miami,2025-01-01
36061,NA,465152,110744,5387,22753,0.40716820117702057,0.49123491838183153,0.2776040950941327,0.1007808935761206,1812,2291001,NA,0.04833869561820357,newyork,2025-04-01
42101,NA,53889,13355,1139,3734,0.5046388964974751,0.6315988602371747,0.6826490860053941,0.17654220299516565,1390,331415,NA,0.04029690870962389,philadelphia,2025-04-01
04013,NA,323932,86502,5963,20610,1.0050473378934346,1.3530313458049177,1.4431268151016456,0.322293113154438,1766,606114,NA,0.1427157267444738,phoenix,2025-04-01
32003,NA,225678,47502,3394,10682,1.2292181557479176,1.3012196708737664,1.2938149242352044,0.2924692321382124,1654,371427,NA,0.1278905410753661,lasvegas,2025-04-01
22071,NA,22740,4535,411,0,0.7727334511349735,0.9727584727584728,0.958041958041958,0,1203,68383,NA,0.08842353606403151,neworleans,2025-01-01
18097,NA,113961,25797,1652,6179,0.7573203614451827,0.864989018726843,0.8885303213661423,0.20694274662156503,1187,174089,NA,0.14818282602576843,indianapolis,2025-04-01
12099,NA,34794,6898,731,0,0.853065927869174,1.0657396678254152,1.0183422335732533,0,1982,170772,NA,0.05385738489525996,palmbeach,2025-01-01
42,NA,460715,114812,8316,28666,0.8013176872466885,1.0064981601330754,1.0029850746268656,0.25109491608563117,1197,1626438,NA,0.07059107079396817,pennsylvania,2025-04-01
42003,NA,49948,14461,1035,3551,0.6708057004747484,0.9811769124676152,0.9375454942495256,0.240676026881638,1154,187052,NA,0.07731005281953682,pittsburgh,2025-04-01
35,NA,59865,14001,958,3343,0.7020832437461646,0.8266354404471391,0.8433098591549296,0.19737463591277665,1084,263167,NA,0.05320195921221125,newmexico,2025-04-01
12011,NA,61910,7774,1679,0,0.8456109998178837,1.116820304082366,1.090613835660929,0,1961,273695,NA,0.06816931255594731,fortlauderdale,2024-09-01
27053,NA,44073,12851,829,3501,1.0825621595730963,1.5811507051567957,1.4222603474158266,0.4306074443060745,1421,300194,NA,0.04280898352398782,minneapolis,2025-04-01
27,NA,83406,22746,1560,6300,0.7064563260984648,0.9733824032865456,0.7619047619047619,0.26873120481156826,1264,656737,NA,0.03463486905717205,minnesota,2025-04-01
51760,NA,72395,21069,1581,5324,0.590450676564014,0.8679925432317469,0.9163889291407042,0.2192660928297846,1494,87921,NA,0.23963558194288057,richmond,2025-04-01
51,NA,493502,138606,11450,36896,0.6013370098480977,0.8523096221959865,0.9976257378727482,0.22677703526027657,1567,1095593,NA,0.12651230885922052,virginia,2025-04-01
0,NA,8754984,2115390,141780,498184,1.5090420612503113,0.9339972316686874,0.9046647854755088,0.2165958376786256,NA,29469032,NA,0.07338044733209838,all_sites,2025-04-01
