site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_ytd,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,filings_ytd_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
45019,0.3765296517100722,42481,10424,959,2825,0.564494053551259,0.6991281019450033,0.9159503342884432,0.189368548062743,1665,65685,0.0970388977696582,0.1586968105351298,charleston,2025-04-01
39035,0.1680335338071806,25625,4898,542,862,0.6279790714487018,0.6924681016505849,0.802962962962963,0.103475181561731,939,95834,0.05725525387649477,0.06133105161007576,cleveland,2025-02-01
39049,0.280949599022784,100799,25441,1934,6473,1.089149813610906,1.3895352012671365,1.1933360756890146,0.3533361232919086,1287,274822,0.06851343778882331,0.09257264702243634,columbus,2025-04-01
09,0.16124678663239075,79882,19936,1665,5128,0.7798958277398915,0.9811265040970496,0.9828807556080283,0.2521016665847303,1463,494848,0.03144399896533885,0.0402871184687015,connecticut,2025-04-01
09001,0.17080125463358997,16543,4035,335,1008,0.8211963266319183,1.0078261593539253,1.09596510359869,0.2517692115560735,1644,118307,0.02964321637772913,0.03410618137557372,bridgeport,2025-04-01
09003,0.14649956784788246,25934,6668,575,1707,0.8544036898748077,1.1025739954803504,1.327944572748268,0.28225762001874,1221,121667,0.03803825194999465,0.05480532930046767,hartford,2025-04-01
48113,0.211810670595017,162393,37435,2839,9986,0.799734395314326,0.9275425758601892,1.1256938937351308,0.24742727828342057,1597,493482,0.06327687737344018,0.07585889657576163,dallas,2025-04-01
10,0.33773234200743496,53343,12053,928,3051,0.8283782000015529,0.946744167779436,0.8927368927368927,0.2389754836688337,1358,108917,0.0987908223693271,0.11066224739939588,delaware,2025-04-01
48439,0.24406253729562,179001,46795,3295,11605,0.9500988574992372,1.2463212283435208,1.4557101833443782,0.3090545938748335,1618,458787,0.07305350849086831,0.10199722311225036,fortworth,2025-04-01
48201,0.23435548152995064,322102,76865,5759,19690,1.1003034270259284,1.3167902968838332,1.534914712153518,0.33712434135337704,1403,848172,0.07928108921303698,0.09062430733388982,houston,2025-04-01
45045,0.3601909877648463,62832,14831,1155,3767,0.8621443150438228,1.0242580155044114,1.2241653418124006,0.26004866851906183,1295,72371,0.13890923159829213,0.2049301515800528,greenville,2025-04-01
12103,0.08799266727772685,84004,18978,1392,4637,0.9490368864034344,1.0790311576074596,1.1499380421313508,0.26354826792463554,1764,368395,0.03553794161158539,0.05151535715739899,tampa,2025-04-01
18,0.20304559180967813,314166,73100,4869,17473,0.8459148285369636,0.9935980209593454,0.9276936267505002,0.2370795511594144,1044,814438,0.06668156446531227,0.08975514403797465,indiana,2025-04-01
18141,0.1753410813542193,11963,2938,223,647,0.7749311740890689,0.9599738604803136,0.986725663716814,0.21126530612244895,1077,33066,0.05984999697574548,0.08885259783463376,southbend,2025-04-01
12031,0.1623199688594784,60184,13899,1068,3844,1.0059672054423587,1.167688817945056,1.4327877649584115,0.32265645984421165,1516,177265,0.07246213296477026,0.07840803317067667,jacksonville,2025-04-01
47157,0.2750867169965313,116295,24710,721,3176,0.8692597333432995,0.98155853699713,0.34296586990129624,0.11785551937509856,1226,168231,0.1456628088758909,0.16023422339737406,memphis,2025-03-01
29,0.15278568645667875,159737,36555,2673,9454,0.8563310665741021,0.9897116556112088,0.8597619813444838,0.2555756805709497,1019,798230,0.0418012352329529,0.04579507159590594,missouri,2025-04-01
29095,0.16131787675411838,35938,8408,649,2063,0.7852597193315962,0.9261951971799957,0.9498719356019026,0.2271150988055265,1197,122597,0.06684502883431079,0.06858242860755157,kansascity,2025-04-01
29510,0.16521988664897053,61752,15340,1040,4012,0.8169523702427295,1.0216620323348706,0.9937888198757764,0.2668218472025937,1129,201627,0.06913260624817112,0.07608108041085768,stlouis,2025-04-01
44007,0.19754623044096728,24048,4256,397,700,0.7811469685403842,0.7958115183246073,0.6708914237431348,0.11087791549518868,1369,111239,0.05055780796303454,0.04591195533940434,providence,2025-02-01
44,0.2031928301358353,31626,5645,538,948,0.7807780376860075,0.8019605057536582,0.6718701217608493,0.11420310805926996,1365,159990,0.04463403962747671,0.0423401462591412,rhode_island,2025-02-01
55,0.18513375536042476,116999,25102,1700,5757,0.8380266809920317,0.9057733942747176,0.8866481223922129,0.2074868751426615,1071,800791,0.03057601796223983,0.03134650614205205,wisconsin,2025-04-01
55079,0.24496701065809504,56946,11568,671,2276,0.8692041987267056,0.8889708594614534,0.7886694875411377,0.17474624940497213,1084,188131,0.0628391918397287,0.06148906878717489,milwaukee,2025-04-01
48453,NA,37924,13384,1235,3896,0.8203029523032896,1.452151898734177,2.062343445588646,0.42255201460566505,1770,291290,NA,0.04594733770469292,austin,2025-04-01
47037,NA,54717,14653,1457,3998,1.0592027152591368,1.4275647062644106,2.0754985754985755,0.38950410807651087,1620,161248,NA,0.09087244492954952,nashville,2025-04-01
