group,month,month_last_day,month_filings,avg_filings,month_diff
White,January,,73,79.3333333333333,0.920168067226891
White,February,,74,54.3333333333333,1.36196319018405
White,March,,44,48.6666666666667,0.904109589041096
White,April,,5,45.3333333333333,0.110294117647059
White,May,,8,59,0.135593220338983
White,June,,16,56.3333333333333,0.284023668639053
White,July,,8,62,0.129032258064516
White,August,,33,60.3333333333333,0.546961325966851
White,September,,54,63,0.857142857142857
White,October,,46,60.3333333333333,0.762430939226519
White,November,,56,50,1.12
White,December,12/12/2020,13,14,0.928571428571429
Black,January,,12,27.3333333333333,0.439024390243902
Black,February,,16,17,0.941176470588235
Black,March,,9,12,0.75
Black,April,,3,18.6666666666667,0.160714285714286
Black,May,,6,21,0.285714285714286
Black,June,,5,20,0.25
Black,July,,6,17.6666666666667,0.339622641509434
Black,August,,12,20,0.6
Black,September,,14,18.3333333333333,0.763636363636364
Black,October,,17,17.6666666666667,0.962264150943396
Black,November,,9,16.6666666666667,0.54
Black,December,12/12/2020,3,6.33333333333333,0.473684210526316
Other,January,,37,64.3333333333333,0.575129533678757
Other,February,,46,41.6666666666667,1.104
Other,March,,33,35.6666666666667,0.925233644859813
Other,April,,5,43.3333333333333,0.115384615384615
Other,May,,5,43.3333333333333,0.115384615384615
Other,June,,4,54.6666666666667,0.0731707317073171
Other,July,,10,54,0.185185185185185
Other,August,,20,54.3333333333333,0.368098159509203
Other,September,,34,50.3333333333333,0.675496688741722
Other,October,,48,56,0.857142857142857
Other,November,,24,46.6666666666667,0.514285714285714
Other,December,12/12/2020,14,19.3333333333333,0.724137931034483
