id,month_date,month_filings,month_rate,month_diff,pct_white,pct_black,pct_latinx
10003000200,21/03/2021,4,0.00464037122969838,0.28169014084507,0.32830626450116,0.645011600928074,0.0266821345707657
10003000300,21/03/2021,1,0.00177304964539007,0.307692307692308,0.0975177304964539,0.831560283687943,0.0514184397163121
10003000400,21/03/2021,4,0.00421496311907271,0.769230769230769,0.282402528977871,0.645943097997893,0.047418335089568
10003000500,21/03/2021,3,0.00544464609800363,0.333333333333333,0.143375680580762,0.842105263157895,0.014519056261343
10003000601,21/03/2021,1,0.00221238938053097,0.275862068965517,0,0.920353982300885,0.0353982300884956
10003000602,21/03/2021,2,0.00261096605744125,0.25,0.0913838120104439,0.866840731070496,0
10003000900,21/03/2021,2,0.00388349514563107,0.272727272727273,0.0718446601941748,0.801941747572816,0.0640776699029126
10003001400,21/03/2021,3,0.00568181818181818,1.6,0.573863636363636,0.25,0.117424242424242
10003001500,21/03/2021,1,0.00162337662337662,0.307692307692308,0.597402597402597,0.308441558441558,0.0762987012987013
10003001600,21/03/2021,2,0.00323101777059774,0.19672131147541,0.134087237479806,0.718901453957997,0.137318255250404
10003001902,21/03/2021,1,0.00201612903225806,0.421052631578947,0.258064516129032,0.663306451612903,0.0100806451612903
10003002100,21/03/2021,3,0.00443131462333826,0.484848484848485,0.051698670605613,0.747415066469719,0.155096011816839
10003002200,21/03/2021,5,0.0101419878296146,0.857142857142857,0.0243407707910751,0.387423935091278,0.606490872210953
10003002300,21/03/2021,2,0.0029585798816568,0.272727272727273,0.143491124260355,0.547337278106509,0.292899408284024
10003002600,21/03/2021,3,0.00369458128078818,0.421052631578947,0.0862068965517242,0.704433497536946,0.142857142857143
10003002700,21/03/2021,1,0.00233644859813084,0.285714285714286,0.252336448598131,0.380841121495327,0.182242990654206
10003002800,21/03/2021,12,0.0173160173160173,0.962962962962963,0.370851370851371,0.500721500721501,0.0707070707070707
10003002900,21/03/2021,6,0.00474308300395257,0.528301886792453,0.0213438735177866,0.944664031620553,0.00632411067193676
10003003002,21/03/2021,1,0.00255754475703325,0.380952380952381,0.0255754475703325,0.818414322250639,0.10230179028133
10003010101,21/03/2021,1,0.000736919675755343,0.0987654320987654,0.384672070744289,0.401621223286662,0.0383198231392778
10003010104,21/03/2021,11,0.0109452736318408,0.521739130434783,0.435820895522388,0.500497512437811,0.0288557213930348
10003010502,21/03/2021,4,0.004149377593361,1.42857142857143,0.561203319502075,0.407676348547718,0.0155601659751037
10003010702,21/03/2021,4,0.00387221684414327,0.25,0.260406582768635,0.713455953533398,0
10003011100,21/03/2021,1,0.00444444444444444,1.14285714285714,0.951111111111111,0.0177777777777778,0.0266666666666667
10003011203,21/03/2021,6,0.0078740157480315,0.8,0.402887139107612,0.461942257217848,0
10003011600,21/03/2021,1,0.00431034482758621,1.6,0.40948275862069,0.323275862068966,0.206896551724138
10003011700,21/03/2021,1,0.00671140939597315,2,0.912751677852349,0.0402684563758389,0
10003011900,21/03/2021,1,0.00613496932515337,1.33333333333333,0.533742331288344,0.141104294478528,0.325153374233129
10003012000,21/03/2021,2,0.00533333333333333,0.631578947368421,0.442666666666667,0.208,0.312
10003012100,21/03/2021,1,0.00278551532033426,0.347826086956522,0.607242339832869,0.392757660167131,0.0584958217270195
10003012200,21/03/2021,8,0.0119940029985007,0.837209302325582,0.301349325337331,0.361319340329835,0.338830584707646
10003012300,21/03/2021,1,0.00211864406779661,0.266666666666667,0.483050847457627,0.169491525423729,0.347457627118644
10003012500,21/03/2021,2,0.00317460317460317,0.857142857142857,0.423809523809524,0.106349206349206,0.450793650793651
10003012600,21/03/2021,1,0.00460829493087558,1.33333333333333,0.56221198156682,0.0783410138248848,0.359447004608295
10003012900,21/03/2021,8,0.00938967136150235,0.765957446808511,0.279342723004695,0.363849765258216,0.373239436619718
10003013000,21/03/2021,2,0.0176991150442478,2.4,0.584070796460177,0.0530973451327434,0.230088495575221
10003013100,21/03/2021,4,0.0220994475138122,2.5,0.56353591160221,0.12707182320442,0.30939226519337
10003013604,21/03/2021,1,0.00431034482758621,1.6,0.439655172413793,0.267241379310345,0.168103448275862
10003013607,21/03/2021,1,0.000936329588014981,1.14285714285714,0.682584269662921,0.172284644194757,0.00936329588014981
10003013608,21/03/2021,2,0.00719424460431655,3,0.424460431654676,0.341726618705036,0.0611510791366907
10003013613,21/03/2021,1,0.00188679245283019,1,0.767924528301887,0.143396226415094,0.0226415094339623
10003013614,21/03/2021,2,0.0033500837520938,0.631578947368421,0.487437185929648,0.21105527638191,0.273031825795645
10003013615,21/03/2021,1,0.004,0.533333333333333,0.716,0.072,0.192
10003013800,21/03/2021,1,0.000984251968503937,0.615384615384615,0.419291338582677,0.172244094488189,0.0728346456692913
10003013901,21/03/2021,4,0.0129032258064516,1.33333333333333,0.274193548387097,0.238709677419355,0.409677419354839
10003013904,21/03/2021,3,0.00206753962784287,0.390243902439024,0.46381805651275,0.25223983459683,0.0944176430048243
10003014000,21/03/2021,8,0.0061633281972265,0.31304347826087,0.389060092449923,0.35824345146379,0.13482280431433
10003014100,21/03/2021,2,0.00341296928327645,0.428571428571429,0.4419795221843,0.337883959044369,0.204778156996587
10003014403,21/03/2021,1,0.00110497237569061,0.121212121212121,0.425414364640884,0.298342541436464,0.101657458563536
10003014404,21/03/2021,6,0.0116731517509728,1.03703703703704,0.517509727626459,0.1284046692607,0
10003014501,21/03/2021,4,0.00477326968973747,1.05263157894737,0.696897374701671,0.15035799522673,0.0525059665871122
