type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,27053000101,Other,01/2020,3,0.5,1.25,2025-05-03
Census Tract,27053000101,Other,02/2020,2,1.5,1,2025-05-03
Census Tract,27053000101,Other,03/2020,0,1,1.375,2025-05-03
Census Tract,27053000101,Other,04/2020,0,0.5,2,2025-05-03
Census Tract,27053000101,Other,05/2020,0,0.5,1.5,2025-05-03
Census Tract,27053000101,Other,06/2020,0,1,1.5,2025-05-03
Census Tract,27053000101,Other,07/2020,0,2,0.625,2025-05-03
Census Tract,27053000101,Other,08/2020,0,1.5,1.875,2025-05-03
Census Tract,27053000101,Other,09/2020,1,0.5,1.125,2025-05-03
Census Tract,27053000101,Other,10/2020,0,2,0.625,2025-05-03
Census Tract,27053000101,Other,11/2020,0,1,1.25,2025-05-03
Census Tract,27053000101,Other,12/2020,0,1,1.75,2025-05-03
Census Tract,27053000101,Other,01/2021,0,0.5,1.25,2025-05-03
Census Tract,27053000101,Other,02/2021,0,1.5,1,2025-05-03
Census Tract,27053000101,Other,03/2021,0,1,1.375,2025-05-03
Census Tract,27053000101,Other,04/2021,0,0.5,2,2025-05-03
Census Tract,27053000101,Other,05/2021,0,0.5,1.5,2025-05-03
Census Tract,27053000101,Other,06/2021,0,1,1.5,2025-05-03
Census Tract,27053000101,Other,07/2021,0,2,0.625,2025-05-03
Census Tract,27053000101,Other,08/2021,1,1.5,1.875,2025-05-03
Census Tract,27053000101,Other,09/2021,0,0.5,1.125,2025-05-03
Census Tract,27053000101,Other,10/2021,0,2,0.625,2025-05-03
Census Tract,27053000101,Other,11/2021,0,1,1.25,2025-05-03
Census Tract,27053000101,Other,12/2021,0,1,1.75,2025-05-03
Census Tract,27053000101,Other,01/2022,0,0.5,1.25,2025-05-03
Census Tract,27053000101,Other,02/2022,0,1.5,1,2025-05-03
Census Tract,27053000101,Other,03/2022,0,1,1.375,2025-05-03
Census Tract,27053000101,Other,04/2022,0,0.5,2,2025-05-03
Census Tract,27053000101,Other,05/2022,4,0.5,1.5,2025-05-03
Census Tract,27053000101,Other,06/2022,4,1,1.5,2025-05-03
Census Tract,27053000101,Other,07/2022,2,2,0.625,2025-05-03
Census Tract,27053000101,Other,08/2022,2,1.5,1.875,2025-05-03
Census Tract,27053000101,Other,09/2022,2,0.5,1.125,2025-05-03
Census Tract,27053000101,Other,10/2022,0,2,0.625,2025-05-03
Census Tract,27053000101,Other,11/2022,1,1,1.25,2025-05-03
Census Tract,27053000101,Other,12/2022,3,1,1.75,2025-05-03
Census Tract,27053000101,Other,01/2023,1,0.5,1.25,2025-05-03
Census Tract,27053000101,Other,02/2023,1,1.5,1,2025-05-03
Census Tract,27053000101,Other,03/2023,1,1,1.375,2025-05-03
Census Tract,27053000101,Other,04/2023,1,0.5,2,2025-05-03
Census Tract,27053000101,Other,05/2023,0,0.5,1.5,2025-05-03
Census Tract,27053000101,Other,06/2023,2,1,1.5,2025-05-03
Census Tract,27053000101,Other,07/2023,4,2,0.625,2025-05-03
Census Tract,27053000101,Other,08/2023,2,1.5,1.875,2025-05-03
Census Tract,27053000101,Other,09/2023,1,0.5,1.125,2025-05-03
Census Tract,27053000101,Other,10/2023,3,2,0.625,2025-05-03
Census Tract,27053000101,Other,11/2023,1,1,1.25,2025-05-03
Census Tract,27053000101,Other,12/2023,2,1,1.75,2025-05-03
Census Tract,27053000101,Other,01/2024,0,0.5,1.25,2025-05-03
Census Tract,27053000101,Other,02/2024,2,1.5,1,2025-05-03
Census Tract,27053000101,Other,03/2024,1,1,1.375,2025-05-03
Census Tract,27053000101,Other,04/2024,0,0.5,2,2025-05-03
Census Tract,27053000101,Other,05/2024,1,0.5,1.5,2025-05-03
Census Tract,27053000101,Other,06/2024,0,1,1.5,2025-05-03
Census Tract,27053000101,Other,07/2024,0,2,0.625,2025-05-03
Census Tract,27053000101,Other,08/2024,1,1.5,1.875,2025-05-03
Census Tract,27053000101,Other,09/2024,1,0.5,1.125,2025-05-03
Census Tract,27053000101,Other,10/2024,1,2,0.625,2025-05-03
Census Tract,27053000101,Other,11/2024,1,1,1.25,2025-05-03
Census Tract,27053000101,Other,12/2024,0,1,1.75,2025-05-03
Census Tract,27053000101,Other,01/2025,2,0.5,1.25,2025-05-03
