share,last_year,prepandemic,renters
white_share,0.4157789937144522,0.4235891311689067,0.48680755287289706
black_share,0.4009000186953003,0.40337772659802484,0.2649672202166167
latinx_share,0.13943104532966094,0.13324388837817155,0.17242324463730083
other_share,0.02194497113029329,0.019894626927448446,0.07580198227318546
female_share,0.6136098532449603,0.5894065137467225,0.526354954629691
