share,last_year,prepandemic,renters
white_share,0.4154086538777487,0.4235891311689067,0.48680755287289706
black_share,0.3994244899490311,0.40337772659802484,0.2649672202166167
latinx_share,0.1409869129373371,0.13324388837817155,0.17242324463730083
other_share,0.044179943235882986,0.039789253854896955,0.07580198227318546
female_share,0.5904552196283038,0.5894065137467225,0.526354954629691
