share,last_year,postpandemic,renters
white_share,0.4123112491365425,0.4173655744764569,0.4728719966251557
black_share,0.3630024794668952,0.35754707498514116,0.2834730292076369
Hispanic_share,0.1579659149351291,0.16060101916427463,0.17450149786886973
other_share,0.06672035646143322,0.06448633137412729,0.06915347629833768
female_share,0.5767411132887422,0.675901232561329,0.5283484817385754
