city,type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
"Charleston, SC",County,sealed,"",11/2021,32,25.15,2023-04-08
"Charleston, SC",County,sealed,"",12/2021,29,31.95,2023-04-08
"Charleston, SC",County,sealed,"",01/2022,54,26.5416666666667,2023-04-08
"Charleston, SC",County,sealed,"",02/2022,59,30.3,2023-04-08
"Charleston, SC",County,sealed,"",03/2022,64,23.8,2023-04-08
"Charleston, SC",County,sealed,"",04/2022,67,17.2,2023-04-08
"Charleston, SC",County,sealed,"",05/2022,57,31.2,2023-04-08
"Charleston, SC",County,sealed,"",06/2022,57,24,2023-04-08
"Charleston, SC",County,sealed,"",07/2022,77,32.7083333333333,2023-04-08
"Charleston, SC",County,sealed,"",08/2022,84,28.25,2023-04-08
"Charleston, SC",County,sealed,"",09/2022,78,22.65,2023-04-08
"Charleston, SC",County,sealed,"",10/2022,49,29.7916666666667,2023-04-08
"Charleston, SC",County,sealed,"",11/2022,65,22.95,2023-04-08
"Charleston, SC",County,sealed,"",12/2022,60,29.2,2023-04-08
"Charleston, SC",County,sealed,"",01/2023,88,31.15,2023-04-08
"Charleston, SC",County,sealed,"",02/2023,74,28.7,2023-04-08
"Charleston, SC",County,sealed,"",03/2023,74,22.2,2023-04-08
"Charleston, SC",County,sealed,"",04/2023,1,1.75,2023-04-08
"Cincinnati, OH",County,39061,White,01/2020,1110,598.72,2023-04-08
"Cincinnati, OH",County,39061,White,02/2020,762,435,2023-04-08
"Cincinnati, OH",County,39061,White,03/2020,518,534.08,2023-04-08
"Cincinnati, OH",County,39061,White,04/2020,239,532.36,2023-04-08
"Cincinnati, OH",County,39061,White,05/2020,310,660.6,2023-04-08
"Cincinnati, OH",County,39061,White,06/2020,347,723.2,2023-04-08
"Cincinnati, OH",County,39061,White,07/2020,515,710.8,2023-04-08
"Cincinnati, OH",County,39061,White,08/2020,746,665.566666666667,2023-04-08
"Cincinnati, OH",County,39061,White,09/2020,782,704.6,2023-04-08
"Cincinnati, OH",County,39061,White,10/2020,707,597.6,2023-04-08
"Cincinnati, OH",County,39061,White,11/2020,714,631.12,2023-04-08
"Cincinnati, OH",County,39061,White,12/2020,874,605.44,2023-04-08
"Cincinnati, OH",County,39061,White,01/2021,759,766.72,2023-04-08
"Cincinnati, OH",County,39061,White,02/2021,662,556.76,2023-04-08
"Cincinnati, OH",County,39061,White,03/2021,673,508.92,2023-04-08
"Cincinnati, OH",County,39061,White,04/2021,703,503.92,2023-04-08
"Cincinnati, OH",County,39061,White,05/2021,687,630.333333333333,2023-04-08
"Cincinnati, OH",County,39061,White,06/2021,897,687.6,2023-04-08
"Cincinnati, OH",County,39061,White,07/2021,919,679.16,2023-04-08
"Cincinnati, OH",County,39061,White,08/2021,865,758.64,2023-04-08
"Cincinnati, OH",County,39061,White,09/2021,978,671.2,2023-04-08
"Cincinnati, OH",County,39061,White,10/2021,933,654.966666666667,2023-04-08
"Cincinnati, OH",County,39061,White,11/2021,865,597.92,2023-04-08
"Cincinnati, OH",County,39061,White,12/2021,959,582.84,2023-04-08
"Cincinnati, OH",County,39061,White,01/2022,1032,611.933333333333,2023-04-08
"Cincinnati, OH",County,39061,White,02/2022,844,531.88,2023-04-08
"Cincinnati, OH",County,39061,White,03/2022,995,477.68,2023-04-08
"Cincinnati, OH",County,39061,White,04/2022,805,472.96,2023-04-08
"Cincinnati, OH",County,39061,White,05/2022,973,714,2023-04-08
"Cincinnati, OH",County,39061,White,06/2022,1178,649.6,2023-04-08
"Cincinnati, OH",County,39061,White,07/2022,1179,745.166666666667,2023-04-08
"Cincinnati, OH",County,39061,White,08/2022,1253,719.52,2023-04-08
"Cincinnati, OH",County,39061,White,09/2022,1224,625.44,2023-04-08
"Cincinnati, OH",County,39061,White,10/2022,1149,615.033333333333,2023-04-08
"Cincinnati, OH",County,39061,White,11/2022,731,564.96,2023-04-08
"Cincinnati, OH",County,39061,White,12/2022,1304,548.76,2023-04-08
"Cincinnati, OH",County,39061,White,01/2023,960,687.36,2023-04-08
"Cincinnati, OH",County,39061,White,02/2023,1003,501.44,2023-04-08
"Cincinnati, OH",County,39061,White,03/2023,751,455.4,2023-04-08
"Cincinnati, OH",County,39061,White,04/2023,123,92.9,2023-04-08
"Cincinnati, OH",County,sealed,"",01/2020,35,0.56,2023-04-08
"Cincinnati, OH",County,sealed,"",02/2020,127,1.24,2023-04-08
"Cincinnati, OH",County,sealed,"",03/2020,10,0.44,2023-04-08
"Cincinnati, OH",County,sealed,"",04/2020,0,0.2,2023-04-08
"Cincinnati, OH",County,sealed,"",05/2020,26,0.533333333333333,2023-04-08
"Cincinnati, OH",County,sealed,"",06/2020,32,2.4,2023-04-08
"Cincinnati, OH",County,sealed,"",07/2020,30,0.36,2023-04-08
"Cincinnati, OH",County,sealed,"",08/2020,0,1.1,2023-04-08
"Cincinnati, OH",County,sealed,"",09/2020,1,1.04,2023-04-08
"Cincinnati, OH",County,sealed,"",10/2020,0,0.72,2023-04-08
"Cincinnati, OH",County,sealed,"",11/2020,2,0.12,2023-04-08
"Cincinnati, OH",County,sealed,"",12/2020,1,0.8,2023-04-08
"Cincinnati, OH",County,sealed,"",01/2021,2,0.8,2023-04-08
"Cincinnati, OH",County,sealed,"",02/2021,0,1.56,2023-04-08
"Cincinnati, OH",County,sealed,"",03/2021,0,0.44,2023-04-08
"Cincinnati, OH",County,sealed,"",04/2021,4,0.2,2023-04-08
"Cincinnati, OH",County,sealed,"",05/2021,3,0.466666666666667,2023-04-08
"Cincinnati, OH",County,sealed,"",06/2021,1,2.24,2023-04-08
"Cincinnati, OH",County,sealed,"",07/2021,1,0.36,2023-04-08
"Cincinnati, OH",County,sealed,"",08/2021,0,1.24,2023-04-08
"Cincinnati, OH",County,sealed,"",09/2021,2,1,2023-04-08
"Cincinnati, OH",County,sealed,"",10/2021,1,0.766666666666667,2023-04-08
"Cincinnati, OH",County,sealed,"",11/2021,1,0.12,2023-04-08
"Cincinnati, OH",County,sealed,"",12/2021,0,0.72,2023-04-08
"Cincinnati, OH",County,sealed,"",01/2022,7,0.6,2023-04-08
"Cincinnati, OH",County,sealed,"",02/2022,4,1.48,2023-04-08
"Cincinnati, OH",County,sealed,"",03/2022,5,0.4,2023-04-08
"Cincinnati, OH",County,sealed,"",04/2022,0,0.2,2023-04-08
"Cincinnati, OH",County,sealed,"",05/2022,1,0.56,2023-04-08
"Cincinnati, OH",County,sealed,"",06/2022,4,2.16,2023-04-08
"Cincinnati, OH",County,sealed,"",07/2022,3,0.366666666666667,2023-04-08
"Cincinnati, OH",County,sealed,"",08/2022,7,1.2,2023-04-08
"Cincinnati, OH",County,sealed,"",09/2022,12,0.92,2023-04-08
"Cincinnati, OH",County,sealed,"",10/2022,4,0.733333333333333,2023-04-08
"Cincinnati, OH",County,sealed,"",11/2022,0,0.12,2023-04-08
"Cincinnati, OH",County,sealed,"",12/2022,6,0.68,2023-04-08
"Cincinnati, OH",County,sealed,"",01/2023,8,0.68,2023-04-08
"Cincinnati, OH",County,sealed,"",02/2023,4,1.32,2023-04-08
"Cincinnati, OH",County,sealed,"",03/2023,1,0.36,2023-04-08
"Cincinnati, OH",County,sealed,"",04/2023,4,0,2023-04-08
"Cleveland, OH",County,39035,White,01/2020,646,0,2023-04-08
"Cleveland, OH",County,39035,White,02/2020,586,0,2023-04-08
"Cleveland, OH",County,39035,White,03/2020,217,0,2023-04-08
"Cleveland, OH",County,39035,White,04/2020,1,0,2023-04-08
"Cleveland, OH",County,39035,White,05/2020,2,0,2023-04-08
"Cleveland, OH",County,39035,White,06/2020,505,0,2023-04-08
"Cleveland, OH",County,39035,White,07/2020,413,0,2023-04-08
"Cleveland, OH",County,39035,White,08/2020,431,0,2023-04-08
"Cleveland, OH",County,39035,White,09/2020,321,0,2023-04-08
"Cleveland, OH",County,39035,White,10/2020,374,0,2023-04-08
"Cleveland, OH",County,39035,White,11/2020,330,0,2023-04-08
"Cleveland, OH",County,39035,White,12/2020,426,0,2023-04-08
"Cleveland, OH",County,39035,White,01/2021,388,0,2023-04-08
"Cleveland, OH",County,39035,White,02/2021,313,0,2023-04-08
"Cleveland, OH",County,39035,White,03/2021,420,0,2023-04-08
"Cleveland, OH",County,39035,White,04/2021,234,0,2023-04-08
"Cleveland, OH",County,39035,White,05/2021,239,0,2023-04-08
"Cleveland, OH",County,39035,White,06/2021,301,0,2023-04-08
"Cleveland, OH",County,39035,White,07/2021,325,0,2023-04-08
"Cleveland, OH",County,39035,White,08/2021,369,0,2023-04-08
"Cleveland, OH",County,39035,White,09/2021,429,0,2023-04-08
"Cleveland, OH",County,39035,White,10/2021,412,0,2023-04-08
"Cleveland, OH",County,39035,White,11/2021,383,0,2023-04-08
"Cleveland, OH",County,39035,White,12/2021,340,0,2023-04-08
"Cleveland, OH",County,39035,White,01/2022,395,0,2023-04-08
"Cleveland, OH",County,39035,White,02/2022,342,0,2023-04-08
"Cleveland, OH",County,39035,White,03/2022,417,0,2023-04-08
"Cleveland, OH",County,39035,White,04/2022,353,0,2023-04-08
"Cleveland, OH",County,39035,White,05/2022,350,0,2023-04-08
"Cleveland, OH",County,39035,White,06/2022,440,0,2023-04-08
"Cleveland, OH",County,39035,White,07/2022,413,0,2023-04-08
"Cleveland, OH",County,39035,White,08/2022,508,0,2023-04-08
"Cleveland, OH",County,39035,White,09/2022,666,0,2023-04-08
"Cleveland, OH",County,39035,White,10/2022,596,0,2023-04-08
"Cleveland, OH",County,39035,White,11/2022,542,0,2023-04-08
"Cleveland, OH",County,39035,White,12/2022,523,0,2023-04-08
"Cleveland, OH",County,39035,White,01/2023,492,0,2023-04-08
"Cleveland, OH",County,39035,White,02/2023,633,0,2023-04-08
"Cleveland, OH",County,39035,White,03/2023,444,0,2023-04-08
"Cleveland, OH",County,39035,White,04/2023,0,0,2023-04-08
"Cleveland, OH",County,sealed,"",01/2020,12,381.6,2023-04-08
"Cleveland, OH",County,sealed,"",02/2020,7,348.8,2023-04-08
"Cleveland, OH",County,sealed,"",03/2020,6,411.25,2023-04-08
"Cleveland, OH",County,sealed,"",04/2020,0,372.95,2023-04-08
"Cleveland, OH",County,sealed,"",05/2020,0,439.333333333333,2023-04-08
"Cleveland, OH",County,sealed,"",06/2020,4,464.85,2023-04-08
"Cleveland, OH",County,sealed,"",07/2020,3,409.95,2023-04-08
"Cleveland, OH",County,sealed,"",08/2020,9,448,2023-04-08
"Cleveland, OH",County,sealed,"",09/2020,3,442.6,2023-04-08
"Cleveland, OH",County,sealed,"",10/2020,8,420.35,2023-04-08
"Cleveland, OH",County,sealed,"",11/2020,2,416.45,2023-04-08
"Cleveland, OH",County,sealed,"",12/2020,11,388.15,2023-04-08
"Cleveland, OH",County,sealed,"",01/2021,9,469.65,2023-04-08
"Cleveland, OH",County,sealed,"",02/2021,9,430.2,2023-04-08
"Cleveland, OH",County,sealed,"",03/2021,4,390.45,2023-04-08
"Cleveland, OH",County,sealed,"",04/2021,2,349.05,2023-04-08
"Cleveland, OH",County,sealed,"",05/2021,5,410.541666666667,2023-04-08
"Cleveland, OH",County,sealed,"",06/2021,3,440.9,2023-04-08
"Cleveland, OH",County,sealed,"",07/2021,7,389.1,2023-04-08
"Cleveland, OH",County,sealed,"",08/2021,8,507.15,2023-04-08
"Cleveland, OH",County,sealed,"",09/2021,12,411,2023-04-08
"Cleveland, OH",County,sealed,"",10/2021,10,449.916666666667,2023-04-08
"Cleveland, OH",County,sealed,"",11/2021,9,386.9,2023-04-08
"Cleveland, OH",County,sealed,"",12/2021,6,367.8,2023-04-08
"Cleveland, OH",County,sealed,"",01/2022,8,377.291666666667,2023-04-08
"Cleveland, OH",County,sealed,"",02/2022,2,415.85,2023-04-08
"Cleveland, OH",County,sealed,"",03/2022,2,375.8,2023-04-08
"Cleveland, OH",County,sealed,"",04/2022,11,334.75,2023-04-08
"Cleveland, OH",County,sealed,"",05/2022,7,472.65,2023-04-08
"Cleveland, OH",County,sealed,"",06/2022,9,419.6,2023-04-08
"Cleveland, OH",County,sealed,"",07/2022,5,432.875,2023-04-08
"Cleveland, OH",County,sealed,"",08/2022,17,486.5,2023-04-08
"Cleveland, OH",County,sealed,"",09/2022,10,393.9,2023-04-08
"Cleveland, OH",County,sealed,"",10/2022,6,431.666666666667,2023-04-08
"Cleveland, OH",County,sealed,"",11/2022,6,367.5,2023-04-08
"Cleveland, OH",County,sealed,"",12/2022,3,357.1,2023-04-08
"Cleveland, OH",County,sealed,"",01/2023,5,432.85,2023-04-08
"Cleveland, OH",County,sealed,"",02/2023,9,396.95,2023-04-08
"Cleveland, OH",County,sealed,"",03/2023,31,365.2,2023-04-08
"Cleveland, OH",County,sealed,"",04/2023,62,89.625,2023-04-08
"Columbus, OH",County,39049,White,01/2020,1571,893.466666666667,2023-04-08
"Columbus, OH",County,39049,White,02/2020,1378,714.333333333333,2023-04-08
"Columbus, OH",County,39049,White,03/2020,813,1052.6,2023-04-08
"Columbus, OH",County,39049,White,04/2020,295,735,2023-04-08
"Columbus, OH",County,39049,White,05/2020,390,944.944444444445,2023-04-08
"Columbus, OH",County,39049,White,06/2020,677,889.4,2023-04-08
"Columbus, OH",County,39049,White,07/2020,766,868.4,2023-04-08
"Columbus, OH",County,39049,White,08/2020,975,971,2023-04-08
"Columbus, OH",County,39049,White,09/2020,1396,1148.26666666667,2023-04-08
"Columbus, OH",County,39049,White,10/2020,1298,876.266666666667,2023-04-08
"Columbus, OH",County,39049,White,11/2020,837,717.866666666667,2023-04-08
"Columbus, OH",County,39049,White,12/2020,1643,858.333333333333,2023-04-08
"Columbus, OH",County,39049,White,01/2021,921,1117.4,2023-04-08
"Columbus, OH",County,39049,White,02/2021,822,907.133333333333,2023-04-08
"Columbus, OH",County,39049,White,03/2021,1652,1011.2,2023-04-08
"Columbus, OH",County,39049,White,04/2021,1029,693.8,2023-04-08
"Columbus, OH",County,39049,White,05/2021,930,900.5,2023-04-08
"Columbus, OH",County,39049,White,06/2021,1201,850.8,2023-04-08
"Columbus, OH",County,39049,White,07/2021,1526,841.2,2023-04-08
"Columbus, OH",County,39049,White,08/2021,1471,1099.8,2023-04-08
"Columbus, OH",County,39049,White,09/2021,1416,1081.86666666667,2023-04-08
"Columbus, OH",County,39049,White,10/2021,1477,962.277777777778,2023-04-08
"Columbus, OH",County,39049,White,11/2021,1282,690.4,2023-04-08
"Columbus, OH",County,39049,White,12/2021,1632,821.066666666667,2023-04-08
"Columbus, OH",County,39049,White,01/2022,1653,888,2023-04-08
"Columbus, OH",County,39049,White,02/2022,1539,853.2,2023-04-08
"Columbus, OH",County,39049,White,03/2022,1635,946.4,2023-04-08
"Columbus, OH",County,39049,White,04/2022,1416,640.933333333333,2023-04-08
"Columbus, OH",County,39049,White,05/2022,1714,990.8,2023-04-08
"Columbus, OH",County,39049,White,06/2022,1623,795.733333333333,2023-04-08
"Columbus, OH",County,39049,White,07/2022,1630,904.944444444445,2023-04-08
"Columbus, OH",County,39049,White,08/2022,1878,1039.93333333333,2023-04-08
"Columbus, OH",County,39049,White,09/2022,1803,999.8,2023-04-08
"Columbus, OH",County,39049,White,10/2022,1898,900.777777777778,2023-04-08
"Columbus, OH",County,39049,White,11/2022,1726,642.133333333333,2023-04-08
"Columbus, OH",County,39049,White,12/2022,1505,776.133333333333,2023-04-08
"Columbus, OH",County,39049,White,01/2023,1728,1014.73333333333,2023-04-08
"Columbus, OH",County,39049,White,02/2023,1466,812.4,2023-04-08
"Columbus, OH",County,39049,White,03/2023,1870,886.4,2023-04-08
"Columbus, OH",County,39049,White,04/2023,83,90.3333333333333,2023-04-08
"Columbus, OH",County,sealed,"",01/2020,7,3.06666666666667,2023-04-08
"Columbus, OH",County,sealed,"",02/2020,2,1.46666666666667,2023-04-08
"Columbus, OH",County,sealed,"",03/2020,10,1.53333333333333,2023-04-08
"Columbus, OH",County,sealed,"",04/2020,2,2.26666666666667,2023-04-08
"Columbus, OH",County,sealed,"",05/2020,4,1.44444444444444,2023-04-08
"Columbus, OH",County,sealed,"",06/2020,5,1.6,2023-04-08
"Columbus, OH",County,sealed,"",07/2020,2,2.73333333333333,2023-04-08
"Columbus, OH",County,sealed,"",08/2020,3,2.16666666666667,2023-04-08
"Columbus, OH",County,sealed,"",09/2020,4,1.53333333333333,2023-04-08
"Columbus, OH",County,sealed,"",10/2020,23,2.73333333333333,2023-04-08
"Columbus, OH",County,sealed,"",11/2020,4,2,2023-04-08
"Columbus, OH",County,sealed,"",12/2020,15,2.2,2023-04-08
"Columbus, OH",County,sealed,"",01/2021,5,3.73333333333333,2023-04-08
"Columbus, OH",County,sealed,"",02/2021,3,1.93333333333333,2023-04-08
"Columbus, OH",County,sealed,"",03/2021,14,1.46666666666667,2023-04-08
"Columbus, OH",County,sealed,"",04/2021,3,2.2,2023-04-08
"Columbus, OH",County,sealed,"",05/2021,0,1.44444444444444,2023-04-08
"Columbus, OH",County,sealed,"",06/2021,7,1.6,2023-04-08
"Columbus, OH",County,sealed,"",07/2021,9,2.66666666666667,2023-04-08
"Columbus, OH",County,sealed,"",08/2021,6,2.33333333333333,2023-04-08
"Columbus, OH",County,sealed,"",09/2021,4,1.53333333333333,2023-04-08
"Columbus, OH",County,sealed,"",10/2021,5,3,2023-04-08
"Columbus, OH",County,sealed,"",11/2021,12,1.8,2023-04-08
"Columbus, OH",County,sealed,"",12/2021,8,2.2,2023-04-08
"Columbus, OH",County,sealed,"",01/2022,12,3.05555555555556,2023-04-08
"Columbus, OH",County,sealed,"",02/2022,9,1.8,2023-04-08
"Columbus, OH",County,sealed,"",03/2022,12,1.4,2023-04-08
"Columbus, OH",County,sealed,"",04/2022,11,2,2023-04-08
"Columbus, OH",County,sealed,"",05/2022,3,1.53333333333333,2023-04-08
"Columbus, OH",County,sealed,"",06/2022,8,1.33333333333333,2023-04-08
"Columbus, OH",County,sealed,"",07/2022,197,2.83333333333333,2023-04-08
"Columbus, OH",County,sealed,"",08/2022,9,2.26666666666667,2023-04-08
"Columbus, OH",County,sealed,"",09/2022,244,1.46666666666667,2023-04-08
"Columbus, OH",County,sealed,"",10/2022,163,2.83333333333333,2023-04-08
"Columbus, OH",County,sealed,"",11/2022,17,1.66666666666667,2023-04-08
"Columbus, OH",County,sealed,"",12/2022,129,2.2,2023-04-08
"Columbus, OH",County,sealed,"",01/2023,302,3.53333333333333,2023-04-08
"Columbus, OH",County,sealed,"",02/2023,522,1.8,2023-04-08
"Columbus, OH",County,sealed,"",03/2023,17,1.26666666666667,2023-04-08
"Columbus, OH",County,sealed,"",04/2023,144,0.166666666666667,2023-04-08
"Dallas, TX",County,48113,Other,01/2020,4304,2189,2023-04-01
"Dallas, TX",County,48113,Other,02/2020,3932,1612.26666666667,2023-04-01
"Dallas, TX",County,48113,Other,03/2020,1859,1708.53333333333,2023-04-01
"Dallas, TX",County,48113,Other,04/2020,43,1798.26666666667,2023-04-01
"Dallas, TX",County,48113,Other,05/2020,190,2000.44444444444,2023-04-01
"Dallas, TX",County,48113,Other,06/2020,1278,2215.53333333333,2023-04-01
"Dallas, TX",County,48113,Other,07/2020,1019,2086.53333333333,2023-04-01
"Dallas, TX",County,48113,Other,08/2020,1492,2117.5,2023-04-01
"Dallas, TX",County,48113,Other,09/2020,1656,2206.13333333333,2023-04-01
"Dallas, TX",County,48113,Other,10/2020,1568,2062.13333333333,2023-04-01
"Dallas, TX",County,48113,Other,11/2020,1775,2181.6,2023-04-01
"Dallas, TX",County,48113,Other,12/2020,2054,2063.33333333333,2023-04-01
"Dallas, TX",County,48113,Other,01/2021,1329,2568.46666666667,2023-04-01
"Dallas, TX",County,48113,Other,02/2021,498,2006.66666666667,2023-04-01
"Dallas, TX",County,48113,Other,03/2021,1803,1625.93333333333,2023-04-01
"Dallas, TX",County,48113,Other,04/2021,1749,1677.53333333333,2023-04-01
"Dallas, TX",County,48113,Other,05/2021,1651,1887.33333333333,2023-04-01
"Dallas, TX",County,48113,Other,06/2021,1733,2091.4,2023-04-01
"Dallas, TX",County,48113,Other,07/2021,1929,1944.13333333333,2023-04-01
"Dallas, TX",County,48113,Other,08/2021,2099,2390.53333333333,2023-04-01
"Dallas, TX",County,48113,Other,09/2021,2609,2067.26666666667,2023-04-01
"Dallas, TX",County,48113,Other,10/2021,2817,2191.88888888889,2023-04-01
"Dallas, TX",County,48113,Other,11/2021,2599,2068.73333333333,2023-04-01
"Dallas, TX",County,48113,Other,12/2021,2650,1929.93333333333,2023-04-01
"Dallas, TX",County,48113,Other,01/2022,3315,2031.66666666667,2023-04-01
"Dallas, TX",County,48113,Other,02/2022,2989,1880.93333333333,2023-04-01
"Dallas, TX",County,48113,Other,03/2022,3986,1516.8,2023-04-01
"Dallas, TX",County,48113,Other,04/2022,3424,1527.13333333333,2023-04-01
"Dallas, TX",County,48113,Other,05/2022,3154,2128.53333333333,2023-04-01
"Dallas, TX",County,48113,Other,06/2022,3595,1930.26666666667,2023-04-01
"Dallas, TX",County,48113,Other,07/2022,3891,2078.5,2023-04-01
"Dallas, TX",County,48113,Other,08/2022,4341,2257.26666666667,2023-04-01
"Dallas, TX",County,48113,Other,09/2022,4000,1917.13333333333,2023-04-01
"Dallas, TX",County,48113,Other,10/2022,3300,2065.66666666667,2023-04-01
"Dallas, TX",County,48113,Other,11/2022,3589,1925.8,2023-04-01
"Dallas, TX",County,48113,Other,12/2022,3338,1795.93333333333,2023-04-01
"Dallas, TX",County,48113,Other,01/2023,3424,2357,2023-04-01
"Dallas, TX",County,48113,Other,02/2023,3162,1781.73333333333,2023-04-01
"Dallas, TX",County,48113,Other,03/2023,3068,1432.46666666667,2023-04-01
"Dallas, TX",County,48113,Other,04/2023,0,15.6666666666667,2023-04-01
"Dallas, TX",County,sealed,"",01/2020,6,2.6,2023-04-01
"Dallas, TX",County,sealed,"",02/2020,6,3.13333333333333,2023-04-01
"Dallas, TX",County,sealed,"",03/2020,2,1.26666666666667,2023-04-01
"Dallas, TX",County,sealed,"",04/2020,0,2.93333333333333,2023-04-01
"Dallas, TX",County,sealed,"",05/2020,1,1.83333333333333,2023-04-01
"Dallas, TX",County,sealed,"",06/2020,2,2.33333333333333,2023-04-01
"Dallas, TX",County,sealed,"",07/2020,1,2.86666666666667,2023-04-01
"Dallas, TX",County,sealed,"",08/2020,3,1.38888888888889,2023-04-01
"Dallas, TX",County,sealed,"",09/2020,1,2.66666666666667,2023-04-01
"Dallas, TX",County,sealed,"",10/2020,1,2.6,2023-04-01
"Dallas, TX",County,sealed,"",11/2020,0,2.4,2023-04-01
"Dallas, TX",County,sealed,"",12/2020,5,1,2023-04-01
"Dallas, TX",County,sealed,"",01/2021,1,3.2,2023-04-01
"Dallas, TX",County,sealed,"",02/2021,1,4,2023-04-01
"Dallas, TX",County,sealed,"",03/2021,2,1.26666666666667,2023-04-01
"Dallas, TX",County,sealed,"",04/2021,1,2.53333333333333,2023-04-01
"Dallas, TX",County,sealed,"",05/2021,3,1.77777777777778,2023-04-01
"Dallas, TX",County,sealed,"",06/2021,3,2.26666666666667,2023-04-01
"Dallas, TX",County,sealed,"",07/2021,0,2.8,2023-04-01
"Dallas, TX",County,sealed,"",08/2021,0,1.6,2023-04-01
"Dallas, TX",County,sealed,"",09/2021,1,2.46666666666667,2023-04-01
"Dallas, TX",County,sealed,"",10/2021,0,2.77777777777778,2023-04-01
"Dallas, TX",County,sealed,"",11/2021,0,1.93333333333333,2023-04-01
"Dallas, TX",County,sealed,"",12/2021,0,1,2023-04-01
"Dallas, TX",County,sealed,"",01/2022,0,2.33333333333333,2023-04-01
"Dallas, TX",County,sealed,"",02/2022,0,3.46666666666667,2023-04-01
"Dallas, TX",County,sealed,"",03/2022,1,1.2,2023-04-01
"Dallas, TX",County,sealed,"",04/2022,0,2.26666666666667,2023-04-01
"Dallas, TX",County,sealed,"",05/2022,0,1.8,2023-04-01
"Dallas, TX",County,sealed,"",06/2022,0,1.8,2023-04-01
"Dallas, TX",County,sealed,"",07/2022,1,3.16666666666667,2023-04-01
"Dallas, TX",County,sealed,"",08/2022,0,1.53333333333333,2023-04-01
"Dallas, TX",County,sealed,"",09/2022,0,2.13333333333333,2023-04-01
"Dallas, TX",County,sealed,"",10/2022,0,2.72222222222222,2023-04-01
"Dallas, TX",County,sealed,"",11/2022,0,1.86666666666667,2023-04-01
"Dallas, TX",County,sealed,"",12/2022,0,0.866666666666667,2023-04-01
"Dallas, TX",County,sealed,"",01/2023,0,2.8,2023-04-01
"Dallas, TX",County,sealed,"",02/2023,0,3.26666666666667,2023-04-01
"Dallas, TX",County,sealed,"",03/2023,0,0.933333333333333,2023-04-01
"Dallas, TX",County,sealed,"",04/2023,0,0,2023-04-01
"Fort Worth, TX",County,48121,White,01/2020,1035,734.75,2023-04-08
"Fort Worth, TX",County,48121,White,02/2020,931,642,2023-04-08
"Fort Worth, TX",County,48121,White,03/2020,466,524,2023-04-08
"Fort Worth, TX",County,48121,White,04/2020,42,602,2023-04-08
"Fort Worth, TX",County,48121,White,05/2020,64,677,2023-04-08
"Fort Worth, TX",County,48121,White,06/2020,182,688,2023-04-08
"Fort Worth, TX",County,48121,White,07/2020,143,709.5,2023-04-08
"Fort Worth, TX",County,48121,White,08/2020,301,726.75,2023-04-08
"Fort Worth, TX",County,48121,White,09/2020,270,752.25,2023-04-08
"Fort Worth, TX",County,48121,White,10/2020,252,746.5,2023-04-08
"Fort Worth, TX",County,48121,White,11/2020,269,710.25,2023-04-08
"Fort Worth, TX",County,48121,White,12/2020,351,705,2023-04-08
"Fort Worth, TX",County,48121,White,01/2021,405,734.75,2023-04-08
"Fort Worth, TX",County,48121,White,02/2021,217,638.5,2023-04-08
"Fort Worth, TX",County,48121,White,03/2021,376,524,2023-04-08
"Fort Worth, TX",County,48121,White,04/2021,312,602,2023-04-08
"Fort Worth, TX",County,48121,White,05/2021,337,677,2023-04-08
"Fort Worth, TX",County,48121,White,06/2021,372,688,2023-04-08
"Fort Worth, TX",County,48121,White,07/2021,387,709.5,2023-04-08
"Fort Worth, TX",County,48121,White,08/2021,428,726.75,2023-04-08
"Fort Worth, TX",County,48121,White,09/2021,510,752.25,2023-04-08
"Fort Worth, TX",County,48121,White,10/2021,598,746.5,2023-04-08
"Fort Worth, TX",County,48121,White,11/2021,583,710.25,2023-04-08
"Fort Worth, TX",County,48121,White,12/2021,485,705,2023-04-08
"Fort Worth, TX",County,48121,White,01/2022,727,734.75,2023-04-08
"Fort Worth, TX",County,48121,White,02/2022,751,638.5,2023-04-08
"Fort Worth, TX",County,48121,White,03/2022,723,524,2023-04-08
"Fort Worth, TX",County,48121,White,04/2022,666,602,2023-04-08
"Fort Worth, TX",County,48121,White,05/2022,686,677,2023-04-08
"Fort Worth, TX",County,48121,White,06/2022,806,688,2023-04-08
"Fort Worth, TX",County,48121,White,07/2022,803,709.5,2023-04-08
"Fort Worth, TX",County,48121,White,08/2022,906,726.75,2023-04-08
"Fort Worth, TX",County,48121,White,09/2022,840,752.25,2023-04-08
"Fort Worth, TX",County,48121,White,10/2022,902,746.5,2023-04-08
"Fort Worth, TX",County,48121,White,11/2022,795,710.25,2023-04-08
"Fort Worth, TX",County,48121,White,12/2022,829,705,2023-04-08
"Fort Worth, TX",County,48121,White,01/2023,902,734.75,2023-04-08
"Fort Worth, TX",County,48121,White,02/2023,943,638.5,2023-04-08
"Fort Worth, TX",County,48121,White,03/2023,807,524,2023-04-08
"Fort Worth, TX",County,48121,White,04/2023,43,50.5,2023-04-08
"Fort Worth, TX",County,48439,Other,01/2020,2926,2510.5,2023-04-08
"Fort Worth, TX",County,48439,Other,02/2020,2782,2150,2023-04-08
"Fort Worth, TX",County,48439,Other,03/2020,1311,1713,2023-04-08
"Fort Worth, TX",County,48439,Other,04/2020,74,2103.5,2023-04-08
