city,type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
"Boston, MA",County,25017,White,04/2020,8,45.8666666666667,2023-04-08
"Boston, MA",County,25017,White,05/2020,0,71.7222222222222,2023-04-08
"Boston, MA",County,25017,White,06/2020,1,60,2023-04-08
"Boston, MA",County,25017,White,07/2020,1,58.8,2023-04-08
"Boston, MA",County,25017,White,08/2020,2,67.0555555555556,2023-04-08
"Boston, MA",County,25017,White,09/2020,10,58.2666666666667,2023-04-08
"Boston, MA",County,25017,White,10/2020,6,47.8,2023-04-08
"Boston, MA",County,25017,White,11/2020,43,54.2,2023-04-08
"Boston, MA",County,25017,White,12/2020,47,45,2023-04-08
"Boston, MA",County,25017,White,01/2021,25,56.9333333333333,2023-04-08
"Boston, MA",County,25017,White,02/2021,45,57.8,2023-04-08
"Boston, MA",County,25017,White,03/2021,38,65.7333333333333,2023-04-08
"Boston, MA",County,25017,White,04/2021,15,41.6666666666667,2023-04-08
"Boston, MA",County,25017,White,05/2021,45,67.3888888888889,2023-04-08
"Boston, MA",County,25017,White,06/2021,41,56.1333333333333,2023-04-08
"Boston, MA",County,25017,White,07/2021,24,55.8,2023-04-08
"Boston, MA",County,25017,White,08/2021,24,74.9333333333333,2023-04-08
"Boston, MA",County,25017,White,09/2021,22,54.2,2023-04-08
"Boston, MA",County,25017,White,10/2021,16,50.7777777777778,2023-04-08
"Boston, MA",County,25017,White,11/2021,31,50.4,2023-04-08
"Boston, MA",County,25017,White,12/2021,15,42.2,2023-04-08
"Boston, MA",County,25017,White,01/2022,24,47.0555555555556,2023-04-08
"Boston, MA",County,25017,White,02/2022,27,56.8666666666667,2023-04-08
"Boston, MA",County,25017,White,03/2022,34,64.8,2023-04-08
"Boston, MA",County,25017,White,04/2022,30,40.7333333333333,2023-04-08
"Boston, MA",County,25017,White,05/2022,26,80.1333333333333,2023-04-08
"Boston, MA",County,25017,White,06/2022,28,54.8666666666667,2023-04-08
"Boston, MA",County,25017,White,07/2022,27,61.8333333333333,2023-04-08
"Boston, MA",County,25017,White,08/2022,51,73.6666666666667,2023-04-08
"Boston, MA",County,25017,White,09/2022,37,53.1333333333333,2023-04-08
"Boston, MA",County,25017,White,10/2022,40,49.8888888888889,2023-04-08
"Boston, MA",County,25017,White,11/2022,33,49.6666666666667,2023-04-08
"Boston, MA",County,25017,White,12/2022,39,41.9333333333333,2023-04-08
"Boston, MA",County,25017,White,01/2023,36,54.5333333333333,2023-04-08
"Boston, MA",County,25017,White,02/2023,68,54.4666666666667,2023-04-08
"Boston, MA",County,25017,White,03/2023,81,64.5333333333333,2023-04-08
"Boston, MA",County,25017,White,04/2023,7,13.6666666666667,2023-04-08
"Boston, MA",County,25021,White,01/2020,9,2.2,2023-04-08
"Boston, MA",County,25021,White,02/2020,6,5.6,2023-04-08
"Boston, MA",County,25021,White,03/2020,6,5.8,2023-04-08
"Boston, MA",County,25021,White,04/2020,1,6.4,2023-04-08
"Boston, MA",County,25021,White,05/2020,0,7.5,2023-04-08
"Boston, MA",County,25021,White,06/2020,0,6,2023-04-08
"Boston, MA",County,25021,White,07/2020,0,4.2,2023-04-08
"Boston, MA",County,25021,White,08/2020,0,4.33333333333333,2023-04-08
"Boston, MA",County,25021,White,09/2020,1,6.4,2023-04-08
"Boston, MA",County,25021,White,10/2020,0,6.6,2023-04-08
"Boston, MA",County,25021,White,11/2020,0,4.4,2023-04-08
"Boston, MA",County,25021,White,12/2020,2,4,2023-04-08
"Boston, MA",County,25021,White,01/2021,0,3.2,2023-04-08
"Boston, MA",County,25021,White,02/2021,1,5.8,2023-04-08
"Boston, MA",County,25021,White,03/2021,0,3.8,2023-04-08
"Boston, MA",County,25021,White,04/2021,0,5.4,2023-04-08
"Boston, MA",County,25021,White,05/2021,2,5.5,2023-04-08
"Boston, MA",County,25021,White,06/2021,5,4.6,2023-04-08
"Boston, MA",County,25021,White,07/2021,1,3.4,2023-04-08
"Boston, MA",County,25021,White,08/2021,4,4,2023-04-08
"Boston, MA",County,25021,White,09/2021,1,4.8,2023-04-08
"Boston, MA",County,25021,White,10/2021,0,6,2023-04-08
"Boston, MA",County,25021,White,11/2021,0,4,2023-04-08
"Boston, MA",County,25021,White,12/2021,0,4,2023-04-08
"Boston, MA",County,25021,White,01/2022,2,2.66666666666667,2023-04-08
"Boston, MA",County,25021,White,02/2022,0,5.8,2023-04-08
"Boston, MA",County,25021,White,03/2022,6,3.8,2023-04-08
"Boston, MA",County,25021,White,04/2022,1,5.4,2023-04-08
"Boston, MA",County,25021,White,05/2022,5,6.6,2023-04-08
"Boston, MA",County,25021,White,06/2022,0,4.6,2023-04-08
"Boston, MA",County,25021,White,07/2022,2,4,2023-04-08
"Boston, MA",County,25021,White,08/2022,1,4,2023-04-08
"Boston, MA",County,25021,White,09/2022,0,4.8,2023-04-08
"Boston, MA",County,25021,White,10/2022,3,6,2023-04-08
"Boston, MA",County,25021,White,11/2022,1,4,2023-04-08
"Boston, MA",County,25021,White,12/2022,0,4,2023-04-08
"Boston, MA",County,25021,White,01/2023,0,2.8,2023-04-08
"Boston, MA",County,25021,White,02/2023,6,5.4,2023-04-08
"Boston, MA",County,25021,White,03/2023,11,3.8,2023-04-08
"Boston, MA",County,25021,White,04/2023,1,1,2023-04-08
"Boston, MA",County,25025,Other,01/2020,537,292.15,2023-04-08
"Boston, MA",County,25025,Other,02/2020,516,292.3,2023-04-08
"Boston, MA",County,25025,Other,03/2020,418,380.45,2023-04-08
"Boston, MA",County,25025,Other,04/2020,86,308.6,2023-04-08
"Boston, MA",County,25025,Other,05/2020,4,317.708333333333,2023-04-08
"Boston, MA",County,25025,Other,06/2020,6,353.75,2023-04-08
"Boston, MA",County,25025,Other,07/2020,11,370.85,2023-04-08
"Boston, MA",County,25025,Other,08/2020,6,384.625,2023-04-08
"Boston, MA",County,25025,Other,09/2020,5,336.5,2023-04-08
"Boston, MA",County,25025,Other,10/2020,10,334.15,2023-04-08
"Boston, MA",County,25025,Other,11/2020,73,350.7,2023-04-08
"Boston, MA",County,25025,Other,12/2020,160,294.35,2023-04-08
"Boston, MA",County,25025,Other,01/2021,53,370.55,2023-04-08
"Boston, MA",County,25025,Other,02/2021,129,372.3,2023-04-08
"Boston, MA",County,25025,Other,03/2021,47,361.1,2023-04-08
"Boston, MA",County,25025,Other,04/2021,60,290.85,2023-04-08
"Boston, MA",County,25025,Other,05/2021,155,297.583333333333,2023-04-08
"Boston, MA",County,25025,Other,06/2021,178,331.45,2023-04-08
"Boston, MA",County,25025,Other,07/2021,102,355.95,2023-04-08
"Boston, MA",County,25025,Other,08/2021,94,431.75,2023-04-08
"Boston, MA",County,25025,Other,09/2021,70,315.6,2023-04-08
"Boston, MA",County,25025,Other,10/2021,80,362.041666666667,2023-04-08
"Boston, MA",County,25025,Other,11/2021,70,335.05,2023-04-08
"Boston, MA",County,25025,Other,12/2021,46,277.35,2023-04-08
"Boston, MA",County,25025,Other,01/2022,65,292.791666666667,2023-04-08
"Boston, MA",County,25025,Other,02/2022,114,356.85,2023-04-08
"Boston, MA",County,25025,Other,03/2022,148,353.9,2023-04-08
"Boston, MA",County,25025,Other,04/2022,87,280.65,2023-04-08
"Boston, MA",County,25025,Other,05/2022,60,342.15,2023-04-08
"Boston, MA",County,25025,Other,06/2022,64,322.2,2023-04-08
"Boston, MA",County,25025,Other,07/2022,49,387.041666666667,2023-04-08
"Boston, MA",County,25025,Other,08/2022,111,420.55,2023-04-08
"Boston, MA",County,25025,Other,09/2022,94,302.05,2023-04-08
"Boston, MA",County,25025,Other,10/2022,129,344.708333333333,2023-04-08
"Boston, MA",County,25025,Other,11/2022,77,319.45,2023-04-08
"Boston, MA",County,25025,Other,12/2022,71,268.45,2023-04-08
"Boston, MA",County,25025,Other,01/2023,42,336,2023-04-08
"Boston, MA",County,25025,Other,02/2023,176,342.2,2023-04-08
"Boston, MA",County,25025,Other,03/2023,331,328.8,2023-04-08
"Boston, MA",County,25025,Other,04/2023,25,77.125,2023-04-08
"Boston, MA",County,sealed,"",01/2020,11,0.9,2023-04-08
"Boston, MA",County,sealed,"",02/2020,6,0.4,2023-04-08
"Boston, MA",County,sealed,"",03/2020,12,0.6,2023-04-08
"Boston, MA",County,sealed,"",04/2020,1,0.45,2023-04-08
"Boston, MA",County,sealed,"",05/2020,0,0.666666666666667,2023-04-08
"Boston, MA",County,sealed,"",06/2020,1,0.35,2023-04-08
"Boston, MA",County,sealed,"",07/2020,1,1.26666666666667,2023-04-08
"Boston, MA",County,sealed,"",08/2020,3,0.458333333333333,2023-04-08
"Boston, MA",County,sealed,"",09/2020,0,0.4,2023-04-08
"Boston, MA",County,sealed,"",10/2020,22,0.2,2023-04-08
"Boston, MA",County,sealed,"",11/2020,202,1.13333333333333,2023-04-08
"Boston, MA",County,sealed,"",12/2020,252,1.25,2023-04-08
"Boston, MA",County,sealed,"",01/2021,234,1.1,2023-04-08
"Boston, MA",County,sealed,"",02/2021,128,0.6,2023-04-08
"Boston, MA",County,sealed,"",03/2021,369,0.6,2023-04-08
"Boston, MA",County,sealed,"",04/2021,178,0.45,2023-04-08
"Boston, MA",County,sealed,"",05/2021,35,0.625,2023-04-08
"Boston, MA",County,sealed,"",06/2021,21,0.35,2023-04-08
"Boston, MA",County,sealed,"",07/2021,126,1.21666666666667,2023-04-08
"Boston, MA",County,sealed,"",08/2021,147,0.45,2023-04-08
"Boston, MA",County,sealed,"",09/2021,140,0.35,2023-04-08
"Boston, MA",County,sealed,"",10/2021,134,0.25,2023-04-08
"Boston, MA",County,sealed,"",11/2021,180,0.966666666666667,2023-04-08
"Boston, MA",County,sealed,"",12/2021,240,1.1,2023-04-08
"Boston, MA",County,sealed,"",01/2022,209,0.875,2023-04-08
"Boston, MA",County,sealed,"",02/2022,111,0.55,2023-04-08
"Boston, MA",County,sealed,"",03/2022,149,0.6,2023-04-08
"Boston, MA",County,sealed,"",04/2022,271,0.45,2023-04-08
"Boston, MA",County,sealed,"",05/2022,352,0.65,2023-04-08
"Boston, MA",County,sealed,"",06/2022,290,0.35,2023-04-08
"Boston, MA",County,sealed,"",07/2022,329,1.36111111111111,2023-04-08
"Boston, MA",County,sealed,"",08/2022,313,0.45,2023-04-08
"Boston, MA",County,sealed,"",09/2022,334,0.35,2023-04-08
"Boston, MA",County,sealed,"",10/2022,500,0.208333333333333,2023-04-08
"Boston, MA",County,sealed,"",11/2022,516,0.916666666666667,2023-04-08
"Boston, MA",County,sealed,"",12/2022,485,1.1,2023-04-08
"Boston, MA",County,sealed,"",01/2023,603,0.95,2023-04-08
"Boston, MA",County,sealed,"",02/2023,335,0.5,2023-04-08
"Boston, MA",County,sealed,"",03/2023,84,0.6,2023-04-08
"Boston, MA",County,sealed,"",04/2023,21,0.375,2023-04-08
"Bridgeport, CT",County,09001,White,01/2020,308,191.6,2023-04-08
"Bridgeport, CT",County,09001,White,02/2020,257,174.2,2023-04-08
"Bridgeport, CT",County,09001,White,03/2020,279,210.533333333333,2023-04-08
"Bridgeport, CT",County,09001,White,04/2020,27,186.6,2023-04-08
"Bridgeport, CT",County,09001,White,05/2020,6,199.888888888889,2023-04-08
"Bridgeport, CT",County,09001,White,06/2020,5,220.4,2023-04-08
"Bridgeport, CT",County,09001,White,07/2020,28,210.066666666667,2023-04-08
"Bridgeport, CT",County,09001,White,08/2020,28,203.277777777778,2023-04-08
"Bridgeport, CT",County,09001,White,09/2020,55,207.066666666667,2023-04-08
"Bridgeport, CT",County,09001,White,10/2020,79,203,2023-04-08
"Bridgeport, CT",County,09001,White,11/2020,103,215.6,2023-04-08
"Bridgeport, CT",County,09001,White,12/2020,101,218.533333333333,2023-04-08
"Bridgeport, CT",County,09001,White,01/2021,126,227,2023-04-08
"Bridgeport, CT",County,09001,White,02/2021,92,211,2023-04-08
"Bridgeport, CT",County,09001,White,03/2021,185,202.2,2023-04-08
"Bridgeport, CT",County,09001,White,04/2021,157,174.866666666667,2023-04-08
"Bridgeport, CT",County,09001,White,05/2021,117,189.222222222222,2023-04-08
"Bridgeport, CT",County,09001,White,06/2021,145,209.933333333333,2023-04-08
"Bridgeport, CT",County,09001,White,07/2021,90,202,2023-04-08
"Bridgeport, CT",County,09001,White,08/2021,127,231.666666666667,2023-04-08
"Bridgeport, CT",County,09001,White,09/2021,223,196.733333333333,2023-04-08
"Bridgeport, CT",County,09001,White,10/2021,207,218.555555555556,2023-04-08
"Bridgeport, CT",County,09001,White,11/2021,211,204.8,2023-04-08
"Bridgeport, CT",County,09001,White,12/2021,209,208.466666666667,2023-04-08
"Bridgeport, CT",County,09001,White,01/2022,247,181.333333333333,2023-04-08
"Bridgeport, CT",County,09001,White,02/2022,224,198.466666666667,2023-04-08
"Bridgeport, CT",County,09001,White,03/2022,518,191.733333333333,2023-04-08
"Bridgeport, CT",County,09001,White,04/2022,418,162.666666666667,2023-04-08
"Bridgeport, CT",County,09001,White,05/2022,389,214.133333333333,2023-04-08
"Bridgeport, CT",County,09001,White,06/2022,391,198.2,2023-04-08
"Bridgeport, CT",County,09001,White,07/2022,403,215.388888888889,2023-04-08
"Bridgeport, CT",County,09001,White,08/2022,435,220.2,2023-04-08
"Bridgeport, CT",County,09001,White,09/2022,392,181.266666666667,2023-04-08
"Bridgeport, CT",County,09001,White,10/2022,413,204.944444444444,2023-04-08
"Bridgeport, CT",County,09001,White,11/2022,395,188.2,2023-04-08
"Bridgeport, CT",County,09001,White,12/2022,327,197.933333333333,2023-04-08
"Bridgeport, CT",County,09001,White,01/2023,350,208,2023-04-08
"Bridgeport, CT",County,09001,White,02/2023,356,192.266666666667,2023-04-08
"Bridgeport, CT",County,09001,White,03/2023,337,182.133333333333,2023-04-08
"Bridgeport, CT",County,09001,White,04/2023,67,46,2023-04-08
"Bridgeport, CT",County,sealed,"",01/2020,3,1.33333333333333,2023-04-08
"Bridgeport, CT",County,sealed,"",02/2020,2,0.933333333333333,2023-04-08
"Bridgeport, CT",County,sealed,"",03/2020,7,0.8,2023-04-08
"Bridgeport, CT",County,sealed,"",04/2020,0,0.866666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",05/2020,0,0.777777777777778,2023-04-08
"Bridgeport, CT",County,sealed,"",06/2020,0,1.86666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",07/2020,0,0.933333333333333,2023-04-08
"Bridgeport, CT",County,sealed,"",08/2020,0,1.44444444444444,2023-04-08
"Bridgeport, CT",County,sealed,"",09/2020,1,0.333333333333333,2023-04-08
"Bridgeport, CT",County,sealed,"",10/2020,0,0.6,2023-04-08
"Bridgeport, CT",County,sealed,"",11/2020,1,0.6,2023-04-08
"Bridgeport, CT",County,sealed,"",12/2020,1,0.4,2023-04-08
"Bridgeport, CT",County,sealed,"",01/2021,1,1.46666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",02/2021,0,1.2,2023-04-08
"Bridgeport, CT",County,sealed,"",03/2021,1,0.8,2023-04-08
"Bridgeport, CT",County,sealed,"",04/2021,1,0.8,2023-04-08
"Bridgeport, CT",County,sealed,"",05/2021,3,0.722222222222222,2023-04-08
"Bridgeport, CT",County,sealed,"",06/2021,6,1.8,2023-04-08
"Bridgeport, CT",County,sealed,"",07/2021,1,0.866666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",08/2021,0,1.66666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",09/2021,1,0.266666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",10/2021,4,0.666666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",11/2021,0,0.533333333333333,2023-04-08
"Bridgeport, CT",County,sealed,"",12/2021,0,0.4,2023-04-08
"Bridgeport, CT",County,sealed,"",01/2022,1,1.22222222222222,2023-04-08
"Bridgeport, CT",County,sealed,"",02/2022,4,1.06666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",03/2022,5,0.666666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",04/2022,2,0.8,2023-04-08
"Bridgeport, CT",County,sealed,"",05/2022,3,0.866666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",06/2022,3,1.8,2023-04-08
"Bridgeport, CT",County,sealed,"",07/2022,0,1,2023-04-08
"Bridgeport, CT",County,sealed,"",08/2022,10,1.46666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",09/2022,2,0.266666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",10/2022,2,0.611111111111111,2023-04-08
"Bridgeport, CT",County,sealed,"",11/2022,3,0.533333333333333,2023-04-08
"Bridgeport, CT",County,sealed,"",12/2022,0,0.4,2023-04-08
"Bridgeport, CT",County,sealed,"",01/2023,0,1.46666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",02/2023,4,0.933333333333333,2023-04-08
"Bridgeport, CT",County,sealed,"",03/2023,0,0.666666666666667,2023-04-08
"Bridgeport, CT",County,sealed,"",04/2023,8,0.333333333333333,2023-04-08
"Charleston, SC",County,45019,White,01/2020,1227,838.95,2023-04-08
"Charleston, SC",County,45019,White,02/2020,1162,660.5,2023-04-08
"Charleston, SC",County,45019,White,03/2020,577,726.45,2023-04-08
"Charleston, SC",County,45019,White,04/2020,3,638.9,2023-04-08
"Charleston, SC",County,45019,White,05/2020,299,759.666666666667,2023-04-08
"Charleston, SC",County,45019,White,06/2020,433,779.8,2023-04-08
"Charleston, SC",County,45019,White,07/2020,436,773.95,2023-04-08
"Charleston, SC",County,45019,White,08/2020,478,773.666666666667,2023-04-08
"Charleston, SC",County,45019,White,09/2020,627,758.75,2023-04-08
"Charleston, SC",County,45019,White,10/2020,458,724.55,2023-04-08
"Charleston, SC",County,45019,White,11/2020,518,840.5,2023-04-08
"Charleston, SC",County,45019,White,12/2020,435,769.6,2023-04-08
"Charleston, SC",County,45019,White,01/2021,515,1021.75,2023-04-08
"Charleston, SC",County,45019,White,02/2021,445,805.8,2023-04-08
"Charleston, SC",County,45019,White,03/2021,438,683.35,2023-04-08
"Charleston, SC",County,45019,White,04/2021,329,594.45,2023-04-08
"Charleston, SC",County,45019,White,05/2021,308,716.541666666667,2023-04-08
"Charleston, SC",County,45019,White,06/2021,406,728.85,2023-04-08
"Charleston, SC",County,45019,White,07/2021,383,724.1,2023-04-08
"Charleston, SC",County,45019,White,08/2021,374,869.7,2023-04-08
"Charleston, SC",County,45019,White,09/2021,539,720.25,2023-04-08
"Charleston, SC",County,45019,White,10/2021,546,767.291666666667,2023-04-08
"Charleston, SC",County,45019,White,11/2021,504,770.3,2023-04-08
"Charleston, SC",County,45019,White,12/2021,496,733.05,2023-04-08
"Charleston, SC",County,45019,White,01/2022,747,813.333333333334,2023-04-08
"Charleston, SC",County,45019,White,02/2022,629,773.5,2023-04-08
"Charleston, SC",County,45019,White,03/2022,908,651.35,2023-04-08
"Charleston, SC",County,45019,White,04/2022,594,571,2023-04-08
"Charleston, SC",County,45019,White,05/2022,598,828.95,2023-04-08
"Charleston, SC",County,45019,White,06/2022,748,694.55,2023-04-08
"Charleston, SC",County,45019,White,07/2022,666,781.791666666667,2023-04-08
"Charleston, SC",County,45019,White,08/2022,751,827.95,2023-04-08
"Charleston, SC",County,45019,White,09/2022,832,685.35,2023-04-08
"Charleston, SC",County,45019,White,10/2022,822,722.916666666667,2023-04-08
"Charleston, SC",County,45019,White,11/2022,695,729.6,2023-04-08
"Charleston, SC",County,45019,White,12/2022,736,699.8,2023-04-08
"Charleston, SC",County,45019,White,01/2023,913,936.7,2023-04-08
"Charleston, SC",County,45019,White,02/2023,717,741.6,2023-04-08
"Charleston, SC",County,45019,White,03/2023,754,627.15,2023-04-08
"Charleston, SC",County,45019,White,04/2023,72,81.75,2023-04-08
"Charleston, SC",County,sealed,"",01/2020,55,27.65,2023-04-08
"Charleston, SC",County,sealed,"",02/2020,54,25.3,2023-04-08
"Charleston, SC",County,sealed,"",03/2020,28,25.6,2023-04-08
"Charleston, SC",County,sealed,"",04/2020,0,19.85,2023-04-08
"Charleston, SC",County,sealed,"",05/2020,12,27.7083333333333,2023-04-08
"Charleston, SC",County,sealed,"",06/2020,9,26.75,2023-04-08
"Charleston, SC",County,sealed,"",07/2020,14,34.05,2023-04-08
"Charleston, SC",County,sealed,"",08/2020,17,25.2083333333333,2023-04-08
"Charleston, SC",County,sealed,"",09/2020,16,25.6,2023-04-08
"Charleston, SC",County,sealed,"",10/2020,24,30.25,2023-04-08
"Charleston, SC",County,sealed,"",11/2020,30,26.2,2023-04-08
"Charleston, SC",County,sealed,"",12/2020,39,32.7,2023-04-08
"Charleston, SC",County,sealed,"",01/2021,29,32.9,2023-04-08
"Charleston, SC",County,sealed,"",02/2021,19,32.05,2023-04-08
"Charleston, SC",County,sealed,"",03/2021,21,25.05,2023-04-08
"Charleston, SC",County,sealed,"",04/2021,26,19.15,2023-04-08
"Charleston, SC",County,sealed,"",05/2021,27,26.7916666666667,2023-04-08
"Charleston, SC",County,sealed,"",06/2021,24,25.25,2023-04-08
"Charleston, SC",County,sealed,"",07/2021,25,32.45,2023-04-08
"Charleston, SC",County,sealed,"",08/2021,17,29.35,2023-04-08
"Charleston, SC",County,sealed,"",09/2021,55,24.15,2023-04-08
"Charleston, SC",County,sealed,"",10/2021,48,31.0416666666667,2023-04-08
