month,month_last_day,month_filings,avg_filings,percentage_diff
January,,159,171,0.929824561403509
February,,151,113,1.33628318584071
March,,88,96.3333333333333,0.913494809688581
April,,15,107.333333333333,0.139751552795031
May,,20,123.333333333333,0.162162162162162
June,,30,131,0.229007633587786
July,,29,133.666666666667,0.216957605985037
August,,80,134.666666666667,0.594059405940594
September,,120,131.666666666667,0.911392405063291
October,,130,134,0.970149253731343
November,28/11/2020,113,108.333333333333,1.04307692307692
