GEOID.County
18003
18005
18015
18019
18023
18035
18141
18039
18043
18057
18097
18063
18067
18069
18081
18091
18093
18095
18011
18105
18109
18129
18137
18031
18143
18157
18163
18167
18041
18179
18181
18183
18033
18053
18071
18079
18145
18083
18085
18113
18087
18089
18065
18107
18127
18133
18149
18151
18159
18173
18177
18017
18029
18037
18045
18059
18077
18101
18139
18013
18051
18099
18103
18001
18073
18027
18131
18153
18161
18169
18175
18009
18165
18171
18049
18055
18061
18075
18021
18135
18117
18007
18125
18123
18025
18119
18047
18115
18121
18111
18147
18155
