share,last_year,postpandemic,renters
white_share,0.3952113957529142,0.4100817439690621,0.5043691341358365
black_share,0.3714681324686604,0.3734994307740637,0.2621864766420993
hispanic_share,0.15920295827225245,0.1443160715935779,0.15829468788016504
other_share,0.07411751350617295,0.07210275366329633,0.07514970134189913
female_share,0.5244584810972464,0.5359537203038724,0.5263746916013663
