group,month,month_last_day,month_filings,avg_filings,month_diff,month_filings_imputed,baseline_share
White,07/2025,,1718,1919.5,0.895024746027611,0.503516031457955,0.614905846380057
Other,07/2025,,923,1188,0.776936026936027,0.166434966727163,
Black,07/2025,,,,,0.208001814882033,0.119250112783839
Hispanic,07/2025,,,,,0.122047186932849,0.115824825811626
Female,07/2025,,,,,0.526500350665083,0.514802728890467
