type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,44007,White,01/2020,641,327.75,2023-04-01
County,44007,White,02/2020,440,248.2,2023-04-01
County,44007,White,03/2020,211,308.55,2023-04-01
County,44007,White,04/2020,0,246.7,2023-04-01
County,44007,White,05/2020,0,310.625,2023-04-01
County,44007,White,06/2020,339,328.2,2023-04-01
County,44007,White,07/2020,303,338.65,2023-04-01
County,44007,White,08/2020,336,339,2023-04-01
County,44007,White,09/2020,347,325.65,2023-04-01
County,44007,White,10/2020,329,320,2023-04-01
County,44007,White,11/2020,384,310.7,2023-04-01
County,44007,White,12/2020,332,275.45,2023-04-01
County,44007,White,01/2021,320,402.1,2023-04-01
County,44007,White,02/2021,248,309.55,2023-04-01
County,44007,White,03/2021,348,294.7,2023-04-01
County,44007,White,04/2021,237,231.1,2023-04-01
County,44007,White,05/2021,307,289.166666666667,2023-04-01
County,44007,White,06/2021,375,308.95,2023-04-01
County,44007,White,07/2021,327,319.25,2023-04-01
County,44007,White,08/2021,322,373.75,2023-04-01
County,44007,White,09/2021,422,303.5,2023-04-01
County,44007,White,10/2021,357,342.208333333333,2023-04-01
County,44007,White,11/2021,380,294.3,2023-04-01
County,44007,White,12/2021,341,258.1,2023-04-01
County,44007,White,01/2022,361,319.916666666667,2023-04-01
County,44007,White,02/2022,396,296.75,2023-04-01
County,44007,White,03/2022,353,282.95,2023-04-01
County,44007,White,04/2022,335,220.3,2023-04-01
County,44007,White,05/2022,361,326.05,2023-04-01
County,44007,White,06/2022,436,292.85,2023-04-01
County,44007,White,07/2022,381,347.916666666667,2023-04-01
County,44007,White,08/2022,594,358.8,2023-04-01
County,44007,White,09/2022,493,287,2023-04-01
County,44007,White,10/2022,569,322.375,2023-04-01
County,44007,White,11/2022,489,279.3,2023-04-01
County,44007,White,12/2022,492,245.55,2023-04-01
County,44007,White,01/2023,671,366.55,2023-04-01
County,44007,White,02/2023,419,284.45,2023-04-01
County,44007,White,03/2023,679,271.6,2023-04-01
County,44007,White,04/2023,0,14.75,2023-04-01
County,sealed,,01/2020,1,0.1,2023-04-01
County,sealed,,02/2020,1,0.2,2023-04-01
County,sealed,,03/2020,0,0.2,2023-04-01
County,sealed,,04/2020,0,0,2023-04-01
County,sealed,,05/2020,0,0.166666666666667,2023-04-01
County,sealed,,06/2020,1,0.35,2023-04-01
County,sealed,,07/2020,0,0,2023-04-01
County,sealed,,08/2020,1,0.166666666666667,2023-04-01
County,sealed,,09/2020,0,0,2023-04-01
County,sealed,,10/2020,0,0,2023-04-01
County,sealed,,11/2020,0,0.15,2023-04-01
County,sealed,,12/2020,0,0.1,2023-04-01
County,sealed,,01/2021,0,0.15,2023-04-01
County,sealed,,02/2021,0,0.25,2023-04-01
County,sealed,,03/2021,3,0.2,2023-04-01
County,sealed,,04/2021,0,0,2023-04-01
County,sealed,,05/2021,0,0.125,2023-04-01
County,sealed,,06/2021,0,0.3,2023-04-01
County,sealed,,07/2021,0,0,2023-04-01
County,sealed,,08/2021,0,0.2,2023-04-01
County,sealed,,09/2021,0,0,2023-04-01
County,sealed,,10/2021,0,0,2023-04-01
County,sealed,,11/2021,0,0.15,2023-04-01
County,sealed,,12/2021,0,0.1,2023-04-01
County,sealed,,01/2022,0,0.125,2023-04-01
County,sealed,,02/2022,0,0.2,2023-04-01
County,sealed,,03/2022,0,0.15,2023-04-01
County,sealed,,04/2022,0,0,2023-04-01
County,sealed,,05/2022,0,0.15,2023-04-01
County,sealed,,06/2022,2,0.3,2023-04-01
County,sealed,,07/2022,0,0,2023-04-01
County,sealed,,08/2022,0,0.2,2023-04-01
County,sealed,,09/2022,0,0,2023-04-01
County,sealed,,10/2022,2,0,2023-04-01
County,sealed,,11/2022,1,0.1,2023-04-01
County,sealed,,12/2022,0,0.1,2023-04-01
County,sealed,,01/2023,0,0.1,2023-04-01
County,sealed,,02/2023,0,0.2,2023-04-01
County,sealed,,03/2023,0,0.15,2023-04-01
County,sealed,,04/2023,0,0,2023-04-01
