type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,12031000101,White,01/2020,3,2,5.8,
Census Tract,12031000101,White,02/2020,4,6.5,4,
Census Tract,12031000101,White,03/2020,2,5.5,2.8,
Census Tract,12031000101,White,04/2020,0,3,4.6,
Census Tract,12031000101,White,05/2020,0,4,4.4,
Census Tract,12031000101,White,06/2020,0,7,6.4,
Census Tract,12031000101,White,07/2020,0,7,5.4,
Census Tract,12031000101,White,08/2020,6,5.5,5.8,
Census Tract,12031000101,White,09/2020,5,5,9.2,
Census Tract,12031000101,White,10/2020,1,6.5,5.4,
Census Tract,12031000101,White,11/2020,4,4.5,3.6,
Census Tract,12031000101,White,12/2020,6,5,3.2,
Census Tract,12031000101,White,01/2021,3,2,5.8,
Census Tract,12031000101,White,02/2021,5,6,3.8,
Census Tract,12031000101,White,03/2021,1,5.5,2.8,
Census Tract,12031000101,White,04/2021,2,3,4.6,
Census Tract,12031000101,White,05/2021,1,4,4.4,
Census Tract,12031000101,White,06/2021,4,7,6.4,
Census Tract,12031000101,White,07/2021,5,7,5.4,
Census Tract,12031000101,White,08/2021,2,5.5,5.8,
Census Tract,12031000101,White,09/2021,3,5,9.2,
Census Tract,12031000101,White,10/2021,7,6.5,5.4,
Census Tract,12031000101,White,11/2021,1,4.5,3.6,
Census Tract,12031000101,White,12/2021,2,5,3.2,
Census Tract,12031000101,White,01/2022,0,2,5.8,
Census Tract,12031000101,White,02/2022,4,6,3.8,
Census Tract,12031000101,White,03/2022,2,5.5,2.8,
Census Tract,12031000101,White,04/2022,5,3,4.6,
Census Tract,12031000101,White,05/2022,0,4,4.4,
Census Tract,12031000101,White,06/2022,0,7,6.4,
Census Tract,12031000101,White,07/2022,2,7,5.4,
Census Tract,12031000101,White,08/2022,1,5.5,5.8,
Census Tract,12031000101,White,09/2022,2,5,9.2,
Census Tract,12031000101,White,10/2022,8,6.5,5.4,
Census Tract,12031000101,White,11/2022,2,4.5,3.6,
Census Tract,12031000101,White,12/2022,4,5,3.2,
Census Tract,12031000101,White,01/2023,3,2,5.8,
Census Tract,12031000101,White,02/2023,9,6,3.8,
Census Tract,12031000101,White,03/2023,6,5.5,2.8,
Census Tract,12031000101,White,04/2023,2,3,4.6,
Census Tract,12031000101,White,05/2023,4,4,4.4,
Census Tract,12031000101,White,06/2023,7,7,6.4,
Census Tract,12031000101,White,07/2023,7,7,5.4,
Census Tract,12031000101,White,08/2023,4,5.5,5.8,
Census Tract,12031000101,White,09/2023,4,5,9.2,
Census Tract,12031000101,White,10/2023,7,6.5,5.4,
Census Tract,12031000101,White,11/2023,4,4.5,3.6,
Census Tract,12031000101,White,12/2023,5,5,3.2,
Census Tract,12031000101,White,01/2024,1,2,5.8,
Census Tract,12031000101,White,02/2024,4,6.5,4,
Census Tract,12031000101,White,03/2024,5,5.5,2.8,
Census Tract,12031000101,White,04/2024,4,3,4.6,
Census Tract,12031000101,White,05/2024,4,4,4.4,
Census Tract,12031000101,White,06/2024,7,7,6.4,
Census Tract,12031000101,White,07/2024,7,7,5.4,
Census Tract,12031000101,White,08/2024,7,5.5,5.8,
Census Tract,12031000101,White,09/2024,6,5,9.2,
Census Tract,12031000101,White,10/2024,6,6.5,5.4,
Census Tract,12031000101,White,11/2024,5,4.5,3.6,
Census Tract,12031000101,White,12/2024,5,5,3.2,
Census Tract,12031000101,White,01/2025,7,2,5.8,
Census Tract,12031000101,White,02/2025,3,6,3.8,
Census Tract,12031000101,White,03/2025,1,5.5,2.8,
Census Tract,12031000101,White,04/2025,0,3,4.6,
Census Tract,12031000101,White,05/2025,6,4,4.4,
Census Tract,12031000101,White,06/2025,5,7,6.4,
Census Tract,12031000101,White,07/2025,4,7,5.4,
Census Tract,12031000101,White,08/2025,0,5.5,5.8,
Census Tract,12031000101,White,09/2025,0,1.5,2.2,2025-09-13
Census Tract,12031000102,Black,01/2020,4,8,5.8,
Census Tract,12031000102,Black,02/2020,4,6.5,4.4,
Census Tract,12031000102,Black,03/2020,3,8,5,
Census Tract,12031000102,Black,04/2020,0,7.5,4.6,
Census Tract,12031000102,Black,05/2020,0,5,5.2,
Census Tract,12031000102,Black,06/2020,0,6,6.4,
Census Tract,12031000102,Black,07/2020,2,5,5.8,
Census Tract,12031000102,Black,08/2020,3,5.5,5.2,
Census Tract,12031000102,Black,09/2020,5,6,6,
Census Tract,12031000102,Black,10/2020,8,7,6.6,
Census Tract,12031000102,Black,11/2020,5,4,3.6,
Census Tract,12031000102,Black,12/2020,28,5.5,4,
Census Tract,12031000102,Black,01/2021,2,8,5.8,
Census Tract,12031000102,Black,02/2021,4,6.5,4.2,
Census Tract,12031000102,Black,03/2021,5,8,5,
Census Tract,12031000102,Black,04/2021,2,7.5,4.6,
Census Tract,12031000102,Black,05/2021,2,5,5.2,
Census Tract,12031000102,Black,06/2021,9,6,6.4,
Census Tract,12031000102,Black,07/2021,3,5,5.8,
Census Tract,12031000102,Black,08/2021,4,5.5,5.2,
Census Tract,12031000102,Black,09/2021,7,6,6,
Census Tract,12031000102,Black,10/2021,6,7,6.6,
Census Tract,12031000102,Black,11/2021,0,4,3.6,
Census Tract,12031000102,Black,12/2021,2,5.5,4,
Census Tract,12031000102,Black,01/2022,4,8,5.8,
Census Tract,12031000102,Black,02/2022,5,6.5,4.2,
Census Tract,12031000102,Black,03/2022,8,8,5,
Census Tract,12031000102,Black,04/2022,3,7.5,4.6,
Census Tract,12031000102,Black,05/2022,4,5,5.2,
Census Tract,12031000102,Black,06/2022,5,6,6.4,
Census Tract,12031000102,Black,07/2022,8,5,5.8,
Census Tract,12031000102,Black,08/2022,9,5.5,5.2,
Census Tract,12031000102,Black,09/2022,9,6,6,
Census Tract,12031000102,Black,10/2022,7,7,6.6,
