type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,10003000200,Black,1,2019-12-29,1,1.75
Census Tract,10003000200,Black,2,2020-01-05,1,3.5
Census Tract,10003000200,Black,3,2020-01-12,1,2.25
Census Tract,10003000200,Black,4,2020-01-19,4,7.75
Census Tract,10003000200,Black,5,2020-01-26,2,4.75
Census Tract,10003000200,Black,6,2020-02-02,5,2.25
Census Tract,10003000200,Black,7,2020-02-09,5,4.5
Census Tract,10003000200,Black,8,2020-02-16,9,8.25
Census Tract,10003000200,Black,9,2020-02-23,5,3
Census Tract,10003000200,Black,10,2020-03-01,1,2
Census Tract,10003000200,Black,11,2020-03-08,1,1.25
Census Tract,10003000200,Black,12,2020-03-15,5,8
Census Tract,10003000200,Black,13,2020-03-22,2,6.25
Census Tract,10003000200,Black,14,2020-03-29,0,3.5
Census Tract,10003000200,Black,15,2020-04-05,0,2
Census Tract,10003000200,Black,16,2020-04-12,0,3.75
Census Tract,10003000200,Black,17,2020-04-19,0,11.5
Census Tract,10003000200,Black,18,2020-04-26,0,5
Census Tract,10003000200,Black,19,2020-05-03,0,1.5
Census Tract,10003000200,Black,20,2020-05-10,0,3.25
Census Tract,10003000200,Black,21,2020-05-17,0,11
Census Tract,10003000200,Black,22,2020-05-24,0,3.75
Census Tract,10003000200,Black,23,2020-05-31,0,1.5
Census Tract,10003000200,Black,24,2020-06-07,0,1.5
Census Tract,10003000200,Black,25,2020-06-14,0,11.75
Census Tract,10003000200,Black,26,2020-06-21,0,6
Census Tract,10003000200,Black,27,2020-06-28,0,2
Census Tract,10003000200,Black,28,2020-07-05,0,1.5
Census Tract,10003000200,Black,29,2020-07-12,0,4
Census Tract,10003000200,Black,30,2020-07-19,0,11
Census Tract,10003000200,Black,31,2020-07-26,1,5.25
Census Tract,10003000200,Black,32,2020-08-02,0,0.75
Census Tract,10003000200,Black,33,2020-08-09,1,3
Census Tract,10003000200,Black,34,2020-08-16,0,14.5
Census Tract,10003000200,Black,35,2020-08-23,2,7.25
Census Tract,10003000200,Black,36,2020-08-30,1,1.25
Census Tract,10003000200,Black,37,2020-09-06,0,1.5
Census Tract,10003000200,Black,38,2020-09-13,0,5.25
Census Tract,10003000200,Black,39,2020-09-20,1,13
Census Tract,10003000200,Black,40,2020-09-27,3,4.25
Census Tract,10003000200,Black,41,2020-10-04,2,4
Census Tract,10003000200,Black,42,2020-10-11,0,4.5
Census Tract,10003000200,Black,43,2020-10-18,0,9.25
