type,GEOID,week,week_date,filings_2020,filings_avg,last_updated
Census Tract,27001770100,1,2019-12-29,0,0,2021-01-09
Census Tract,27001770100,2,2020-01-05,0,0,2021-01-09
Census Tract,27001770100,3,2020-01-12,0,0.125,2021-01-09
Census Tract,27001770100,4,2020-01-19,0,0,2021-01-09
Census Tract,27001770100,5,2020-01-26,0,0,2021-01-09
Census Tract,27001770100,6,2020-02-02,0,0,2021-01-09
Census Tract,27001770100,7,2020-02-09,0,0,2021-01-09
Census Tract,27001770100,8,2020-02-16,0,0,2021-01-09
Census Tract,27001770100,9,2020-02-23,0,0,2021-01-09
Census Tract,27001770100,10,2020-03-01,0,0.125,2021-01-09
Census Tract,27001770100,11,2020-03-08,0,0,2021-01-09
Census Tract,27001770100,12,2020-03-15,0,0.25,2021-01-09
Census Tract,27001770100,13,2020-03-22,0,0,2021-01-09
Census Tract,27001770100,14,2020-03-29,0,0,2021-01-09
Census Tract,27001770100,15,2020-04-05,0,0,2021-01-09
Census Tract,27001770100,16,2020-04-12,0,0,2021-01-09
Census Tract,27001770100,17,2020-04-19,0,0,2021-01-09
Census Tract,27001770100,18,2020-04-26,0,0,2021-01-09
Census Tract,27001770100,19,2020-05-03,0,0,2021-01-09
Census Tract,27001770100,20,2020-05-10,0,0,2021-01-09
Census Tract,27001770100,21,2020-05-17,0,0,2021-01-09
Census Tract,27001770100,22,2020-05-24,0,0,2021-01-09
Census Tract,27001770100,23,2020-05-31,0,0.125,2021-01-09
Census Tract,27001770100,24,2020-06-07,0,0.125,2021-01-09
Census Tract,27001770100,25,2020-06-14,0,0,2021-01-09
Census Tract,27001770100,26,2020-06-21,0,0,2021-01-09
Census Tract,27001770100,27,2020-06-28,0,0,2021-01-09
Census Tract,27001770100,28,2020-07-05,0,0,2021-01-09
Census Tract,27001770100,29,2020-07-12,0,0,2021-01-09
Census Tract,27001770100,30,2020-07-19,0,0.25,2021-01-09
Census Tract,27001770100,31,2020-07-26,0,0,2021-01-09
Census Tract,27001770100,32,2020-08-02,0,0,2021-01-09
Census Tract,27001770100,33,2020-08-09,0,0.125,2021-01-09
Census Tract,27001770100,34,2020-08-16,0,0,2021-01-09
Census Tract,27001770100,35,2020-08-23,0,0.125,2021-01-09
Census Tract,27001770100,36,2020-08-30,0,0,2021-01-09
Census Tract,27001770100,37,2020-09-06,0,0,2021-01-09
Census Tract,27001770100,38,2020-09-13,0,0.125,2021-01-09
Census Tract,27001770100,39,2020-09-20,0,0,2021-01-09
Census Tract,27001770100,40,2020-09-27,0,0,2021-01-09
Census Tract,27001770100,41,2020-10-04,0,0.25,2021-01-09
Census Tract,27001770100,42,2020-10-11,0,0,2021-01-09
Census Tract,27001770100,43,2020-10-18,0,0,2021-01-09
Census Tract,27001770100,44,2020-10-25,0,0.125,2021-01-09
Census Tract,27001770100,45,2020-11-01,0,0.125,2021-01-09
Census Tract,27001770100,46,2020-11-08,0,0,2021-01-09
Census Tract,27001770100,47,2020-11-15,0,0,2021-01-09
Census Tract,27001770100,48,2020-11-22,0,0.125,2021-01-09
Census Tract,27001770100,49,2020-11-29,0,0,2021-01-09
Census Tract,27001770100,50,2020-12-06,1,0.125,2021-01-09
Census Tract,27001770100,51,2020-12-13,0,0.125,2021-01-09
Census Tract,27001770100,52,2020-12-20,0,0,2021-01-09
Census Tract,27001770100,53,2020-12-27,0,0,2021-01-09
Census Tract,27001770100,54,2021-01-03,0,0,2021-01-09
Census Tract,27001770200,1,2019-12-29,0,0,2021-01-09
Census Tract,27001770200,2,2020-01-05,0,0,2021-01-09
Census Tract,27001770200,3,2020-01-12,0,0,2021-01-09
Census Tract,27001770200,4,2020-01-19,0,0.125,2021-01-09
Census Tract,27001770200,5,2020-01-26,0,0.125,2021-01-09
Census Tract,27001770200,6,2020-02-02,0,0.125,2021-01-09
Census Tract,27001770200,7,2020-02-09,0,0,2021-01-09
Census Tract,27001770200,8,2020-02-16,0,0,2021-01-09
Census Tract,27001770200,9,2020-02-23,0,0,2021-01-09
Census Tract,27001770200,10,2020-03-01,1,0,2021-01-09
Census Tract,27001770200,11,2020-03-08,0,0,2021-01-09
Census Tract,27001770200,12,2020-03-15,0,0,2021-01-09
Census Tract,27001770200,13,2020-03-22,0,0,2021-01-09
Census Tract,27001770200,14,2020-03-29,0,0,2021-01-09
Census Tract,27001770200,15,2020-04-05,0,0,2021-01-09
Census Tract,27001770200,16,2020-04-12,0,0,2021-01-09
Census Tract,27001770200,17,2020-04-19,0,0.125,2021-01-09
Census Tract,27001770200,18,2020-04-26,0,0,2021-01-09
Census Tract,27001770200,19,2020-05-03,0,0,2021-01-09
Census Tract,27001770200,20,2020-05-10,0,0,2021-01-09
Census Tract,27001770200,21,2020-05-17,0,0,2021-01-09
Census Tract,27001770200,22,2020-05-24,0,0.125,2021-01-09
Census Tract,27001770200,23,2020-05-31,0,0.125,2021-01-09
Census Tract,27001770200,24,2020-06-07,0,0,2021-01-09
Census Tract,27001770200,25,2020-06-14,0,0,2021-01-09
Census Tract,27001770200,26,2020-06-21,0,0.125,2021-01-09
Census Tract,27001770200,27,2020-06-28,0,0.125,2021-01-09
Census Tract,27001770200,28,2020-07-05,0,0,2021-01-09
Census Tract,27001770200,29,2020-07-12,0,0,2021-01-09
Census Tract,27001770200,30,2020-07-19,0,0.125,2021-01-09
Census Tract,27001770200,31,2020-07-26,0,0,2021-01-09
Census Tract,27001770200,32,2020-08-02,0,0,2021-01-09
Census Tract,27001770200,33,2020-08-09,0,0,2021-01-09
Census Tract,27001770200,34,2020-08-16,0,0,2021-01-09
Census Tract,27001770200,35,2020-08-23,0,0,2021-01-09
Census Tract,27001770200,36,2020-08-30,0,0,2021-01-09
Census Tract,27001770200,37,2020-09-06,0,0,2021-01-09
Census Tract,27001770200,38,2020-09-13,0,0.25,2021-01-09
Census Tract,27001770200,39,2020-09-20,0,0.125,2021-01-09
Census Tract,27001770200,40,2020-09-27,0,0,2021-01-09
Census Tract,27001770200,41,2020-10-04,0,0.125,2021-01-09
Census Tract,27001770200,42,2020-10-11,0,0,2021-01-09
Census Tract,27001770200,43,2020-10-18,0,0,2021-01-09
Census Tract,27001770200,44,2020-10-25,0,0.125,2021-01-09
Census Tract,27001770200,45,2020-11-01,0,0,2021-01-09
Census Tract,27001770200,46,2020-11-08,0,0.125,2021-01-09
Census Tract,27001770200,47,2020-11-15,0,0.125,2021-01-09
Census Tract,27001770200,48,2020-11-22,0,0,2021-01-09
Census Tract,27001770200,49,2020-11-29,0,0,2021-01-09
Census Tract,27001770200,50,2020-12-06,0,0,2021-01-09
Census Tract,27001770200,51,2020-12-13,0,0,2021-01-09
Census Tract,27001770200,52,2020-12-20,0,0.25,2021-01-09
Census Tract,27001770200,53,2020-12-27,0,0,2021-01-09
Census Tract,27001770200,54,2021-01-03,0,0,2021-01-09
Census Tract,27001770300,1,2019-12-29,1,0,2021-01-09
Census Tract,27001770300,2,2020-01-05,0,0.25,2021-01-09
Census Tract,27001770300,3,2020-01-12,0,0.125,2021-01-09
Census Tract,27001770300,4,2020-01-19,0,0.25,2021-01-09
Census Tract,27001770300,5,2020-01-26,1,0,2021-01-09
Census Tract,27001770300,6,2020-02-02,0,0.25,2021-01-09
Census Tract,27001770300,7,2020-02-09,0,0.25,2021-01-09
Census Tract,27001770300,8,2020-02-16,0,0.125,2021-01-09
Census Tract,27001770300,9,2020-02-23,0,0.25,2021-01-09
Census Tract,27001770300,10,2020-03-01,0,0.25,2021-01-09
Census Tract,27001770300,11,2020-03-08,0,0.125,2021-01-09
Census Tract,27001770300,12,2020-03-15,0,0.125,2021-01-09
Census Tract,27001770300,13,2020-03-22,0,0.125,2021-01-09
Census Tract,27001770300,14,2020-03-29,0,0.25,2021-01-09
Census Tract,27001770300,15,2020-04-05,0,0.5,2021-01-09
Census Tract,27001770300,16,2020-04-12,0,0.125,2021-01-09
Census Tract,27001770300,17,2020-04-19,0,0,2021-01-09
Census Tract,27001770300,18,2020-04-26,0,0.125,2021-01-09
Census Tract,27001770300,19,2020-05-03,0,0.125,2021-01-09
Census Tract,27001770300,20,2020-05-10,0,0.125,2021-01-09
Census Tract,27001770300,21,2020-05-17,0,0.125,2021-01-09
Census Tract,27001770300,22,2020-05-24,0,0.125,2021-01-09
Census Tract,27001770300,23,2020-05-31,0,0.125,2021-01-09
Census Tract,27001770300,24,2020-06-07,0,0.25,2021-01-09
Census Tract,27001770300,25,2020-06-14,0,0.375,2021-01-09
Census Tract,27001770300,26,2020-06-21,0,0.5,2021-01-09
Census Tract,27001770300,27,2020-06-28,0,0.125,2021-01-09
Census Tract,27001770300,28,2020-07-05,0,0.25,2021-01-09
Census Tract,27001770300,29,2020-07-12,0,0.25,2021-01-09
Census Tract,27001770300,30,2020-07-19,0,0,2021-01-09
Census Tract,27001770300,31,2020-07-26,0,0,2021-01-09
Census Tract,27001770300,32,2020-08-02,0,0.375,2021-01-09
Census Tract,27001770300,33,2020-08-09,0,0.125,2021-01-09
Census Tract,27001770300,34,2020-08-16,0,0.25,2021-01-09
Census Tract,27001770300,35,2020-08-23,0,0,2021-01-09
Census Tract,27001770300,36,2020-08-30,0,0,2021-01-09
Census Tract,27001770300,37,2020-09-06,0,0.125,2021-01-09
Census Tract,27001770300,38,2020-09-13,0,0.125,2021-01-09
Census Tract,27001770300,39,2020-09-20,0,0.625,2021-01-09
Census Tract,27001770300,40,2020-09-27,0,0.125,2021-01-09
Census Tract,27001770300,41,2020-10-04,0,0.375,2021-01-09
Census Tract,27001770300,42,2020-10-11,0,0.375,2021-01-09
Census Tract,27001770300,43,2020-10-18,0,0.125,2021-01-09
Census Tract,27001770300,44,2020-10-25,0,0.375,2021-01-09
Census Tract,27001770300,45,2020-11-01,0,0.25,2021-01-09
Census Tract,27001770300,46,2020-11-08,0,0.125,2021-01-09
Census Tract,27001770300,47,2020-11-15,0,0.5,2021-01-09
Census Tract,27001770300,48,2020-11-22,0,0,2021-01-09
Census Tract,27001770300,49,2020-11-29,0,0.125,2021-01-09
Census Tract,27001770300,50,2020-12-06,0,0.625,2021-01-09
Census Tract,27001770300,51,2020-12-13,0,0.25,2021-01-09
Census Tract,27001770300,52,2020-12-20,0,0,2021-01-09
Census Tract,27001770300,53,2020-12-27,0,0.25,2021-01-09
Census Tract,27001770300,54,2021-01-03,0,0.25,2021-01-09
Census Tract,27001770400,1,2019-12-29,0,0,2021-01-09
Census Tract,27001770400,2,2020-01-05,0,0.125,2021-01-09
Census Tract,27001770400,3,2020-01-12,0,0,2021-01-09
Census Tract,27001770400,4,2020-01-19,0,0.125,2021-01-09
Census Tract,27001770400,5,2020-01-26,0,0,2021-01-09
Census Tract,27001770400,6,2020-02-02,0,0,2021-01-09
Census Tract,27001770400,7,2020-02-09,0,0,2021-01-09
Census Tract,27001770400,8,2020-02-16,0,0.125,2021-01-09
Census Tract,27001770400,9,2020-02-23,0,0.125,2021-01-09
Census Tract,27001770400,10,2020-03-01,0,0,2021-01-09
Census Tract,27001770400,11,2020-03-08,1,0,2021-01-09
Census Tract,27001770400,12,2020-03-15,0,0.125,2021-01-09
Census Tract,27001770400,13,2020-03-22,0,0,2021-01-09
Census Tract,27001770400,14,2020-03-29,0,0,2021-01-09
Census Tract,27001770400,15,2020-04-05,0,0.125,2021-01-09
Census Tract,27001770400,16,2020-04-12,0,0.125,2021-01-09
Census Tract,27001770400,17,2020-04-19,0,0.25,2021-01-09
Census Tract,27001770400,18,2020-04-26,0,0.25,2021-01-09
Census Tract,27001770400,19,2020-05-03,0,0.125,2021-01-09
Census Tract,27001770400,20,2020-05-10,0,0.125,2021-01-09
Census Tract,27001770400,21,2020-05-17,0,0.125,2021-01-09
Census Tract,27001770400,22,2020-05-24,0,0,2021-01-09
Census Tract,27001770400,23,2020-05-31,0,0.125,2021-01-09
Census Tract,27001770400,24,2020-06-07,0,0,2021-01-09
Census Tract,27001770400,25,2020-06-14,0,0,2021-01-09
Census Tract,27001770400,26,2020-06-21,0,0,2021-01-09
Census Tract,27001770400,27,2020-06-28,0,0.125,2021-01-09
Census Tract,27001770400,28,2020-07-05,0,0.125,2021-01-09
Census Tract,27001770400,29,2020-07-12,0,0.125,2021-01-09
Census Tract,27001770400,30,2020-07-19,0,0,2021-01-09
Census Tract,27001770400,31,2020-07-26,0,0.375,2021-01-09
Census Tract,27001770400,32,2020-08-02,0,0.25,2021-01-09
Census Tract,27001770400,33,2020-08-09,0,0.125,2021-01-09
Census Tract,27001770400,34,2020-08-16,0,0.125,2021-01-09
Census Tract,27001770400,35,2020-08-23,0,0.125,2021-01-09
Census Tract,27001770400,36,2020-08-30,0,0.25,2021-01-09
Census Tract,27001770400,37,2020-09-06,0,0,2021-01-09
Census Tract,27001770400,38,2020-09-13,0,0,2021-01-09
Census Tract,27001770400,39,2020-09-20,0,0,2021-01-09
Census Tract,27001770400,40,2020-09-27,0,0,2021-01-09
