type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg,last_updated
Census Tract,12031000100,Black,1,2019-12-29,1,0.4,2022-02-12
Census Tract,12031000100,Black,2,2020-01-05,0,2,2022-02-12
Census Tract,12031000100,Black,3,2020-01-12,2,4.4,2022-02-12
Census Tract,12031000100,Black,4,2020-01-19,3,2.6,2022-02-12
Census Tract,12031000100,Black,5,2020-01-26,1,2.6,2022-02-12
Census Tract,12031000100,Black,6,2020-02-02,1,1,2022-02-12
Census Tract,12031000100,Black,7,2020-02-09,2,2.2,2022-02-12
Census Tract,12031000100,Black,8,2020-02-16,3,2.4,2022-02-12
Census Tract,12031000100,Black,9,2020-02-23,2,2.4,2022-02-12
Census Tract,12031000100,Black,10,2020-03-01,2,1,2022-02-12
Census Tract,12031000100,Black,11,2020-03-08,1,2.2,2022-02-12
Census Tract,12031000100,Black,12,2020-03-15,1,3.4,2022-02-12
Census Tract,12031000100,Black,13,2020-03-22,0,1,2022-02-12
Census Tract,12031000100,Black,14,2020-03-29,1,1.2,2022-02-12
Census Tract,12031000100,Black,15,2020-04-05,0,1.8,2022-02-12
Census Tract,12031000100,Black,16,2020-04-12,0,2.4,2022-02-12
Census Tract,12031000100,Black,17,2020-04-19,0,2,2022-02-12
Census Tract,12031000100,Black,18,2020-04-26,0,2.4,2022-02-12
Census Tract,12031000100,Black,19,2020-05-03,0,2.2,2022-02-12
Census Tract,12031000100,Black,20,2020-05-10,0,2.6,2022-02-12
Census Tract,12031000100,Black,21,2020-05-17,0,1.6,2022-02-12
Census Tract,12031000100,Black,22,2020-05-24,0,2.8,2022-02-12
Census Tract,12031000100,Black,23,2020-05-31,0,1.6,2022-02-12
Census Tract,12031000100,Black,24,2020-06-07,0,1.6,2022-02-12
Census Tract,12031000100,Black,25,2020-06-14,0,3.4,2022-02-12
Census Tract,12031000100,Black,26,2020-06-21,0,5,2022-02-12
Census Tract,12031000100,Black,27,2020-06-28,0,1.4,2022-02-12
Census Tract,12031000100,Black,28,2020-07-05,0,3.8,2022-02-12
Census Tract,12031000100,Black,29,2020-07-12,0,3.4,2022-02-12
Census Tract,12031000100,Black,30,2020-07-19,0,1.8,2022-02-12
Census Tract,12031000100,Black,31,2020-07-26,2,2.4,2022-02-12
Census Tract,12031000100,Black,32,2020-08-02,1,1.8,2022-02-12
Census Tract,12031000100,Black,33,2020-08-09,4,2,2022-02-12
Census Tract,12031000100,Black,34,2020-08-16,3,2.8,2022-02-12
Census Tract,12031000100,Black,35,2020-08-23,1,3.6,2022-02-12
