type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg,last_updated
County,32003,Other,1,2019-12-29,149,176.5,2023-03-04
County,32003,Other,2,2020-01-05,335,470.25,2023-03-04
County,32003,Other,3,2020-01-12,863,1165.5,2023-03-04
County,32003,Other,4,2020-01-19,1185,1023.5,2023-03-04
County,32003,Other,5,2020-01-26,497,473,2023-03-04
County,32003,Other,6,2020-02-02,328,337.5,2023-03-04
County,32003,Other,7,2020-02-09,556,859.75,2023-03-04
County,32003,Other,8,2020-02-16,1268,1054.5,2023-03-04
County,32003,Other,9,2020-02-23,833,465.25,2023-03-04
County,32003,Other,10,2020-03-01,280,322.75,2023-03-04
County,32003,Other,11,2020-03-08,337,622,2023-03-04
County,32003,Other,12,2020-03-15,436,1017.75,2023-03-04
County,32003,Other,13,2020-03-22,85,514.75,2023-03-04
County,32003,Other,14,2020-03-29,20,289.5,2023-03-04
County,32003,Other,15,2020-04-05,11,394,2023-03-04
County,32003,Other,16,2020-04-12,10,1160,2023-03-04
County,32003,Other,17,2020-04-19,24,820,2023-03-04
County,32003,Other,18,2020-04-26,24,386,2023-03-04
County,32003,Other,19,2020-05-03,22,329,2023-03-04
County,32003,Other,20,2020-05-10,23,1006.25,2023-03-04
County,32003,Other,21,2020-05-17,38,1116,2023-03-04
County,32003,Other,22,2020-05-24,25,434.5,2023-03-04
County,32003,Other,23,2020-05-31,33,364,2023-03-04
County,32003,Other,24,2020-06-07,39,698.75,2023-03-04
County,32003,Other,25,2020-06-14,34,1273.75,2023-03-04
County,32003,Other,26,2020-06-21,33,760,2023-03-04
County,32003,Other,27,2020-06-28,40,320,2023-03-04
County,32003,Other,28,2020-07-05,62,411.5,2023-03-04
County,32003,Other,29,2020-07-12,55,1080.25,2023-03-04
County,32003,Other,30,2020-07-19,68,1026.5,2023-03-04
County,32003,Other,31,2020-07-26,45,493,2023-03-04
County,32003,Other,32,2020-08-02,66,347.25,2023-03-04
County,32003,Other,33,2020-08-09,108,797.75,2023-03-04
County,32003,Other,34,2020-08-16,195,1263.75,2023-03-04
County,32003,Other,35,2020-08-23,170,644,2023-03-04
County,32003,Other,36,2020-08-30,97,300.5,2023-03-04
County,32003,Other,37,2020-09-06,153,497.75,2023-03-04
County,32003,Other,38,2020-09-13,215,1289.75,2023-03-04
County,32003,Other,39,2020-09-20,201,956.5,2023-03-04
County,32003,Other,40,2020-09-27,242,438,2023-03-04
County,32003,Other,41,2020-10-04,266,356.5,2023-03-04
County,32003,Other,42,2020-10-11,369,986.25,2023-03-04
County,32003,Other,43,2020-10-18,1010,1147,2023-03-04
County,32003,Other,44,2020-10-25,1599,528,2023-03-04
County,32003,Other,45,2020-11-01,1562,332,2023-03-04
County,32003,Other,46,2020-11-08,1129,587.5,2023-03-04
County,32003,Other,47,2020-11-15,1194,1334.75,2023-03-04
County,32003,Other,48,2020-11-22,839,587.25,2023-03-04
County,32003,Other,49,2020-11-29,955,413.25,2023-03-04
County,32003,Other,50,2020-12-06,752,474,2023-03-04
County,32003,Other,51,2020-12-13,547,1299.25,2023-03-04
County,32003,Other,52,2020-12-20,425,618.5,2023-03-04
County,32003,Other,53,2020-12-27,358,407.75,2023-03-04
County,32003,Other,54,2021-01-03,375,373.5,2023-03-04
County,32003,Other,55,2021-01-10,383,931,2023-03-04
County,32003,Other,56,2021-01-17,425,1203.25,2023-03-04
County,32003,Other,57,2021-01-24,628,628.75,2023-03-04
County,32003,Other,58,2021-01-31,459,325,2023-03-04
County,32003,Other,59,2021-02-07,394,589.5,2023-03-04
County,32003,Other,60,2021-02-14,475,1103.5,2023-03-04
County,32003,Other,61,2021-02-21,768,737.75,2023-03-04
County,32003,Other,62,2021-02-28,547,316.5,2023-03-04
County,32003,Other,63,2021-03-07,489,519,2023-03-04
County,32003,Other,64,2021-03-14,633,1035.75,2023-03-04
County,32003,Other,65,2021-03-21,745,588.5,2023-03-04
County,32003,Other,66,2021-03-28,476,318,2023-03-04
