type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,10001040100,10/2023,0,0.5,1.5,NA
Census Tract,10001040100,11/2023,0,0.5,1,NA
Census Tract,10001040100,12/2023,4,3,1,NA
Census Tract,10001040100,01/2024,0,2,2.25,NA
Census Tract,10001040100,02/2024,0,0,2.25,NA
Census Tract,10001040100,03/2024,2,3,2.25,NA
Census Tract,10001040100,04/2024,2,2,1.75,NA
Census Tract,10001040100,05/2024,2,1.5,2,NA
Census Tract,10001040100,06/2024,1,2,2,NA
Census Tract,10001040100,07/2024,0,0.5,1,NA
Census Tract,10001040100,08/2024,3,2,3,NA
Census Tract,10001040100,09/2024,5,3.5,3.25,NA
Census Tract,10001040100,10/2024,1,0.5,1.5,NA
Census Tract,10001040100,11/2024,1,0.5,1,NA
Census Tract,10001040100,12/2024,1,3,1,NA
Census Tract,10001040100,01/2025,1,2,2.25,NA
Census Tract,10001040100,02/2025,1,0,2.25,NA
Census Tract,10001040100,03/2025,1,3,2.25,NA
Census Tract,10001040100,04/2025,1,2,1.75,NA
Census Tract,10001040100,05/2025,0,1.5,2,NA
Census Tract,10001040100,06/2025,1,2,2,NA
Census Tract,10001040100,07/2025,0,0.5,1,NA
Census Tract,10001040100,08/2025,1,2,3,NA
Census Tract,10001040100,09/2025,0,0.5,1.75,13/09/2025
Census Tract,10001040201,01/2020,9,7,9.25,NA
Census Tract,10001040201,02/2020,3,4,8.5,NA
Census Tract,10001040201,03/2020,2,5.5,6.25,NA
Census Tract,10001040201,04/2020,0,0.5,8.5,NA
Census Tract,10001040201,05/2020,0,10,6.25,NA
Census Tract,10001040201,06/2020,0,6.5,6.5,NA
Census Tract,10001040201,07/2020,2,6.5,9.25,NA
Census Tract,10001040201,08/2020,2,2.5,5.75,NA
Census Tract,10001040201,09/2020,1,6,6,NA
Census Tract,10001040201,10/2020,6,6,7,NA
Census Tract,10001040201,11/2020,2,2,5.5,NA
Census Tract,10001040201,12/2020,0,3.5,5.25,NA
Census Tract,10001040201,01/2021,1,7,9.25,NA
Census Tract,10001040201,02/2021,4,4,8.5,NA
Census Tract,10001040201,03/2021,4,5.5,6.25,NA
Census Tract,10001040201,04/2021,2,0.5,8.5,NA
Census Tract,10001040201,05/2021,4,10,6.25,NA
Census Tract,10001040201,06/2021,9,6.5,6.5,NA
Census Tract,10001040201,07/2021,3,6.5,9.25,NA
Census Tract,10001040201,08/2021,3,2.5,5.75,NA
Census Tract,10001040201,09/2021,5,6,6,NA
Census Tract,10001040201,10/2021,2,6,7,NA
Census Tract,10001040201,11/2021,5,2,5.5,NA
Census Tract,10001040201,12/2021,3,3.5,5.25,NA
Census Tract,10001040201,01/2022,2,7,9.25,NA
Census Tract,10001040201,02/2022,2,4,8.5,NA
Census Tract,10001040201,03/2022,2,5.5,6.25,NA
Census Tract,10001040201,04/2022,4,0.5,8.5,NA
Census Tract,10001040201,05/2022,1,10,6.25,NA
Census Tract,10001040201,06/2022,6,6.5,6.5,NA
Census Tract,10001040201,07/2022,6,6.5,9.25,NA
Census Tract,10001040201,08/2022,7,2.5,5.75,NA
Census Tract,10001040201,09/2022,0,6,6,NA
Census Tract,10001040201,10/2022,1,6,7,NA
Census Tract,10001040201,11/2022,3,2,5.5,NA
Census Tract,10001040201,12/2022,14,3.5,5.25,NA
Census Tract,10001040201,01/2023,12,7,9.25,NA
Census Tract,10001040201,02/2023,5,4,8.5,NA
Census Tract,10001040201,03/2023,9,5.5,6.25,NA
Census Tract,10001040201,04/2023,0,0.5,8.5,NA
Census Tract,10001040201,05/2023,14,10,6.25,NA
Census Tract,10001040201,06/2023,8,6.5,6.5,NA
Census Tract,10001040201,07/2023,9,6.5,9.25,NA
Census Tract,10001040201,08/2023,3,2.5,5.75,NA
Census Tract,10001040201,09/2023,8,6,6,NA
Census Tract,10001040201,10/2023,1,6,7,NA
Census Tract,10001040201,11/2023,1,2,5.5,NA
Census Tract,10001040201,12/2023,4,3.5,5.25,NA
Census Tract,10001040201,01/2024,2,7,9.25,NA
Census Tract,10001040201,02/2024,3,4,8.5,NA
Census Tract,10001040201,03/2024,2,5.5,6.25,NA
Census Tract,10001040201,04/2024,1,0.5,8.5,NA
Census Tract,10001040201,05/2024,6,10,6.25,NA
Census Tract,10001040201,06/2024,5,6.5,6.5,NA
Census Tract,10001040201,07/2024,3,6.5,9.25,NA
Census Tract,10001040201,08/2024,2,2.5,5.75,NA
Census Tract,10001040201,09/2024,4,6,6,NA
Census Tract,10001040201,10/2024,11,6,7,NA
Census Tract,10001040201,11/2024,3,2,5.5,NA
Census Tract,10001040201,12/2024,3,3.5,5.25,NA
Census Tract,10001040201,01/2025,4,7,9.25,NA
Census Tract,10001040201,02/2025,9,4,8.5,NA
Census Tract,10001040201,03/2025,3,5.5,6.25,NA
Census Tract,10001040201,04/2025,3,0.5,8.5,NA
Census Tract,10001040201,05/2025,3,10,6.25,NA
Census Tract,10001040201,06/2025,2,6.5,6.5,NA
Census Tract,10001040201,07/2025,4,6.5,9.25,NA
Census Tract,10001040201,08/2025,0,2.5,5.75,NA
Census Tract,10001040201,09/2025,0,2,3.25,13/09/2025
Census Tract,10001040203,01/2020,3,1.5,10.25,NA
Census Tract,10001040203,02/2020,7,17,8.75,NA
Census Tract,10001040203,03/2020,1,2,2.25,NA
Census Tract,10001040203,04/2020,0,7.5,3,NA
Census Tract,10001040203,05/2020,0,2.5,5.25,NA
Census Tract,10001040203,06/2020,0,2.5,5.25,NA
Census Tract,10001040203,07/2020,1,2,9.75,NA
Census Tract,10001040203,08/2020,0,2.5,7.5,NA
Census Tract,10001040203,09/2020,1,1,8.75,NA
Census Tract,10001040203,10/2020,1,1.5,10.25,NA
Census Tract,10001040203,11/2020,2,1,8,NA
Census Tract,10001040203,12/2020,2,2.5,3,NA
Census Tract,10001040203,01/2021,3,1.5,10.25,NA
Census Tract,10001040203,02/2021,2,17,8.75,NA
Census Tract,10001040203,03/2021,3,2,2.25,NA
Census Tract,10001040203,04/2021,2,7.5,3,NA
Census Tract,10001040203,05/2021,2,2.5,5.25,NA
Census Tract,10001040203,06/2021,3,2.5,5.25,NA
Census Tract,10001040203,07/2021,4,2,9.75,NA
Census Tract,10001040203,08/2021,1,2.5,7.5,NA
Census Tract,10001040203,09/2021,3,1,8.75,NA
Census Tract,10001040203,10/2021,1,1.5,10.25,NA
Census Tract,10001040203,11/2021,2,1,8,NA
Census Tract,10001040203,12/2021,3,2.5,3,NA
Census Tract,10001040203,01/2022,1,1.5,10.25,NA
Census Tract,10001040203,02/2022,5,17,8.75,NA
Census Tract,10001040203,03/2022,2,2,2.25,NA
Census Tract,10001040203,04/2022,2,7.5,3,NA
Census Tract,10001040203,05/2022,0,2.5,5.25,NA
Census Tract,10001040203,06/2022,1,2.5,5.25,NA
Census Tract,10001040203,07/2022,2,2,9.75,NA
Census Tract,10001040203,08/2022,3,2.5,7.5,NA
Census Tract,10001040203,09/2022,4,1,8.75,NA
Census Tract,10001040203,10/2022,0,1.5,10.25,NA
Census Tract,10001040203,11/2022,4,1,8,NA
Census Tract,10001040203,12/2022,2,2.5,3,NA
Census Tract,10001040203,01/2023,0,1.5,10.25,NA
Census Tract,10001040203,02/2023,19,17,8.75,NA
Census Tract,10001040203,03/2023,2,2,2.25,NA
Census Tract,10001040203,04/2023,8,7.5,3,NA
Census Tract,10001040203,05/2023,2,2.5,5.25,NA
Census Tract,10001040203,06/2023,3,2.5,5.25,NA
Census Tract,10001040203,07/2023,1,2,9.75,NA
Census Tract,10001040203,08/2023,4,2.5,7.5,NA
Census Tract,10001040203,09/2023,1,1,8.75,NA
Census Tract,10001040203,10/2023,0,1.5,10.25,NA
Census Tract,10001040203,11/2023,1,1,8,NA
Census Tract,10001040203,12/2023,4,2.5,3,NA
Census Tract,10001040203,01/2024,3,1.5,10.25,NA
Census Tract,10001040203,02/2024,0,17,8.75,NA
Census Tract,10001040203,03/2024,1,2,2.25,NA
Census Tract,10001040203,04/2024,1,7.5,3,NA
Census Tract,10001040203,05/2024,2,2.5,5.25,NA
Census Tract,10001040203,06/2024,2,2.5,5.25,NA
Census Tract,10001040203,07/2024,3,2,9.75,NA
Census Tract,10001040203,08/2024,1,2.5,7.5,NA
Census Tract,10001040203,09/2024,1,1,8.75,NA
Census Tract,10001040203,10/2024,3,1.5,10.25,NA
Census Tract,10001040203,11/2024,1,1,8,NA
Census Tract,10001040203,12/2024,0,2.5,3,NA
Census Tract,10001040203,01/2025,1,1.5,10.25,NA
Census Tract,10001040203,02/2025,3,17,8.75,NA
Census Tract,10001040203,03/2025,7,2,2.25,NA
Census Tract,10001040203,04/2025,3,7.5,3,NA
Census Tract,10001040203,05/2025,7,2.5,5.25,NA
Census Tract,10001040203,06/2025,0,2.5,5.25,NA
Census Tract,10001040203,07/2025,5,2,9.75,NA
Census Tract,10001040203,08/2025,0,2.5,7.5,NA
Census Tract,10001040203,09/2025,0,0.5,1.25,13/09/2025
Census Tract,10001040204,01/2020,4,2.5,2.5,NA
Census Tract,10001040204,02/2020,1,2.5,3.5,NA
Census Tract,10001040204,03/2020,0,4,4.75,NA
Census Tract,10001040204,04/2020,0,1,4.75,NA
Census Tract,10001040204,05/2020,0,1.5,5.5,NA
Census Tract,10001040204,06/2020,0,2,4,NA
Census Tract,10001040204,07/2020,0,1,3.5,NA
Census Tract,10001040204,08/2020,3,1.5,4,NA
Census Tract,10001040204,09/2020,0,1.5,3,NA
Census Tract,10001040204,10/2020,1,2,2.75,NA
Census Tract,10001040204,11/2020,0,1.5,4.75,NA
Census Tract,10001040204,12/2020,3,1,2.25,NA
Census Tract,10001040204,01/2021,3,2.5,2.5,NA
Census Tract,10001040204,02/2021,6,2.5,3.5,NA
Census Tract,10001040204,03/2021,3,4,4.75,NA
Census Tract,10001040204,04/2021,1,1,4.75,NA
Census Tract,10001040204,05/2021,0,1.5,5.5,NA
Census Tract,10001040204,06/2021,1,2,4,NA
Census Tract,10001040204,07/2021,1,1,3.5,NA
Census Tract,10001040204,08/2021,1,1.5,4,NA
Census Tract,10001040204,09/2021,4,1.5,3,NA
Census Tract,10001040204,10/2021,4,2,2.75,NA
Census Tract,10001040204,11/2021,1,1.5,4.75,NA
Census Tract,10001040204,12/2021,0,1,2.25,NA
Census Tract,10001040204,01/2022,1,2.5,2.5,NA
Census Tract,10001040204,02/2022,2,2.5,3.5,NA
Census Tract,10001040204,03/2022,3,4,4.75,NA
Census Tract,10001040204,04/2022,2,1,4.75,NA
Census Tract,10001040204,05/2022,2,1.5,5.5,NA
Census Tract,10001040204,06/2022,1,2,4,NA
Census Tract,10001040204,07/2022,3,1,3.5,NA
Census Tract,10001040204,08/2022,0,1.5,4,NA
Census Tract,10001040204,09/2022,1,1.5,3,NA
Census Tract,10001040204,10/2022,1,2,2.75,NA
Census Tract,10001040204,11/2022,1,1.5,4.75,NA
Census Tract,10001040204,12/2022,0,1,2.25,NA
Census Tract,10001040204,01/2023,2,2.5,2.5,NA
Census Tract,10001040204,02/2023,2,2.5,3.5,NA
Census Tract,10001040204,03/2023,4,4,4.75,NA
Census Tract,10001040204,04/2023,2,1,4.75,NA
Census Tract,10001040204,05/2023,1,1.5,5.5,NA
Census Tract,10001040204,06/2023,1,2,4,NA
Census Tract,10001040204,07/2023,1,1,3.5,NA
Census Tract,10001040204,08/2023,2,1.5,4,NA
Census Tract,10001040204,09/2023,3,1.5,3,NA
Census Tract,10001040204,10/2023,2,2,2.75,NA
Census Tract,10001040204,11/2023,3,1.5,4.75,NA
Census Tract,10001040204,12/2023,1,1,2.25,NA
Census Tract,10001040204,01/2024,2,2.5,2.5,NA
Census Tract,10001040204,02/2024,1,2.5,3.5,NA
Census Tract,10001040204,03/2024,3,4,4.75,NA
Census Tract,10001040204,04/2024,0,1,4.75,NA
Census Tract,10001040204,05/2024,2,1.5,5.5,NA
Census Tract,10001040204,06/2024,2,2,4,NA
Census Tract,10001040204,07/2024,1,1,3.5,NA
Census Tract,10001040204,08/2024,1,1.5,4,NA
Census Tract,10001040204,09/2024,0,1.5,3,NA
Census Tract,10001040204,10/2024,1,2,2.75,NA
Census Tract,10001040204,11/2024,0,1.5,4.75,NA
Census Tract,10001040204,12/2024,1,1,2.25,NA
Census Tract,10001040204,01/2025,0,2.5,2.5,NA
Census Tract,10001040204,02/2025,2,2.5,3.5,NA
Census Tract,10001040204,03/2025,1,4,4.75,NA
Census Tract,10001040204,04/2025,1,1,4.75,NA
Census Tract,10001040204,05/2025,3,1.5,5.5,NA
Census Tract,10001040204,06/2025,1,2,4,NA
Census Tract,10001040204,07/2025,1,1,3.5,NA
Census Tract,10001040204,08/2025,0,1.5,4,NA
Census Tract,10001040204,09/2025,0,1,1.5,13/09/2025
Census Tract,10001040205,01/2020,5,13.5,12.75,NA
Census Tract,10001040205,02/2020,1,7,6,NA
Census Tract,10001040205,03/2020,7,7,8.75,NA
Census Tract,10001040205,04/2020,0,7.5,5.25,NA
Census Tract,10001040205,05/2020,0,1.5,6.25,NA
Census Tract,10001040205,06/2020,0,19.5,4.25,NA
Census Tract,10001040205,07/2020,4,2.5,9.25,NA
Census Tract,10001040205,08/2020,4,8.5,6.5,NA
Census Tract,10001040205,09/2020,0,7,9,NA
Census Tract,10001040205,10/2020,0,9,9.75,NA
Census Tract,10001040205,11/2020,0,1.5,5.25,NA
Census Tract,10001040205,12/2020,4,6.5,6.25,NA
Census Tract,10001040205,01/2021,11,13.5,12.75,NA
Census Tract,10001040205,02/2021,2,7,6,NA
Census Tract,10001040205,03/2021,0,7,8.75,NA
Census Tract,10001040205,04/2021,5,7.5,5.25,NA
Census Tract,10001040205,05/2021,2,1.5,6.25,NA
Census Tract,10001040205,06/2021,1,19.5,4.25,NA
Census Tract,10001040205,07/2021,5,2.5,9.25,NA
Census Tract,10001040205,08/2021,8,8.5,6.5,NA
Census Tract,10001040205,09/2021,6,7,9,NA
Census Tract,10001040205,10/2021,2,9,9.75,NA
Census Tract,10001040205,11/2021,8,1.5,5.25,NA
Census Tract,10001040205,12/2021,4,6.5,6.25,NA
Census Tract,10001040205,01/2022,5,13.5,12.75,NA
Census Tract,10001040205,02/2022,4,7,6,NA
Census Tract,10001040205,03/2022,1,7,8.75,NA
Census Tract,10001040205,04/2022,1,7.5,5.25,NA
Census Tract,10001040205,05/2022,0,1.5,6.25,NA
Census Tract,10001040205,06/2022,1,19.5,4.25,NA
Census Tract,10001040205,07/2022,8,2.5,9.25,NA
Census Tract,10001040205,08/2022,1,8.5,6.5,NA
Census Tract,10001040205,09/2022,3,7,9,NA
Census Tract,10001040205,10/2022,8,9,9.75,NA
Census Tract,10001040205,11/2022,0,1.5,5.25,NA
Census Tract,10001040205,12/2022,10,6.5,6.25,NA
Census Tract,10001040205,01/2023,7,13.5,12.75,NA
Census Tract,10001040205,02/2023,9,7,6,NA
Census Tract,10001040205,03/2023,5,7,8.75,NA
Census Tract,10001040205,04/2023,6,7.5,5.25,NA
Census Tract,10001040205,05/2023,0,1.5,6.25,NA
Census Tract,10001040205,06/2023,20,19.5,4.25,NA
Census Tract,10001040205,07/2023,0,2.5,9.25,NA
Census Tract,10001040205,08/2023,12,8.5,6.5,NA
Census Tract,10001040205,09/2023,9,7,9,NA
Census Tract,10001040205,10/2023,10,9,9.75,NA
Census Tract,10001040205,11/2023,2,1.5,5.25,NA
Census Tract,10001040205,12/2023,11,6.5,6.25,NA
Census Tract,10001040205,01/2024,20,13.5,12.75,NA
Census Tract,10001040205,02/2024,5,7,6,NA
Census Tract,10001040205,03/2024,9,7,8.75,NA
Census Tract,10001040205,04/2024,9,7.5,5.25,NA
Census Tract,10001040205,05/2024,2,1.5,6.25,NA
Census Tract,10001040205,06/2024,19,19.5,4.25,NA
Census Tract,10001040205,07/2024,5,2.5,9.25,NA
Census Tract,10001040205,08/2024,5,8.5,6.5,NA
Census Tract,10001040205,09/2024,5,7,9,NA
Census Tract,10001040205,10/2024,8,9,9.75,NA
Census Tract,10001040205,11/2024,1,1.5,5.25,NA
Census Tract,10001040205,12/2024,2,6.5,6.25,NA
Census Tract,10001040205,01/2025,26,13.5,12.75,NA
Census Tract,10001040205,02/2025,0,7,6,NA
Census Tract,10001040205,03/2025,4,7,8.75,NA
Census Tract,10001040205,04/2025,1,7.5,5.25,NA
Census Tract,10001040205,05/2025,2,1.5,6.25,NA
Census Tract,10001040205,06/2025,6,19.5,4.25,NA
Census Tract,10001040205,07/2025,11,2.5,9.25,NA
Census Tract,10001040205,08/2025,1,8.5,6.5,NA
Census Tract,10001040205,09/2025,0,0.5,2.75,13/09/2025
Census Tract,10001040206,01/2020,0,0,1,NA
Census Tract,10001040206,02/2020,0,1,0.5,NA
Census Tract,10001040206,03/2020,0,0.5,1,NA
Census Tract,10001040206,04/2020,0,0.5,0.5,NA
Census Tract,10001040206,05/2020,0,0,0.75,NA
Census Tract,10001040206,06/2020,0,0,1,NA
Census Tract,10001040206,07/2020,0,0.5,1,NA
Census Tract,10001040206,08/2020,0,1,1.5,NA
Census Tract,10001040206,09/2020,0,0.5,0.5,NA
Census Tract,10001040206,10/2020,0,0.5,1,NA
Census Tract,10001040206,11/2020,0,0.5,0.25,NA
Census Tract,10001040206,12/2020,0,1,1,NA
Census Tract,10001040206,01/2021,0,0,1,NA
Census Tract,10001040206,02/2021,0,1,0.5,NA
Census Tract,10001040206,03/2021,0,0.5,1,NA
Census Tract,10001040206,04/2021,0,0.5,0.5,NA
Census Tract,10001040206,05/2021,0,0,0.75,NA
Census Tract,10001040206,06/2021,0,0,1,NA
Census Tract,10001040206,07/2021,0,0.5,1,NA
Census Tract,10001040206,08/2021,1,1,1.5,NA
Census Tract,10001040206,09/2021,1,0.5,0.5,NA
Census Tract,10001040206,10/2021,1,0.5,1,NA
Census Tract,10001040206,11/2021,1,0.5,0.25,NA
Census Tract,10001040206,12/2021,0,1,1,NA
Census Tract,10001040206,01/2022,0,0,1,NA
Census Tract,10001040206,02/2022,0,1,0.5,NA
Census Tract,10001040206,03/2022,1,0.5,1,NA
Census Tract,10001040206,04/2022,0,0.5,0.5,NA
Census Tract,10001040206,05/2022,0,0,0.75,NA
Census Tract,10001040206,06/2022,0,0,1,NA
Census Tract,10001040206,07/2022,0,0.5,1,NA
Census Tract,10001040206,08/2022,0,1,1.5,NA
Census Tract,10001040206,09/2022,0,0.5,0.5,NA
Census Tract,10001040206,10/2022,0,0.5,1,NA
Census Tract,10001040206,11/2022,0,0.5,0.25,NA
Census Tract,10001040206,12/2022,0,1,1,NA
Census Tract,10001040206,01/2023,0,0,1,NA
Census Tract,10001040206,02/2023,1,1,0.5,NA
Census Tract,10001040206,03/2023,1,0.5,1,NA
Census Tract,10001040206,04/2023,0,0.5,0.5,NA
Census Tract,10001040206,05/2023,0,0,0.75,NA
Census Tract,10001040206,06/2023,0,0,1,NA
Census Tract,10001040206,07/2023,0,0.5,1,NA
Census Tract,10001040206,08/2023,2,1,1.5,NA
Census Tract,10001040206,09/2023,0,0.5,0.5,NA
Census Tract,10001040206,10/2023,0,0.5,1,NA
Census Tract,10001040206,11/2023,1,0.5,0.25,NA
Census Tract,10001040206,12/2023,1,1,1,NA
Census Tract,10001040206,01/2024,0,0,1,NA
Census Tract,10001040206,02/2024,1,1,0.5,NA
Census Tract,10001040206,03/2024,0,0.5,1,NA
Census Tract,10001040206,04/2024,1,0.5,0.5,NA
Census Tract,10001040206,05/2024,0,0,0.75,NA
Census Tract,10001040206,06/2024,0,0,1,NA
Census Tract,10001040206,07/2024,1,0.5,1,NA
Census Tract,10001040206,08/2024,0,1,1.5,NA
Census Tract,10001040206,09/2024,1,0.5,0.5,NA
Census Tract,10001040206,10/2024,1,0.5,1,NA
Census Tract,10001040206,11/2024,0,0.5,0.25,NA
Census Tract,10001040206,12/2024,1,1,1,NA
Census Tract,10001040206,01/2025,0,0,1,NA
Census Tract,10001040206,02/2025,0,1,0.5,NA
Census Tract,10001040206,03/2025,0,0.5,1,NA
Census Tract,10001040206,04/2025,0,0.5,0.5,NA
Census Tract,10001040206,05/2025,0,0,0.75,NA
Census Tract,10001040206,06/2025,0,0,1,NA
Census Tract,10001040206,07/2025,0,0.5,1,NA
Census Tract,10001040206,08/2025,0,1,1.5,NA
Census Tract,10001040206,09/2025,0,0.5,0.25,13/09/2025
Census Tract,10001040501,01/2020,12,9.5,19,NA
Census Tract,10001040501,02/2020,15,8,10.5,NA
Census Tract,10001040501,03/2020,15,8,13,NA
Census Tract,10001040501,04/2020,0,3.5,8.75,NA
Census Tract,10001040501,05/2020,0,11,13.5,NA
Census Tract,10001040501,06/2020,0,6.5,11,NA
Census Tract,10001040501,07/2020,1,9,13.75,NA
Census Tract,10001040501,08/2020,4,15.5,9.25,NA
Census Tract,10001040501,09/2020,7,8,13.5,NA
Census Tract,10001040501,10/2020,1,15,15.5,NA
Census Tract,10001040501,11/2020,1,2,9.75,NA
Census Tract,10001040501,12/2020,3,4.5,19,NA
Census Tract,10001040501,01/2021,3,9.5,19,NA
Census Tract,10001040501,02/2021,4,8,10.5,NA
Census Tract,10001040501,03/2021,7,8,13,NA
Census Tract,10001040501,04/2021,6,3.5,8.75,NA
Census Tract,10001040501,05/2021,7,11,13.5,NA
Census Tract,10001040501,06/2021,4,6.5,11,NA
Census Tract,10001040501,07/2021,13,9,13.75,NA
Census Tract,10001040501,08/2021,6,15.5,9.25,NA
Census Tract,10001040501,09/2021,3,8,13.5,NA
Census Tract,10001040501,10/2021,4,15,15.5,NA
Census Tract,10001040501,11/2021,5,2,9.75,NA
Census Tract,10001040501,12/2021,6,4.5,19,NA
Census Tract,10001040501,01/2022,4,9.5,19,NA
Census Tract,10001040501,02/2022,2,8,10.5,NA
Census Tract,10001040501,03/2022,6,8,13,NA
Census Tract,10001040501,04/2022,4,3.5,8.75,NA
Census Tract,10001040501,05/2022,1,11,13.5,NA
Census Tract,10001040501,06/2022,4,6.5,11,NA
Census Tract,10001040501,07/2022,11,9,13.75,NA
Census Tract,10001040501,08/2022,23,15.5,9.25,NA
Census Tract,10001040501,09/2022,9,8,13.5,NA
Census Tract,10001040501,10/2022,8,15,15.5,NA
Census Tract,10001040501,11/2022,6,2,9.75,NA
Census Tract,10001040501,12/2022,7,4.5,19,NA
Census Tract,10001040501,01/2023,9,9.5,19,NA
Census Tract,10001040501,02/2023,12,8,10.5,NA
Census Tract,10001040501,03/2023,12,8,13,NA
Census Tract,10001040501,04/2023,4,3.5,8.75,NA
Census Tract,10001040501,05/2023,12,11,13.5,NA
Census Tract,10001040501,06/2023,10,6.5,11,NA
Census Tract,10001040501,07/2023,11,9,13.75,NA
Census Tract,10001040501,08/2023,10,15.5,9.25,NA
Census Tract,10001040501,09/2023,12,8,13.5,NA
Census Tract,10001040501,10/2023,16,15,15.5,NA
Census Tract,10001040501,11/2023,4,2,9.75,NA
Census Tract,10001040501,12/2023,1,4.5,19,NA
Census Tract,10001040501,01/2024,10,9.5,19,NA
Census Tract,10001040501,02/2024,4,8,10.5,NA
Census Tract,10001040501,03/2024,3,8,13,NA
Census Tract,10001040501,04/2024,2,3.5,8.75,NA
Census Tract,10001040501,05/2024,10,11,13.5,NA
Census Tract,10001040501,06/2024,3,6.5,11,NA
Census Tract,10001040501,07/2024,6,9,13.75,NA
Census Tract,10001040501,08/2024,18,15.5,9.25,NA
Census Tract,10001040501,09/2024,4,8,13.5,NA
Census Tract,10001040501,10/2024,14,15,15.5,NA
Census Tract,10001040501,11/2024,0,2,9.75,NA
Census Tract,10001040501,12/2024,8,4.5,19,NA
Census Tract,10001040501,01/2025,13,9.5,19,NA
Census Tract,10001040501,02/2025,7,8,10.5,NA
Census Tract,10001040501,03/2025,7,8,13,NA
Census Tract,10001040501,04/2025,10,3.5,8.75,NA
Census Tract,10001040501,05/2025,13,11,13.5,NA
Census Tract,10001040501,06/2025,8,6.5,11,NA
Census Tract,10001040501,07/2025,4,9,13.75,NA
Census Tract,10001040501,08/2025,2,15.5,9.25,NA
Census Tract,10001040501,09/2025,0,1,3.5,13/09/2025
Census Tract,10001040502,01/2020,9,4.5,6.5,NA
Census Tract,10001040502,02/2020,1,1.5,4.75,NA
Census Tract,10001040502,03/2020,1,5,4.5,NA
Census Tract,10001040502,04/2020,0,4,4,NA
Census Tract,10001040502,05/2020,0,4,6.25,NA
Census Tract,10001040502,06/2020,0,6.5,6.75,NA
Census Tract,10001040502,07/2020,2,7,5.5,NA
Census Tract,10001040502,08/2020,0,2.5,5.5,NA
Census Tract,10001040502,09/2020,1,4.5,7.5,NA
Census Tract,10001040502,10/2020,2,3,3.5,NA
Census Tract,10001040502,11/2020,0,1.5,2.75,NA
Census Tract,10001040502,12/2020,0,6,7.75,NA
Census Tract,10001040502,01/2021,0,4.5,6.5,NA
Census Tract,10001040502,02/2021,2,1.5,4.5,NA
Census Tract,10001040502,03/2021,2,5,4.5,NA
Census Tract,10001040502,04/2021,0,4,4,NA
Census Tract,10001040502,05/2021,4,4,6.25,NA
Census Tract,10001040502,06/2021,0,6.5,6.75,NA
Census Tract,10001040502,07/2021,0,7,5.5,NA
Census Tract,10001040502,08/2021,1,2.5,5.5,NA
Census Tract,10001040502,09/2021,0,4.5,7.5,NA
Census Tract,10001040502,10/2021,0,3,3.5,NA
