type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,18001030200,03/2022,0,1,1.25,NA
Census Tract,18001030200,04/2022,2,2.5,1.5,NA
Census Tract,18001030200,05/2022,0,0.5,1.75,NA
Census Tract,18001030200,06/2022,0,0.5,1.5,NA
Census Tract,18001030200,07/2022,0,1.5,1.5,NA
Census Tract,18001030200,08/2022,1,1.5,2.25,NA
Census Tract,18001030200,09/2022,1,2,4.5,NA
Census Tract,18001030200,10/2022,1,0.5,2.25,NA
Census Tract,18001030200,11/2022,0,1,1.5,NA
Census Tract,18001030200,12/2022,2,0.5,1.25,NA
Census Tract,18001030200,01/2023,1,0.5,2.75,NA
Census Tract,18001030200,02/2023,0,0.5,3,NA
Census Tract,18001030200,03/2023,0,1,1.25,NA
Census Tract,18001030200,04/2023,1,2.5,1.5,NA
Census Tract,18001030200,05/2023,1,0.5,1.75,NA
Census Tract,18001030200,06/2023,1,0.5,1.5,NA
Census Tract,18001030200,07/2023,1,1.5,1.5,NA
Census Tract,18001030200,08/2023,1,1.5,2.25,NA
Census Tract,18001030200,09/2023,2,2,4.5,NA
Census Tract,18001030200,10/2023,1,0.5,2.25,NA
Census Tract,18001030200,11/2023,2,1,1.5,NA
Census Tract,18001030200,12/2023,0,0.5,1.25,NA
Census Tract,18001030200,01/2024,0,0.5,2.75,NA
Census Tract,18001030200,02/2024,1,0.5,3,NA
Census Tract,18001030200,03/2024,2,1,1.25,NA
Census Tract,18001030200,04/2024,4,2.5,1.5,NA
Census Tract,18001030200,05/2024,0,0.5,1.75,NA
Census Tract,18001030200,06/2024,0,0.5,1.5,NA
Census Tract,18001030200,07/2024,1,1.5,1.5,NA
Census Tract,18001030200,08/2024,0,1.5,2.25,NA
Census Tract,18001030200,09/2024,2,2,4.5,NA
Census Tract,18001030200,10/2024,0,0.5,2.25,NA
Census Tract,18001030200,11/2024,0,1,1.5,NA
Census Tract,18001030200,12/2024,1,0.5,1.25,NA
Census Tract,18001030200,01/2025,0,0.5,2.75,NA
Census Tract,18001030200,02/2025,2,0.5,3,NA
Census Tract,18001030200,03/2025,0,1,1.25,NA
Census Tract,18001030200,04/2025,0,2.5,1.5,NA
Census Tract,18001030200,05/2025,3,0.5,1.75,NA
Census Tract,18001030200,06/2025,0,0.5,1.5,NA
Census Tract,18001030200,07/2025,1,1.5,1.5,NA
Census Tract,18001030200,08/2025,0,1.5,2.25,NA
Census Tract,18001030200,09/2025,0,2,4.5,NA
Census Tract,18001030200,10/2025,0,0.5,2.25,NA
Census Tract,18001030200,11/2025,1,1,1.5,NA
Census Tract,18001030200,12/2025,0,0,0.75,13/12/2025
Census Tract,18001030300,01/2020,1,1.5,1.25,NA
Census Tract,18001030300,02/2020,1,1,0.75,NA
Census Tract,18001030300,03/2020,0,1,0.5,NA
Census Tract,18001030300,04/2020,0,0,0.75,NA
Census Tract,18001030300,05/2020,0,0,0.5,NA
Census Tract,18001030300,06/2020,0,1,0,NA
Census Tract,18001030300,07/2020,0,1,0.25,NA
Census Tract,18001030300,08/2020,1,0.5,0.75,NA
Census Tract,18001030300,09/2020,1,1,1.75,NA
Census Tract,18001030300,10/2020,1,1.5,1,NA
Census Tract,18001030300,11/2020,0,0,1,NA
Census Tract,18001030300,12/2020,0,1,0,NA
Census Tract,18001030300,01/2021,0,1.5,1.25,NA
Census Tract,18001030300,02/2021,0,1,0.75,NA
Census Tract,18001030300,03/2021,0,1,0.5,NA
Census Tract,18001030300,04/2021,0,0,0.75,NA
Census Tract,18001030300,05/2021,1,0,0.5,NA
Census Tract,18001030300,06/2021,1,1,0,NA
Census Tract,18001030300,07/2021,0,1,0.25,NA
Census Tract,18001030300,08/2021,0,0.5,0.75,NA
Census Tract,18001030300,09/2021,2,1,1.75,NA
Census Tract,18001030300,10/2021,0,1.5,1,NA
Census Tract,18001030300,11/2021,0,0,1,NA
Census Tract,18001030300,12/2021,1,1,0,NA
Census Tract,18001030300,01/2022,0,1.5,1.25,NA
Census Tract,18001030300,02/2022,2,1,0.75,NA
Census Tract,18001030300,03/2022,0,1,0.5,NA
Census Tract,18001030300,04/2022,1,0,0.75,NA
Census Tract,18001030300,05/2022,0,0,0.5,NA
Census Tract,18001030300,06/2022,0,1,0,NA
Census Tract,18001030300,07/2022,0,1,0.25,NA
Census Tract,18001030300,08/2022,0,0.5,0.75,NA
Census Tract,18001030300,09/2022,0,1,1.75,NA
Census Tract,18001030300,10/2022,0,1.5,1,NA
Census Tract,18001030300,11/2022,0,0,1,NA
Census Tract,18001030300,12/2022,1,1,0,NA
Census Tract,18001030300,01/2023,1,1.5,1.25,NA
Census Tract,18001030300,02/2023,1,1,0.75,NA
Census Tract,18001030300,03/2023,0,1,0.5,NA
Census Tract,18001030300,04/2023,0,0,0.75,NA
Census Tract,18001030300,05/2023,0,0,0.5,NA
Census Tract,18001030300,06/2023,0,1,0,NA
Census Tract,18001030300,07/2023,1,1,0.25,NA
Census Tract,18001030300,08/2023,1,0.5,0.75,NA
Census Tract,18001030300,09/2023,0,1,1.75,NA
Census Tract,18001030300,10/2023,2,1.5,1,NA
Census Tract,18001030300,11/2023,0,0,1,NA
Census Tract,18001030300,12/2023,1,1,0,NA
Census Tract,18001030300,01/2024,0,1.5,1.25,NA
Census Tract,18001030300,02/2024,1,1,0.75,NA
Census Tract,18001030300,03/2024,1,1,0.5,NA
Census Tract,18001030300,04/2024,0,0,0.75,NA
Census Tract,18001030300,05/2024,0,0,0.5,NA
Census Tract,18001030300,06/2024,1,1,0,NA
Census Tract,18001030300,07/2024,1,1,0.25,NA
Census Tract,18001030300,08/2024,0,0.5,0.75,NA
Census Tract,18001030300,09/2024,1,1,1.75,NA
Census Tract,18001030300,10/2024,1,1.5,1,NA
Census Tract,18001030300,11/2024,0,0,1,NA
Census Tract,18001030300,12/2024,1,1,0,NA
Census Tract,18001030300,01/2025,0,1.5,1.25,NA
Census Tract,18001030300,02/2025,0,1,0.75,NA
Census Tract,18001030300,03/2025,0,1,0.5,NA
Census Tract,18001030300,04/2025,0,0,0.75,NA
Census Tract,18001030300,05/2025,0,0,0.5,NA
Census Tract,18001030300,06/2025,0,1,0,NA
Census Tract,18001030300,07/2025,0,1,0.25,NA
Census Tract,18001030300,08/2025,0,0.5,0.75,NA
Census Tract,18001030300,09/2025,1,1,1.75,NA
Census Tract,18001030300,10/2025,0,1.5,1,NA
Census Tract,18001030300,11/2025,0,0,1,NA
Census Tract,18001030300,12/2025,1,0.5,0,13/12/2025
Census Tract,18001030400,01/2020,0,0,0,NA
Census Tract,18001030400,02/2020,0,0,0,NA
Census Tract,18001030400,03/2020,0,0,0,NA
Census Tract,18001030400,04/2020,0,0.5,0,NA
Census Tract,18001030400,05/2020,0,0.5,0,NA
Census Tract,18001030400,06/2020,0,0,0.25,NA
Census Tract,18001030400,07/2020,0,0,0,NA
Census Tract,18001030400,08/2020,0,0.5,0.25,NA
Census Tract,18001030400,09/2020,0,0,0,NA
Census Tract,18001030400,10/2020,0,0,0.25,NA
Census Tract,18001030400,11/2020,0,0,0.5,NA
Census Tract,18001030400,12/2020,0,0,0.25,NA
Census Tract,18001030400,01/2021,0,0,0,NA
Census Tract,18001030400,02/2021,0,0,0,NA
Census Tract,18001030400,03/2021,0,0,0,NA
Census Tract,18001030400,04/2021,0,0.5,0,NA
Census Tract,18001030400,05/2021,1,0.5,0,NA
Census Tract,18001030400,06/2021,0,0,0.25,NA
Census Tract,18001030400,07/2021,1,0,0,NA
Census Tract,18001030400,08/2021,0,0.5,0.25,NA
Census Tract,18001030400,09/2021,0,0,0,NA
Census Tract,18001030400,10/2021,0,0,0.25,NA
Census Tract,18001030400,11/2021,0,0,0.5,NA
Census Tract,18001030400,12/2021,0,0,0.25,NA
Census Tract,18001030400,01/2022,0,0,0,NA
Census Tract,18001030400,02/2022,0,0,0,NA
Census Tract,18001030400,03/2022,0,0,0,NA
Census Tract,18001030400,04/2022,0,0.5,0,NA
Census Tract,18001030400,05/2022,0,0.5,0,NA
Census Tract,18001030400,06/2022,0,0,0.25,NA
Census Tract,18001030400,07/2022,0,0,0,NA
Census Tract,18001030400,08/2022,0,0.5,0.25,NA
Census Tract,18001030400,09/2022,0,0,0,NA
Census Tract,18001030400,10/2022,0,0,0.25,NA
Census Tract,18001030400,11/2022,0,0,0.5,NA
Census Tract,18001030400,12/2022,0,0,0.25,NA
Census Tract,18001030400,01/2023,0,0,0,NA
Census Tract,18001030400,02/2023,0,0,0,NA
Census Tract,18001030400,03/2023,0,0,0,NA
Census Tract,18001030400,04/2023,0,0.5,0,NA
Census Tract,18001030400,05/2023,0,0.5,0,NA
Census Tract,18001030400,06/2023,0,0,0.25,NA
Census Tract,18001030400,07/2023,0,0,0,NA
Census Tract,18001030400,08/2023,1,0.5,0.25,NA
Census Tract,18001030400,09/2023,0,0,0,NA
Census Tract,18001030400,10/2023,0,0,0.25,NA
Census Tract,18001030400,11/2023,0,0,0.5,NA
Census Tract,18001030400,12/2023,0,0,0.25,NA
Census Tract,18001030400,01/2024,0,0,0,NA
Census Tract,18001030400,02/2024,0,0,0,NA
Census Tract,18001030400,03/2024,0,0,0,NA
Census Tract,18001030400,04/2024,1,0.5,0,NA
Census Tract,18001030400,05/2024,1,0.5,0,NA
Census Tract,18001030400,06/2024,0,0,0.25,NA
Census Tract,18001030400,07/2024,0,0,0,NA
Census Tract,18001030400,08/2024,0,0.5,0.25,NA
Census Tract,18001030400,09/2024,0,0,0,NA
Census Tract,18001030400,10/2024,0,0,0.25,NA
Census Tract,18001030400,11/2024,0,0,0.5,NA
Census Tract,18001030400,12/2024,0,0,0.25,NA
Census Tract,18001030400,01/2025,0,0,0,NA
Census Tract,18001030400,02/2025,1,0,0,NA
Census Tract,18001030400,03/2025,0,0,0,NA
Census Tract,18001030400,04/2025,0,0.5,0,NA
Census Tract,18001030400,05/2025,0,0.5,0,NA
Census Tract,18001030400,06/2025,0,0,0.25,NA
Census Tract,18001030400,07/2025,0,0,0,NA
Census Tract,18001030400,08/2025,0,0.5,0.25,NA
Census Tract,18001030400,09/2025,0,0,0,NA
Census Tract,18001030400,10/2025,0,0,0.25,NA
Census Tract,18001030400,11/2025,0,0,0.5,NA
Census Tract,18001030400,12/2025,0,0,0.25,13/12/2025
Census Tract,18001030500,01/2020,1,0,0,NA
Census Tract,18001030500,02/2020,0,0,0,NA
Census Tract,18001030500,03/2020,0,0.5,0,NA
Census Tract,18001030500,04/2020,0,0,0,NA
Census Tract,18001030500,05/2020,0,0,0.25,NA
Census Tract,18001030500,06/2020,0,0,0,NA
Census Tract,18001030500,07/2020,0,0,0.25,NA
Census Tract,18001030500,08/2020,0,0,0.5,NA
Census Tract,18001030500,09/2020,0,0,0.25,NA
Census Tract,18001030500,10/2020,0,0,0.5,NA
Census Tract,18001030500,11/2020,0,0,0,NA
Census Tract,18001030500,12/2020,0,0,0,NA
Census Tract,18001030500,01/2021,0,0,0,NA
Census Tract,18001030500,02/2021,0,0,0,NA
Census Tract,18001030500,03/2021,0,0.5,0,NA
Census Tract,18001030500,04/2021,0,0,0,NA
Census Tract,18001030500,05/2021,1,0,0.25,NA
Census Tract,18001030500,06/2021,0,0,0,NA
Census Tract,18001030500,07/2021,0,0,0.25,NA
Census Tract,18001030500,08/2021,0,0,0.5,NA
Census Tract,18001030500,09/2021,0,0,0.25,NA
Census Tract,18001030500,10/2021,0,0,0.5,NA
Census Tract,18001030500,11/2021,0,0,0,NA
Census Tract,18001030500,12/2021,0,0,0,NA
Census Tract,18001030500,01/2022,0,0,0,NA
Census Tract,18001030500,02/2022,0,0,0,NA
Census Tract,18001030500,03/2022,0,0.5,0,NA
Census Tract,18001030500,04/2022,0,0,0,NA
Census Tract,18001030500,05/2022,0,0,0.25,NA
Census Tract,18001030500,06/2022,0,0,0,NA
Census Tract,18001030500,07/2022,0,0,0.25,NA
Census Tract,18001030500,08/2022,0,0,0.5,NA
Census Tract,18001030500,09/2022,0,0,0.25,NA
Census Tract,18001030500,10/2022,0,0,0.5,NA
Census Tract,18001030500,11/2022,0,0,0,NA
Census Tract,18001030500,12/2022,0,0,0,NA
Census Tract,18001030500,01/2023,0,0,0,NA
Census Tract,18001030500,02/2023,0,0,0,NA
Census Tract,18001030500,03/2023,0,0.5,0,NA
Census Tract,18001030500,04/2023,0,0,0,NA
Census Tract,18001030500,05/2023,0,0,0.25,NA
Census Tract,18001030500,06/2023,0,0,0,NA
Census Tract,18001030500,07/2023,0,0,0.25,NA
Census Tract,18001030500,08/2023,0,0,0.5,NA
Census Tract,18001030500,09/2023,0,0,0.25,NA
Census Tract,18001030500,10/2023,0,0,0.5,NA
Census Tract,18001030500,11/2023,0,0,0,NA
Census Tract,18001030500,12/2023,0,0,0,NA
Census Tract,18001030500,01/2024,0,0,0,NA
Census Tract,18001030500,02/2024,0,0,0,NA
Census Tract,18001030500,03/2024,0,0.5,0,NA
Census Tract,18001030500,04/2024,0,0,0,NA
Census Tract,18001030500,05/2024,0,0,0.25,NA
Census Tract,18001030500,06/2024,0,0,0,NA
Census Tract,18001030500,07/2024,0,0,0.25,NA
Census Tract,18001030500,08/2024,0,0,0.5,NA
Census Tract,18001030500,09/2024,0,0,0.25,NA
Census Tract,18001030500,10/2024,0,0,0.5,NA
Census Tract,18001030500,11/2024,0,0,0,NA
Census Tract,18001030500,12/2024,0,0,0,NA
Census Tract,18001030500,01/2025,0,0,0,NA
Census Tract,18001030500,02/2025,0,0,0,NA
Census Tract,18001030500,03/2025,0,0.5,0,NA
Census Tract,18001030500,04/2025,0,0,0,NA
Census Tract,18001030500,05/2025,0,0,0.25,NA
Census Tract,18001030500,06/2025,0,0,0,NA
Census Tract,18001030500,07/2025,0,0,0.25,NA
Census Tract,18001030500,08/2025,0,0,0.5,NA
Census Tract,18001030500,09/2025,0,0,0.25,NA
Census Tract,18001030500,10/2025,0,0,0.5,NA
Census Tract,18001030500,11/2025,0,0,0,NA
Census Tract,18001030500,12/2025,0,0,0,13/12/2025
Census Tract,18001030600,01/2020,3,0,0.25,NA
Census Tract,18001030600,02/2020,0,0.5,0.75,NA
Census Tract,18001030600,03/2020,1,0.5,0.75,NA
Census Tract,18001030600,04/2020,0,1,0.75,NA
Census Tract,18001030600,05/2020,0,0,1.25,NA
Census Tract,18001030600,06/2020,0,0.5,1,NA
Census Tract,18001030600,07/2020,0,0,1.5,NA
Census Tract,18001030600,08/2020,0,0,0.5,NA
Census Tract,18001030600,09/2020,2,0,0.75,NA
Census Tract,18001030600,10/2020,0,2,0.75,NA
Census Tract,18001030600,11/2020,0,0.5,1.25,NA
Census Tract,18001030600,12/2020,0,1,1.75,NA
Census Tract,18001030600,01/2021,1,0,0.25,NA
Census Tract,18001030600,02/2021,0,0.5,0.75,NA
Census Tract,18001030600,03/2021,0,0.5,0.75,NA
Census Tract,18001030600,04/2021,0,1,0.75,NA
Census Tract,18001030600,05/2021,3,0,1.25,NA
Census Tract,18001030600,06/2021,1,0.5,1,NA
Census Tract,18001030600,07/2021,1,0,1.5,NA
Census Tract,18001030600,08/2021,1,0,0.5,NA
Census Tract,18001030600,09/2021,0,0,0.75,NA
Census Tract,18001030600,10/2021,0,2,0.75,NA
Census Tract,18001030600,11/2021,0,0.5,1.25,NA
Census Tract,18001030600,12/2021,1,1,1.75,NA
Census Tract,18001030600,01/2022,0,0,0.25,NA
Census Tract,18001030600,02/2022,0,0.5,0.75,NA
Census Tract,18001030600,03/2022,0,0.5,0.75,NA
Census Tract,18001030600,04/2022,0,1,0.75,NA
Census Tract,18001030600,05/2022,0,0,1.25,NA
Census Tract,18001030600,06/2022,2,0.5,1,NA
Census Tract,18001030600,07/2022,1,0,1.5,NA
Census Tract,18001030600,08/2022,0,0,0.5,NA
Census Tract,18001030600,09/2022,0,0,0.75,NA
Census Tract,18001030600,10/2022,0,2,0.75,NA
Census Tract,18001030600,11/2022,0,0.5,1.25,NA
Census Tract,18001030600,12/2022,0,1,1.75,NA
Census Tract,18001030600,01/2023,0,0,0.25,NA
Census Tract,18001030600,02/2023,0,0.5,0.75,NA
Census Tract,18001030600,03/2023,1,0.5,0.75,NA
Census Tract,18001030600,04/2023,1,1,0.75,NA
Census Tract,18001030600,05/2023,0,0,1.25,NA
Census Tract,18001030600,06/2023,1,0.5,1,NA
Census Tract,18001030600,07/2023,0,0,1.5,NA
Census Tract,18001030600,08/2023,0,0,0.5,NA
Census Tract,18001030600,09/2023,0,0,0.75,NA
Census Tract,18001030600,10/2023,2,2,0.75,NA
Census Tract,18001030600,11/2023,0,0.5,1.25,NA
Census Tract,18001030600,12/2023,0,1,1.75,NA
Census Tract,18001030600,01/2024,0,0,0.25,NA
Census Tract,18001030600,02/2024,1,0.5,0.75,NA
Census Tract,18001030600,03/2024,0,0.5,0.75,NA
Census Tract,18001030600,04/2024,1,1,0.75,NA
Census Tract,18001030600,05/2024,0,0,1.25,NA
Census Tract,18001030600,06/2024,0,0.5,1,NA
Census Tract,18001030600,07/2024,0,0,1.5,NA
Census Tract,18001030600,08/2024,0,0,0.5,NA
Census Tract,18001030600,09/2024,0,0,0.75,NA
Census Tract,18001030600,10/2024,1,2,0.75,NA
Census Tract,18001030600,11/2024,1,0.5,1.25,NA
Census Tract,18001030600,12/2024,1,1,1.75,NA
Census Tract,18001030600,01/2025,1,0,0.25,NA
Census Tract,18001030600,02/2025,0,0.5,0.75,NA
Census Tract,18001030600,03/2025,0,0.5,0.75,NA
Census Tract,18001030600,04/2025,0,1,0.75,NA
Census Tract,18001030600,05/2025,2,0,1.25,NA
Census Tract,18001030600,06/2025,0,0.5,1,NA
Census Tract,18001030600,07/2025,1,0,1.5,NA
Census Tract,18001030600,08/2025,0,0,0.5,NA
Census Tract,18001030600,09/2025,0,0,0.75,NA
Census Tract,18001030600,10/2025,1,2,0.75,NA
Census Tract,18001030600,11/2025,0,0.5,1.25,NA
Census Tract,18001030600,12/2025,0,0.5,1.5,13/12/2025
Census Tract,18001030700,01/2020,0,0.5,0.75,NA
Census Tract,18001030700,02/2020,0,0.5,0,NA
Census Tract,18001030700,03/2020,0,0,1,NA
Census Tract,18001030700,04/2020,0,1,0,NA
Census Tract,18001030700,05/2020,0,1,0.5,NA
Census Tract,18001030700,06/2020,0,0,0.25,NA
Census Tract,18001030700,07/2020,0,0,0,NA
Census Tract,18001030700,08/2020,1,0,1.5,NA
Census Tract,18001030700,09/2020,1,1.5,0.75,NA
Census Tract,18001030700,10/2020,0,1,0.25,NA
Census Tract,18001030700,11/2020,2,0,0.5,NA
Census Tract,18001030700,12/2020,1,0,0,NA
Census Tract,18001030700,01/2021,0,0.5,0.75,NA
Census Tract,18001030700,02/2021,1,0.5,0,NA
Census Tract,18001030700,03/2021,0,0,1,NA
Census Tract,18001030700,04/2021,0,1,0,NA
Census Tract,18001030700,05/2021,0,1,0.5,NA
Census Tract,18001030700,06/2021,0,0,0.25,NA
Census Tract,18001030700,07/2021,2,0,0,NA
Census Tract,18001030700,08/2021,0,0,1.5,NA
Census Tract,18001030700,09/2021,1,1.5,0.75,NA
Census Tract,18001030700,10/2021,1,1,0.25,NA
Census Tract,18001030700,11/2021,0,0,0.5,NA
Census Tract,18001030700,12/2021,0,0,0,NA
Census Tract,18001030700,01/2022,0,0.5,0.75,NA
Census Tract,18001030700,02/2022,1,0.5,0,NA
Census Tract,18001030700,03/2022,0,0,1,NA
Census Tract,18001030700,04/2022,0,1,0,NA
Census Tract,18001030700,05/2022,0,1,0.5,NA
Census Tract,18001030700,06/2022,1,0,0.25,NA
Census Tract,18001030700,07/2022,0,0,0,NA
Census Tract,18001030700,08/2022,0,0,1.5,NA
Census Tract,18001030700,09/2022,1,1.5,0.75,NA
Census Tract,18001030700,10/2022,0,1,0.25,NA
Census Tract,18001030700,11/2022,0,0,0.5,NA
Census Tract,18001030700,12/2022,0,0,0,NA
Census Tract,18001030700,01/2023,0,0.5,0.75,NA
Census Tract,18001030700,02/2023,0,0.5,0,NA
Census Tract,18001030700,03/2023,0,0,1,NA
Census Tract,18001030700,04/2023,0,1,0,NA
Census Tract,18001030700,05/2023,0,1,0.5,NA
Census Tract,18001030700,06/2023,0,0,0.25,NA
Census Tract,18001030700,07/2023,0,0,0,NA
Census Tract,18001030700,08/2023,0,0,1.5,NA
Census Tract,18001030700,09/2023,1,1.5,0.75,NA
Census Tract,18001030700,10/2023,1,1,0.25,NA
Census Tract,18001030700,11/2023,0,0,0.5,NA
Census Tract,18001030700,12/2023,0,0,0,NA
Census Tract,18001030700,01/2024,0,0.5,0.75,NA
Census Tract,18001030700,02/2024,0,0.5,0,NA
Census Tract,18001030700,03/2024,0,0,1,NA
Census Tract,18001030700,04/2024,1,1,0,NA
Census Tract,18001030700,05/2024,1,1,0.5,NA
Census Tract,18001030700,06/2024,0,0,0.25,NA
Census Tract,18001030700,07/2024,0,0,0,NA
Census Tract,18001030700,08/2024,0,0,1.5,NA
Census Tract,18001030700,09/2024,1,1.5,0.75,NA
Census Tract,18001030700,10/2024,0,1,0.25,NA
Census Tract,18001030700,11/2024,0,0,0.5,NA
Census Tract,18001030700,12/2024,0,0,0,NA
Census Tract,18001030700,01/2025,0,0.5,0.75,NA
Census Tract,18001030700,02/2025,0,0.5,0,NA
Census Tract,18001030700,03/2025,0,0,1,NA
Census Tract,18001030700,04/2025,0,1,0,NA
Census Tract,18001030700,05/2025,0,1,0.5,NA
Census Tract,18001030700,06/2025,0,0,0.25,NA
Census Tract,18001030700,07/2025,0,0,0,NA
Census Tract,18001030700,08/2025,0,0,1.5,NA
Census Tract,18001030700,09/2025,0,1.5,0.75,NA
Census Tract,18001030700,10/2025,0,1,0.25,NA
Census Tract,18001030700,11/2025,0,0,0.5,NA
Census Tract,18001030700,12/2025,0,0,0,13/12/2025
Census Tract,18003000100,01/2020,0,1.5,2.75,NA
Census Tract,18003000100,02/2020,0,2,1.75,NA
Census Tract,18003000100,03/2020,0,0,1.25,NA
Census Tract,18003000100,04/2020,0,1.5,1.5,NA
Census Tract,18003000100,05/2020,0,1.5,1.75,NA
Census Tract,18003000100,06/2020,1,0,2.5,NA
Census Tract,18003000100,07/2020,1,1,2,NA
Census Tract,18003000100,08/2020,5,0.5,1.25,NA
