site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
45019,0.3765296517100722,36218,10231,792,0.5470273944153907,0.6858157930017429,0.601823708206687,1346,57055,0.1117167645254579,0.17931820173516783,charleston,2024-09-01
39035,0.1680335338071806,23089,6048,481,0.6192155548105933,0.726006842326391,0.6020025031289111,799,104282,0.05261694252124048,0.05799658617978175,cleveland,2024-09-01
39049,0.280949599022784,86513,25322,2216,1.055817718800088,1.382230389927037,1.3322645290581188,1102,257009,0.07326202584345295,0.09852573256189472,columbus,2024-09-01
09,0.16124678663239075,68286,20221,1748,0.7778068866538328,1.0272462491956509,0.9214549288350027,1277,476797,0.032634433522023,0.042410082278202255,connecticut,2024-09-01
09001,0.17080125463358997,14223,4256,344,0.7957071460540053,1.0630255599034215,0.9608938547486033,1644,118307,0.02964321637772913,0.035974202709898824,bridgeport,2024-09-01
09003,0.14649956784788246,22024,6634,599,0.8165807719402322,1.0969519925039959,0.9835796387520526,1221,121667,0.03803825194999465,0.05452587801129312,hartford,2024-09-01
48113,0.211810670595017,140350,36943,2180,0.7804622160270477,0.9153520870843587,0.5891891891891892,1273,482309,0.06474272717282904,0.0765961240615456,dallas,2024-09-01
10003,0.3407147862648914,29091,7533,650,0.575472537906887,0.6666814169082018,0.611764705882353,1236,70242,0.10157740383246491,0.10724352951225763,wilmington,2024-09-01
10,0.33773234200743496,44390,11552,1000,0.5650170561580368,0.6577089501252562,0.6029544769369912,1208,108545,0.09912939333916809,0.10642590630614031,delaware,2024-09-01
48439,0.24406253729562,152018,47411,4087,0.9092719806922209,1.2626098535286285,1.1761151079136691,1287,442278,0.07578039151845671,0.10719728315674756,fortworth,2024-09-01
48201,0.23435548152995064,278361,81373,7157,1.066011804747749,1.3932361111705611,1.2306766400137563,1168,832215,0.08080123525771586,0.09777881917533329,houston,2024-09-01
45045,0.3601909877648463,54628,15204,1374,0.8493060171095642,1.0495832110867578,1.096130833665736,1077,61820,0.1626172759624717,0.2459398252992559,greenville,2024-09-01
12103,0.08799266727772685,73415,20100,1765,0.9342797239729318,1.1424024553127399,1.0329188002926115,1313,350246,0.03737944187799432,0.057388235697195686,tampa,2024-09-01
18,0.20304559180967813,270709,70442,6151,0.8278733582421044,0.9660705469307148,0.8710922287130466,905,774845,0.07008885648097361,0.09091108544289503,indiana,2024-09-01
18141,0.1753410813542193,10045,2613,212,0.7313699078961738,0.8532244897959184,0.7571428571428571,906,32277,0.06131300926356229,0.0809554791337485,southbend,2024-09-01
12031,0.1623199688594784,52107,14243,1237,0.9771479364507853,1.1955244426537739,1.1068360773085184,1203,166485,0.0771540979667838,0.08555125086344115,jacksonville,2024-09-01
47157,0.2750867169965313,102851,28523,1867,0.8527179342621802,1.058436076554136,0.7086733725564623,1043,163597,0.1497888103082575,0.17434916288195995,memphis,2024-09-01
27,0.13063861414441713,80006,25240,2063,1.0606743062633093,1.4968679343192854,1.3172639476414718,1113,615932,0.02839761532117182,0.04097854958014846,minnesota,2024-09-01
27053,0.12527869200552075,40882,13935,1111,1.124812133509879,1.7139430838060976,1.4865362100685733,1265,274851,0.03426947691658389,0.05070019756158792,minneapolis,2024-09-01
29,0.15278568645667875,137825,34869,2835,0.7259133828511687,0.8233432899257388,0.7063660147003862,882,770131,0.0433263951197913,0.04527671266317029,missouri,2024-09-01
29095,0.16131787675411838,30879,8162,595,0.7568614234504734,0.8985523201409148,0.6666666666666666,1044,122228,0.06704683051346663,0.06677684327649966,kansascity,2024-09-01
29510,0.16521988664897053,52405,14630,1028,0.7759536545188696,0.9729819602626985,0.6995576726777816,951,198599,0.07018665753603996,0.07366603054396044,stlouis,2024-09-01
44007,0.19754623044096728,22245,6169,466,0.7891166115343343,0.9771512295568844,0.7677100494233937,1116,108750,0.05171494252873563,0.05672643678160919,providence,2024-09-01
44,0.2031928301358353,29235,8062,624,0.7883878970929292,0.9712082881580533,0.7861417322834645,1142,161721,0.04415629386412401,0.04985128709320373,rhode_island,2024-09-01
55,0.18513375536042476,103434,27422,2326,0.8291812188858635,0.9883107677891375,0.8168090834601418,921,781395,0.03133498422692748,0.03509364661918748,wisconsin,2024-09-01
55079,0.24496701065809504,51396,14117,1194,0.8770738266944712,1.0838720574912089,0.9195933456561922,954,193302,0.06115818770628343,0.07303080154369847,milwaukee,2024-09-01
48453,,29512,11406,1005,0.718688865258014,1.2370709133963593,1.2145015105740182,1437,270488,,0.04216822927449647,austin,2024-09-01
47037,,39109,7954,941,0.92648278149356,1.3476026430225334,1.3118029739776957,1316,146398,,0.09313944569890689,nashville,2024-04-01
51760,,59257,19973,1110,0.5458192193174151,0.8225773238334501,0.5357142857142857,1203,87693,,0.22776048259268128,richmond,2024-09-01
51,,410467,136716,11118,0.5650592539677494,0.8404456853051916,0.7757465810773095,1331,1079291,,0.12667204674179625,virginia,2024-09-01
35001,,31418,8886,852,0.6466338732582787,0.8150299620887853,0.8347485303723029,946,103857,,0.08555995262717005,albuquerque,2024-09-01
39061,,50487,13605,1143,0.8802085149412462,1.0630235029378672,0.962445267766925,906,143075,,0.09508998776865281,cincinnati,2024-09-01
12001,,6852,1241,207,1.0562392415795285,1.510344827586208,1.7567185289957616,1134,47058,,0.052743423009902674,gainesville,2024-03-01
12086,,59880,9737,1577,0.8200530450700497,1.0488124517530477,1.108741504569958,1517,457495,,0.042566585427163135,miami,2024-03-01
36061,,402826,121292,7572,0.40168681618928753,0.5372441499421975,0.3589759797724405,1640,2177959,,0.05569067186296896,newyork,2024-09-01
42101,,45638,12315,1007,0.484080284054297,0.5822488564235311,0.5003105204322444,1181,311986,,0.03947292506715045,philadelphia,2024-09-01
04013,,274311,87335,7934,0.9603240674937564,1.3657190217051354,1.331610217851029,1389,583611,,0.14964591140331487,phoenix,2024-09-01
32003,,196142,47629,1026,1.2019462334622244,1.3040645064136789,0.31256664127951256,1325,370204,,0.12865609231666864,lasvegas,2024-09-01
22071,,20286,5555,0,0.7362270450751253,0.9050179211469535,0,1082,75311,,0.07376080519446031,neworleans,2024-09-01
18097,,98872,25215,2173,0.7386320977601306,0.8444831455029556,0.7559575578361454,960,169686,,0.1485979986563417,indianapolis,2024-09-01
12099,,27344,4686,792,0.8108172221563278,1.083844107783046,1.2225366606637516,1560,176311,,0.053156070806699526,palmbeach,2024-03-01
42,,394691,115179,10020,0.7733629466054872,1.0088907186153253,0.9202792064658339,1036,1571478,,0.07329342186145782,pennsylvania,2024-09-01
