type,GEOID,racial_majority,week,week_date,week_filings,filings_avg,last_updated
County,10001,White,1,2019-12-29,8,21.75,2023-04-08
County,10001,White,2,2020-01-05,23,33.5,2023-04-08
County,10001,White,3,2020-01-12,69,63.75,2023-04-08
County,10001,White,4,2020-01-19,119,116.25,2023-04-08
County,10001,White,5,2020-01-26,69,75.5,2023-04-08
County,10001,White,6,2020-02-02,21,37.75,2023-04-08
County,10001,White,7,2020-02-09,47,60,2023-04-08
County,10001,White,8,2020-02-16,119,97.75,2023-04-08
County,10001,White,9,2020-02-23,73,66.25,2023-04-08
County,10001,White,10,2020-03-01,41,35.5,2023-04-08
County,10001,White,11,2020-03-08,17,35,2023-04-08
County,10001,White,12,2020-03-15,68,73.25,2023-04-08
County,10001,White,13,2020-03-22,10,63.75,2023-04-08
County,10001,White,14,2020-03-29,0,35.75,2023-04-08
County,10001,White,15,2020-04-05,0,27.5,2023-04-08
County,10001,White,16,2020-04-12,0,74.5,2023-04-08
County,10001,White,17,2020-04-19,0,94.75,2023-04-08
County,10001,White,18,2020-04-26,0,64.75,2023-04-08
County,10001,White,19,2020-05-03,0,31.75,2023-04-08
County,10001,White,20,2020-05-10,0,60.75,2023-04-08
County,10001,White,21,2020-05-17,0,102.75,2023-04-08
County,10001,White,22,2020-05-24,0,58,2023-04-08
County,10001,White,23,2020-05-31,1,49.25,2023-04-08
County,10001,White,24,2020-06-07,0,30.75,2023-04-08
County,10001,White,25,2020-06-14,2,88.25,2023-04-08
County,10001,White,26,2020-06-21,0,96.75,2023-04-08
County,10001,White,27,2020-06-28,9,51.75,2023-04-08
County,10001,White,28,2020-07-05,10,35,2023-04-08
County,10001,White,29,2020-07-12,19,61.25,2023-04-08
County,10001,White,30,2020-07-19,21,86.75,2023-04-08
County,10001,White,31,2020-07-26,12,92,2023-04-08
County,10001,White,32,2020-08-02,16,33.5,2023-04-08
County,10001,White,33,2020-08-09,24,47.75,2023-04-08
County,10001,White,34,2020-08-16,8,114.25,2023-04-08
County,10001,White,35,2020-08-23,23,90.75,2023-04-08
County,10001,White,36,2020-08-30,58,47,2023-04-08
County,10001,White,37,2020-09-06,18,34.5,2023-04-08
County,10001,White,38,2020-09-13,34,90.5,2023-04-08
County,10001,White,39,2020-09-20,37,92.25,2023-04-08
County,10001,White,40,2020-09-27,41,62.75,2023-04-08
County,10001,White,41,2020-10-04,18,33.5,2023-04-08
County,10001,White,42,2020-10-11,42,58,2023-04-08
County,10001,White,43,2020-10-18,17,130.75,2023-04-08
County,10001,White,44,2020-10-25,35,85.75,2023-04-08
County,10001,White,45,2020-11-01,36,35.25,2023-04-08
County,10001,White,46,2020-11-08,23,31.5,2023-04-08
County,10001,White,47,2020-11-15,47,108.25,2023-04-08
County,10001,White,48,2020-11-22,6,74.25,2023-04-08
County,10001,White,49,2020-11-29,19,43.25,2023-04-08
County,10001,White,50,2020-12-06,15,25,2023-04-08
County,10001,White,51,2020-12-13,28,85.75,2023-04-08
County,10001,White,52,2020-12-20,27,68.25,2023-04-08
County,10001,White,53,2020-12-27,13,58,2023-04-08
County,10001,White,54,2021-01-03,15,40.25,2023-04-08
County,10001,White,55,2021-01-10,33,47,2023-04-08
County,10001,White,56,2021-01-17,36,116,2023-04-08
County,10001,White,57,2021-01-24,36,83.5,2023-04-08
County,10001,White,58,2021-01-31,14,42.25,2023-04-08
County,10001,White,59,2021-02-07,27,45.25,2023-04-08
County,10001,White,60,2021-02-14,36,93.5,2023-04-08
County,10001,White,61,2021-02-21,46,85.25,2023-04-08
County,10001,White,62,2021-02-28,34,38.5,2023-04-08
County,10001,White,63,2021-03-07,12,30,2023-04-08
County,10001,White,64,2021-03-14,25,72.75,2023-04-08
County,10001,White,65,2021-03-21,54,64.75,2023-04-08
County,10001,White,66,2021-03-28,25,43.25,2023-04-08
County,10001,White,67,2021-04-04,8,23.75,2023-04-08
County,10001,White,68,2021-04-11,37,56.75,2023-04-08
County,10001,White,69,2021-04-18,41,106,2023-04-08
County,10001,White,70,2021-04-25,32,67.75,2023-04-08
County,10001,White,71,2021-05-02,28,38.5,2023-04-08
County,10001,White,72,2021-05-09,20,43.25,2023-04-08
County,10001,White,73,2021-05-16,13,100.75,2023-04-08
County,10001,White,74,2021-05-23,44,74,2023-04-08
County,10001,White,75,2021-05-30,25,49.25,2023-04-08
County,10001,White,76,2021-06-06,16,32.5,2023-04-08
County,10001,White,77,2021-06-13,9,59,2023-04-08
County,10001,White,78,2021-06-20,58,117.25,2023-04-08
County,10001,White,79,2021-06-27,39,64.25,2023-04-08
County,10001,White,80,2021-07-04,14,33,2023-04-08
County,10001,White,81,2021-07-11,28,43.75,2023-04-08
County,10001,White,82,2021-07-18,49,95.25,2023-04-08
County,10001,White,83,2021-07-25,29,96.25,2023-04-08
County,10001,White,84,2021-08-01,23,35.75,2023-04-08
County,10001,White,85,2021-08-08,28,40.25,2023-04-08
County,10001,White,86,2021-08-15,60,103.75,2023-04-08
County,10001,White,87,2021-08-22,71,105.25,2023-04-08
County,10001,White,88,2021-08-29,25,52.5,2023-04-08
County,10001,White,89,2021-09-05,14,31.25,2023-04-08
County,10001,White,90,2021-09-12,24,77.5,2023-04-08
County,10001,White,91,2021-09-19,69,97.5,2023-04-08
County,10001,White,92,2021-09-26,44,68.25,2023-04-08
County,10001,White,93,2021-10-03,28,35,2023-04-08
County,10001,White,94,2021-10-10,23,42,2023-04-08
County,10001,White,95,2021-10-17,48,130.75,2023-04-08
County,10001,White,96,2021-10-24,43,94.5,2023-04-08
County,10001,White,97,2021-10-31,26,44.25,2023-04-08
County,10001,White,98,2021-11-07,14,24,2023-04-08
County,10001,White,99,2021-11-14,32,98.75,2023-04-08
County,10001,White,100,2021-11-21,53,83,2023-04-08
County,10001,White,101,2021-11-28,60,50.75,2023-04-08
County,10001,White,102,2021-12-05,30,28.25,2023-04-08
County,10001,White,103,2021-12-12,32,65.25,2023-04-08
County,10001,White,104,2021-12-19,32,81.5,2023-04-08
County,10001,White,105,2021-12-26,45,66,2023-04-08
County,10001,White,106,2022-01-02,15,41.25,2023-04-08
County,10001,White,107,2022-01-09,23,36.5,2023-04-08
County,10001,White,108,2022-01-16,52,111.5,2023-04-08
County,10001,White,109,2022-01-23,40,89.5,2023-04-08
County,10001,White,110,2022-01-30,46,49.25,2023-04-08
County,10001,White,111,2022-02-06,11,37.75,2023-04-08
County,10001,White,112,2022-02-13,65,91.25,2023-04-08
County,10001,White,113,2022-02-20,50,91,2023-04-08
County,10001,White,114,2022-02-27,20,43,2023-04-08
County,10001,White,115,2022-03-06,29,29,2023-04-08
County,10001,White,116,2022-03-13,39,65,2023-04-08
County,10001,White,117,2022-03-20,52,65,2023-04-08
County,10001,White,118,2022-03-27,40,52.5,2023-04-08
County,10001,White,119,2022-04-03,10,24.25,2023-04-08
County,10001,White,120,2022-04-10,19,46,2023-04-08
County,10001,White,121,2022-04-17,57,103,2023-04-08
County,10001,White,122,2022-04-24,85,75.25,2023-04-08
County,10001,White,123,2022-05-01,31,41.75,2023-04-08
County,10001,White,124,2022-05-08,10,39.25,2023-04-08
County,10001,White,125,2022-05-15,40,84.75,2023-04-08
County,10001,White,126,2022-05-22,111,89.5,2023-04-08
County,10001,White,127,2022-05-29,35,52.5,2023-04-08
County,10001,White,128,2022-06-05,45,34.25,2023-04-08
County,10001,White,129,2022-06-12,28,55,2023-04-08
County,10001,White,130,2022-06-19,56,110,2023-04-08
County,10001,White,131,2022-06-26,45,71.75,2023-04-08
County,10001,White,132,2022-07-03,19,37.5,2023-04-08
County,10001,White,133,2022-07-10,17,36.25,2023-04-08
County,10001,White,134,2022-07-17,37,90.75,2023-04-08
County,10001,White,135,2022-07-24,122,97.75,2023-04-08
County,10001,White,136,2022-07-31,27,49,2023-04-08
County,10001,White,137,2022-08-07,8,31.5,2023-04-08
County,10001,White,138,2022-08-14,36,99.25,2023-04-08
County,10001,White,139,2022-08-21,76,109.5,2023-04-08
County,10001,White,140,2022-08-28,29,55.75,2023-04-08
County,10001,White,141,2022-09-04,38,34,2023-04-08
County,10001,White,142,2022-09-11,18,61,2023-04-08
County,10001,White,143,2022-09-18,44,105,2023-04-08
County,10001,White,144,2022-09-25,87,76,2023-04-08
County,10001,White,145,2022-10-02,29,38,2023-04-08
County,10001,White,146,2022-10-09,19,29.25,2023-04-08
County,10001,White,147,2022-10-16,81,125.75,2023-04-08
County,10001,White,148,2022-10-23,54,104.75,2023-04-08
County,10001,White,149,2022-10-30,28,48.25,2023-04-08
County,10001,White,150,2022-11-06,22,24,2023-04-08
County,10001,White,151,2022-11-13,65,79.25,2023-04-08
