type,GEOID,racial_majority,week,week_date,filings_2020,filings_avg
Census Tract,42101000100,White,1,2019-12-29,0,0
Census Tract,42101000100,White,2,2020-01-05,0,0.25
Census Tract,42101000100,White,3,2020-01-12,0,0.25
Census Tract,42101000100,White,4,2020-01-19,2,0.25
Census Tract,42101000100,White,5,2020-01-26,1,0.25
Census Tract,42101000100,White,6,2020-02-02,0,0.25
Census Tract,42101000100,White,7,2020-02-09,0,1
Census Tract,42101000100,White,8,2020-02-16,1,0.25
Census Tract,42101000100,White,9,2020-02-23,0,0.25
Census Tract,42101000100,White,10,2020-03-01,0,0.25
Census Tract,42101000100,White,11,2020-03-08,0,0.5
Census Tract,42101000100,White,12,2020-03-15,0,0
Census Tract,42101000100,White,13,2020-03-22,0,0.5
Census Tract,42101000100,White,14,2020-03-29,0,0
Census Tract,42101000100,White,15,2020-04-05,0,0.25
Census Tract,42101000100,White,16,2020-04-12,0,0.5
Census Tract,42101000100,White,17,2020-04-19,0,1.25
Census Tract,42101000100,White,18,2020-04-26,0,0.25
Census Tract,42101000100,White,19,2020-05-03,0,0.25
Census Tract,42101000100,White,20,2020-05-10,0,0.5
Census Tract,42101000100,White,21,2020-05-17,0,0.75
Census Tract,42101000100,White,22,2020-05-24,0,0.75
Census Tract,42101000100,White,23,2020-05-31,0,0.5
Census Tract,42101000100,White,24,2020-06-07,0,1
Census Tract,42101000100,White,25,2020-06-14,0,0.25
Census Tract,42101000100,White,26,2020-06-21,0,0.5
Census Tract,42101000100,White,27,2020-06-28,0,0.25
Census Tract,42101000100,White,28,2020-07-05,0,1
Census Tract,42101000100,White,29,2020-07-12,0,0
Census Tract,42101000100,White,30,2020-07-19,0,0.5
Census Tract,42101000100,White,31,2020-07-26,0,0.75
Census Tract,42101000100,White,32,2020-08-02,0,0
Census Tract,42101000100,White,33,2020-08-09,0,1
Census Tract,42101000100,White,34,2020-08-16,1,0.25
Census Tract,42101000100,White,35,2020-08-23,0,0
Census Tract,42101000100,White,36,2020-08-30,0,0
Census Tract,42101000100,White,37,2020-09-06,1,3
Census Tract,42101000100,White,38,2020-09-13,0,0.25
Census Tract,42101000100,White,39,2020-09-20,0,0.75
Census Tract,42101000100,White,40,2020-09-27,0,1
Census Tract,42101000100,White,41,2020-10-04,0,0.5
Census Tract,42101000100,White,42,2020-10-11,0,0.75
Census Tract,42101000100,White,43,2020-10-18,1,0.75
Census Tract,42101000100,White,44,2020-10-25,0,0.5
Census Tract,42101000200,Other,1,2019-12-29,0,0.5
Census Tract,42101000200,Other,2,2020-01-05,0,0.5
Census Tract,42101000200,Other,3,2020-01-12,0,0.25
Census Tract,42101000200,Other,4,2020-01-19,0,0
Census Tract,42101000200,Other,5,2020-01-26,1,0.25
Census Tract,42101000200,Other,6,2020-02-02,0,0.25
Census Tract,42101000200,Other,7,2020-02-09,0,0
Census Tract,42101000200,Other,8,2020-02-16,0,0.25
Census Tract,42101000200,Other,9,2020-02-23,0,0
Census Tract,42101000200,Other,10,2020-03-01,0,0.25
Census Tract,42101000200,Other,11,2020-03-08,0,0
Census Tract,42101000200,Other,12,2020-03-15,0,0
Census Tract,42101000200,Other,13,2020-03-22,0,0
Census Tract,42101000200,Other,14,2020-03-29,0,0.5
Census Tract,42101000200,Other,15,2020-04-05,0,0
Census Tract,42101000200,Other,16,2020-04-12,0,0.25
Census Tract,42101000200,Other,17,2020-04-19,0,0
Census Tract,42101000200,Other,18,2020-04-26,0,0
Census Tract,42101000200,Other,19,2020-05-03,0,0
Census Tract,42101000200,Other,20,2020-05-10,0,0
Census Tract,42101000200,Other,21,2020-05-17,0,0
Census Tract,42101000200,Other,22,2020-05-24,0,0
Census Tract,42101000200,Other,23,2020-05-31,0,0.25
Census Tract,42101000200,Other,24,2020-06-07,0,0
Census Tract,42101000200,Other,25,2020-06-14,0,0
Census Tract,42101000200,Other,26,2020-06-21,0,0
Census Tract,42101000200,Other,27,2020-06-28,0,0
Census Tract,42101000200,Other,28,2020-07-05,0,0
Census Tract,42101000200,Other,29,2020-07-12,0,0
Census Tract,42101000200,Other,30,2020-07-19,0,0.25
Census Tract,42101000200,Other,31,2020-07-26,0,0
Census Tract,42101000200,Other,32,2020-08-02,0,0.25
Census Tract,42101000200,Other,33,2020-08-09,0,0.25
Census Tract,42101000200,Other,34,2020-08-16,0,0
Census Tract,42101000200,Other,35,2020-08-23,0,0.5
Census Tract,42101000200,Other,36,2020-08-30,0,0
Census Tract,42101000200,Other,37,2020-09-06,1,0.5
Census Tract,42101000200,Other,38,2020-09-13,0,0
Census Tract,42101000200,Other,39,2020-09-20,0,0
Census Tract,42101000200,Other,40,2020-09-27,0,0
Census Tract,42101000200,Other,41,2020-10-04,0,0
Census Tract,42101000200,Other,42,2020-10-11,0,0.5
Census Tract,42101000200,Other,43,2020-10-18,0,0
Census Tract,42101000200,Other,44,2020-10-25,1,0
Census Tract,42101000300,White,1,2019-12-29,0,0
Census Tract,42101000300,White,2,2020-01-05,2,0
Census Tract,42101000300,White,3,2020-01-12,0,0.5
Census Tract,42101000300,White,4,2020-01-19,2,0.25
Census Tract,42101000300,White,5,2020-01-26,1,0
Census Tract,42101000300,White,6,2020-02-02,0,1
Census Tract,42101000300,White,7,2020-02-09,2,0.25
Census Tract,42101000300,White,8,2020-02-16,0,0
Census Tract,42101000300,White,9,2020-02-23,0,0
Census Tract,42101000300,White,10,2020-03-01,0,0
Census Tract,42101000300,White,11,2020-03-08,0,1.25
Census Tract,42101000300,White,12,2020-03-15,0,0.75
Census Tract,42101000300,White,13,2020-03-22,0,0.75
Census Tract,42101000300,White,14,2020-03-29,0,0.25
Census Tract,42101000300,White,15,2020-04-05,0,0.25
Census Tract,42101000300,White,16,2020-04-12,0,0.25
Census Tract,42101000300,White,17,2020-04-19,0,0.75
Census Tract,42101000300,White,18,2020-04-26,0,0.75
Census Tract,42101000300,White,19,2020-05-03,0,0.75
Census Tract,42101000300,White,20,2020-05-10,0,0.25
Census Tract,42101000300,White,21,2020-05-17,0,0.5
Census Tract,42101000300,White,22,2020-05-24,0,0.25
Census Tract,42101000300,White,23,2020-05-31,0,0.75
Census Tract,42101000300,White,24,2020-06-07,0,0.25
Census Tract,42101000300,White,25,2020-06-14,0,0.25
Census Tract,42101000300,White,26,2020-06-21,0,0
Census Tract,42101000300,White,27,2020-06-28,0,0.5
Census Tract,42101000300,White,28,2020-07-05,0,2.25
Census Tract,42101000300,White,29,2020-07-12,0,0.5
Census Tract,42101000300,White,30,2020-07-19,0,0
Census Tract,42101000300,White,31,2020-07-26,0,0.25
Census Tract,42101000300,White,32,2020-08-02,0,0.25
Census Tract,42101000300,White,33,2020-08-09,0,1.25
Census Tract,42101000300,White,34,2020-08-16,0,1
Census Tract,42101000300,White,35,2020-08-23,0,0.5
Census Tract,42101000300,White,36,2020-08-30,0,0
Census Tract,42101000300,White,37,2020-09-06,0,0.5
Census Tract,42101000300,White,38,2020-09-13,2,0
Census Tract,42101000300,White,39,2020-09-20,0,0.5
Census Tract,42101000300,White,40,2020-09-27,0,0.25
Census Tract,42101000300,White,41,2020-10-04,0,0.75
Census Tract,42101000300,White,42,2020-10-11,0,0.75
Census Tract,42101000300,White,43,2020-10-18,0,0.75
Census Tract,42101000300,White,44,2020-10-25,5,0
Census Tract,42101000401,White,1,2019-12-29,0,0.25
Census Tract,42101000401,White,2,2020-01-05,1,1
Census Tract,42101000401,White,3,2020-01-12,3,1.75
Census Tract,42101000401,White,4,2020-01-19,2,1.75
Census Tract,42101000401,White,5,2020-01-26,0,1
Census Tract,42101000401,White,6,2020-02-02,2,1.5
Census Tract,42101000401,White,7,2020-02-09,0,0.25
Census Tract,42101000401,White,8,2020-02-16,2,0.5
Census Tract,42101000401,White,9,2020-02-23,3,1.25
Census Tract,42101000401,White,10,2020-03-01,1,1.5
Census Tract,42101000401,White,11,2020-03-08,0,0.75
Census Tract,42101000401,White,12,2020-03-15,0,1.5
Census Tract,42101000401,White,13,2020-03-22,0,1.75
Census Tract,42101000401,White,14,2020-03-29,0,0.25
Census Tract,42101000401,White,15,2020-04-05,0,1.5
Census Tract,42101000401,White,16,2020-04-12,0,0
Census Tract,42101000401,White,17,2020-04-19,0,0.75
Census Tract,42101000401,White,18,2020-04-26,0,1.25
Census Tract,42101000401,White,19,2020-05-03,0,1.25
Census Tract,42101000401,White,20,2020-05-10,0,2
Census Tract,42101000401,White,21,2020-05-17,0,0.75
Census Tract,42101000401,White,22,2020-05-24,0,0.75
Census Tract,42101000401,White,23,2020-05-31,0,0.75
Census Tract,42101000401,White,24,2020-06-07,0,1.25
Census Tract,42101000401,White,25,2020-06-14,0,1.25
Census Tract,42101000401,White,26,2020-06-21,0,0.5
Census Tract,42101000401,White,27,2020-06-28,0,0.5
Census Tract,42101000401,White,28,2020-07-05,0,0.25
Census Tract,42101000401,White,29,2020-07-12,0,0.5
Census Tract,42101000401,White,30,2020-07-19,0,2
Census Tract,42101000401,White,31,2020-07-26,0,0.75
Census Tract,42101000401,White,32,2020-08-02,0,1.25
Census Tract,42101000401,White,33,2020-08-09,0,0
Census Tract,42101000401,White,34,2020-08-16,0,1.25
Census Tract,42101000401,White,35,2020-08-23,0,1.75
Census Tract,42101000401,White,36,2020-08-30,0,0.75
Census Tract,42101000401,White,37,2020-09-06,0,0.75
Census Tract,42101000401,White,38,2020-09-13,1,0.75
Census Tract,42101000401,White,39,2020-09-20,0,2.25
Census Tract,42101000401,White,40,2020-09-27,0,1
Census Tract,42101000401,White,41,2020-10-04,2,1.5
Census Tract,42101000401,White,42,2020-10-11,0,1
Census Tract,42101000401,White,43,2020-10-18,2,1
Census Tract,42101000401,White,44,2020-10-25,0,0.75
Census Tract,42101000402,White,1,2019-12-29,1,0
Census Tract,42101000402,White,2,2020-01-05,1,0.5
Census Tract,42101000402,White,3,2020-01-12,1,0
Census Tract,42101000402,White,4,2020-01-19,0,0.75
Census Tract,42101000402,White,5,2020-01-26,0,0
Census Tract,42101000402,White,6,2020-02-02,2,0.75
Census Tract,42101000402,White,7,2020-02-09,0,0
Census Tract,42101000402,White,8,2020-02-16,0,0
Census Tract,42101000402,White,9,2020-02-23,1,0
Census Tract,42101000402,White,10,2020-03-01,1,0.5
Census Tract,42101000402,White,11,2020-03-08,0,0.25
Census Tract,42101000402,White,12,2020-03-15,1,0.75
Census Tract,42101000402,White,13,2020-03-22,0,1.25
Census Tract,42101000402,White,14,2020-03-29,0,0.25
Census Tract,42101000402,White,15,2020-04-05,0,0.25
Census Tract,42101000402,White,16,2020-04-12,0,0
Census Tract,42101000402,White,17,2020-04-19,0,0
Census Tract,42101000402,White,18,2020-04-26,0,0.5
Census Tract,42101000402,White,19,2020-05-03,0,0.5
Census Tract,42101000402,White,20,2020-05-10,0,0.75
Census Tract,42101000402,White,21,2020-05-17,0,0.75
Census Tract,42101000402,White,22,2020-05-24,0,0
Census Tract,42101000402,White,23,2020-05-31,0,0
Census Tract,42101000402,White,24,2020-06-07,0,0
Census Tract,42101000402,White,25,2020-06-14,0,0
Census Tract,42101000402,White,26,2020-06-21,0,1.5
Census Tract,42101000402,White,27,2020-06-28,0,0
Census Tract,42101000402,White,28,2020-07-05,0,0.25
Census Tract,42101000402,White,29,2020-07-12,0,0
Census Tract,42101000402,White,30,2020-07-19,0,0
Census Tract,42101000402,White,31,2020-07-26,0,0.75
Census Tract,42101000402,White,32,2020-08-02,0,0
Census Tract,42101000402,White,33,2020-08-09,0,0
Census Tract,42101000402,White,34,2020-08-16,0,1
Census Tract,42101000402,White,35,2020-08-23,0,1.5
Census Tract,42101000402,White,36,2020-08-30,0,0.25
Census Tract,42101000402,White,37,2020-09-06,0,0.75
Census Tract,42101000402,White,38,2020-09-13,0,0.25
Census Tract,42101000402,White,39,2020-09-20,0,0
Census Tract,42101000402,White,40,2020-09-27,0,0.5
Census Tract,42101000402,White,41,2020-10-04,0,0.25
Census Tract,42101000402,White,42,2020-10-11,0,0
Census Tract,42101000402,White,43,2020-10-18,0,0.25
Census Tract,42101000402,White,44,2020-10-25,0,0.5
Census Tract,42101000500,Other,1,2019-12-29,0,0
Census Tract,42101000500,Other,2,2020-01-05,0,0.25
Census Tract,42101000500,Other,3,2020-01-12,0,0.25
Census Tract,42101000500,Other,4,2020-01-19,0,0.25
Census Tract,42101000500,Other,5,2020-01-26,0,1.5
Census Tract,42101000500,Other,6,2020-02-02,0,1.75
Census Tract,42101000500,Other,7,2020-02-09,0,0
Census Tract,42101000500,Other,8,2020-02-16,0,0
Census Tract,42101000500,Other,9,2020-02-23,1,0.25
Census Tract,42101000500,Other,10,2020-03-01,1,0.75
Census Tract,42101000500,Other,11,2020-03-08,2,0.5
Census Tract,42101000500,Other,12,2020-03-15,0,1
Census Tract,42101000500,Other,13,2020-03-22,0,0.75
Census Tract,42101000500,Other,14,2020-03-29,0,0
Census Tract,42101000500,Other,15,2020-04-05,0,1.25
Census Tract,42101000500,Other,16,2020-04-12,0,0.5
Census Tract,42101000500,Other,17,2020-04-19,0,0.5
Census Tract,42101000500,Other,18,2020-04-26,0,1
Census Tract,42101000500,Other,19,2020-05-03,0,0.75
Census Tract,42101000500,Other,20,2020-05-10,0,0
Census Tract,42101000500,Other,21,2020-05-17,0,0.25
Census Tract,42101000500,Other,22,2020-05-24,0,2
Census Tract,42101000500,Other,23,2020-05-31,0,0
Census Tract,42101000500,Other,24,2020-06-07,0,0.25
Census Tract,42101000500,Other,25,2020-06-14,0,0.25
Census Tract,42101000500,Other,26,2020-06-21,0,1.25
Census Tract,42101000500,Other,27,2020-06-28,0,1
Census Tract,42101000500,Other,28,2020-07-05,0,0
Census Tract,42101000500,Other,29,2020-07-12,0,0
Census Tract,42101000500,Other,30,2020-07-19,0,0
Census Tract,42101000500,Other,31,2020-07-26,0,0.75
Census Tract,42101000500,Other,32,2020-08-02,0,0
Census Tract,42101000500,Other,33,2020-08-09,0,0.75
Census Tract,42101000500,Other,34,2020-08-16,0,0.25
Census Tract,42101000500,Other,35,2020-08-23,1,2.25
Census Tract,42101000500,Other,36,2020-08-30,0,1.25
Census Tract,42101000500,Other,37,2020-09-06,0,1.5
Census Tract,42101000500,Other,38,2020-09-13,1,0.25
Census Tract,42101000500,Other,39,2020-09-20,1,0.5
Census Tract,42101000500,Other,40,2020-09-27,0,4.5
Census Tract,42101000500,Other,41,2020-10-04,0,0.75
Census Tract,42101000500,Other,42,2020-10-11,0,0.5
Census Tract,42101000500,Other,43,2020-10-18,1,0.5
Census Tract,42101000500,Other,44,2020-10-25,2,2.5
Census Tract,42101000600,White,1,2019-12-29,0,0
Census Tract,42101000600,White,2,2020-01-05,1,0
Census Tract,42101000600,White,3,2020-01-12,0,0
Census Tract,42101000600,White,4,2020-01-19,0,0.5
Census Tract,42101000600,White,5,2020-01-26,0,0.25
Census Tract,42101000600,White,6,2020-02-02,0,0.25
Census Tract,42101000600,White,7,2020-02-09,1,0.25
Census Tract,42101000600,White,8,2020-02-16,2,0.25
Census Tract,42101000600,White,9,2020-02-23,0,0.25
Census Tract,42101000600,White,10,2020-03-01,0,0.25
Census Tract,42101000600,White,11,2020-03-08,1,0.25
Census Tract,42101000600,White,12,2020-03-15,0,0
Census Tract,42101000600,White,13,2020-03-22,0,0
Census Tract,42101000600,White,14,2020-03-29,0,0
Census Tract,42101000600,White,15,2020-04-05,0,0.5
Census Tract,42101000600,White,16,2020-04-12,0,0
Census Tract,42101000600,White,17,2020-04-19,0,0
Census Tract,42101000600,White,18,2020-04-26,0,0.5
Census Tract,42101000600,White,19,2020-05-03,0,0
Census Tract,42101000600,White,20,2020-05-10,0,0.25
Census Tract,42101000600,White,21,2020-05-17,0,0
Census Tract,42101000600,White,22,2020-05-24,0,0.5
Census Tract,42101000600,White,23,2020-05-31,0,0.5
Census Tract,42101000600,White,24,2020-06-07,0,0
Census Tract,42101000600,White,25,2020-06-14,0,0
Census Tract,42101000600,White,26,2020-06-21,0,0.25
Census Tract,42101000600,White,27,2020-06-28,0,0.5
Census Tract,42101000600,White,28,2020-07-05,0,0
Census Tract,42101000600,White,29,2020-07-12,0,0.5
Census Tract,42101000600,White,30,2020-07-19,0,0
Census Tract,42101000600,White,31,2020-07-26,0,0
Census Tract,42101000600,White,32,2020-08-02,0,0
Census Tract,42101000600,White,33,2020-08-09,0,0
Census Tract,42101000600,White,34,2020-08-16,0,0
Census Tract,42101000600,White,35,2020-08-23,0,0.25
Census Tract,42101000600,White,36,2020-08-30,2,0
Census Tract,42101000600,White,37,2020-09-06,0,0.25
Census Tract,42101000600,White,38,2020-09-13,0,0.75
Census Tract,42101000600,White,39,2020-09-20,0,0
Census Tract,42101000600,White,40,2020-09-27,0,0.75
Census Tract,42101000600,White,41,2020-10-04,2,0.5
Census Tract,42101000600,White,42,2020-10-11,0,0
Census Tract,42101000600,White,43,2020-10-18,0,0.5
Census Tract,42101000600,White,44,2020-10-25,0,0
Census Tract,42101000700,White,1,2019-12-29,0,0.25
Census Tract,42101000700,White,2,2020-01-05,1,0.25
Census Tract,42101000700,White,3,2020-01-12,0,0.25
Census Tract,42101000700,White,4,2020-01-19,1,0.75
Census Tract,42101000700,White,5,2020-01-26,1,0.75
Census Tract,42101000700,White,6,2020-02-02,0,0.75
Census Tract,42101000700,White,7,2020-02-09,0,0.25
Census Tract,42101000700,White,8,2020-02-16,0,0
Census Tract,42101000700,White,9,2020-02-23,2,0.75
Census Tract,42101000700,White,10,2020-03-01,2,0.75
Census Tract,42101000700,White,11,2020-03-08,1,0.75
Census Tract,42101000700,White,12,2020-03-15,0,0.75
Census Tract,42101000700,White,13,2020-03-22,0,1
Census Tract,42101000700,White,14,2020-03-29,0,0.25
Census Tract,42101000700,White,15,2020-04-05,0,0.25
Census Tract,42101000700,White,16,2020-04-12,0,0.5
Census Tract,42101000700,White,17,2020-04-19,0,0.5
Census Tract,42101000700,White,18,2020-04-26,0,1.75
Census Tract,42101000700,White,19,2020-05-03,0,0
Census Tract,42101000700,White,20,2020-05-10,0,0.5
Census Tract,42101000700,White,21,2020-05-17,0,0.5
Census Tract,42101000700,White,22,2020-05-24,0,0.25
Census Tract,42101000700,White,23,2020-05-31,0,0.25
Census Tract,42101000700,White,24,2020-06-07,0,1
Census Tract,42101000700,White,25,2020-06-14,0,0.5
Census Tract,42101000700,White,26,2020-06-21,0,1
Census Tract,42101000700,White,27,2020-06-28,0,0.25
Census Tract,42101000700,White,28,2020-07-05,0,0
Census Tract,42101000700,White,29,2020-07-12,0,0
Census Tract,42101000700,White,30,2020-07-19,0,0.25
Census Tract,42101000700,White,31,2020-07-26,0,0.25
Census Tract,42101000700,White,32,2020-08-02,0,1.25
Census Tract,42101000700,White,33,2020-08-09,0,0.25
Census Tract,42101000700,White,34,2020-08-16,1,0.5
Census Tract,42101000700,White,35,2020-08-23,0,1
Census Tract,42101000700,White,36,2020-08-30,0,0.25
Census Tract,42101000700,White,37,2020-09-06,0,0.25
