type,GEOID,racial_majority,week,week_date,week_filings,filings_avg,last_updated
County,42001,White,1,2019-12-29,4,3.25,2023-04-08
County,42001,White,2,2020-01-05,12,9,2023-04-08
County,42001,White,3,2020-01-12,13,7.5,2023-04-08
County,42001,White,4,2020-01-19,6,9.25,2023-04-08
County,42001,White,5,2020-01-26,3,6.75,2023-04-08
County,42001,White,6,2020-02-02,4,6.25,2023-04-08
County,42001,White,7,2020-02-09,8,4.75,2023-04-08
County,42001,White,8,2020-02-16,7,9.5,2023-04-08
County,42001,White,9,2020-02-23,9,9.5,2023-04-08
County,42001,White,10,2020-03-01,10,9.75,2023-04-08
County,42001,White,11,2020-03-08,4,9.25,2023-04-08
County,42001,White,12,2020-03-15,2,6.5,2023-04-08
County,42001,White,13,2020-03-22,0,9.25,2023-04-08
County,42001,White,14,2020-03-29,0,5.25,2023-04-08
County,42001,White,15,2020-04-05,0,6.25,2023-04-08
County,42001,White,16,2020-04-12,0,8,2023-04-08
County,42001,White,17,2020-04-19,0,7.5,2023-04-08
County,42001,White,18,2020-04-26,0,6,2023-04-08
County,42001,White,19,2020-05-03,0,6.75,2023-04-08
County,42001,White,20,2020-05-10,0,7.75,2023-04-08
County,42001,White,21,2020-05-17,0,7.75,2023-04-08
County,42001,White,22,2020-05-24,0,3.75,2023-04-08
County,42001,White,23,2020-05-31,0,8.75,2023-04-08
County,42001,White,24,2020-06-07,2,7.5,2023-04-08
County,42001,White,25,2020-06-14,1,7.75,2023-04-08
County,42001,White,26,2020-06-21,0,7.5,2023-04-08
County,42001,White,27,2020-06-28,5,7,2023-04-08
County,42001,White,28,2020-07-05,3,8.25,2023-04-08
County,42001,White,29,2020-07-12,3,7.75,2023-04-08
County,42001,White,30,2020-07-19,1,8.5,2023-04-08
County,42001,White,31,2020-07-26,0,8.75,2023-04-08
County,42001,White,32,2020-08-02,2,14,2023-04-08
County,42001,White,33,2020-08-09,0,7.75,2023-04-08
County,42001,White,34,2020-08-16,4,6.75,2023-04-08
County,42001,White,35,2020-08-23,0,5.25,2023-04-08
County,42001,White,36,2020-08-30,28,6.75,2023-04-08
County,42001,White,37,2020-09-06,15,7.5,2023-04-08
County,42001,White,38,2020-09-13,7,9,2023-04-08
County,42001,White,39,2020-09-20,4,7.25,2023-04-08
County,42001,White,40,2020-09-27,4,6,2023-04-08
County,42001,White,41,2020-10-04,5,6.75,2023-04-08
County,42001,White,42,2020-10-11,6,9,2023-04-08
County,42001,White,43,2020-10-18,8,8.5,2023-04-08
County,42001,White,44,2020-10-25,8,7.25,2023-04-08
County,42001,White,45,2020-11-01,5,6,2023-04-08
County,42001,White,46,2020-11-08,2,6,2023-04-08
County,42001,White,47,2020-11-15,5,6.25,2023-04-08
County,42001,White,48,2020-11-22,2,4.75,2023-04-08
County,42001,White,49,2020-11-29,8,5.75,2023-04-08
County,42001,White,50,2020-12-06,6,6.5,2023-04-08
County,42001,White,51,2020-12-13,0,7,2023-04-08
County,42001,White,52,2020-12-20,1,2.75,2023-04-08
County,42001,White,53,2020-12-27,1,2,2023-04-08
County,42001,White,54,2021-01-03,4,8.75,2023-04-08
County,42001,White,55,2021-01-10,4,6,2023-04-08
County,42001,White,56,2021-01-17,4,11.5,2023-04-08
County,42001,White,57,2021-01-24,0,6.5,2023-04-08
County,42001,White,58,2021-01-31,2,7.75,2023-04-08
County,42001,White,59,2021-02-07,1,4,2023-04-08
County,42001,White,60,2021-02-14,4,4.75,2023-04-08
County,42001,White,61,2021-02-21,6,14.75,2023-04-08
County,42001,White,62,2021-02-28,7,8.5,2023-04-08
County,42001,White,63,2021-03-07,4,10.25,2023-04-08
County,42001,White,64,2021-03-14,4,6.25,2023-04-08
County,42001,White,65,2021-03-21,4,9,2023-04-08
County,42001,White,66,2021-03-28,1,6.25,2023-04-08
County,42001,White,67,2021-04-04,1,5.75,2023-04-08
County,42001,White,68,2021-04-11,4,8,2023-04-08
County,42001,White,69,2021-04-18,4,7.75,2023-04-08
County,42001,White,70,2021-04-25,5,6,2023-04-08
County,42001,White,71,2021-05-02,3,7.5,2023-04-08
County,42001,White,72,2021-05-09,1,6,2023-04-08
County,42001,White,73,2021-05-16,4,7.25,2023-04-08
County,42001,White,74,2021-05-23,3,6,2023-04-08
County,42001,White,75,2021-05-30,3,7,2023-04-08
County,42001,White,76,2021-06-06,2,8.25,2023-04-08
County,42001,White,77,2021-06-13,6,8,2023-04-08
County,42001,White,78,2021-06-20,3,6.75,2023-04-08
County,42001,White,79,2021-06-27,4,9,2023-04-08
County,42001,White,80,2021-07-04,5,7.5,2023-04-08
County,42001,White,81,2021-07-11,7,6.25,2023-04-08
County,42001,White,82,2021-07-18,4,9.5,2023-04-08
County,42001,White,83,2021-07-25,2,8,2023-04-08
County,42001,White,84,2021-08-01,5,12.75,2023-04-08
County,42001,White,85,2021-08-08,7,9,2023-04-08
County,42001,White,86,2021-08-15,6,7.75,2023-04-08
County,42001,White,87,2021-08-22,2,4.25,2023-04-08
County,42001,White,88,2021-08-29,5,8.25,2023-04-08
County,42001,White,89,2021-09-05,1,7,2023-04-08
County,42001,White,90,2021-09-12,3,7,2023-04-08
County,42001,White,91,2021-09-19,10,9.5,2023-04-08
County,42001,White,92,2021-09-26,5,3.75,2023-04-08
County,42001,White,93,2021-10-03,6,7.75,2023-04-08
County,42001,White,94,2021-10-10,9,10,2023-04-08
County,42001,White,95,2021-10-17,1,6.5,2023-04-08
County,42001,White,96,2021-10-24,6,10,2023-04-08
County,42001,White,97,2021-10-31,8,4.25,2023-04-08
County,42001,White,98,2021-11-07,6,6.5,2023-04-08
County,42001,White,99,2021-11-14,3,6.75,2023-04-08
County,42001,White,100,2021-11-21,1,3.75,2023-04-08
County,42001,White,101,2021-11-28,8,7.25,2023-04-08
County,42001,White,102,2021-12-05,6,4.75,2023-04-08
County,42001,White,103,2021-12-12,4,6.75,2023-04-08
County,42001,White,104,2021-12-19,1,4.25,2023-04-08
County,42001,White,105,2021-12-26,1,2.5,2023-04-08
County,42001,White,106,2022-01-02,7,8.5,2023-04-08
County,42001,White,107,2022-01-09,9,5.5,2023-04-08
County,42001,White,108,2022-01-16,9,11.5,2023-04-08
County,42001,White,109,2022-01-23,7,5.5,2023-04-08
County,42001,White,110,2022-01-30,3,9.25,2023-04-08
County,42001,White,111,2022-02-06,5,3.75,2023-04-08
County,42001,White,112,2022-02-13,9,4.25,2023-04-08
County,42001,White,113,2022-02-20,7,15,2023-04-08
County,42001,White,114,2022-02-27,10,6.75,2023-04-08
County,42001,White,115,2022-03-06,8,10.75,2023-04-08
County,42001,White,116,2022-03-13,6,8.25,2023-04-08
County,42001,White,117,2022-03-20,8,7.5,2023-04-08
County,42001,White,118,2022-03-27,7,7.75,2023-04-08
