type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Zip Code,23112,,01/2023,0,,59,
Zip Code,23112,,02/2023,0,,52,
Zip Code,23112,,03/2023,0,,43.5,
Zip Code,23112,,04/2023,0,,43.75,
Zip Code,23112,,05/2023,0,,49,
Zip Code,23112,,06/2023,0,,49.5,
Zip Code,23112,,07/2023,0,,49.5,
Zip Code,23112,,08/2023,0,,51,
Zip Code,23112,,09/2023,0,,49.75,
Zip Code,23112,,10/2023,0,,50,
Zip Code,23112,,11/2023,0,,54.25,
Zip Code,23112,,12/2023,0,,49.75,
Zip Code,23112,,01/2024,0,,59,
Zip Code,23112,,02/2024,0,,52.25,
Zip Code,23112,,03/2024,0,,43.5,
Zip Code,23112,,04/2024,0,,43.75,
Zip Code,23112,,05/2024,0,,49,
Zip Code,23112,,06/2024,0,,49.5,
Zip Code,23112,,07/2024,0,,49.5,
Zip Code,23112,,08/2024,0,,51,
Zip Code,23112,,09/2024,0,,49.75,
Zip Code,23112,,10/2024,0,,50,
Zip Code,23112,,11/2024,0,,54.25,
Zip Code,23112,,12/2024,0,,49.75,
Zip Code,23112,,01/2025,0,,59,
Zip Code,23112,,02/2025,0,,52,
Zip Code,23112,,03/2025,0,,43.5,
Zip Code,23112,,04/2025,0,,43.75,
Zip Code,23112,,05/2025,0,,49,
Zip Code,23112,,06/2025,0,,49.5,
Zip Code,23112,,07/2025,0,,49.5,
Zip Code,23112,,08/2025,0,,51,
Zip Code,23112,,09/2025,0,,49.75,
Zip Code,23112,,10/2025,0,,50,
Zip Code,23112,,11/2025,0,,54.25,
Zip Code,23112,,12/2025,0,,49.75,
Zip Code,23113,,01/2023,0,,12,
Zip Code,23113,,02/2023,0,,7.5,
Zip Code,23113,,03/2023,0,,9,
Zip Code,23113,,04/2023,0,,9.75,
Zip Code,23113,,05/2023,0,,11.75,
Zip Code,23113,,06/2023,0,,9.25,
Zip Code,23113,,07/2023,0,,7.75,
Zip Code,23113,,08/2023,0,,9.75,
Zip Code,23113,,09/2023,0,,8.25,
Zip Code,23113,,10/2023,0,,6.25,
Zip Code,23113,,11/2023,0,,7.25,
Zip Code,23113,,12/2023,0,,10.5,
Zip Code,23113,,01/2024,0,,12,
Zip Code,23113,,02/2024,0,,7.5,
Zip Code,23113,,03/2024,0,,9,
Zip Code,23113,,04/2024,0,,9.75,
Zip Code,23113,,05/2024,0,,11.75,
Zip Code,23113,,06/2024,0,,9.25,
Zip Code,23113,,07/2024,0,,7.75,
Zip Code,23113,,08/2024,0,,9.75,
Zip Code,23113,,09/2024,0,,8.25,
Zip Code,23113,,10/2024,0,,6.25,
Zip Code,23113,,11/2024,0,,7.25,
Zip Code,23113,,12/2024,0,,10.5,
Zip Code,23113,,01/2025,0,,12,
Zip Code,23113,,02/2025,0,,7.5,
Zip Code,23113,,03/2025,0,,9,
Zip Code,23113,,04/2025,0,,9.75,
Zip Code,23113,,05/2025,0,,11.75,
Zip Code,23113,,06/2025,0,,9.25,
Zip Code,23113,,07/2025,0,,7.75,
Zip Code,23113,,08/2025,0,,9.75,
Zip Code,23113,,09/2025,0,,8.25,
Zip Code,23113,,10/2025,0,,6.25,
Zip Code,23113,,11/2025,0,,7.25,
Zip Code,23113,,12/2025,0,,10.5,
Zip Code,23114,,01/2023,0,,16,
Zip Code,23114,,02/2023,0,,9,
Zip Code,23114,,03/2023,0,,11,
Zip Code,23114,,04/2023,0,,13.25,
Zip Code,23114,,05/2023,0,,13.25,
Zip Code,23114,,06/2023,0,,7,
Zip Code,23114,,07/2023,0,,11,
Zip Code,23114,,08/2023,0,,8,
Zip Code,23114,,09/2023,0,,15,
Zip Code,23114,,10/2023,0,,10.75,
Zip Code,23114,,11/2023,0,,12.75,
Zip Code,23114,,12/2023,0,,8.75,
Zip Code,23114,,01/2024,0,,16,
Zip Code,23114,,02/2024,0,,9,
Zip Code,23114,,03/2024,0,,11,
Zip Code,23114,,04/2024,0,,13.25,
Zip Code,23114,,05/2024,0,,13.25,
Zip Code,23114,,06/2024,0,,7,
Zip Code,23114,,07/2024,0,,11,
Zip Code,23114,,08/2024,0,,8,
Zip Code,23114,,09/2024,0,,15,
Zip Code,23114,,10/2024,0,,10.75,
Zip Code,23114,,11/2024,0,,12.75,
Zip Code,23114,,12/2024,0,,8.75,
Zip Code,23114,,01/2025,0,,16,
Zip Code,23114,,02/2025,0,,9,
Zip Code,23114,,03/2025,0,,11,
Zip Code,23114,,04/2025,0,,13.25,
Zip Code,23114,,05/2025,0,,13.25,
Zip Code,23114,,06/2025,0,,7,
Zip Code,23114,,07/2025,0,,11,
Zip Code,23114,,08/2025,0,,8,
Zip Code,23114,,09/2025,0,,15,
Zip Code,23114,,10/2025,0,,10.75,
Zip Code,23114,,11/2025,0,,12.75,
Zip Code,23114,,12/2025,0,,8.75,
Zip Code,23120,,01/2023,0,,0.5,
Zip Code,23120,,02/2023,0,,1,
Zip Code,23120,,03/2023,0,,0.25,
Zip Code,23120,,04/2023,0,,1,
Zip Code,23120,,05/2023,0,,0.25,
Zip Code,23120,,06/2023,0,,0.5,
Zip Code,23120,,07/2023,0,,0.75,
Zip Code,23120,,08/2023,0,,0.5,
Zip Code,23120,,09/2023,0,,0.25,
Zip Code,23120,,10/2023,0,,0.5,
Zip Code,23120,,11/2023,0,,1,
Zip Code,23120,,12/2023,0,,0.25,
Zip Code,23120,,01/2024,0,,0.5,
Zip Code,23120,,02/2024,0,,1,
Zip Code,23120,,03/2024,0,,0.25,
Zip Code,23120,,04/2024,0,,1,
Zip Code,23120,,05/2024,0,,0.25,
Zip Code,23120,,06/2024,0,,0.5,
Zip Code,23120,,07/2024,0,,0.75,
Zip Code,23120,,08/2024,0,,0.5,
Zip Code,23120,,09/2024,0,,0.25,
Zip Code,23120,,10/2024,0,,0.5,
Zip Code,23120,,11/2024,0,,1,
Zip Code,23120,,12/2024,0,,0.25,
Zip Code,23120,,01/2025,0,,0.5,
Zip Code,23120,,02/2025,0,,1,
Zip Code,23120,,03/2025,0,,0.25,
Zip Code,23120,,04/2025,0,,1,
Zip Code,23120,,05/2025,0,,0.25,
Zip Code,23120,,06/2025,0,,0.5,
Zip Code,23120,,07/2025,0,,0.75,
Zip Code,23120,,08/2025,0,,0.5,
Zip Code,23120,,09/2025,0,,0.25,
Zip Code,23120,,10/2025,0,,0.5,
Zip Code,23120,,11/2025,0,,1,
Zip Code,23120,,12/2025,0,,0.25,
Zip Code,23218,,01/2023,0,,0,
Zip Code,23218,,02/2023,0,,0,
Zip Code,23218,,03/2023,0,,0,
Zip Code,23218,,04/2023,0,,0,
Zip Code,23218,,05/2023,0,,0,
