position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
1,2/28/2022,3/4/2023,EASTWOOD TIC OWNER I LLC,5304 PERSIMMON TRL,144,0.377,39.027824,-94.503215
2,2/28/2022,3/4/2023,"PALISADES APARTMENTS, LLC",4032 HARVARD LN,140,0.377,39.048654,-94.449595
3,2/28/2022,3/4/2023,THE OWNER HUDSON RESERVE LLC,7300 E 87TH TER,134,0.377,38.964803,-94.503413
4,2/28/2022,3/4/2023,"KINGS TIC OWNER I, LLC, AS SUCC IN INTEREST TO VP KINGS QTR",11315 GRANDVIEW RD,111,0.377,38.918792,-94.53135
5,2/28/2022,3/4/2023,RIDGE AT CHESTNUT LLC,8700 HOLMES RD,101,0.377,38.970051,-94.582573
6,2/28/2022,3/4/2023,KC WILLOW CREEK LLC,111 W 99TH TER,95,0.377,38.947042,-94.592019
7,2/28/2022,3/4/2023,DYNASTY PROPERTIES INC. AGENT FOR PG GREEN VILLAGE LLC,5828 E 19TH TER,76,0.377,39.087567,-94.513689
8,2/28/2022,3/4/2023,"THE FAIRWAYS AT GRAND SUMMIT, PHASE III, A LIMITED PARTNERSH",15002 GRAND SUMMIT TRL,73,0.377,38.851651,-94.517376
9,2/28/2022,3/4/2023,"THE GREENS AT GRAND SUMMIT, A LIMITED PARTNERSHIP",14707 GRAND SUMMIT BLVD,70,0.377,38.852911,-94.516103
10,2/28/2022,3/4/2023,"KINGS TIC OWNER I, LLC, AS SUCC IN INTEREST TO VP KINGS QTR",11315 COLORADO AVE,64,0.377,38.918693,-94.529109
11,2/28/2022,3/4/2023,KC WALDO HEIGHTS APTS LLC,8015 CAMPBELL ST,63,0.377,38.980999,-94.577379
12,2/28/2022,3/4/2023,"KC CITADEL APARTMENTS, L.L.C.",1508 BUSHMAN DR,54,0.377,39.014831,-94.568027
13,2/28/2022,3/4/2023,"BANNISTER GARDENS APARTMENTS, L.P.",9351 HARRISON ST,54,0.377,38.958657,-94.578218
14,2/28/2022,3/4/2023,MIMG CLXXVIII ARBORS OF GRANDVIEW LLC,11910 HOLIDAY DR,52,0.377,38.907438,-94.511701
15,2/28/2022,3/4/2023,"1520 E. 97TH KANSAS CITY, LLC",1406 E 97TH ST,51,0.377,38.951648,-94.571631
16,2/28/2022,3/4/2023,THE VILLAGE HOLDING LLC,1301 E 82ND TER,50,0.377,38.977831,-94.57345
17,2/28/2022,3/4/2023,SW1 BRITTANY PLACE LP,8618 E UTOPIA DR,50,0.377,38.96707,-94.480792
18,2/28/2022,3/4/2023,THE VILLAGE HOLDING LLC,8238 TRACY AVE,49,0.377,38.977727,-94.575025
19,2/28/2022,3/4/2023,"MR ASSOCIATES, LLC",1102 E 117TH ST,47,0.377,38.91509,-94.577398
20,2/28/2022,3/4/2023,"WHISPERING LAKE INVESTORS, LLC",10515 E 43RD ST,46,0.377,39.043217,-94.455954
21,2/28/2022,3/4/2023,CCA CBD CROSSROADS KANSAS CITY LLC,1989 MAIN ST,44,0.377,39.089219,-94.583565
22,2/28/2022,3/4/2023,"1200 E. 89TH PARTNERS, LLC",1206 E 89TH ST,43,0.377,38.966594,-94.574049
23,2/28/2022,3/4/2023,"CIM EXPO, LLC",525 STONE ARCH DR,42,0.377,39.091671,-94.476372
24,2/28/2022,3/4/2023,DYNASTY PROPERTIES INC. AGENT FOR PG GREEN VILLAGE LLC,1748 TOPPING AVE,42,0.377,39.089293,-94.515209
25,2/28/2022,3/4/2023,"8619 E. 61 TERRACE RAYTOWN, LLC",8607 E 62ND ST,41,0.377,39.012277,-94.487409
26,2/28/2022,3/4/2023,"PARK MEADOWS HC2, LLC",7903 MANCHESTER AVE,37,0.377,38.980262,-94.495063
27,2/28/2022,3/4/2023,"HILLSIDE EXPO, LLC",16333 E TRUMAN RD,35,0.377,39.091527,-94.385652
28,2/28/2022,3/4/2023,"COMMONWEALTH HOLDINGS I, LLC",301 W ARMOUR BLVD,34,0.377,39.06359,-94.589478
29,2/28/2022,3/4/2023,CCW HAVEN LLC,10308 HILLCREST RD,34,0.377,38.93644,-94.523933
30,2/28/2022,3/4/2023,"LA CASITA MHP, LLC",3201 EASTERN AVE,33,0.377,39.066346,-94.497609
31,2/28/2022,3/4/2023,LARKSPUR POINTE LLC,16602 E LARKSPUR LN,32,0.377,39.070144,-94.382362
32,2/28/2022,3/4/2023,QUALITY HILL APARTMENTS LP,905 JEFFERSON ST,32,0.377,39.103181,-94.591857
33,2/28/2022,3/4/2023,WESTPORT RESIDENCES LLC,4111 BROADWAY ST,31,0.377,39.052832,-94.590077
