type,GEOID,racial_majority,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Zip Code,85001,Other,01/2020,0,4,0.4,2025-05-10
Zip Code,85001,Other,02/2020,0,3.5,0.2,2025-05-10
Zip Code,85001,Other,03/2020,0,1.5,0,2025-05-10
Zip Code,85001,Other,04/2020,0,1,0,2025-05-10
Zip Code,85001,Other,05/2020,0,2,0,2025-05-10
Zip Code,85001,Other,06/2020,1,3.5,0,2025-05-10
Zip Code,85001,Other,07/2020,0,1.5,0,2025-05-10
Zip Code,85001,Other,08/2020,0,1.5,0,2025-05-10
Zip Code,85001,Other,09/2020,0,2.5,0.2,2025-05-10
Zip Code,85001,Other,10/2020,0,0,0.6,2025-05-10
Zip Code,85001,Other,11/2020,0,1.5,0,2025-05-10
Zip Code,85001,Other,12/2020,0,1,0,2025-05-10
Zip Code,85001,Other,01/2021,0,4,0.4,2025-05-10
Zip Code,85001,Other,02/2021,0,3.5,0.2,2025-05-10
Zip Code,85001,Other,03/2021,0,1.5,0,2025-05-10
Zip Code,85001,Other,04/2021,0,1,0,2025-05-10
Zip Code,85001,Other,05/2021,1,2,0,2025-05-10
Zip Code,85001,Other,06/2021,0,3.5,0,2025-05-10
Zip Code,85001,Other,07/2021,0,1.5,0,2025-05-10
Zip Code,85001,Other,08/2021,0,1.5,0,2025-05-10
Zip Code,85001,Other,09/2021,0,2.5,0.2,2025-05-10
Zip Code,85001,Other,10/2021,0,0,0.6,2025-05-10
Zip Code,85001,Other,11/2021,0,1.5,0,2025-05-10
Zip Code,85001,Other,12/2021,0,1,0,2025-05-10
Zip Code,85001,Other,01/2022,0,4,0.4,2025-05-10
Zip Code,85001,Other,02/2022,0,3.5,0.2,2025-05-10
Zip Code,85001,Other,03/2022,0,1.5,0,2025-05-10
Zip Code,85001,Other,04/2022,0,1,0,2025-05-10
Zip Code,85001,Other,05/2022,0,2,0,2025-05-10
Zip Code,85001,Other,06/2022,0,3.5,0,2025-05-10
Zip Code,85001,Other,07/2022,0,1.5,0,2025-05-10
Zip Code,85001,Other,08/2022,0,1.5,0,2025-05-10
Zip Code,85001,Other,09/2022,0,2.5,0.2,2025-05-10
Zip Code,85001,Other,10/2022,0,0,0.6,2025-05-10
Zip Code,85001,Other,11/2022,0,1.5,0,2025-05-10
Zip Code,85001,Other,12/2022,0,1,0,2025-05-10
Zip Code,85001,Other,01/2023,0,4,0.4,2025-05-10
Zip Code,85001,Other,02/2023,0,3.5,0.2,2025-05-10
Zip Code,85001,Other,03/2023,0,1.5,0,2025-05-10
Zip Code,85001,Other,04/2023,0,1,0,2025-05-10
Zip Code,85001,Other,05/2023,0,2,0,2025-05-10
Zip Code,85001,Other,06/2023,0,3.5,0,2025-05-10
Zip Code,85001,Other,07/2023,0,1.5,0,2025-05-10
Zip Code,85001,Other,08/2023,0,1.5,0,2025-05-10
Zip Code,85001,Other,09/2023,0,2.5,0.2,2025-05-10
Zip Code,85001,Other,10/2023,0,0,0.6,2025-05-10
Zip Code,85001,Other,11/2023,0,1.5,0,2025-05-10
Zip Code,85001,Other,12/2023,0,1,0,2025-05-10
Zip Code,85001,Other,01/2024,8,4,0.4,2025-05-10
Zip Code,85001,Other,02/2024,7,3.5,0.2,2025-05-10
Zip Code,85001,Other,03/2024,3,1.5,0,2025-05-10
Zip Code,85001,Other,04/2024,2,1,0,2025-05-10
Zip Code,85001,Other,05/2024,4,2,0,2025-05-10
Zip Code,85001,Other,06/2024,7,3.5,0,2025-05-10
Zip Code,85001,Other,07/2024,3,1.5,0,2025-05-10
Zip Code,85001,Other,08/2024,3,1.5,0,2025-05-10
Zip Code,85001,Other,09/2024,5,2.5,0.2,2025-05-10
Zip Code,85001,Other,10/2024,0,0,0.6,2025-05-10
Zip Code,85001,Other,11/2024,3,1.5,0,2025-05-10
Zip Code,85001,Other,12/2024,2,1,0,2025-05-10
Zip Code,85001,Other,01/2025,5,4,0.4,2025-05-10
Zip Code,85001,Other,02/2025,5,3.5,0.2,2025-05-10
Zip Code,85001,Other,03/2025,5,1.5,0,2025-05-10
Zip Code,85001,Other,04/2025,4,1,0,2025-05-10
Zip Code,85001,Other,05/2025,0,0,0,2025-05-10
Zip Code,85002,Other,01/2020,0,0,0,2025-05-10
Zip Code,85002,Other,02/2020,0,0,0.2,2025-05-10
Zip Code,85002,Other,03/2020,0,0,0,2025-05-10
Zip Code,85002,Other,04/2020,0,0,0,2025-05-10
Zip Code,85002,Other,05/2020,0,0,0,2025-05-10
Zip Code,85002,Other,06/2020,0,0,0,2025-05-10
Zip Code,85002,Other,07/2020,0,0,0,2025-05-10
Zip Code,85002,Other,08/2020,0,0,0,2025-05-10
Zip Code,85002,Other,09/2020,0,0,0,2025-05-10
Zip Code,85002,Other,10/2020,0,0,0,2025-05-10
Zip Code,85002,Other,11/2020,0,0,0,2025-05-10
Zip Code,85002,Other,12/2020,0,0,0,2025-05-10
Zip Code,85002,Other,01/2021,0,0,0,2025-05-10
Zip Code,85002,Other,02/2021,0,0,0.2,2025-05-10
Zip Code,85002,Other,03/2021,0,0,0,2025-05-10
Zip Code,85002,Other,04/2021,0,0,0,2025-05-10
Zip Code,85002,Other,05/2021,0,0,0,2025-05-10
Zip Code,85002,Other,06/2021,0,0,0,2025-05-10
Zip Code,85002,Other,07/2021,0,0,0,2025-05-10
Zip Code,85002,Other,08/2021,0,0,0,2025-05-10
Zip Code,85002,Other,09/2021,0,0,0,2025-05-10
Zip Code,85002,Other,10/2021,0,0,0,2025-05-10
Zip Code,85002,Other,11/2021,0,0,0,2025-05-10
Zip Code,85002,Other,12/2021,0,0,0,2025-05-10
Zip Code,85002,Other,01/2022,0,0,0,2025-05-10
Zip Code,85002,Other,02/2022,0,0,0.2,2025-05-10
Zip Code,85002,Other,03/2022,0,0,0,2025-05-10
Zip Code,85002,Other,04/2022,0,0,0,2025-05-10
Zip Code,85002,Other,05/2022,0,0,0,2025-05-10
Zip Code,85002,Other,06/2022,0,0,0,2025-05-10
Zip Code,85002,Other,07/2022,0,0,0,2025-05-10
Zip Code,85002,Other,08/2022,0,0,0,2025-05-10
Zip Code,85002,Other,09/2022,0,0,0,2025-05-10
Zip Code,85002,Other,10/2022,0,0,0,2025-05-10
Zip Code,85002,Other,11/2022,0,0,0,2025-05-10
Zip Code,85002,Other,12/2022,0,0,0,2025-05-10
Zip Code,85002,Other,01/2023,0,0,0,2025-05-10
Zip Code,85002,Other,02/2023,0,0,0.2,2025-05-10
Zip Code,85002,Other,03/2023,0,0,0,2025-05-10
Zip Code,85002,Other,04/2023,0,0,0,2025-05-10
Zip Code,85002,Other,05/2023,0,0,0,2025-05-10
Zip Code,85002,Other,06/2023,0,0,0,2025-05-10
Zip Code,85002,Other,07/2023,0,0,0,2025-05-10
Zip Code,85002,Other,08/2023,0,0,0,2025-05-10
Zip Code,85002,Other,09/2023,0,0,0,2025-05-10
Zip Code,85002,Other,10/2023,0,0,0,2025-05-10
Zip Code,85002,Other,11/2023,0,0,0,2025-05-10
Zip Code,85002,Other,12/2023,0,0,0,2025-05-10
Zip Code,85002,Other,01/2024,0,0,0,2025-05-10
Zip Code,85002,Other,02/2024,0,0,0.2,2025-05-10
Zip Code,85002,Other,03/2024,0,0,0,2025-05-10
Zip Code,85002,Other,04/2024,0,0,0,2025-05-10
Zip Code,85002,Other,05/2024,0,0,0,2025-05-10
Zip Code,85002,Other,06/2024,0,0,0,2025-05-10
Zip Code,85002,Other,07/2024,0,0,0,2025-05-10
Zip Code,85002,Other,08/2024,0,0,0,2025-05-10
Zip Code,85002,Other,09/2024,0,0,0,2025-05-10
Zip Code,85002,Other,10/2024,0,0,0,2025-05-10
Zip Code,85002,Other,11/2024,0,0,0,2025-05-10
Zip Code,85002,Other,12/2024,0,0,0,2025-05-10
Zip Code,85002,Other,01/2025,0,0,0,2025-05-10
Zip Code,85002,Other,02/2025,0,0,0.2,2025-05-10
Zip Code,85002,Other,03/2025,0,0,0,2025-05-10
Zip Code,85002,Other,04/2025,0,0,0,2025-05-10
Zip Code,85002,Other,05/2025,0,0,0,2025-05-10
Zip Code,85003,White,01/2020,11,38,19.2,2025-05-10
Zip Code,85003,White,02/2020,6,29,14.8,2025-05-10
Zip Code,85003,White,03/2020,10,24.5,15,2025-05-10
Zip Code,85003,White,04/2020,7,30.5,15.6,2025-05-10
Zip Code,85003,White,05/2020,2,37.5,16.6,2025-05-10
Zip Code,85003,White,06/2020,7,38,18.2,2025-05-10
Zip Code,85003,White,07/2020,5,38.5,18.2,2025-05-10
Zip Code,85003,White,08/2020,6,43.5,20.4,2025-05-10
Zip Code,85003,White,09/2020,8,41.5,12.2,2025-05-10
Zip Code,85003,White,10/2020,11,38.5,15.2,2025-05-10
Zip Code,85003,White,11/2020,7,35.5,22,2025-05-10
Zip Code,85003,White,12/2020,9,52,15,2025-05-10
Zip Code,85003,White,01/2021,7,38,19.2,2025-05-10
Zip Code,85003,White,02/2021,4,29,14.4,2025-05-10
Zip Code,85003,White,03/2021,15,24.5,15,2025-05-10
Zip Code,85003,White,04/2021,7,30.5,15.6,2025-05-10
Zip Code,85003,White,05/2021,12,37.5,16.6,2025-05-10
Zip Code,85003,White,06/2021,6,38,18.2,2025-05-10
Zip Code,85003,White,07/2021,10,38.5,18.2,2025-05-10
Zip Code,85003,White,08/2021,5,43.5,20.4,2025-05-10
Zip Code,85003,White,09/2021,12,41.5,12.2,2025-05-10
Zip Code,85003,White,10/2021,5,38.5,15.2,2025-05-10
Zip Code,85003,White,11/2021,16,35.5,22,2025-05-10
Zip Code,85003,White,12/2021,13,52,15,2025-05-10
Zip Code,85003,White,01/2022,14,38,19.2,2025-05-10
Zip Code,85003,White,02/2022,10,29,14.4,2025-05-10
Zip Code,85003,White,03/2022,16,24.5,15,2025-05-10
