type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
County,22071,Black,01/2020,400,261.4,2023-04-01
County,22071,Black,02/2020,386,172,2023-04-01
County,22071,Black,03/2020,130,235.6,2023-04-01
County,22071,Black,04/2020,0,212.6,2023-04-01
County,22071,Black,05/2020,0,276.666666666667,2023-04-01
County,22071,Black,06/2020,196,258.2,2023-04-01
County,22071,Black,07/2020,155,240.8,2023-04-01
County,22071,Black,08/2020,175,264,2023-04-01
County,22071,Black,09/2020,161,200.8,2023-04-01
County,22071,Black,10/2020,252,266.2,2023-04-01
County,22071,Black,11/2020,234,207.6,2023-04-01
County,22071,Black,12/2020,296,201.2,2023-04-01
County,22071,Black,01/2021,147,302.8,2023-04-01
County,22071,Black,02/2021,113,210.6,2023-04-01
County,22071,Black,03/2021,145,208.4,2023-04-01
County,22071,Black,04/2021,122,204.8,2023-04-01
County,22071,Black,05/2021,152,260,2023-04-01
County,22071,Black,06/2021,149,248.2,2023-04-01
County,22071,Black,07/2021,162,219.8,2023-04-01
County,22071,Black,08/2021,201,289,2023-04-01
County,22071,Black,09/2021,119,189.4,2023-04-01
County,22071,Black,10/2021,482,287.666666666667,2023-04-01
County,22071,Black,11/2021,330,190.8,2023-04-01
County,22071,Black,12/2021,335,187.2,2023-04-01
County,22071,Black,01/2022,371,242.166666666667,2023-04-01
County,22071,Black,02/2022,448,198.4,2023-04-01
County,22071,Black,03/2022,321,199,2023-04-01
County,22071,Black,04/2022,369,172.2,2023-04-01
County,22071,Black,05/2022,432,295.6,2023-04-01
County,22071,Black,06/2022,344,221,2023-04-01
County,22071,Black,07/2022,429,249,2023-04-01
County,22071,Black,08/2022,404,274.8,2023-04-01
County,22071,Black,09/2022,454,172.6,2023-04-01
County,22071,Black,10/2022,405,266.666666666667,2023-04-01
County,22071,Black,11/2022,338,182.6,2023-04-01
County,22071,Black,12/2022,313,168,2023-04-01
County,22071,Black,01/2023,488,269,2023-04-01
County,22071,Black,02/2023,176,183.6,2023-04-01
County,22071,Black,03/2023,391,191.4,2023-04-01
County,22071,Black,04/2023,0,6,2023-04-01
County,sealed,,01/2020,147,70.4,2023-04-01
County,sealed,,02/2020,71,49.4,2023-04-01
County,sealed,,03/2020,34,43.4,2023-04-01
County,sealed,,04/2020,0,47.2,2023-04-01
County,sealed,,05/2020,0,55.1666666666667,2023-04-01
County,sealed,,06/2020,87,52.4,2023-04-01
County,sealed,,07/2020,63,53.2,2023-04-01
County,sealed,,08/2020,84,84.5,2023-04-01
County,sealed,,09/2020,32,84.6,2023-04-01
County,sealed,,10/2020,65,65.8,2023-04-01
County,sealed,,11/2020,62,80.8,2023-04-01
County,sealed,,12/2020,40,68.8,2023-04-01
County,sealed,,01/2021,22,80.6,2023-04-01
County,sealed,,02/2021,37,65.2,2023-04-01
County,sealed,,03/2021,29,42.4,2023-04-01
County,sealed,,04/2021,24,46.4,2023-04-01
County,sealed,,05/2021,21,52.6666666666667,2023-04-01
County,sealed,,06/2021,57,46.8,2023-04-01
County,sealed,,07/2021,61,50.8,2023-04-01
County,sealed,,08/2021,48,91.4,2023-04-01
County,sealed,,09/2021,17,78,2023-04-01
County,sealed,,10/2021,104,73,2023-04-01
County,sealed,,11/2021,147,73.4,2023-04-01
County,sealed,,12/2021,86,68,2023-04-01
County,sealed,,01/2022,93,63.3333333333333,2023-04-01
County,sealed,,02/2022,119,60.8,2023-04-01
County,sealed,,03/2022,104,38.8,2023-04-01
County,sealed,,04/2022,60,42.4,2023-04-01
County,sealed,,05/2022,95,61.6,2023-04-01
County,sealed,,06/2022,113,46.2,2023-04-01
County,sealed,,07/2022,84,58,2023-04-01
County,sealed,,08/2022,114,88.4,2023-04-01
County,sealed,,09/2022,87,72,2023-04-01
County,sealed,,10/2022,133,70.3333333333333,2023-04-01
County,sealed,,11/2022,90,71.4,2023-04-01
County,sealed,,12/2022,82,63.6,2023-04-01
County,sealed,,01/2023,116,73,2023-04-01
County,sealed,,02/2023,93,51.4,2023-04-01
County,sealed,,03/2023,0,36.4,2023-04-01
County,sealed,,04/2023,0,2,2023-04-01
