site_id,serial_share,filings_pandemic,filings_past_year,filings_past_month,filings_pandemic_pct_hist,filings_past_year_pct_hist,filings_past_month_pct_hist,median_rent,renter_hh,hhs_threatened_rate,eviction_filing_rate,site,latest_update
45019,0.3765296517100722,35426,10311,914,0.5458509564641258,0.6910973709344995,0.6913767019667171,1346,57055,0.1117167645254579,0.1807203575497327,charleston,2024-08-01
39035,0.1680335338071806,22608,6164,520,0.7353450589124972,0.8771879891845737,0.8160062769713613,799,104282,0.05261694252124048,0.05910895456550507,cleveland,2024-08-01
39049,0.280949599022784,84297,25544,2461,1.050089690567542,1.394348514347059,1.4906117504542702,1102,257009,0.07326202584345295,0.09938951554225728,columbus,2024-08-01
09,0.16124678663239075,66533,20410,1830,0.7720953441953309,1.0334874928265207,0.9976376521897165,1277,476797,0.032634433522023,0.04280647738974868,connecticut,2024-08-01
09001,0.17080125463358997,13876,4352,351,0.7848268320733018,1.0765171503957784,0.9326837909654571,1644,118307,0.02964321637772913,0.036785650891325114,bridgeport,2024-08-01
09003,0.14649956784788246,21425,6655,617,0.8120554383393767,1.0995759211323457,1.0959147424511546,1221,121667,0.03803825194999465,0.05469848027813622,hartford,2024-08-01
48113,0.211810670595017,138170,38453,3382,0.7844803439896438,0.9527659855630253,0.9258988866581485,1273,482309,0.06474272717282904,0.0797268970722089,dallas,2024-08-01
10003,0.3407147862648914,28442,7738,741,0.5747135727131282,0.6848242139965042,0.7572815533980582,1236,70242,0.10157740383246491,0.11016201133225136,wilmington,2024-08-01
10,0.33773234200743496,43390,11778,1127,0.5641989194530951,0.670576178547028,0.7459870925037233,1208,108545,0.09912939333916809,0.10850799207701875,delaware,2024-08-01
48439,0.24406253729562,147891,47470,4377,0.9018087579557148,1.2619881563993327,1.2754425584614264,1287,442278,0.07578039151845671,0.10733068341631281,fortworth,2024-08-01
48201,0.23435548152995064,271204,82202,6568,1.0622610119336136,1.4074299191432351,1.2985369711348358,1168,832215,0.08080123525771586,0.09877495599093984,houston,2024-08-01
45045,0.3601909877648463,53254,15232,1399,0.8433571804688397,1.0501749487219263,1.0757400999615532,1077,61820,0.1626172759624717,0.246392753154319,greenville,2024-08-01
12103,0.08799266727772685,71650,20255,1805,0.932087081520219,1.1512120264855494,1.1613318320733472,1313,350246,0.03737944187799432,0.05783078179336809,tampa,2024-08-01
18,0.20304559180967813,264507,71132,6479,0.8260177784301082,0.9746980275012503,0.9432575068243858,905,774845,0.07008885648097361,0.09180158612367635,indiana,2024-08-01
18141,0.1753410813542193,9832,2629,199,0.7286471263941898,0.8559335829399316,0.7000879507475813,906,32277,0.06131300926356229,0.08145118815255445,southbend,2024-08-01
12031,0.1623199688594784,50839,14319,1265,0.9737779650628257,1.2019037066881546,1.0916465308940284,1203,166485,0.0771540979667838,0.08600774844580593,jacksonville,2024-08-01
47157,0.2750867169965313,99907,28381,1779,0.8468058416185656,1.053166717690388,0.7044149673332013,1043,163597,0.1497888103082575,0.17348117630518897,memphis,2024-08-01
27,0.13063861414441713,77923,25401,1809,1.0549630567298351,1.5064161014122095,1.1568345323741007,1113,615932,0.02839761532117182,0.041239942071527376,minnesota,2024-08-01
27053,0.12527869200552075,39756,14097,1031,1.1167964717366725,1.7338683640053503,1.3512450851900393,1265,274851,0.03426947691658389,0.05128960782387548,minneapolis,2024-08-01
29,0.15278568645667875,134880,35332,3292,0.7300320958654247,0.8391850888599913,0.7946412407217428,882,770131,0.0433263951197913,0.045877909083000164,missouri,2024-08-01
29095,0.16131787675411838,30283,8353,801,0.7611040948018574,0.9223464458247067,0.8761279737489746,1044,122228,0.06704683051346663,0.06833949667833884,kansascity,2024-08-01
29510,0.16521988664897053,51298,14972,1307,0.776457143722069,0.9957269931000083,0.9032480995162405,951,198599,0.07018665753603996,0.07538809359563745,stlouis,2024-08-01
44007,0.19754623044096728,21774,6331,555,0.7886273089460341,1.001819764221853,0.9173553719008265,1116,108750,0.05171494252873563,0.05821609195402299,providence,2024-08-01
44,0.2031928301358353,28604,8254,745,0.7874087277281893,0.9932910135683986,0.9418457648546145,1142,161721,0.04415629386412401,0.05103851695203468,rhode_island,2024-08-01
55,0.18513375536042476,101108,27837,2567,0.8294793261868304,1.00327975203633,1.0237968625365608,921,781395,0.03133498422692748,0.03562474804676252,wisconsin,2024-08-01
55079,0.24496701065809504,50202,14270,1270,0.8761103645660634,1.0956190593185202,1.0305095748133721,954,193302,0.06115818770628343,0.07382230913285946,milwaukee,2024-08-01
48453,,28507,11147,1125,0.7084919454719428,1.2089803148894631,1.353247794707298,1437,270488,,0.04121070065954867,austin,2024-08-01
47037,,39109,9162,941,0.92648278149356,1.3412384716732542,1.3118029739776957,1316,146398,,0.09387423325455266,nashville,2024-04-01
51760,,58123,20544,1686,0.5457904608977564,0.8460936534739096,0.7823665893271462,1203,87693,,0.23427183469604188,richmond,2024-08-01
51,,399268,137429,11414,0.5607050217174165,0.8448287697548728,0.8045866278181778,1331,1079291,,0.1273326656110354,virginia,2024-08-01
35001,,30566,8983,778,0.6423587760591792,0.8235995232419543,0.7829587386782957,946,103857,,0.0864939291525848,albuquerque,2024-08-01
39061,,49344,13868,1255,0.878469799040064,1.0835729466183273,0.9731699751861043,906,143075,,0.09692818451860911,cincinnati,2024-08-01
12001,,6852,1407,207,1.0841486247725527,1.5024025627335809,1.8131386861313816,1134,47058,,0.051255896978197116,gainesville,2024-03-01
12086,,59880,11489,1577,1.1687133028642065,1.5029105893125776,1.6308169596690796,1517,457495,,0.04305058759424381,miami,2024-03-01
36061,,392290,123013,7913,0.2006987201613136,0.2839609052547994,0.43169667212220403,1640,2177959,,0.05648086120996768,newyork,2024-08-01
42101,,44631,12515,1140,0.4835375564728443,0.5914740772248216,0.5939820242282141,1181,311986,,0.04011397947343791,philadelphia,2024-08-01
04013,,266377,87075,7887,0.9517706463452281,1.3607424817317488,1.3383221339849318,1389,583611,,0.14920040917666047,phoenix,2024-08-01
32003,,195116,51825,4983,1.2193911668572786,1.4179982488781875,1.6252446183953033,1325,370204,,0.13999038368034922,lasvegas,2024-08-01
22071,,19707,5574,572,0.855970116839682,1.1507018992568125,1.2196162046908317,1082,75311,,0.08074155532030212,neworleans,2024-07-01
18097,,96689,25629,2322,0.7374253529290633,0.8574798210028857,0.8508611212898498,960,169686,,0.15103779922916447,indianapolis,2024-08-01
12011,,439882,89833,11541,7.003486761451386,9.437891787777975,9.590858725761798,1498,274579,,0.5608565424574661,fortlauderdale,2024-03-01
12099,,439882,89833,11541,13.046684066911851,17.538086096378485,17.823938223938224,1560,176311,,0.8734533215251946,palmbeach,2024-03-01
35,,50465,14455,1240,0.6816339945791638,0.8530204378700541,0.8099281515349445,906,254299,,0.05684253575515436,newmexico,2024-08-01
42,,384672,115624,10740,0.7675732086077419,1.0093956450475894,1.0104431272932544,1036,1571478,,0.07357659477256442,pennsylvania,2024-08-01
42003,,40454,14009,1321,0.6256781860065329,0.9483945436583254,0.9422165916186811,972,186277,,0.07520520515146797,pittsburgh,2024-08-01
0,,4463542,1250209,88876,0.7465118210766958,0.9345672983125578,0.9137352786608498,,14234219,,0.09513429814562284,all_sites,2024-08-01
