id,name,week_date,week_filings,week_diff,month_date,month_filings,month_diff,cumulative_date,cumulative_filings,cumulative_diff,end_moratorium_date,start_moratorium_date
25025,"Boston, MA",05/03/2020,0,0,04/12/2020,36,0.0662983425414365,03/01/2020,450,0.30942012376805,,03/18/2020
31069,"Cincinnati, OH",05/03/2020,50,0.260145681581686,04/12/2020,231,0.247323340471092,03/01/2020,817,0.401001276136252,05/04/2020,03/19/2020
29510,"St Louis, MO",05/03/2020,3,0.0161725067385445,04/12/2020,37,0.0399783900594273,03/01/2020,900,0.427553444180523,05/17/2020,03/19/2020
51760,"Richmond, VA",05/03/2020,11,0.0873015873015873,04/12/2020,140,0.091563113145847,03/01/2020,1020,0.33966033966034,,03/24/2020
55079,"Milwaukee, WI",05/03/2020,0,0,04/12/2020,6,0.00575594781273983,03/01/2020,441,0.204242311967395,05/15/2020,03/23/2020
48201,"Houston, TX",05/03/2020,130,0.196004523181304,04/12/2020,690,0.199609459752658,03/01/2020,3824,0.4713277663082,05/18/2020,03/19/2020
